Created on 05-15-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HBTC
2020-04-21,DASHBTC,0.01089,0.011,0.01074,0.01088,25735.24,280.19
2020-04-20,DASHBTC,0.01127,0.01151,0.01078,0.01089,30623.74,343.63
2020-04-19,DASHBTC,0.01106,0.01167,0.01095,0.01127,24145.84,272.86
2020-04-18,DASHBTC,0.01086,0.01116,0.01085,0.01106,15432.11,170.23
2020-04-17,DASHBTC,0.01071,0.01096,0.01063,0.01086,15907.68,170.71
2020-04-16,DASHBTC,0.01069,0.0111,0.01036,0.01071,12673.54,135.75
2020-04-15,DASHBTC,0.01052,0.01074,0.01051,0.01069,10727.92,113.83
2020-04-14,DASHBTC,0.0107,0.0108,0.0105,0.01052,13455.05,143.46
2020-04-13,DASHBTC,0.01072,0.01093,0.01058,0.0107,17786.33,190.71
2020-04-12,DASHBTC,0.0109,0.01099,0.01072,0.01072,16057.53,174.27
2020-04-11,DASHBTC,0.01081,0.01122,0.01074,0.0109,22731.7,249.03
2020-04-10,DASHBTC,0.01137,0.01143,0.01033,0.01081,27085.29,294.84
2020-04-09,DASHBTC,0.01027,0.01159,0.01021,0.01137,27866.39,305.46
2020-04-08,DASHBTC,0.01003,0.01037,0.00991,0.01027,18189.07,185.46
2020-04-07,DASHBTC,0.00999,0.01023,0.00986,0.01003,17842.41,179.36
2020-04-06,DASHBTC,0.00987,0.01008,0.00983,0.00999,15865.94,157.58
2020-04-05,DASHBTC,0.00999,0.01005,0.00979,0.00987,12373.67,122.86
2020-04-04,DASHBTC,0.01001,0.01026,0.00989,0.00999,19852.22,200.2
2020-04-03,DASHBTC,0.00994,0.01021,0.00993,0.01001,19564.65,196.64
2020-04-02,DASHBTC,0.00994,0.01007,0.00979,0.00994,15155.46,150.5
2020-04-01,DASHBTC,0.01013,0.01034,0.00993,0.00994,14316.5,145.39
2020-03-31,DASHBTC,0.0103,0.0103,0.01006,0.01013,12822.03,130.06
2020-03-30,DASHBTC,0.01029,0.0106,0.01011,0.0103,15362.9,158.05
2020-03-29,DASHBTC,0.01046,0.01057,0.01027,0.01029,14299.91,148.6
2020-03-28,DASHBTC,0.01064,0.0108,0.01016,0.01046,17779.48,184.16
2020-03-27,DASHBTC,0.01013,0.01101,0.01007,0.01064,22193.11,232.83
2020-03-26,DASHBTC,0.01014,0.01035,0.01002,0.01013,11728.17,119.22
2020-03-25,DASHBTC,0.01031,0.01042,0.01004,0.01014,16484.89,168.4
2020-03-24,DASHBTC,0.01095,0.01095,0.01024,0.01031,17686.39,185.03
2020-03-23,DASHBTC,0.01072,0.01099,0.01054,0.01095,20426.8,220.55
2020-03-22,DASHBTC,0.01154,0.01157,0.01064,0.01072,22535.68,252.07
2020-03-21,DASHBTC,0.01154,0.0122,0.01136,0.01154,36832.11,430.39
2020-03-20,DASHBTC,0.01062,0.0122,0.00997,0.01154,42676.9,476.1
2020-03-19,DASHBTC,0.01162,0.01162,0.01016,0.01062,33844.93,369.5
2020-03-18,DASHBTC,0.00857,0.0117,0.0085,0.01162,38143.08,377.71
2020-03-17,DASHBTC,0.00857,0.0087,0.00846,0.00857,12296.2,105.0
2020-03-16,DASHBTC,0.00881,0.00895,0.00838,0.00857,19519.1,169.09
2020-03-15,DASHBTC,0.00888,0.00899,0.0085,0.00881,9683.68,85.05
2020-03-14,DASHBTC,0.00916,0.00947,0.00877,0.00888,14356.7,127.68
2020-03-13,DASHBTC,0.00916,0.00935,0.00814,0.00916,44534.29,394.83
2020-03-12,DASHBTC,0.00912,0.00938,0.008,0.00916,38548.81,330.36
2020-03-11,DASHBTC,0.00947,0.00949,0.00885,0.00912,9653.97,89.12
2020-03-10,DASHBTC,0.00928,0.00956,0.00911,0.00947,8564.17,79.65
2020-03-09,DASHBTC,0.00917,0.00941,0.00888,0.00928,24564.23,225.56
2020-03-08,DASHBTC,0.00992,0.00994,0.00899,0.00917,31338.09,299.18
2020-03-07,DASHBTC,0.01028,0.0103,0.00988,0.00992,19858.36,199.92
2020-03-06,DASHBTC,0.00992,0.01029,0.00986,0.01028,23703.05,239.11
2020-03-05,DASHBTC,0.00993,0.01015,0.00991,0.00992,23397.4,234.21
2020-03-04,DASHBTC,0.01011,0.01018,0.00983,0.00993,17442.74,175.39
2020-03-03,DASHBTC,0.01013,0.0102,0.00999,0.01011,25653.94,259.02
2020-03-02,DASHBTC,0.00991,0.01033,0.00985,0.01013,22197.02,224.51
2020-03-01,DASHBTC,0.01,0.0104,0.00983,0.00991,16972.09,172.05
2020-02-29,DASHBTC,0.01015,0.01031,0.00996,0.01,17206.09,174.58
2020-02-28,DASHBTC,0.01016,0.01054,0.00967,0.01015,27045.81,274.69
2020-02-27,DASHBTC,0.00959,0.01052,0.00932,0.01016,42209.87,416.35
2020-02-26,DASHBTC,0.01025,0.01033,0.0091,0.00959,36152.59,348.38
2020-02-25,DASHBTC,0.01071,0.01071,0.01016,0.01025,21810.49,225.72
2020-02-24,DASHBTC,0.01088,0.01095,0.0105,0.01071,17289.07,184.46
