Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume BTC
2020-02-07,ETHBTC,0.0219,0.0228,0.0219,0.0228,46.28,1.036
2020-02-06,ETHBTC,0.0213,0.0219,0.021,0.0219,21.41,0.4615
2020-02-05,ETHBTC,0.0205,0.0213,0.0203,0.0213,28.84,0.6001
2020-02-04,ETHBTC,0.0201,0.0205,0.02,0.0205,11.4,0.2297
2020-02-03,ETHBTC,0.02,0.0203,0.02,0.0201,1.357,0.02736
2020-02-02,ETHBTC,0.0196,0.0205,0.0193,0.02,6.662,0.1321
2020-02-01,ETHBTC,0.0192,0.0196,0.019,0.0196,3.106,0.05981
2020-01-31,ETHBTC,0.0194,0.0195,0.0192,0.0192,5.675,0.1094
2020-01-30,ETHBTC,0.0189,0.0194,0.0186,0.0194,9.891,0.1853
2020-01-29,ETHBTC,0.0188,0.0191,0.0188,0.0189,4.344,0.08247
2020-01-28,ETHBTC,0.0192,0.0192,0.0188,0.0188,7.922,0.1494
2020-01-27,ETHBTC,0.0195,0.0195,0.019,0.0192,12.7,0.2426
2020-01-26,ETHBTC,0.0193,0.0195,0.0193,0.0195,2.407,0.04686
2020-01-25,ETHBTC,0.019,0.0193,0.019,0.0193,14.02,0.2693
2020-01-24,ETHBTC,0.0194,0.0194,0.019,0.019,0.3785,0.007191
2020-01-23,ETHBTC,0.0193,0.0195,0.019,0.0194,11.28,0.216
2020-01-22,ETHBTC,0.0195,0.0196,0.0193,0.0193,7.704,0.1505
2020-01-21,ETHBTC,0.0191,0.0195,0.0191,0.0195,11.38,0.2181
2020-01-20,ETHBTC,0.0191,0.0191,0.019,0.0191,5.632,0.1076
2020-01-19,ETHBTC,0.0198,0.0198,0.0189,0.0191,17.02,0.3264
2020-01-18,ETHBTC,0.0193,0.02,0.0189,0.0198,2.699,0.05273
2020-01-17,ETHBTC,0.0186,0.0193,0.0186,0.0193,49.08,0.9286
2020-01-16,ETHBTC,0.0185,0.0186,0.0185,0.0186,10.37,0.1926
2020-01-15,ETHBTC,0.0188,0.0194,0.0185,0.0185,9.821,0.1849
2020-01-14,ETHBTC,0.0176,0.0191,0.0172,0.0188,47.15,0.8459
2020-01-13,ETHBTC,0.0177,0.0179,0.0176,0.0176,11.46,0.2036
2020-01-12,ETHBTC,0.0178,0.0178,0.0177,0.0177,7.915,0.1401
2020-01-11,ETHBTC,0.0178,0.0179,0.0175,0.0178,17.69,0.315
2020-01-10,ETHBTC,0.0175,0.0178,0.0172,0.0178,7.032,0.1242
2020-01-09,ETHBTC,0.0173,0.0175,0.0169,0.0175,87.5,1.497
2020-01-08,ETHBTC,0.0175,0.0175,0.017,0.0173,6.378,0.1104
2020-01-07,ETHBTC,0.0185,0.0185,0.0175,0.0175,6.348,0.1118
2020-01-06,ETHBTC,0.0184,0.0187,0.018,0.0185,91.77,1.683
2020-01-05,ETHBTC,0.0181,0.0184,0.0181,0.0184,15.13,0.2761
2020-01-04,ETHBTC,0.0183,0.0183,0.018,0.0181,4.884,0.0892
2020-01-03,ETHBTC,0.0184,0.0184,0.0176,0.0183,11.4,0.2063
2020-01-02,ETHBTC,0.0184,0.0184,0.0182,0.0184,2.35,0.04299
2020-01-01,ETHBTC,0.018,0.0184,0.0178,0.0184,14.68,0.2688
2019-12-31,ETHBTC,0.018,0.0182,0.018,0.018,73.33,1.321
2019-12-30,ETHBTC,0.0184,0.0184,0.018,0.018,2.61,0.04698
2019-12-29,ETHBTC,0.0177,0.0184,0.0175,0.0184,72.96,1.317
2019-12-28,ETHBTC,0.0172,0.0177,0.0172,0.0177,2.41,0.04166
2019-12-27,ETHBTC,0.0174,0.0174,0.0172,0.0172,2.83,0.0488
2019-12-26,ETHBTC,0.0174,0.0178,0.0174,0.0174,2.109,0.03709
2019-12-25,ETHBTC,0.0175,0.0175,0.0171,0.0174,35.38,0.6144
2019-12-24,ETHBTC,0.0173,0.0177,0.0173,0.0175,8.34,0.1461
2019-12-23,ETHBTC,0.0177,0.0177,0.0172,0.0173,15.89,0.2773
2019-12-22,ETHBTC,0.0177,0.0181,0.0177,0.0177,22.2,0.4007
2019-12-21,ETHBTC,0.0179,0.018,0.0177,0.0177,49.83,0.8938
2019-12-20,ETHBTC,0.0179,0.0181,0.0178,0.0179,7.769,0.1401
2019-12-19,ETHBTC,0.0182,0.0182,0.0177,0.0179,47.82,0.8627
2019-12-18,ETHBTC,0.0183,0.0186,0.0182,0.0182,9.768,0.1798
2019-12-17,ETHBTC,0.0193,0.0193,0.0182,0.0183,47.13,0.8905
2019-12-16,ETHBTC,0.0201,0.0201,0.019,0.0193,32.95,0.6352
2019-12-15,ETHBTC,0.02,0.0201,0.0199,0.0201,5.358,0.1072
2019-12-14,ETHBTC,0.02,0.02,0.0198,0.02,4.723,0.0941
2019-12-13,ETHBTC,0.0203,0.0203,0.02,0.02,0.7983,0.01597
2019-12-12,ETHBTC,0.0198,0.0203,0.0197,0.0203,3.497,0.06957
2019-12-11,ETHBTC,0.0201,0.0201,0.0198,0.0198,41.07,0.8254
2019-12-10,ETHBTC,0.0196,0.0201,0.0196,0.0201,3.825,0.07581
2019-12-09,ETHBTC,0.0199,0.0199,0.0196,0.0196,2.663,0.05263
2019-12-08,ETHBTC,0.0197,0.0199,0.0196,0.0199,11.93,0.2352
2019-12-07,ETHBTC,0.0198,0.0198,0.0196,0.0197,2.265,0.04467
2019-12-06,ETHBTC,0.02,0.0202,0.0197,0.0198,6.602,0.1312
2019-12-05,ETHBTC,0.0201,0.0201,0.02,0.02,1.145,0.0229
2019-12-04,ETHBTC,0.0201,0.0203,0.0196,0.0201,5.025,0.1006
2019-12-03,ETHBTC,0.0204,0.0204,0.0201,0.0201,3.847,0.07735
2019-12-02,ETHBTC,0.0204,0.0204,0.0203,0.0204,0.5262,0.01069
2019-12-01,ETHBTC,0.0203,0.0206,0.0198,0.0204,9.229,0.1898
2019-11-30,ETHBTC,0.0199,0.0204,0.0198,0.0203,15.56,0.3117
2019-11-29,ETHBTC,0.02,0.0207,0.0197,0.0199,11.29,0.2254
2019-11-28,ETHBTC,0.0203,0.0204,0.02,0.02,2.137,0.0431
2019-11-27,ETHBTC,0.0208,0.0208,0.0202,0.0203,2.437,0.05026
2019-11-26,ETHBTC,0.0207,0.0208,0.0203,0.0208,6.736,0.1371
2019-11-25,ETHBTC,0.0202,0.021,0.0201,0.0207,44.35,0.8937
2019-11-24,ETHBTC,0.0208,0.0214,0.0202,0.0202,30.6,0.6348
2019-11-23,ETHBTC,0.021,0.021,0.0206,0.0208,109.28,2.267
2019-11-22,ETHBTC,0.021,0.0218,0.0204,0.021,8.691,0.181
2019-11-21,ETHBTC,0.0216,0.0216,0.021,0.021,22.67,0.4787
2019-11-20,ETHBTC,0.0214,0.0219,0.0214,0.0216,4.197,0.09091
2019-11-19,ETHBTC,0.0217,0.0217,0.021,0.0214,25.46,0.5347
2019-11-18,ETHBTC,0.0216,0.0217,0.0216,0.0217,13.0,0.2821
2019-11-17,ETHBTC,0.0215,0.0217,0.0215,0.0216,10.81,0.2336
2019-11-16,ETHBTC,0.0209,0.0215,0.0209,0.0215,9.177,0.1965
2019-11-15,ETHBTC,0.0214,0.0214,0.0209,0.0209,9.026,0.1899
2019-11-14,ETHBTC,0.0214,0.0216,0.0209,0.0214,58.36,1.25
2019-11-13,ETHBTC,0.0209,0.0214,0.0209,0.0214,2.311,0.04935
2019-11-12,ETHBTC,0.0209,0.0213,0.0209,0.0209,109.62,2.32
2019-11-11,ETHBTC,0.0208,0.0219,0.0208,0.0209,28.78,0.6121
2019-11-10,ETHBTC,0.0211,0.0213,0.0208,0.0208,59.26,1.252
2019-11-09,ETHBTC,0.0209,0.0211,0.0208,0.0211,29.52,0.6192
2019-11-08,ETHBTC,0.0203,0.0209,0.02,0.0209,28.01,0.5745
2019-11-07,ETHBTC,0.0204,0.0204,0.0202,0.0203,13.01,0.2647
2019-11-06,ETHBTC,0.0202,0.0206,0.0202,0.0204,7.592,0.1547
2019-11-05,ETHBTC,0.0202,0.0204,0.0195,0.0202,28.86,0.5784
2019-11-04,ETHBTC,0.0197,0.0202,0.0197,0.0202,4.214,0.08424
2019-11-03,ETHBTC,0.0199,0.0204,0.0194,0.0197,62.6,1.241
2019-11-02,ETHBTC,0.0199,0.0199,0.0195,0.0199,98.09,1.936
2019-11-01,ETHBTC,0.0199,0.02,0.0195,0.0199,48.58,0.9617
2019-10-31,ETHBTC,0.0201,0.0201,0.0196,0.0199,15.05,0.2985
2019-10-30,ETHBTC,0.0199,0.0203,0.0197,0.0201,20.82,0.4164
2019-10-29,ETHBTC,0.0196,0.02,0.0192,0.0199,30.29,0.598
2019-10-28,ETHBTC,0.0192,0.0196,0.019,0.0196,18.5,0.3557
2019-10-27,ETHBTC,0.0196,0.0205,0.019,0.0192,18.19,0.3513
2019-10-26,ETHBTC,0.0207,0.0209,0.0187,0.0196,34.3,0.6734
2019-10-25,ETHBTC,0.0218,0.022,0.0207,0.0207,24.7,0.5263
2019-10-24,ETHBTC,0.0215,0.0218,0.021,0.0218,11.5,0.2448
2019-10-23,ETHBTC,0.0214,0.0215,0.0208,0.0215,14.07,0.2991
2019-10-22,ETHBTC,0.0211,0.0214,0.021,0.0214,9.801,0.2068
2019-10-21,ETHBTC,0.0217,0.0217,0.0211,0.0211,2.554,0.05421
2019-10-20,ETHBTC,0.0212,0.0221,0.0212,0.0217,2.574,0.05526
2019-10-19,ETHBTC,0.0212,0.0212,0.0211,0.0212,0.1767,0.00374
2019-10-18,ETHBTC,0.0215,0.0215,0.0211,0.0212,13.17,0.278
2019-10-17,ETHBTC,0.0218,0.0223,0.0215,0.0215,7.141,0.1549
2019-10-16,ETHBTC,0.0219,0.022,0.0218,0.0218,16.44,0.3599
2019-10-15,ETHBTC,0.0218,0.0225,0.0218,0.0219,4.412,0.09831
2019-10-14,ETHBTC,0.0219,0.0224,0.0218,0.0218,16.45,0.3639
2019-10-13,ETHBTC,0.0216,0.0221,0.0216,0.0219,22.09,0.485
2019-10-12,ETHBTC,0.0218,0.0225,0.0216,0.0216,21.57,0.4779
2019-10-11,ETHBTC,0.023,0.023,0.0218,0.0218,3.981,0.08734
2019-10-10,ETHBTC,0.0229,0.023,0.0218,0.023,1.774,0.04021
2019-10-09,ETHBTC,0.022,0.0229,0.0218,0.0229,61.31,1.387
2019-10-08,ETHBTC,0.022,0.0224,0.0218,0.022,1.631,0.03585
2019-10-07,ETHBTC,0.0216,0.0235,0.0205,0.022,16.13,0.355
2019-10-06,ETHBTC,0.0219,0.0225,0.0215,0.0216,7.213,0.1559
2019-10-05,ETHBTC,0.0216,0.0219,0.0216,0.0219,1.001,0.02183
2019-10-04,ETHBTC,0.0218,0.0219,0.0216,0.0216,19.65,0.4245
2019-10-03,ETHBTC,0.0217,0.0218,0.0207,0.0218,3.414,0.0743
2019-10-02,ETHBTC,0.021,0.0218,0.0203,0.0217,5.312,0.109
2019-10-01,ETHBTC,0.0215,0.022,0.0203,0.021,11.2,0.2392
2019-09-30,ETHBTC,0.021,0.0218,0.0203,0.0215,3.399,0.07136
2019-09-29,ETHBTC,0.0215,0.0215,0.0203,0.021,4.654,0.09628
2019-09-28,ETHBTC,0.0215,0.0215,0.0215,0.0215,0.0,0.0
2019-09-27,ETHBTC,0.0212,0.0215,0.0201,0.0215,15.26,0.3225
2019-09-26,ETHBTC,0.0202,0.0213,0.0197,0.0212,46.2,0.9392
2019-09-25,ETHBTC,0.019,0.0214,0.019,0.0202,11.85,0.2378
2019-09-24,ETHBTC,0.0207,0.0207,0.019,0.019,87.15,1.755
2019-09-23,ETHBTC,0.0208,0.0211,0.0206,0.0207,38.25,0.7952
2019-09-22,ETHBTC,0.0214,0.0214,0.0207,0.0208,6.234,0.1308
2019-09-21,ETHBTC,0.0213,0.0219,0.0213,0.0214,16.9,0.362
2019-09-20,ETHBTC,0.0217,0.0217,0.0212,0.0213,23.54,0.5053
2019-09-19,ETHBTC,0.021,0.0221,0.0205,0.0217,9.89,0.2106
2019-09-18,ETHBTC,0.0204,0.0214,0.0204,0.021,18.16,0.3792
2019-09-17,ETHBTC,0.0192,0.0208,0.0191,0.0204,41.07,0.8138
2019-09-16,ETHBTC,0.0184,0.0194,0.0184,0.0192,17.84,0.3334
2019-09-15,ETHBTC,0.0181,0.0184,0.018,0.0184,0.9153,0.01673
2019-09-14,ETHBTC,0.0173,0.0181,0.0173,0.0181,21.25,0.3752
2019-09-13,ETHBTC,0.0172,0.0177,0.017,0.0173,48.66,0.8458
2019-09-12,ETHBTC,0.0174,0.0176,0.0172,0.0172,31.24,0.5417
2019-09-11,ETHBTC,0.0176,0.0179,0.0163,0.0174,6.679,0.1186
2019-09-10,ETHBTC,0.0176,0.0178,0.0176,0.0176,3.15,0.05604
2019-09-09,ETHBTC,0.0174,0.0177,0.0174,0.0176,2.928,0.05157
2019-09-08,ETHBTC,0.0171,0.0174,0.017,0.0174,11.57,0.2003
2019-09-07,ETHBTC,0.0163,0.0171,0.0162,0.0171,8.125,0.1329
2019-09-06,ETHBTC,0.0164,0.0165,0.0162,0.0163,42.35,0.6976
2019-09-05,ETHBTC,0.0166,0.0167,0.0157,0.0164,106.18,1.715
2019-09-04,ETHBTC,0.0167,0.017,0.0166,0.0166,16.56,0.2758
2019-09-03,ETHBTC,0.0171,0.0174,0.0167,0.0167,7.905,0.1335
2019-09-02,ETHBTC,0.0178,0.0178,0.0171,0.0171,27.61,0.4841
2019-09-01,ETHBTC,0.018,0.018,0.0174,0.0178,16.27,0.2866
2019-08-31,ETHBTC,0.0176,0.018,0.0174,0.018,26.42,0.4727
2019-08-30,ETHBTC,0.0179,0.0179,0.0175,0.0176,15.05,0.2667
2019-08-29,ETHBTC,0.018,0.018,0.0175,0.0179,12.6,0.2222
2019-08-28,ETHBTC,0.0186,0.0186,0.0173,0.018,64.52,1.136
2019-08-27,ETHBTC,0.0186,0.0186,0.0186,0.0186,1.221,0.02271
2019-08-26,ETHBTC,0.0184,0.0186,0.0183,0.0186,0.8684,0.01611
2019-08-25,ETHBTC,0.019,0.019,0.0184,0.0184,13.91,0.2592
2019-08-24,ETHBTC,0.0188,0.019,0.0185,0.019,1.548,0.02878
2019-08-23,ETHBTC,0.019,0.019,0.0187,0.0188,1.359,0.02555
2019-08-22,ETHBTC,0.0183,0.0192,0.0183,0.019,43.19,0.8118
2019-08-21,ETHBTC,0.0186,0.0186,0.0183,0.0183,0.11,0.002013
2019-08-20,ETHBTC,0.0184,0.0186,0.0182,0.0186,4.901,0.09003
2019-08-19,ETHBTC,0.0188,0.019,0.0184,0.0184,6.218,0.1159
2019-08-18,ETHBTC,0.018,0.0188,0.018,0.0188,13.87,0.257
2019-08-17,ETHBTC,0.0179,0.0181,0.0177,0.018,5.83,0.1055
2019-08-16,ETHBTC,0.0182,0.0185,0.0176,0.0179,51.3,0.9257
2019-08-15,ETHBTC,0.0183,0.0188,0.0182,0.0182,792.22,14.44
2019-08-14,ETHBTC,0.0191,0.0199,0.0181,0.0183,61.06,1.154
2019-08-13,ETHBTC,0.0188,0.0191,0.0183,0.0191,118.34,2.217
2019-08-12,ETHBTC,0.0188,0.0188,0.0184,0.0188,4.43,0.08218
2019-08-11,ETHBTC,0.0182,0.0189,0.0182,0.0188,154.77,2.871
2019-08-10,ETHBTC,0.0174,0.0183,0.0174,0.0182,134.13,2.4
2019-08-09,ETHBTC,0.0185,0.0185,0.0174,0.0174,15.58,0.2768
2019-08-08,ETHBTC,0.019,0.0192,0.0185,0.0185,53.03,0.9981
2019-08-07,ETHBTC,0.0196,0.0196,0.0188,0.019,28.16,0.5375
2019-08-06,ETHBTC,0.0198,0.02,0.0192,0.0196,13.28,0.2591
2019-08-05,ETHBTC,0.0202,0.0204,0.0195,0.0198,81.7,1.614
2019-08-04,ETHBTC,0.0204,0.0206,0.0202,0.0202,11.47,0.2329
2019-08-03,ETHBTC,0.0207,0.0209,0.0204,0.0204,26.01,0.5379
2019-08-02,ETHBTC,0.0208,0.022,0.0206,0.0207,16.51,0.3425
2019-08-01,ETHBTC,0.0217,0.0217,0.0207,0.0208,28.21,0.6024
2019-07-31,ETHBTC,0.0217,0.0217,0.0216,0.0217,44.39,0.9599
2019-07-30,ETHBTC,0.0221,0.0222,0.0217,0.0217,4.396,0.09646
2019-07-29,ETHBTC,0.0223,0.0223,0.0218,0.0221,9.782,0.2159
2019-07-28,ETHBTC,0.0217,0.0223,0.0216,0.0223,25.41,0.5536
2019-07-27,ETHBTC,0.0224,0.0224,0.0216,0.0217,25.15,0.5503
2019-07-26,ETHBTC,0.0224,0.0225,0.0217,0.0224,54.64,1.201
2019-07-25,ETHBTC,0.0219,0.0224,0.0217,0.0224,4.02,0.08786
2019-07-24,ETHBTC,0.0215,0.022,0.0206,0.0219,102.84,2.249
2019-07-23,ETHBTC,0.0213,0.0216,0.021,0.0215,3.935,0.08417
2019-07-22,ETHBTC,0.0213,0.0214,0.0212,0.0213,1.53,0.03252
2019-07-21,ETHBTC,0.0216,0.0216,0.0208,0.0213,22.41,0.475
2019-07-20,ETHBTC,0.0207,0.0222,0.0207,0.0216,17.0,0.3624
2019-07-19,ETHBTC,0.0215,0.0215,0.0207,0.0207,34.09,0.7157
2019-07-18,ETHBTC,0.0218,0.0224,0.021,0.0215,64.08,1.396
2019-07-17,ETHBTC,0.0208,0.0223,0.0208,0.0218,94.27,2.045
2019-07-16,ETHBTC,0.0211,0.0218,0.0206,0.0208,120.51,2.546
2019-07-15,ETHBTC,0.0223,0.0234,0.021,0.0211,80.61,1.751
2019-07-14,ETHBTC,0.0237,0.0242,0.0222,0.0223,75.39,1.721
2019-07-13,ETHBTC,0.0234,0.0243,0.0233,0.0237,38.7,0.9215
2019-07-12,ETHBTC,0.0238,0.024,0.0234,0.0234,56.26,1.336
2019-07-11,ETHBTC,0.0239,0.0241,0.0232,0.0238,55.93,1.325
2019-07-10,ETHBTC,0.0244,0.0257,0.0232,0.0239,88.58,2.12
2019-07-09,ETHBTC,0.025,0.0258,0.0244,0.0244,63.26,1.596
2019-07-08,ETHBTC,0.0267,0.027,0.025,0.025,30.32,0.7863
2019-07-07,ETHBTC,0.0258,0.0268,0.0253,0.0267,34.61,0.903
2019-07-06,ETHBTC,0.0263,0.0263,0.025,0.0258,52.22,1.336
2019-07-05,ETHBTC,0.0248,0.0263,0.0248,0.0263,45.66,1.178
2019-07-04,ETHBTC,0.0254,0.0274,0.0248,0.0248,35.0,0.8967
2019-07-03,ETHBTC,0.0272,0.0272,0.0251,0.0254,76.78,1.982
2019-07-02,ETHBTC,0.0277,0.0283,0.0265,0.0272,96.8,2.704
2019-07-01,ETHBTC,0.0269,0.0282,0.0264,0.0277,134.18,3.64
2019-06-30,ETHBTC,0.0272,0.0272,0.0257,0.0269,137.27,3.605
2019-06-29,ETHBTC,0.025,0.0272,0.025,0.0272,132.44,3.456
2019-06-28,ETHBTC,0.0262,0.0271,0.025,0.025,173.86,4.52
2019-06-27,ETHBTC,0.026,0.0276,0.0254,0.0262,576.99,15.26
2019-06-26,ETHBTC,0.0272,0.0278,0.0254,0.026,320.75,8.532
2019-06-25,ETHBTC,0.0285,0.0285,0.0265,0.0272,104.38,2.862
2019-06-24,ETHBTC,0.0284,0.0289,0.0272,0.0285,401.93,11.33
2019-06-23,ETHBTC,0.0289,0.0295,0.0279,0.0284,72.03,2.075
2019-06-22,ETHBTC,0.029,0.0298,0.0278,0.0289,276.09,7.942
2019-06-21,ETHBTC,0.0286,0.0298,0.0286,0.029,163.3,4.787
2019-06-20,ETHBTC,0.0292,0.0294,0.0282,0.0286,55.6,1.603
2019-06-19,ETHBTC,0.029,0.0293,0.0289,0.0292,59.28,1.73
2019-06-18,ETHBTC,0.0296,0.0297,0.0289,0.029,74.59,2.17
2019-06-17,ETHBTC,0.0299,0.0299,0.029,0.0296,227.36,6.686
2019-06-16,ETHBTC,0.0302,0.0302,0.0293,0.0299,87.91,2.612
2019-06-15,ETHBTC,0.0302,0.0309,0.0301,0.0302,131.64,4.004
2019-06-14,ETHBTC,0.0314,0.0314,0.0302,0.0302,304.62,9.428
2019-06-13,ETHBTC,0.032,0.0321,0.0314,0.0314,9.389,0.2983
2019-06-12,ETHBTC,0.0311,0.032,0.0305,0.032,84.01,2.653
2019-06-11,ETHBTC,0.031,0.0314,0.0303,0.0311,19.81,0.6119
2019-06-10,ETHBTC,0.03,0.031,0.03,0.031,16.14,0.495
2019-06-09,ETHBTC,0.0306,0.0311,0.03,0.03,30.85,0.9416
2019-06-08,ETHBTC,0.0313,0.0315,0.0305,0.0306,12.15,0.3764
2019-06-07,ETHBTC,0.0319,0.0319,0.0309,0.0313,26.38,0.8342
2019-06-06,ETHBTC,0.0317,0.0319,0.031,0.0319,62.0,1.949
2019-06-05,ETHBTC,0.0313,0.0317,0.0307,0.0317,58.8,1.82
2019-06-04,ETHBTC,0.0304,0.0318,0.0304,0.0313,74.37,2.327
2019-06-03,ETHBTC,0.0309,0.0313,0.0304,0.0304,35.23,1.082
2019-06-02,ETHBTC,0.0309,0.0313,0.0307,0.0309,28.66,0.8865
2019-06-01,ETHBTC,0.0308,0.032,0.0308,0.0309,32.18,1.006
2019-05-31,ETHBTC,0.0308,0.0322,0.0304,0.0308,119.38,3.75
2019-05-30,ETHBTC,0.0312,0.0338,0.0304,0.0308,385.6,12.47
2019-05-29,ETHBTC,0.0314,0.0318,0.0309,0.0312,53.68,1.692
2019-05-28,ETHBTC,0.0301,0.0314,0.0301,0.0314,108.51,3.346
2019-05-27,ETHBTC,0.0305,0.0314,0.0301,0.0301,59.95,1.834
2019-05-26,ETHBTC,0.0313,0.0315,0.0304,0.0305,39.05,1.203
2019-05-25,ETHBTC,0.0311,0.032,0.0306,0.0313,60.69,1.899
2019-05-24,ETHBTC,0.0312,0.0329,0.0307,0.0311,75.39,2.359
2019-05-23,ETHBTC,0.0319,0.0321,0.0303,0.0312,97.68,3.05
2019-05-22,ETHBTC,0.0324,0.0324,0.0316,0.0319,34.88,1.118
2019-05-21,ETHBTC,0.0321,0.0327,0.0313,0.0324,41.12,1.309
2019-05-20,ETHBTC,0.032,0.0322,0.0306,0.0321,73.4,2.307
2019-05-19,ETHBTC,0.0322,0.0324,0.0311,0.032,62.11,1.98
2019-05-18,ETHBTC,0.0323,0.034,0.032,0.0322,100.45,3.273
2019-05-17,ETHBTC,0.0333,0.0339,0.0311,0.0323,212.18,6.928
2019-05-16,ETHBTC,0.0305,0.0345,0.0291,0.0333,281.24,9.069
2019-05-15,ETHBTC,0.0274,0.0307,0.0272,0.0305,216.24,6.259
2019-05-14,ETHBTC,0.025,0.0277,0.024,0.0274,184.48,4.714
2019-05-13,ETHBTC,0.0271,0.0271,0.0248,0.025,225.96,5.891
2019-05-12,ETHBTC,0.027,0.0272,0.0261,0.0271,362.26,9.636
2019-05-11,ETHBTC,0.027,0.0285,0.0253,0.027,552.01,15.24
2019-05-10,ETHBTC,0.0274,0.028,0.027,0.027,221.75,6.071
2019-05-09,ETHBTC,0.0285,0.0287,0.0272,0.0274,245.23,6.84
2019-05-08,ETHBTC,0.0292,0.0292,0.0282,0.0285,595.38,17.04
2019-05-07,ETHBTC,0.0305,0.0312,0.029,0.0292,196.33,5.846
2019-05-06,ETHBTC,0.0282,0.0307,0.028,0.0305,176.1,5.217
2019-05-05,ETHBTC,0.028,0.0283,0.028,0.0282,93.59,2.636
2019-05-04,ETHBTC,0.0292,0.0292,0.028,0.028,38.41,1.094
2019-05-03,ETHBTC,0.0295,0.0296,0.0286,0.0292,97.52,2.84
2019-05-02,ETHBTC,0.0298,0.03,0.0294,0.0295,14.93,0.4431
2019-05-01,ETHBTC,0.0304,0.0306,0.0298,0.0298,69.94,2.111
2019-04-30,ETHBTC,0.0295,0.0305,0.0295,0.0304,49.8,1.498
2019-04-29,ETHBTC,0.0301,0.0301,0.0293,0.0295,43.98,1.305
2019-04-28,ETHBTC,0.0302,0.0302,0.0297,0.0301,20.04,0.6035
2019-04-27,ETHBTC,0.0298,0.0303,0.0296,0.0302,30.79,0.9177
2019-04-26,ETHBTC,0.0296,0.0298,0.0291,0.0298,240.02,7.068
2019-04-25,ETHBTC,0.0302,0.0305,0.0295,0.0296,47.9,1.437
2019-04-24,ETHBTC,0.0309,0.0309,0.0294,0.0302,96.56,2.907
2019-04-23,ETHBTC,0.032,0.032,0.0306,0.0309,45.34,1.429
2019-04-22,ETHBTC,0.0319,0.0324,0.0319,0.032,42.63,1.373
