Created on 05-15-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume NEO,Volume USDT
2019-06-23,NEOUSDT,17.48,18.89,16.71,16.86,1530392.97,27054331.22
2019-06-22,NEOUSDT,14.01,19.05,13.8,17.48,2817358.35,47148268.89
2019-06-21,NEOUSDT,13.54,14.05,13.54,14.01,434079.82,5994801.1
2019-06-20,NEOUSDT,13.72,13.76,13.17,13.54,311908.16,4189409.93
2019-06-19,NEOUSDT,13.67,13.98,13.48,13.72,307874.54,4235635.98
2019-06-18,NEOUSDT,14.2,14.22,13.22,13.67,667663.31,9122585.81
2019-06-17,NEOUSDT,13.99,14.72,13.89,14.2,824446.44,11777790.16
2019-06-16,NEOUSDT,13.95,14.48,13.76,13.99,737239.95,10367211.79
2019-06-15,NEOUSDT,13.44,14.42,13.44,13.95,1023174.52,14255018.54
2019-06-14,NEOUSDT,13.04,13.51,12.48,13.44,759890.59,9826186.85
2019-06-13,NEOUSDT,12.9,13.56,12.62,13.04,843507.18,11113022.88
2019-06-12,NEOUSDT,12.27,12.99,12.06,12.9,747162.54,9388834.28
2019-06-11,NEOUSDT,12.29,12.42,11.69,12.27,538835.95,6508645.37
2019-06-10,NEOUSDT,11.48,12.46,11.34,12.29,744677.38,9017929.49
2019-06-09,NEOUSDT,11.97,12.07,11.22,11.48,358708.47,4168767.5
2019-06-08,NEOUSDT,12.17,12.44,11.68,11.97,401628.21,4860392.68
2019-06-07,NEOUSDT,11.63,12.53,11.44,12.17,780353.55,9384700.95
2019-06-06,NEOUSDT,11.58,11.84,11.02,11.63,512725.05,5881258.55
2019-06-05,NEOUSDT,11.48,11.84,11.17,11.58,587391.3,6776312.42
2019-06-04,NEOUSDT,12.42,12.49,11.02,11.48,1083819.31,12877868.46
2019-06-03,NEOUSDT,14.11,14.14,12.4,12.42,771995.61,10218277.78
2019-06-02,NEOUSDT,13.71,14.16,13.6,14.11,534084.63,7427618.07
2019-06-01,NEOUSDT,13.54,14.37,13.25,13.71,1160288.63,16056482.14
2019-05-31,NEOUSDT,12.58,13.64,12.15,13.54,953389.05,12274413.88
2019-05-30,NEOUSDT,13.63,14.96,12.13,12.58,2032891.32,27961186.26
2019-05-29,NEOUSDT,12.66,14.47,11.74,13.63,1849983.94,24755538.0
2019-05-28,NEOUSDT,12.36,12.83,11.94,12.66,791886.12,9754303.41
2019-05-27,NEOUSDT,11.84,12.8,11.81,12.36,894877.45,10847060.33
2019-05-26,NEOUSDT,11.42,12.1,11.12,11.84,538262.95,6210030.86
2019-05-25,NEOUSDT,11.52,11.68,11.31,11.42,317625.26,3648061.79
2019-05-24,NEOUSDT,11.41,11.93,11.07,11.52,547346.15,6326858.88
2019-05-23,NEOUSDT,11.15,11.47,10.7,11.41,595566.68,6633366.64
2019-05-22,NEOUSDT,12.08,12.31,11.05,11.15,746632.42,8754379.39
2019-05-21,NEOUSDT,12,12.57,11.67,12.08,985262.68,11908803.67
2019-05-20,NEOUSDT,11.66,12.46,10.73,12,1432129.35,16757298.47
2019-05-19,NEOUSDT,10.7,11.95,10.66,11.66,1177879.91,13441619.19
2019-05-18,NEOUSDT,11.27,11.46,10.52,10.7,822976.52,9037615.67
2019-05-17,NEOUSDT,12.09,12.28,10.47,11.27,1449135.52,16050259.83
2019-05-16,NEOUSDT,12.85,13.87,11.34,12.09,2041508.28,25650220.86
2019-05-15,NEOUSDT,11.05,12.96,10.9,12.85,900103.55,10782917.15
2019-05-14,NEOUSDT,9.71,11.14,9.66,11.05,1262226.85,13307034.47
2019-05-13,NEOUSDT,9.32,10,9.25,9.71,616272.2,5982539.95
2019-05-12,NEOUSDT,9.64,10.07,8.98,9.32,794228.05,7551145.83
2019-05-11,NEOUSDT,8.78,10.23,8.77,9.64,966212.78,9272482.38
2019-05-10,NEOUSDT,8.66,9.09,8.33,8.78,516140.44,4521193.1
2019-05-09,NEOUSDT,9.04,9.31,8.5,8.66,451579.06,3970269.85
2019-05-08,NEOUSDT,8.91,9.07,8.7,9.04,246655.2,2194402.25
2019-05-07,NEOUSDT,9.16,9.42,9.16,9.31,178775.27,1667577.37
2019-05-06,NEOUSDT,9.24,9.39,8.82,9.16,445005.99,4057670.31
2019-05-05,NEOUSDT,9.45,9.6,9.16,9.24,271250.68,2543804.26
2019-05-04,NEOUSDT,9.93,10.16,9.21,9.45,448996.85,4333457.29
2019-05-03,NEOUSDT,9.83,10.15,9.71,9.93,464279.15,4630614.44
2019-05-02,NEOUSDT,9.7,10.12,9.6,9.83,281959.55,2779962.26
2019-05-01,NEOUSDT,9.73,9.86,9.44,9.7,350690.28,3396132.12
2019-04-30,NEOUSDT,9.44,9.74,9.3,9.73,400084.2,3801234.09
2019-04-29,NEOUSDT,9.36,10.04,9.28,9.44,625760.82,6010782.72
2019-04-28,NEOUSDT,9.54,9.74,9.23,9.36,171511.05,1628802.19
2019-04-27,NEOUSDT,9.49,9.74,9.31,9.54,284688.86,2713935.14
2019-04-26,NEOUSDT,9.58,9.98,9.15,9.49,607523.38,5738222.54
2019-04-25,NEOUSDT,9.89,10.33,9.45,9.58,532185.16,5305306.78
2019-04-24,NEOUSDT,10.22,10.45,9.34,9.89,795120.16,7802677.58
2019-04-23,NEOUSDT,10.76,11.14,10.21,10.22,588793.82,6316078.34
2019-04-22,NEOUSDT,10.5,10.9,10.4,10.76,369261.21,3958522.08
2019-04-21,NEOUSDT,10.88,10.97,10.1,10.5,420703.45,4391545.2
2019-04-20,NEOUSDT,11.03,11.13,10.76,10.88,234747.95,2570457.31
2019-04-19,NEOUSDT,11.23,11.24,10.76,11.03,265838.16,2921543.23
2019-04-18,NEOUSDT,10.92,11.35,10.92,11.23,390153.09,4364918.37
2019-04-17,NEOUSDT,10.85,11.17,10.74,10.92,369262.3,4025322.29
2019-04-16,NEOUSDT,10.68,11.05,10.53,10.85,382979.38,4131729.93
2019-04-15,NEOUSDT,11.27,11.42,10.41,10.68,509494.73,5575918.54
2019-04-14,NEOUSDT,11.02,11.31,10.76,11.27,380066.43,4171064.74
2019-04-13,NEOUSDT,11.24,11.32,10.86,11.02,256671.32,2848958.52
2019-04-12,NEOUSDT,11.15,11.54,10.58,11.24,513143.92,5723922.92
2019-04-11,NEOUSDT,12.42,12.43,10.5,11.15,875700.19,9921027.51
2019-04-10,NEOUSDT,12.06,12.67,12.02,12.42,464886.04,5787949.44
2019-04-09,NEOUSDT,12.59,12.6,11.72,12.06,595457.0,7249445.26
2019-04-08,NEOUSDT,12.84,13.28,11.87,12.59,830550.18,10503162.74
2019-04-07,NEOUSDT,13.08,13.24,12.51,12.84,589242.02,7624368.62
2019-04-06,NEOUSDT,13.47,13.52,12.76,13.08,720997.57,9511897.51
2019-04-05,NEOUSDT,12.77,13.68,12.63,13.47,1009978.58,13254598.89
2019-04-04,NEOUSDT,12.12,13.7,11.85,12.77,1820952.48,23190721.18
2019-04-03,NEOUSDT,11.51,13.84,11.2,12.12,2272990.24,28252583.23
2019-04-02,NEOUSDT,10.04,11.65,10.04,11.51,1542865.79,16711448.59
2019-04-01,NEOUSDT,10.1,10.18,9.85,10.04,409970.11,4117260.53
2019-03-19,NEOUSDT,9.11,9.15,9.07,9.13,35399.28,322543.05
2019-03-18,NEOUSDT,9.19,9.29,8.97,9.11,550455.02,5029981.48
2019-03-17,NEOUSDT,9.42,9.45,9.1,9.19,520569.55,4815328.72
2019-03-16,NEOUSDT,9.22,9.75,9.2,9.42,674885.87,6386377.6
2019-03-15,NEOUSDT,9.27,9.33,9.07,9.22,491026.33,4524213.28
2019-03-14,NEOUSDT,8.91,9.32,8.73,9.27,779443.56,7060843.02
2019-03-13,NEOUSDT,8.83,9.12,8.71,8.91,617677.23,5518977.35
2019-03-12,NEOUSDT,8.72,8.95,8.55,8.83,326061.07,2865790.33
2019-03-11,NEOUSDT,8.76,8.85,8.46,8.72,401415.04,3469857.84
2019-03-10,NEOUSDT,8.96,9.03,8.62,8.76,378603.66,3334033.7
2019-03-09,NEOUSDT,8.77,9.13,8.72,8.96,518752.13,4647394.23
2019-03-08,NEOUSDT,9.18,9.23,8.61,8.77,705270.36,6320567.39
2019-03-07,NEOUSDT,8.71,9.29,8.65,9.18,664303.32,5926986.93
2019-03-06,NEOUSDT,8.74,8.89,8.54,8.71,447770.64,3884917.68
2019-03-05,NEOUSDT,8.16,8.87,8.09,8.74,663267.56,5668176.19
2019-03-04,NEOUSDT,8.62,8.66,7.9,8.16,659791.04,5438102.37
2019-03-03,NEOUSDT,8.7,8.83,8.54,8.62,290891.24,2535657.99
2019-03-02,NEOUSDT,8.95,9.07,8.63,8.7,426693.58,3755768.47
2019-03-01,NEOUSDT,8.81,9.28,8.75,8.95,511179.47,4559037.6
2019-02-28,NEOUSDT,8.86,9.04,8.7,8.81,645894.61,5748442.26
2019-02-27,NEOUSDT,9.05,9.18,8.55,8.86,779369.1,6938542.45
2019-02-26,NEOUSDT,9.2,9.43,8.85,9.05,815465.86,7361591.86
2019-02-25,NEOUSDT,8.91,9.44,8.77,9.2,1620172.13,14758339.91
2019-02-24,NEOUSDT,10.14,10.84,8.51,8.91,3569286.44,34394640.08
2019-02-23,NEOUSDT,8.68,10.3,8.5,10.14,1812503.2,17117886.77
2019-02-22,NEOUSDT,8.59,8.79,8.54,8.68,535307.0,4656261.33
2019-02-21,NEOUSDT,9.11,9.15,8.46,8.59,916304.68,8028335.49
2019-02-20,NEOUSDT,8.88,9.18,8.73,9.11,875815.61,7847267.43
2019-02-19,NEOUSDT,8.78,9.23,8.61,8.88,1261504.13,11315892.21
2019-02-18,NEOUSDT,8.38,8.9,8.18,8.78,1269602.29,10891347.61
2019-02-17,NEOUSDT,7.89,8.75,7.87,8.38,1219648.42,10202953.78
2019-02-16,NEOUSDT,8.09,8.29,7.85,7.89,507677.98,4103205.48
2019-02-15,NEOUSDT,7.89,8.4,7.83,8.09,508257.63,4107907.66
2019-02-14,NEOUSDT,8.22,8.26,7.71,7.89,618212.59,4913860.69
2019-02-13,NEOUSDT,8.19,8.49,8.05,8.22,616580.8,5096083.68
2019-02-12,NEOUSDT,8.13,8.44,7.84,8.19,1040780.87,8553345.69
2019-02-11,NEOUSDT,7.97,8.35,7.65,8.13,647602.08,5167739.67
2019-02-10,NEOUSDT,7.66,8.14,7.46,7.97,617877.83,4773111.43
2019-02-09,NEOUSDT,7.54,7.76,7.44,7.66,377007.13,2860377.7
2019-02-08,NEOUSDT,6.93,7.86,6.84,7.54,648201.86,4783441.56
2019-02-07,NEOUSDT,6.87,7,6.82,6.93,168117.01,1160078.14
2019-02-06,NEOUSDT,6.99,7.04,6.7,6.87,345982.24,2364709.36
2019-02-05,NEOUSDT,7.05,7.15,6.93,6.99,208828.73,1470688.92
2019-02-04,NEOUSDT,7.02,7.16,6.97,7.05,214260.45,1516839.21
2019-02-03,NEOUSDT,7.24,7.26,6.92,7.02,272646.89,1925417.55
2019-02-02,NEOUSDT,6.97,7.26,6.83,7.24,297707.72,2104762.85
2019-02-01,NEOUSDT,6.86,7.05,6.72,6.97,244348.49,1683698.53
2019-01-31,NEOUSDT,7.05,7.16,6.75,6.86,265374.03,1841721.33
2019-01-30,NEOUSDT,6.98,7.13,6.77,7.05,375031.73,2618811.32
2019-01-29,NEOUSDT,6.92,7.13,6.67,6.98,421942.42,2919408.05
2019-01-28,NEOUSDT,7.34,7.37,6.72,6.92,608947.93,4233596.22
2019-01-27,NEOUSDT,7.44,7.56,7.15,7.34,371436.6,2734697.23
2019-01-26,NEOUSDT,7.49,7.65,7.41,7.44,213123.37,1603183.98
2019-01-25,NEOUSDT,7.64,7.65,7.39,7.49,241268.26,1809833.53
2019-01-24,NEOUSDT,7.46,7.67,7.37,7.64,284521.76,2138695.59
2019-01-23,NEOUSDT,7.6,7.63,7.37,7.46,404950.37,3043095.95
2019-01-22,NEOUSDT,7.41,7.72,7.05,7.6,523169.97,3910442.73
2019-01-21,NEOUSDT,7.45,7.54,7.25,7.41,404556.82,3000113.2
2019-01-20,NEOUSDT,7.9,8.05,7.22,7.45,668777.29,5063259.69
2019-01-19,NEOUSDT,7.51,8.26,7.49,7.9,558235.27,4425651.46
2019-01-18,NEOUSDT,7.66,7.71,7.41,7.51,287849.93,2169354.5
2019-01-17,NEOUSDT,7.55,7.69,7.31,7.66,497042.08,3740009.02
2019-01-16,NEOUSDT,7.42,7.79,7.35,7.55,540198.95,4081382.39
2019-01-15,NEOUSDT,7.81,7.85,7.24,7.42,714886.21,5375573.75
2019-01-14,NEOUSDT,6.98,7.84,6.98,7.81,807829.68,6049887.74
2019-01-13,NEOUSDT,7.56,7.66,6.85,6.98,638029.07,4595963.81
2019-01-12,NEOUSDT,7.74,7.76,7.46,7.56,422721.82,3223303.85
2019-01-11,NEOUSDT,7.78,7.93,7.51,7.74,779361.99,6040288.31
2019-01-10,NEOUSDT,9,9.37,7.4,7.78,1830066.34,14999200.9
2019-01-09,NEOUSDT,9.01,9.65,8.9,9,1597939.43,14825943.84
2019-01-08,NEOUSDT,8.36,9.33,8.15,9.01,1501764.06,13288526.93
2019-01-07,NEOUSDT,8.46,8.82,8.15,8.36,1100983.14,9352063.6
2019-01-06,NEOUSDT,7.72,8.7,7.53,8.46,1079740.34,8873459.98
2019-01-05,NEOUSDT,7.46,7.83,7.46,7.72,443706.04,3402409.27
2019-01-04,NEOUSDT,7.52,7.62,7.26,7.46,353359.37,2645811.88
2019-01-03,NEOUSDT,7.9,7.92,7.35,7.52,447076.49,3409098.87
2019-01-02,NEOUSDT,7.76,7.98,7.57,7.9,619636.91,4824786.88
2019-01-01,NEOUSDT,7.41,7.79,7.28,7.76,322613.26,2414496.99
2018-12-31,NEOUSDT,7.96,8,7.24,7.41,592585.72,4505641.16
2018-12-30,NEOUSDT,7.66,8.08,7.5,7.96,737582.65,5789120.05
2018-12-29,NEOUSDT,7.8,8.15,7.4,7.66,821288.64,6349231.33
2018-12-28,NEOUSDT,6.8,7.98,6.66,7.8,1084992.45,7921266.18
2018-12-27,NEOUSDT,7.7,7.74,6.67,6.8,930270.1,6650188.29
2018-12-26,NEOUSDT,7.55,7.95,7.11,7.7,840067.89,6344588.18
2018-12-25,NEOUSDT,8.32,8.36,7,7.55,1252180.62,9254229.69
2018-12-24,NEOUSDT,7.55,9,7.55,8.32,2521514.11,21133392.17
2018-12-23,NEOUSDT,6.99,7.97,6.94,7.55,1355058.0,10155138.3
2018-12-22,NEOUSDT,6.8,7.01,6.64,6.99,580958.23,3959322.34
2018-12-21,NEOUSDT,7.12,7.39,6.53,6.8,1368456.55,9551916.96
2018-12-20,NEOUSDT,6.5,7.33,6.45,7.12,1481677.97,10334120.89
2018-12-19,NEOUSDT,6.74,7.25,6.47,6.5,1401789.49,9657584.65
2018-12-18,NEOUSDT,6.47,6.78,6.23,6.74,797010.1,5142560.85
2018-12-17,NEOUSDT,5.68,6.66,5.66,6.47,829272.01,5195963.66
2018-12-16,NEOUSDT,5.59,5.99,5.58,5.68,453157.14,2645556.94
2018-12-15,NEOUSDT,5.63,5.68,5.42,5.59,250692.79,1391174.22
2018-12-14,NEOUSDT,5.72,5.74,5.46,5.63,340508.23,1907959.63
2018-12-13,NEOUSDT,5.98,6,5.58,5.72,421368.88,2453356.28
2018-12-12,NEOUSDT,5.8,6.27,5.72,5.98,399559.63,2417133.37
2018-12-11,NEOUSDT,6.03,6.17,5.67,5.78,428944.09,2519221.76
2018-12-10,NEOUSDT,6.31,6.38,5.88,6.03,516222.57,3160520.07
2018-12-09,NEOUSDT,5.92,6.85,5.91,6.31,593986.82,3774906.4
2018-12-08,NEOUSDT,6.07,6.56,5.58,5.92,690280.93,4167732.75
2018-12-07,NEOUSDT,6.01,6.35,5.4,6.07,1058371.94,6189072.8
2018-12-06,NEOUSDT,7.04,7.36,5.98,6.01,690543.15,4600500.59
2018-12-05,NEOUSDT,7.63,7.66,7,7.04,358447.84,2592558.52
2018-12-04,NEOUSDT,7.36,7.98,7.05,7.63,464464.78,3517332.92
2018-12-03,NEOUSDT,8.01,8.06,7.23,7.36,414837.07,3147731.15
2018-12-02,NEOUSDT,8.14,8.47,7.88,8.01,507032.38,4114601.81
2018-12-01,NEOUSDT,7.77,8.37,7.51,8.14,526671.0,4248849.72
2018-11-30,NEOUSDT,8.46,8.54,7.37,7.79,635511.98,5043869.02
2018-11-29,NEOUSDT,8.37,8.95,7.97,8.46,818664.99,6873382.15
2018-11-28,NEOUSDT,7.36,8.86,7.34,8.37,1276410.75,10378337.56
2018-11-27,NEOUSDT,7.28,7.45,6.81,7.36,613596.67,4373374.8
2018-11-26,NEOUSDT,7.84,8.06,7,7.28,1047335.78,7874715.66
2018-11-25,NEOUSDT,7.59,8.19,6.86,7.84,1181509.91,8816406.98
2018-11-24,NEOUSDT,8.74,9.13,7.36,7.59,689316.48,5696261.86
2018-11-23,NEOUSDT,8.43,8.89,8.02,8.74,887135.34,7423909.5
2018-11-22,NEOUSDT,9.36,9.51,8.36,8.43,709033.29,6388936.59
2018-11-21,NEOUSDT,9.13,9.59,8.67,9.36,1073033.61,9858388.61
2018-11-20,NEOUSDT,10.27,10.6,8.21,9.13,1577717.73,14771669.65
2018-11-19,NEOUSDT,12.69,12.69,10.1,10.27,797296.1,8720367.68
2018-11-18,NEOUSDT,12.59,12.85,12.51,12.69,166909.48,2113656.33
2018-11-17,NEOUSDT,12.87,12.88,12.48,12.59,158859.14,2001540.58
2018-11-16,NEOUSDT,13.27,13.34,12.6,12.87,314331.5,4071027.65
2018-11-15,NEOUSDT,13.95,14.02,12.2,13.27,566325.51,7396915.41
2018-11-14,NEOUSDT,15.57,15.62,12.82,13.95,552605.35,7746639.77
2018-11-13,NEOUSDT,15.92,15.95,15.51,15.57,168769.56,2643898.36
2018-11-12,NEOUSDT,16.18,16.35,15.7,15.92,130796.26,2088262.12
2018-11-11,NEOUSDT,15.99,16.23,15.51,16.18,139034.21,2205283.36
2018-11-10,NEOUSDT,16.01,16.4,15.96,15.99,97892.15,1582903.01
2018-11-09,NEOUSDT,16.41,16.6,15.9,16.01,134099.41,2169270.47
2018-11-08,NEOUSDT,16.83,16.94,16.33,16.41,207870.48,3440792.63
2018-11-07,NEOUSDT,17.12,17.58,16.61,16.83,323460.23,5510952.39
2018-11-06,NEOUSDT,16.42,17.19,16.42,17.12,295860.32,4982039.41
2018-11-05,NEOUSDT,16.9,16.92,16.28,16.42,223139.96,3692506.18
2018-11-04,NEOUSDT,15.98,17.2,15.82,16.9,357307.79,5915160.23
2018-11-03,NEOUSDT,16.3,16.31,15.81,15.98,182541.04,2932616.6
2018-11-02,NEOUSDT,15.84,16.35,15.82,16.3,244075.57,3930542.24
2018-11-01,NEOUSDT,15.47,15.9,15.27,15.84,174352.35,2705275.12
2018-10-31,NEOUSDT,15.25,15.53,14.6,15.47,247172.75,3760492.1
2018-10-30,NEOUSDT,15.47,15.56,15.16,15.25,173812.05,2674188.94
2018-10-29,NEOUSDT,16.22,16.3,15,15.47,279800.29,4385018.25
2018-10-28,NEOUSDT,16.13,16.3,16.09,16.22,140503.42,2275551.14
2018-10-27,NEOUSDT,16.39,16.54,16.08,16.13,161431.47,2629681.87
2018-10-26,NEOUSDT,16.71,16.78,15.87,16.39,262730.14,4303632.99
2018-10-25,NEOUSDT,16.93,16.97,16.65,16.71,174614.35,2925823.65
2018-10-24,NEOUSDT,16.83,17.1,16.73,16.93,259856.51,4405893.36
2018-10-23,NEOUSDT,17.05,17.07,16.68,16.83,196463.13,3309388.36
2018-10-22,NEOUSDT,16.8,17.29,16.62,17.05,411651.96,6965948.44
2018-10-21,NEOUSDT,16.9,17.2,16.72,16.8,451414.63,7680970.56
2018-10-20,NEOUSDT,16.74,17.11,16.52,16.9,431566.13,7281588.3
2018-10-19,NEOUSDT,16.92,17.04,16.6,16.74,351643.81,5904061.58
2018-10-18,NEOUSDT,17.18,18.16,16.71,16.92,732976.61,12725677.0
2018-10-17,NEOUSDT,16.87,17.33,16.72,17.18,542906.03,9277541.39
2018-10-16,NEOUSDT,16.7,16.7,16.54,16.54,0.0,0.0
2018-10-15,NEOUSDT,15.81,18.7,15.51,16.7,1101283.15,18699864.43
2018-10-14,NEOUSDT,15.96,16.47,15.65,15.81,518690.27,8390479.84
2018-10-13,NEOUSDT,15.75,16.09,15.7,15.96,408788.24,6517122.04
2018-10-12,NEOUSDT,15.57,16.29,15.25,15.75,459650.49,7301285.44
2018-10-11,NEOUSDT,18.27,18.29,15.4,15.57,916978.76,15031316.16
2018-10-10,NEOUSDT,18.33,18.39,17.88,18.27,511394.4,9301772.89
2018-10-09,NEOUSDT,18.56,18.62,18.05,18.33,559228.01,10260059.68
2018-10-08,NEOUSDT,18.21,18.82,18.12,18.56,627387.59,11573773.44
2018-10-07,NEOUSDT,17.96,18.29,17.9,18.21,455595.14,8236028.88
2018-10-06,NEOUSDT,18.21,18.62,17.83,17.96,472253.94,8563440.42
2018-10-05,NEOUSDT,18,18.34,17.8,18.21,464858.34,8372283.13
2018-10-04,NEOUSDT,18.03,18.4,17.9,18,528059.14,9612345.52
2018-10-03,NEOUSDT,18.45,18.52,17.69,18.03,535041.98,9606403.84
2018-10-02,NEOUSDT,18.71,18.85,18.01,18.45,537970.78,9988746.42
2018-10-01,NEOUSDT,18.94,19.16,18.23,18.71,540509.42,10141321.26
2018-09-30,NEOUSDT,19.16,19.29,18.5,18.94,559949.47,10624316.15
2018-09-29,NEOUSDT,19.27,19.32,18.4,19.16,572193.87,10808571.59
2018-09-28,NEOUSDT,19.01,20.66,18.58,19.27,1225484.94,23931276.25
2018-09-27,NEOUSDT,17.81,19.33,17.46,19.01,730949.75,13485974.67
2018-09-26,NEOUSDT,18.21,18.66,17.38,17.81,618532.29,11144344.86
2018-09-25,NEOUSDT,18.45,18.45,17,18.21,630451.18,11122764.8
2018-09-24,NEOUSDT,19.56,19.72,18.13,18.45,698321.5,13146048.91
2018-09-23,NEOUSDT,18.84,20.8,18.64,19.56,850424.88,16763079.26
2018-09-22,NEOUSDT,19.85,20.23,18.33,18.84,674753.15,12823161.3
2018-09-21,NEOUSDT,18.19,20.38,17.76,19.85,1458966.63,27700958.68
2018-09-20,NEOUSDT,17.09,18.57,16.96,18.19,825728.69,14463370.65
2018-09-19,NEOUSDT,16.86,17.4,16.25,17.09,671493.67,11407522.8
2018-09-18,NEOUSDT,16.49,17.4,16.29,16.86,618875.33,10429973.41
2018-09-17,NEOUSDT,17.96,18.3,16.2,16.49,975838.52,16808747.0
2018-09-16,NEOUSDT,17.97,18.13,17.18,17.96,527975.99,9391951.3
2018-09-15,NEOUSDT,17.74,18.48,17.74,17.97,611279.86,11117222.14
2018-09-14,NEOUSDT,18.24,18.75,17.61,17.74,848059.83,15385825.8
2018-09-13,NEOUSDT,17.66,18.75,17.59,18.24,1071621.49,19478584.13
2018-09-12,NEOUSDT,17.73,17.8,16.14,17.66,884516.66,15033175.06
2018-09-11,NEOUSDT,18.49,18.82,16.9,17.73,838550.22,15031706.79
2018-09-10,NEOUSDT,18.42,19,18.12,18.49,652880.55,12123964.94
2018-09-09,NEOUSDT,17.9,19.39,17.5,18.42,860705.44,15942270.45
2018-09-08,NEOUSDT,19.52,20.1,17.6,17.9,794400.75,15113317.65
2018-09-07,NEOUSDT,20.46,20.89,18.7,19.52,1152498.71,22971283.46
2018-09-06,NEOUSDT,19.3,20.62,18,20.46,1643291.15,31570130.4
2018-09-05,NEOUSDT,24.19,24.87,19.12,19.3,1708818.72,37258598.09
2018-09-04,NEOUSDT,23.01,25.32,22.4,24.19,1192956.89,28620046.43
2018-09-03,NEOUSDT,22.12,23.7,21.1,23.01,877734.36,19660533.76
2018-09-02,NEOUSDT,22.57,23.37,21.44,22.12,985870.84,21978479.96
2018-09-01,NEOUSDT,20.03,23.27,20.03,22.57,950395.93,20730477.51
2018-08-31,NEOUSDT,19.56,20.38,18.92,20.03,669820.62,13168981.65
2018-08-30,NEOUSDT,19.75,20.13,18.4,19.56,737728.01,14112747.18
2018-08-29,NEOUSDT,21.27,21.33,19.37,19.75,921723.94,18729378.34
2018-08-28,NEOUSDT,20.74,21.74,19.7,21.27,1032071.69,21381373.61
2018-08-27,NEOUSDT,17.51,20.82,17.25,20.74,998677.11,18813333.81
2018-08-26,NEOUSDT,17.6,17.71,16.74,17.51,562639.4,9708145.73
2018-08-25,NEOUSDT,17.72,18.5,17.26,17.6,659700.9,11716313.62
2018-08-24,NEOUSDT,17.77,17.93,16.98,17.72,596142.4,10449741.25
2018-08-23,NEOUSDT,16.38,17.82,16.37,17.77,622425.22,10591190.94
2018-08-22,NEOUSDT,17.84,19.4,15.9,16.38,846718.0,15007189.77
2018-08-21,NEOUSDT,17.09,18.24,16.92,17.84,600697.65,10572112.13
2018-08-20,NEOUSDT,19.51,19.79,16.83,17.09,726694.6,13420394.29
2018-08-19,NEOUSDT,18.73,20.1,17.64,19.51,896137.74,17046298.14
2018-08-18,NEOUSDT,20.67,21.09,17.1,18.73,1111262.69,21015786.93
2018-08-17,NEOUSDT,16,20.77,15.82,20.67,1327301.64,24147854.51
2018-08-16,NEOUSDT,15.58,17.25,15.38,16,859811.52,14109442.92
2018-08-15,NEOUSDT,16.01,17.69,15.45,15.58,1100882.47,18123935.39
2018-08-14,NEOUSDT,15.67,16.26,13.8,16.01,938705.66,13927523.56
2018-08-13,NEOUSDT,18.5,18.96,15.58,15.67,593020.29,10350321.94
2018-08-12,NEOUSDT,17.61,17.61,17.61,17.61,0.0,0.0
2018-08-11,NEOUSDT,19.76,19.84,17.34,17.61,373367.91,6810474.12
2018-08-10,NEOUSDT,22.3,22.7,19.33,19.76,546944.81,11529161.09
2018-08-09,NEOUSDT,21.74,23,20.8,22.3,521232.01,11558390.8
2018-08-08,NEOUSDT,25.1,25.1,21.01,21.74,633138.35,14499857.77
2018-08-07,NEOUSDT,26.06,27.68,24.72,25.1,485716.5,12771065.59
2018-08-06,NEOUSDT,27.58,28.34,25.73,26.06,425320.75,11475423.92
2018-08-05,NEOUSDT,26.73,27.8,26.15,27.58,380875.85,10278542.31
2018-08-04,NEOUSDT,27.9,28.92,26.17,26.73,418028.78,11431862.72
2018-08-03,NEOUSDT,28.17,28.48,26.5,27.9,414104.16,11355051.71
2018-08-02,NEOUSDT,29.66,30,27.65,28.17,401671.68,11500491.38
2018-08-01,NEOUSDT,29.73,30.29,28.5,29.66,411980.98,12102728.63
2018-07-31,NEOUSDT,31.91,32.14,29.07,29.73,412542.68,12620214.66
2018-07-30,NEOUSDT,33.4,33.54,31.42,31.91,364609.82,11861547.84
2018-07-29,NEOUSDT,33.92,34.51,33.2,33.4,323343.98,10896090.6
2018-07-28,NEOUSDT,33.45,34.08,32.46,33.92,369260.21,12287057.83
2018-07-27,NEOUSDT,33.04,33.92,32.16,33.45,408973.49,13560991.02
2018-07-26,NEOUSDT,34.14,35.5,32.62,33.04,490110.36,16897598.12
2018-07-25,NEOUSDT,33.73,35.55,33.37,34.14,503129.15,17273940.53
2018-07-24,NEOUSDT,32.11,35.79,31.26,33.73,635808.93,21380154.92
2018-07-23,NEOUSDT,33.13,34.58,32.11,32.11,418316.1,13929989.34
2018-07-22,NEOUSDT,34.15,34.9,32.55,33.13,368611.46,12548389.84
2018-07-21,NEOUSDT,33.14,35.25,31.97,34.15,416150.78,13990245.88
2018-07-20,NEOUSDT,35.98,36.05,32.83,33.14,568611.93,19496253.77
2018-07-19,NEOUSDT,37.64,38.11,35.59,35.98,542022.33,19900808.89
2018-07-18,NEOUSDT,39.22,40.65,36.5,37.64,842162.14,32840392.79
2018-07-17,NEOUSDT,36.85,40.35,35.5,39.22,897573.89,33918762.57
2018-07-16,NEOUSDT,33.56,37.32,32.92,36.85,655288.87,23102247.27
