Created on 05-15-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HETH
2019-11-22,DASHETH,0.375,0.386,0.362,0.368,797.45,299.18
2019-11-21,DASHETH,0.364,0.382,0.361,0.375,260.93,96.75
2019-11-20,DASHETH,0.371,0.372,0.361,0.364,295.5,107.25
2019-11-19,DASHETH,0.36,0.376,0.36,0.371,325.9,119.15
2019-11-18,DASHETH,0.368,0.37,0.36,0.36,68.29,24.96
2019-11-17,DASHETH,0.372,0.375,0.366,0.368,374.24,138.14
2019-11-16,DASHETH,0.378,0.378,0.37,0.372,321.48,119.69
2019-11-15,DASHETH,0.372,0.38,0.37,0.378,324.76,122.07
2019-11-14,DASHETH,0.371,0.375,0.369,0.372,516.87,192.13
2019-11-13,DASHETH,0.376,0.378,0.369,0.371,133.69,50.07
2019-11-12,DASHETH,0.379,0.38,0.373,0.376,109.71,41.39
2019-11-11,DASHETH,0.378,0.384,0.373,0.379,150.15,56.73
2019-11-10,DASHETH,0.376,0.379,0.367,0.378,245.13,91.88
2019-11-09,DASHETH,0.377,0.381,0.375,0.376,257.26,97.16
2019-11-08,DASHETH,0.386,0.388,0.373,0.377,689.9,263.69
2019-11-07,DASHETH,0.388,0.39,0.385,0.386,69.31,26.86
2019-11-06,DASHETH,0.394,0.394,0.384,0.388,165.34,64.1
2019-11-05,DASHETH,0.39,0.394,0.384,0.394,593.55,232.21
2019-11-04,DASHETH,0.392,0.394,0.388,0.39,431.29,168.72
2019-11-03,DASHETH,0.394,0.395,0.389,0.392,132.37,51.75
2019-11-02,DASHETH,0.392,0.396,0.388,0.394,256.94,100.9
2019-11-01,DASHETH,0.393,0.398,0.389,0.392,263.74,103.34
2019-10-31,DASHETH,0.394,0.396,0.388,0.393,203.04,79.57
2019-10-30,DASHETH,0.383,0.402,0.382,0.394,193.83,76.24
2019-10-29,DASHETH,0.394,0.41,0.38,0.383,374.3,148.82
2019-10-28,DASHETH,0.39,0.411,0.39,0.394,576.86,229.35
2019-10-27,DASHETH,0.393,0.398,0.384,0.39,231.86,90.55
