Created on 05-15-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume ETH
2020-03-18,ETCETH,0.03975,0.04057,0.0388,0.03897,2779317.03,109633.15
2020-03-17,ETCETH,0.04038,0.04252,0.03899,0.03975,2659234.22,105960.72
2020-03-16,ETCETH,0.04078,0.04104,0.03759,0.04038,2955676.38,118212.44
2020-03-15,ETCETH,0.03749,0.04119,0.03739,0.04078,2600234.73,102011.49
2020-03-14,ETCETH,0.03663,0.03817,0.03505,0.03749,2639381.76,96471.56
2020-03-13,ETCETH,0.03486,0.0408,0.03066,0.03663,3442173.55,120231.45
2020-03-12,ETCETH,0.03388,0.03827,0.0323,0.03486,3871010.34,132145.2
2020-03-11,ETCETH,0.03401,0.03436,0.03301,0.03388,2650372.41,89595.88
2020-03-10,ETCETH,0.03417,0.03426,0.03333,0.03401,2425716.89,81850.02
2020-03-09,ETCETH,0.03228,0.0348,0.03177,0.03417,2716339.07,91069.3
2020-03-08,ETCETH,0.03287,0.03325,0.02963,0.03228,2820182.39,90801.71
2020-03-07,ETCETH,0.03356,0.0336,0.03231,0.03287,2540699.29,83883.29
2020-03-06,ETCETH,0.03581,0.03617,0.03339,0.03356,2538542.35,87876.32
2020-03-05,ETCETH,0.03536,0.03626,0.0351,0.03581,2680820.27,95246.4
2020-03-04,ETCETH,0.03785,0.03804,0.03441,0.03536,2700182.09,97531.68
2020-03-03,ETCETH,0.03647,0.03838,0.03591,0.03785,2483519.53,91505.52
2020-03-02,ETCETH,0.0355,0.03726,0.03542,0.03647,2870373.03,104023.52
2020-03-01,ETCETH,0.03382,0.03589,0.03377,0.0355,2365988.26,82820.78
2020-02-29,ETCETH,0.03286,0.03382,0.03248,0.03382,2048001.46,67506.56
2020-02-28,ETCETH,0.03388,0.03405,0.03271,0.03286,2260178.54,75322.99
2020-02-27,ETCETH,0.03427,0.03529,0.03354,0.03388,3027408.44,103741.2
2020-02-26,ETCETH,0.03716,0.03773,0.03277,0.03427,3141304.03,110724.83
2020-02-25,ETCETH,0.0352,0.03778,0.035,0.03716,2753042.26,98599.06
2020-02-24,ETCETH,0.03549,0.03567,0.03447,0.0352,2630975.79,92046.75
2020-02-23,ETCETH,0.03631,0.03716,0.0353,0.03549,2644785.46,95191.53
2020-02-22,ETCETH,0.03552,0.03689,0.03546,0.03631,2808634.35,102008.33
2020-02-21,ETCETH,0.03451,0.03737,0.03441,0.03552,3144328.23,112516.79
2020-02-20,ETCETH,0.03408,0.03483,0.03341,0.03451,3049620.81,104285.47
2020-02-19,ETCETH,0.03489,0.03494,0.03333,0.03408,2989664.32,102418.71
