Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XEM,Volume JPY
2020-04-02,XEMJPY,3.972,4.151,3.9,3.98,9133034.3,36403267.72
2020-04-01,XEMJPY,3.903,4,3.835,3.972,5173098.6,20033820.8
2020-03-31,XEMJPY,3.998,4.05,3.88,3.903,7272900.4,28817221.84
2020-03-30,XEMJPY,3.808,4.079,3.771,3.998,10552278.1,41787796.38
2020-03-29,XEMJPY,3.98,4.02,3.808,3.808,8065833.6,31562703.99
2020-03-28,XEMJPY,4.08,4.08,3.856,3.98,14782577.0,58557289.1
2020-03-27,XEMJPY,4.31,4.38,4.05,4.08,6718545.4,28483373.71
2020-03-26,XEMJPY,4.19,4.329,4.1,4.31,6318827.3,26651124.07
2020-03-25,XEMJPY,4.42,4.441,4.1,4.19,14933402.7,64084923.7
2020-03-24,XEMJPY,4.369,4.48,4.25,4.42,12053196.8,52675442.09
2020-03-23,XEMJPY,4.05,4.402,4,4.369,14871145.2,62441220.13
2020-03-22,XEMJPY,4.308,4.441,4,4.05,16109559.7,68429637.47
2020-03-21,XEMJPY,4.39,4.534,4.171,4.308,16735200.9,72349045.64
2020-03-20,XEMJPY,4.47,4.731,4.15,4.39,33513248.9,148743303.51
2020-03-19,XEMJPY,3.81,4.605,3.75,4.47,44368653.9,186712202.3
2020-03-18,XEMJPY,3.72,3.83,3.642,3.81,16043625.6,59872221.96
2020-03-17,XEMJPY,3.53,3.78,3.506,3.72,17218010.3,63132567.7
2020-03-16,XEMJPY,3.8,3.8,3.461,3.53,23375682.0,83943135.94
2020-03-15,XEMJPY,3.68,3.98,3.648,3.8,19737663.4,74161088.27
2020-03-14,XEMJPY,3.93,3.957,3.656,3.68,21239485.6,81172818.86
2020-03-13,XEMJPY,3.43,4.345,3.19,3.93,90549350.8,337005181.05
2020-03-12,XEMJPY,4.599,4.64,3.2,3.43,95767898.0,369750778.65
2020-03-11,XEMJPY,4.719,4.795,4.449,4.599,14751360.3,68319139.18
2020-03-10,XEMJPY,4.646,4.951,4.501,4.719,37950817.8,180592382.3
2020-03-09,XEMJPY,4.71,4.85,4.117,4.646,40556097.5,182554532.13
2020-03-08,XEMJPY,5.68,5.68,4.642,4.71,35587710.8,181044244.64
2020-03-07,XEMJPY,5.748,5.777,5.57,5.68,7719495.3,43762850.85
2020-03-06,XEMJPY,5.72,5.8,5.65,5.748,8348444.2,47713740.01
2020-03-05,XEMJPY,5.7,5.89,5.658,5.72,16478660.1,95209928.62
2020-03-04,XEMJPY,5.75,5.87,5.564,5.7,13015431.5,74337457.05
2020-03-03,XEMJPY,5.822,5.9,5.629,5.75,19543879.8,112369750.16
2020-03-02,XEMJPY,5.26,5.98,5.222,5.822,27463374.3,154415790.5
2020-03-01,XEMJPY,5.25,5.5,5.189,5.26,16249111.2,86407408.5
2020-02-29,XEMJPY,5.44,5.57,5.244,5.25,15628457.5,84671751.84
2020-02-28,XEMJPY,5.401,5.78,5.112,5.44,31612181.7,169481632.54
2020-02-27,XEMJPY,4.999,5.888,4.711,5.401,55741624.5,300182466.04
2020-02-26,XEMJPY,5.551,5.573,4.86,4.999,37993635.4,197723665.5
2020-02-25,XEMJPY,6.252,6.268,5.549,5.551,34574181.7,205051625.9
2020-02-24,XEMJPY,6.814,6.881,6.18,6.252,14090686.7,91862220.28
2020-02-23,XEMJPY,6.63,6.889,6.625,6.814,7363135.4,49888968.7
2020-02-22,XEMJPY,6.8,6.848,6.57,6.63,6681835.9,44657302.93
2020-02-21,XEMJPY,6.612,6.979,6.55,6.8,11741538.7,79987215.89
2020-02-20,XEMJPY,6.699,6.75,6.469,6.612,11909570.0,78623738.54
2020-02-19,XEMJPY,7.169,7.18,6.667,6.699,16541829.7,114510348.24
2020-02-18,XEMJPY,6.86,7.243,6.65,7.169,27375610.3,190133549.79
2020-02-17,XEMJPY,7.25,7.483,6.501,6.86,30288646.8,207903489.43
2020-02-16,XEMJPY,7.47,7.762,6.7,7.25,40122114.4,289419358.42
2020-02-15,XEMJPY,8,8.29,7.275,7.47,27428298.2,213923873.49
2020-02-14,XEMJPY,7.5,8.1,7.42,8,20819728.0,160427120.83
2020-02-13,XEMJPY,8.15,8.162,7.2,7.5,51408463.6,390928645.75
2020-02-12,XEMJPY,6.85,8.4,6.85,8.15,39535957.9,324731611.04
2020-02-11,XEMJPY,6.85,6.85,6.85,6.85,0.0,0.0
2020-02-10,XEMJPY,7.09,7.376,6.83,6.85,21014554.8,149916028.27
2020-02-09,XEMJPY,6.53,7.095,6.4,7.09,38041888.6,258334259.91
2020-02-08,XEMJPY,6.475,6.559,6.065,6.53,23896605.0,151028826.38
2020-02-07,XEMJPY,6.45,6.765,6.424,6.475,16267264.2,107170645.88
2020-02-06,XEMJPY,6.527,7.129,6.249,6.45,59196329.2,394288067.69
2020-02-05,XEMJPY,5.245,6.55,5.238,6.527,48083852.1,278602229.64
2020-02-04,XEMJPY,5.317,5.355,5.075,5.245,12486504.2,64924701.72
2020-02-03,XEMJPY,5.162,5.382,5.048,5.317,16151437.8,84185587.55
2020-02-02,XEMJPY,5.371,5.375,5,5.162,19621418.7,101585811.98
2020-02-01,XEMJPY,4.849,5.5,4.82,5.371,39342094.4,204079374.43
2020-01-31,XEMJPY,4.522,4.999,4.42,4.849,19906281.4,93142122.12
2020-01-30,XEMJPY,4.456,4.588,4.375,4.522,8587163.9,38585273.55
2020-01-29,XEMJPY,4.467,4.637,4.428,4.456,12169980.5,54735212.96
2020-01-28,XEMJPY,4.404,4.515,4.38,4.467,9342152.8,41518374.1
2020-01-27,XEMJPY,4.348,4.5,4.344,4.404,10595769.1,46720580.66
2020-01-26,XEMJPY,4.205,4.44,4.205,4.348,6569775.4,28277754.95
2020-01-25,XEMJPY,4.279,4.315,4.164,4.205,7714358.0,32492440.74
2020-01-24,XEMJPY,4.3,4.419,4.112,4.279,13913933.8,59335281.73
2020-01-23,XEMJPY,4.777,4.79,4.207,4.3,33697775.3,151960401.24
2020-01-22,XEMJPY,4.184,4.777,4.17,4.777,18955823.0,84449325.29
2020-01-21,XEMJPY,4.07,4.2,4.051,4.184,4185931.4,17285736.45
2020-01-20,XEMJPY,4.1,4.141,3.934,4.07,8978788.8,36282224.82
2020-01-19,XEMJPY,4.299,4.426,3.971,4.1,18183186.1,76060922.63
2020-01-18,XEMJPY,4.361,4.459,4.27,4.299,11487454.2,50163750.2
2020-01-17,XEMJPY,3.984,4.43,3.946,4.361,22324223.6,95292118.03
2020-01-16,XEMJPY,4,4.03,3.839,3.984,8532897.8,33365179.68
2020-01-15,XEMJPY,3.919,4.09,3.834,4,15303473.5,60998993.6
2020-01-14,XEMJPY,3.624,3.96,3.611,3.919,15943868.4,59639239.04
2020-01-13,XEMJPY,3.65,3.655,3.6,3.624,1786005.5,6489418.38
2020-01-12,XEMJPY,3.601,3.655,3.562,3.65,2717207.9,9818132.15
2020-01-11,XEMJPY,3.549,3.65,3.53,3.601,5203815.2,18674071.31
2020-01-10,XEMJPY,3.57,3.603,3.502,3.549,10257946.7,36345702.84
2020-01-09,XEMJPY,3.602,3.674,3.56,3.57,7131712.7,25775428.68
2020-01-08,XEMJPY,3.657,3.777,3.59,3.602,11028381.7,40798968.25
2020-01-07,XEMJPY,3.595,3.717,3.573,3.657,7871141.5,28777487.14
2020-01-06,XEMJPY,3.47,3.6,3.431,3.595,5796036.4,20388229.11
2020-01-05,XEMJPY,3.42,3.517,3.42,3.47,3399032.0,11770956.24
2020-01-04,XEMJPY,3.44,3.47,3.395,3.42,2228737.1,7683659.24
2020-01-03,XEMJPY,3.457,3.51,3.369,3.44,4957696.9,17071598.66
2020-01-02,XEMJPY,3.555,3.606,3.38,3.457,5792613.7,20185099.57
2020-01-01,XEMJPY,3.498,3.56,3.457,3.555,1934945.7,6793009.9
2019-12-31,XEMJPY,3.47,3.5,3.394,3.498,10234119.1,35173649.73
2019-12-30,XEMJPY,3.536,3.536,3.459,3.47,5289351.7,18520352.67
2019-12-29,XEMJPY,3.56,3.56,3.501,3.536,2293116.5,8098642.52
2019-12-28,XEMJPY,3.52,3.569,3.5,3.56,4684989.8,16623257.04
2019-12-27,XEMJPY,3.5,3.54,3.48,3.52,2655731.6,9312033.43
2019-12-26,XEMJPY,3.488,3.561,3.478,3.5,4277174.2,14965806.91
2019-12-25,XEMJPY,3.494,3.595,3.472,3.488,4502095.3,15875024.64
2019-12-24,XEMJPY,3.555,3.569,3.459,3.494,4714393.6,16572425.53
2019-12-23,XEMJPY,3.617,3.651,3.5,3.555,4646713.5,16689923.41
2019-12-22,XEMJPY,3.54,3.625,3.5,3.617,3400096.4,12123574.79
2019-12-21,XEMJPY,3.574,3.615,3.5,3.54,2575795.5,9201785.23
2019-12-20,XEMJPY,3.519,3.593,3.497,3.574,5416173.5,19305224.45
2019-12-19,XEMJPY,3.659,3.675,3.4,3.519,9962177.0,34834537.6
2019-12-18,XEMJPY,3.419,3.745,3.294,3.659,10861655.2,37725413.75
2019-12-17,XEMJPY,3.699,3.709,3.336,3.419,11573834.3,41192265.45
2019-12-16,XEMJPY,3.864,3.864,3.69,3.699,5957881.7,22578445.36
2019-12-15,XEMJPY,3.85,3.882,3.821,3.864,2614707.4,10051011.33
2019-12-14,XEMJPY,3.931,3.94,3.82,3.85,3345661.3,12961401.4
2019-12-13,XEMJPY,3.86,3.937,3.86,3.931,2373646.1,9277194.01
2019-12-12,XEMJPY,3.815,3.9,3.79,3.86,3500940.9,13431667.05
2019-12-11,XEMJPY,3.782,3.925,3.76,3.815,6232846.9,24043418.94
2019-12-10,XEMJPY,3.846,3.865,3.756,3.782,7506974.8,28578523.55
2019-12-09,XEMJPY,3.933,3.95,3.84,3.846,4484296.4,17485880.83
2019-12-08,XEMJPY,3.914,3.954,3.882,3.933,3589693.3,14110891.12
2019-12-07,XEMJPY,3.945,3.945,3.9,3.914,2264026.0,8886200.15
2019-12-06,XEMJPY,3.9,3.96,3.87,3.945,2855751.4,11166569.28
2019-12-05,XEMJPY,3.82,3.94,3.81,3.9,2277182.7,8877135.86
2019-12-04,XEMJPY,3.81,3.97,3.71,3.82,7056274.4,27005134.2
2019-12-03,XEMJPY,3.9,3.922,3.8,3.81,3824057.8,14699663.89
2019-12-02,XEMJPY,3.933,3.951,3.85,3.9,3198670.9,12453007.38
2019-12-01,XEMJPY,3.992,3.993,3.87,3.933,2956826.8,11565185.95
2019-11-30,XEMJPY,4.04,4.073,3.95,3.992,3656180.6,14680360.13
2019-11-29,XEMJPY,3.95,4.091,3.91,4.04,6751244.6,27066621.99
2019-11-28,XEMJPY,4.02,4.072,3.924,3.95,4858312.7,19388726.16
2019-11-27,XEMJPY,3.9,4.103,3.748,4.02,9508260.1,37420295.47
2019-11-26,XEMJPY,3.832,3.943,3.807,3.9,4427252.4,17144668.31
2019-11-25,XEMJPY,3.75,3.96,3.534,3.832,14802095.4,55154807.05
2019-11-24,XEMJPY,3.978,3.995,3.75,3.75,5996933.9,23188385.5
2019-11-23,XEMJPY,3.907,4.049,3.817,3.978,6127510.0,24025769.26
2019-11-22,XEMJPY,4.15,4.18,3.71,3.907,21420326.2,84457507.95
2019-11-21,XEMJPY,4.32,4.397,4.101,4.15,12441440.4,52271917.45
2019-11-20,XEMJPY,4.319,4.38,4.255,4.32,3368101.1,14511047.79
2019-11-19,XEMJPY,4.31,4.34,4.203,4.319,9495758.6,40450727.66
2019-11-18,XEMJPY,4.471,4.482,4.28,4.31,7828082.5,34373352.06
2019-11-17,XEMJPY,4.588,4.68,4.461,4.471,6834918.9,31272011.95
2019-11-16,XEMJPY,4.34,4.697,4.321,4.588,6840211.7,30826027.97
2019-11-15,XEMJPY,4.297,4.543,4.28,4.34,7441855.6,32568097.61
2019-11-14,XEMJPY,4.365,4.382,4.25,4.297,4548985.5,19593114.05
2019-11-13,XEMJPY,4.376,4.382,4.315,4.365,3350999.8,14548445.65
2019-11-12,XEMJPY,4.271,4.382,4.27,4.376,3229679.9,13997988.62
2019-11-11,XEMJPY,4.401,4.433,4.26,4.271,6086864.8,26286384.3
2019-11-10,XEMJPY,4.33,4.455,4.3,4.401,2830511.3,12332468.15
2019-11-09,XEMJPY,4.265,4.367,4.265,4.33,4721806.6,20408325.35
2019-11-08,XEMJPY,4.593,4.6,4.227,4.265,12084799.2,53093714.89
2019-11-07,XEMJPY,4.699,4.71,4.518,4.593,5973974.6,27413430.58
2019-11-06,XEMJPY,4.66,4.77,4.65,4.699,4158383.3,19510885.9
2019-11-05,XEMJPY,4.53,4.694,4.522,4.66,6092889.9,28249737.24
2019-11-04,XEMJPY,4.5,4.544,4.46,4.53,2377752.3,10706623.22
2019-11-03,XEMJPY,4.59,4.629,4.46,4.5,5951607.4,26973398.13
2019-11-02,XEMJPY,4.462,4.631,4.456,4.59,5102591.9,23359393.94
2019-11-01,XEMJPY,4.4,4.5,4.35,4.462,2505187.7,11076307.63
2019-10-31,XEMJPY,4.4,4.439,4.31,4.4,4479231.6,19575964.1
2019-10-30,XEMJPY,4.563,4.586,4.355,4.4,5853779.4,26148864.65
2019-10-29,XEMJPY,4.54,4.64,4.52,4.563,6250954.6,28678605.41
2019-10-28,XEMJPY,4.441,4.7,4.441,4.54,7679190.9,35126736.12
2019-10-27,XEMJPY,4.4,4.6,4.289,4.441,10360513.8,46082130.3
2019-10-26,XEMJPY,4.441,4.747,4.34,4.4,16538960.2,74729774.08
2019-10-25,XEMJPY,4.13,4.499,4.07,4.441,8487032.0,36725103.31
2019-10-24,XEMJPY,4.079,4.171,4.002,4.13,3836959.5,15675669.1
2019-10-23,XEMJPY,4.22,4.3,4,4.079,12980875.1,53546058.18
2019-10-22,XEMJPY,4.35,4.401,4.21,4.22,5243973.0,22735230.11
2019-10-21,XEMJPY,4.401,4.5,4.31,4.35,4433536.2,19519094.25
2019-10-20,XEMJPY,4.381,4.44,4.334,4.401,2942196.7,12893892.11
2019-10-19,XEMJPY,4.385,4.513,4.275,4.381,5593285.5,24529642.18
2019-10-18,XEMJPY,4.7,4.78,4.36,4.385,9771551.4,44400936.31
2019-10-17,XEMJPY,4,4.84,3.995,4.7,37038287.3,166846347.14
2019-10-16,XEMJPY,4.162,4.18,3.969,4,7159400.2,28863901.58
2019-10-15,XEMJPY,4.25,4.282,4.125,4.162,4636858.7,19397572.97
2019-10-14,XEMJPY,4.25,4.272,4.22,4.25,3024790.1,12820183.09
2019-10-13,XEMJPY,4.261,4.329,4.242,4.25,2307777.6,9891780.23
2019-10-12,XEMJPY,4.221,4.28,4.22,4.261,1905698.3,8108870.86
2019-10-11,XEMJPY,4.43,4.434,4.2,4.221,6002321.8,25565560.91
2019-10-10,XEMJPY,4.552,4.56,4.319,4.43,4864039.9,21593144.84
2019-10-09,XEMJPY,4.37,4.595,4.36,4.552,7751470.5,34917657.56
2019-10-08,XEMJPY,4.3,4.401,4.261,4.37,4123286.3,17889797.35
2019-10-07,XEMJPY,4.209,4.332,4.13,4.3,5479797.1,23233657.45
2019-10-06,XEMJPY,4.215,4.27,4.15,4.209,4068458.0,17128906.51
2019-10-05,XEMJPY,4.231,4.29,4.151,4.215,2231812.2,9433746.65
2019-10-04,XEMJPY,4.268,4.3,4.126,4.231,3313276.2,13904746.6
2019-10-03,XEMJPY,4.324,4.35,4.18,4.268,3412563.0,14520636.23
2019-10-02,XEMJPY,4.303,4.345,4.23,4.324,4439552.0,19031680.01
2019-10-01,XEMJPY,4.369,4.589,4.301,4.303,6323154.2,27946209.72
2019-09-30,XEMJPY,4.28,4.439,4.12,4.369,6567415.1,28253764.33
2019-09-29,XEMJPY,4.402,4.462,4.256,4.28,5119635.0,22197145.95
2019-09-28,XEMJPY,4.495,4.495,4.392,4.402,2895313.0,12849420.83
2019-09-27,XEMJPY,4.499,4.54,4.31,4.495,4138466.4,18382295.35
2019-09-26,XEMJPY,4.375,4.755,4.207,4.499,13504125.1,60399330.95
2019-09-25,XEMJPY,4.23,4.708,4.121,4.375,14569194.9,63732999.14
2019-09-24,XEMJPY,4.7,4.793,3.929,4.23,16260485.8,70604102.44
2019-09-23,XEMJPY,4.72,4.866,4.69,4.7,2887719.4,13767238.06
2019-09-22,XEMJPY,4.888,4.901,4.699,4.72,3125361.7,14884225.4
2019-09-21,XEMJPY,4.985,5.02,4.85,4.888,2440133.1,11944326.76
2019-09-20,XEMJPY,5.098,5.12,4.918,4.985,2976973.4,14907213.03
2019-09-19,XEMJPY,5.249,5.26,4.837,5.098,8338391.4,41488364.91
2019-09-18,XEMJPY,4.8,5.33,4.8,5.249,12895243.5,65840376.38
2019-09-17,XEMJPY,4.67,4.88,4.609,4.8,7296505.7,34468187.01
2019-09-16,XEMJPY,5,5.079,4.533,4.67,10613132.6,49820735.94
2019-09-15,XEMJPY,5,5.09,4.909,5,4596152.9,22831061.42
2019-09-14,XEMJPY,4.75,5.449,4.66,5,24120838.3,122612388.11
2019-09-13,XEMJPY,4.65,4.78,4.58,4.75,3344906.7,15586802.43
2019-09-12,XEMJPY,4.59,4.689,4.45,4.65,6033389.9,27577007.84
2019-09-11,XEMJPY,4.724,4.814,4.58,4.59,5447030.8,25298632.28
2019-09-10,XEMJPY,4.94,4.998,4.7,4.724,3697619.4,17949440.1
2019-09-09,XEMJPY,5.061,5.1,4.865,4.94,5920476.2,29501944.78
2019-09-08,XEMJPY,4.992,5.087,4.97,5.061,3795472.2,19103647.03
2019-09-07,XEMJPY,4.931,5.097,4.911,4.992,2918698.6,14486294.88
2019-09-06,XEMJPY,5.15,5.165,4.926,4.931,5221478.0,26340298.2
2019-09-05,XEMJPY,5.22,5.299,5.1,5.15,3549103.6,18356686.87
2019-09-04,XEMJPY,5.191,5.45,5.05,5.22,6596934.9,34660588.47
2019-09-03,XEMJPY,5.315,5.353,5.136,5.191,5526137.0,28857312.19
2019-09-02,XEMJPY,5.207,5.4,5.193,5.315,4594349.1,24397085.56
2019-09-01,XEMJPY,5.15,5.25,5.105,5.207,3644807.7,18773772.68
2019-08-31,XEMJPY,5.28,5.35,5.052,5.15,4927727.9,25613717.7
2019-08-30,XEMJPY,5.053,5.43,5,5.28,7161056.5,37489366.4
2019-08-29,XEMJPY,5.174,5.174,4.91,5.053,9175083.5,46109684.62
2019-08-28,XEMJPY,5.502,5.553,5.16,5.174,7878547.7,42120425.22
2019-08-27,XEMJPY,5.761,5.828,5.5,5.502,5311521.4,29820752.37
2019-08-26,XEMJPY,5.72,5.92,5.701,5.761,3636247.0,21281512.91
2019-08-25,XEMJPY,5.917,5.934,5.68,5.72,2706941.5,15834351.33
2019-08-24,XEMJPY,5.913,5.981,5.83,5.917,3824003.3,22636122.97
2019-08-23,XEMJPY,5.91,5.98,5.826,5.913,4483223.9,26485629.24
2019-08-22,XEMJPY,5.761,5.91,5.641,5.91,7858580.0,45302320.8
2019-08-21,XEMJPY,5.926,5.969,5.71,5.761,7079896.3,41133131.33
2019-08-20,XEMJPY,6.067,6.1,5.825,5.926,4699292.2,28013501.05
2019-08-19,XEMJPY,5.88,6.14,5.856,6.067,10032787.0,60611741.94
2019-08-18,XEMJPY,5.788,5.95,5.731,5.88,5309367.5,31065988.1
2019-08-17,XEMJPY,5.717,5.888,5.684,5.788,5286096.9,30553230.22
2019-08-16,XEMJPY,5.77,5.827,5.605,5.717,5467260.5,31264929.94
2019-08-15,XEMJPY,5.65,5.88,5.39,5.77,11618819.2,65029886.23
2019-08-14,XEMJPY,5.91,6.049,5.588,5.65,8999109.4,52365942.35
2019-08-13,XEMJPY,6.11,6.128,5.753,5.91,7130917.0,42201628.04
2019-08-12,XEMJPY,6.3,6.32,6.07,6.11,4493568.6,27671716.46
2019-08-11,XEMJPY,6.273,6.5,6.19,6.3,6231230.0,39531981.62
2019-08-10,XEMJPY,6.05,6.274,5.915,6.273,6124094.2,37065245.26
2019-08-09,XEMJPY,6.451,6.5,5.98,6.05,12502386.4,76968269.37
2019-08-08,XEMJPY,6.8,6.8,6.402,6.451,8019233.2,52767675.08
2019-08-07,XEMJPY,6.799,6.9,6.704,6.8,6853964.9,46469385.89
2019-08-06,XEMJPY,6.79,7,6.617,6.799,10735771.8,73133806.72
2019-08-05,XEMJPY,6.797,7.097,6.753,6.79,8170138.0,56410730.68
2019-08-04,XEMJPY,6.768,6.805,6.605,6.797,3993591.9,26696985.7
2019-08-03,XEMJPY,6.79,6.9,6.73,6.768,4434025.7,30129172.74
2019-08-02,XEMJPY,6.99,7.04,6.73,6.79,8944554.1,61308331.34
2019-08-01,XEMJPY,7.17,7.22,6.96,6.99,4708816.9,33189511.36
2019-07-31,XEMJPY,7.038,7.232,7.01,7.17,4390033.0,31222381.95
2019-07-30,XEMJPY,6.856,7.108,6.8,7.038,5735797.3,40129072.02
2019-07-29,XEMJPY,6.91,6.975,6.799,6.856,3587562.1,24665307.26
2019-07-28,XEMJPY,6.92,6.975,6.65,6.91,4684343.5,32071933.42
2019-07-27,XEMJPY,7.19,7.3,6.879,6.92,8966692.7,62893047.87
2019-07-26,XEMJPY,7.161,7.278,6.95,7.19,5078122.0,36063073.92
2019-07-25,XEMJPY,7.138,7.35,7.12,7.161,6997757.6,50904458.61
2019-07-24,XEMJPY,6.95,7.23,6.731,7.138,10589141.3,73415566.05
2019-07-23,XEMJPY,7.26,7.497,6.9,6.95,11707393.5,83364616.69
2019-07-22,XEMJPY,7.252,7.385,7.116,7.26,7912964.0,57238386.18
2019-07-21,XEMJPY,7.511,7.58,7.131,7.252,11267416.6,82461440.01
2019-07-20,XEMJPY,7.21,7.699,7.064,7.511,12984521.2,96491948.08
2019-07-19,XEMJPY,7.5,7.579,7.051,7.21,15580636.2,112916082.99
2019-07-18,XEMJPY,6.868,7.59,6.701,7.5,25835214.9,183540933.83
2019-07-17,XEMJPY,6.526,7.2,6.381,6.868,35229174.1,239829581.83
2019-07-16,XEMJPY,7.849,8.07,6.489,6.526,37661324.1,267629130.12
2019-07-15,XEMJPY,6.769,7.9,6.345,7.849,33498483.2,232012749.39
2019-07-14,XEMJPY,7.999,8,6.7,6.769,37339404.3,267324285.97
2019-07-13,XEMJPY,8.45,8.495,7.721,7.999,14425507.7,115790078.53
2019-07-12,XEMJPY,8.3,8.622,8,8.45,19050362.3,158035736.54
2019-07-11,XEMJPY,9.161,9.175,8.24,8.3,20299010.5,174336011.44
2019-07-10,XEMJPY,9.802,9.938,8.8,9.161,20682772.9,193390341.73
2019-07-09,XEMJPY,10,10.18,9.749,9.802,11574299.4,114895136.87
2019-07-08,XEMJPY,9.795,10.01,9.77,10,8836852.0,87392514.46
2019-07-07,XEMJPY,9.75,9.83,9.66,9.795,5115341.0,49809833.42
2019-07-06,XEMJPY,9.702,9.908,9.701,9.75,4711401.8,46202941.67
2019-07-05,XEMJPY,9.705,9.9,9.619,9.702,9137143.3,89177584.31
2019-07-04,XEMJPY,9.851,10.29,9.621,9.705,12385886.3,122070974.46
2019-07-03,XEMJPY,9.585,10.06,9.585,9.851,15665637.8,153294689.34
2019-07-02,XEMJPY,10.06,10.11,9.27,9.585,20498642.0,194878185.49
2019-07-01,XEMJPY,9.82,10.37,9.53,10.06,19160078.1,189594521.25
2019-06-30,XEMJPY,10.65,11.02,9.799,9.82,37204386.8,386637089.23
2019-06-29,XEMJPY,10.47,10.67,10.06,10.65,17254783.8,179334406.51
2019-06-28,XEMJPY,9.786,10.66,9.655,10.47,28047603.1,286774775.53
2019-06-27,XEMJPY,10.75,11.18,9.2,9.786,46766143.4,466694398.99
2019-06-26,XEMJPY,9.811,11.7,9.8,10.75,78138786.8,840170216.89
2019-06-25,XEMJPY,9.771,9.9,9.656,9.811,13023293.6,127421866.3
2019-06-24,XEMJPY,9.735,9.8,9.57,9.771,8305833.8,80370438.83
2019-06-23,XEMJPY,9.838,10,9.64,9.735,17094891.9,168419451.28
2019-06-22,XEMJPY,9.45,10.01,9.361,9.838,31688534.7,308790922.33
2019-06-21,XEMJPY,9.28,9.516,9.27,9.45,13791314.2,129504765.31
2019-06-20,XEMJPY,9.46,9.498,9.161,9.28,10561467.4,98304318.29
2019-06-19,XEMJPY,9.294,9.51,9.27,9.46,5962068.1,56037739.5
2019-06-18,XEMJPY,9.842,9.868,9.2,9.294,15235823.3,144227531.24
2019-06-17,XEMJPY,9.5,10,9.5,9.842,18414405.8,180625751.96
2019-06-16,XEMJPY,9.251,9.94,9.25,9.5,27288468.1,260979263.17
2019-06-15,XEMJPY,9.277,9.379,9.185,9.251,8070307.8,74871849.27
2019-06-14,XEMJPY,9.23,9.42,9.01,9.277,10738954.4,99222663.83
2019-06-13,XEMJPY,9.3,9.384,9.179,9.23,8323522.4,77352315.89
2019-06-12,XEMJPY,9.12,9.38,8.991,9.3,12978181.4,119573051.94
2019-06-11,XEMJPY,9.149,9.27,8.832,9.12,7688376.8,69495516.42
2019-06-10,XEMJPY,8.822,9.399,8.73,9.149,8476324.9,76890604.18
2019-06-09,XEMJPY,9.231,9.25,8.65,8.822,11039476.0,99085450.57
2019-06-08,XEMJPY,9.337,9.51,9.089,9.231,9345941.6,87252732.37
2019-06-07,XEMJPY,9.071,9.6,8.928,9.337,18137796.3,168343514.36
2019-06-06,XEMJPY,9.01,9.12,8.639,9.071,12189312.1,108722566.44
2019-06-05,XEMJPY,8.87,9.22,8.611,9.01,22766469.1,204067772.39
2019-06-04,XEMJPY,9.5,9.6,8.56,8.87,38956103.0,356025047.23
2019-06-03,XEMJPY,10.4,10.6,9.5,9.5,25561747.1,256075437.91
2019-06-02,XEMJPY,10.06,10.49,10.03,10.4,15830218.2,163259159.07
2019-06-01,XEMJPY,10.62,10.63,10.01,10.06,17107115.8,175703333.38
2019-05-31,XEMJPY,9.9,11,9.39,10.62,53836136.9,550616539.39
2019-05-30,XEMJPY,9.89,11,9.679,9.9,57619351.2,598920612.14
2019-05-29,XEMJPY,9.967,10.15,9.3,9.89,23888557.9,233730166.36
2019-05-28,XEMJPY,10,10.1,9.56,9.967,16580986.0,162822193.2
2019-05-27,XEMJPY,9.7,10.29,9.568,10,38711372.0,383385764.11
2019-05-26,XEMJPY,9.18,9.746,8.71,9.7,24803766.9,228929130.99
2019-05-25,XEMJPY,9.299,9.47,9.061,9.18,9074415.0,83751429.74
2019-05-24,XEMJPY,8.89,9.601,8.8,9.299,27477058.2,256132122.49
2019-05-23,XEMJPY,8.67,9.1,8.01,8.89,34700699.2,295335662.76
2019-05-22,XEMJPY,9.7,9.76,8.501,8.67,29940495.8,272605928.04
2019-05-21,XEMJPY,9.85,10.05,9.482,9.7,17625610.3,172253862.12
2019-05-20,XEMJPY,10.4,10.41,9.44,9.85,28498313.9,281445369.39
2019-05-19,XEMJPY,9.59,10.64,9.57,10.4,39083556.6,399106917.49
2019-05-18,XEMJPY,10.2,10.4,9.5,9.59,29832786.9,295365325.55
2019-05-17,XEMJPY,11,11.09,8.8,10.2,65047684.8,618753082.29
2019-05-16,XEMJPY,8.8,12.8,8.521,11,157083561.4,1615488675.67
2019-05-15,XEMJPY,7.08,8.828,7.05,8.8,53352469.5,417562645.72
2019-05-14,XEMJPY,6.352,7.41,6.352,7.08,43722488.2,306087625.78
2019-05-13,XEMJPY,6.155,6.68,6.054,6.352,19868915.5,127196735.63
2019-05-12,XEMJPY,6.65,6.86,5.968,6.155,36887433.3,236991625.11
2019-05-11,XEMJPY,5.71,7.15,5.54,6.65,51925612.4,323978110.69
2019-05-10,XEMJPY,5.174,5.944,5.116,5.71,25081294.1,137858876.8
2019-05-09,XEMJPY,5.526,5.633,5.116,5.174,12365677.0,66074159.71
2019-05-08,XEMJPY,5.58,5.625,5.421,5.526,9107445.8,50206213.34
2019-05-07,XEMJPY,5.826,6.071,5.58,5.58,10931800.4,63796918.77
2019-05-06,XEMJPY,5.68,5.944,5.51,5.826,15045005.9,85810880.87
