ID,specific_sheet_name,Year,quantity-type,quantity-value,quantity-units
1538,consolidated balance sheets,2015,Total assets,420065000,thousands
1541,consolidated balance sheets,2015,Total assets,351270000,thousands
1542,consolidated balance sheets,2015,Total assets,23445000,thousands
1544,consolidated balance sheets,2015,Total assets,607216000,thousands
1545,consolidated balance sheets,2015,Total Assets,206423000,thousands
1546,consolidated balance sheets,2015,Total assets,729358000,thousands
1547,consolidated balance sheets,2015,Total assets,5563392000,thousands
1548,consolidated balance sheets,2015,Total Assets,285265000,thousands
1556,consolidated balance sheets,2015,Total assets,71767000,thousands
1557,consolidated balance sheets,2015,Total assets,149074000,thousands
1559,consolidated balance sheets,2015,Total assets,1280626000,thousands
1560,consolidated balance sheets,2015,Total assets,15657433,thousands
1561,consolidated balance sheets,2015,Total assets,141863000,thousands
1562,consolidated balance sheets,2015,Total Assets,95314000,thousands
1563,consolidated balance sheets,2015,Total Assets,7775000000,thousands
1565,consolidated balance sheets,2015,Total assets,36570373000,thousands
1567,consolidated balance sheets,2015,Total assets,982046000,thousands
1568,consolidated balance sheets,2015,Total assets,278497000,thousands
1570,consolidated balance sheets,2015,Total assets,301600000,thousands
1573,consolidated balance sheets,2015,Total assets,3998976000,thousands
1575,consolidated balance sheets,2015,TOTAL ASSETS,2170862000,thousands
1576,consolidated balance sheets,2015,Total assets,44737000,thousands
1577,consolidated balance sheets,2015,Total assets,7557000,thousands
1579,consolidated balance sheets,2015,Total assets,435764,thousands
1581,consolidated balance sheets,2015,Total assets,1035295000,thousands
1583,consolidated balance sheets,2015,Total Assets,3250533,thousands
1585,consolidated balance sheets,2015,Total Assets,1291858,thousands
1586,consolidated balance sheets,2015,Total assets,45377278,thousands
1589,consolidated balance sheets,2015,Total assets,500951000,thousands
1590,consolidated balance sheets,2015,Total assets,6388191000,thousands
1593,consolidated balance sheets,2015,Total assets,24142,thousands
1594,consolidated balance sheets,2015,Total assets,297989000,thousands
1595,consolidated balance sheets,2015,Total assets,706179000,thousands
1596,consolidated balance sheets,2015,TOTAL ASSETS,2441473000,thousands
1597,consolidated balance sheets,2015,Total Assets,5134505,thousands
1598,consolidated balance sheets,2016,Total assets,4350150,thousands
1599,consolidated balance sheets,2015,Total Assets,1392414000,thousands
1604,consolidated balance sheets,2015,Total assets,2652401000,thousands
1608,consolidated balance sheets,2015,Total assets,291356000,thousands
1609,consolidated balance sheets,2015,Total assets,182119000,thousands
1610,consolidated balance sheets,2015,Total assets,67958000,thousands
1612,consolidated balance sheets,2015,Total assets,36184000,thousands
1613,consolidated balance sheets,2016,TOTAL ASSETS,102045000,thousands
1616,consolidated balance sheets,2015,Total assets,10599292,thousands
1617,consolidated balance sheets,2015,Total assets,385313000,thousands
1618,consolidated balance sheets,2015,Total assets,347054000,thousands
1619,consolidated balance sheets,2015,Total assets,25635184,thousands
1620,consolidated balance sheets,2015,Total Assets,3682711,thousands
1621,consolidated balance sheets,2016,Total assets,112847000,thousands
1623,consolidated balance sheets,2015,Total assets,226639000,thousands
1624,consolidated balance sheets,2015,Total assets,622333000,thousands
1625,consolidated balance sheets,2015,Total assets,214813000,thousands
1628,consolidated balance sheets,2015,TOTAL ASSETS,12782424,thousands
1629,consolidated balance sheets,2015,Total assets,311300000,thousands
1631,consolidated balance sheets,2015,Total assets,5833,thousands
1632,consolidated balance sheets,2015,Total Assets,248602000,thousands
1633,consolidated balance sheets,2016,Total assets,2580147000,thousands
1634,consolidated balance sheets,2015,Total assets,3829592000,thousands
1636,consolidated balance sheets,2016,Total assets,2122,thousands
1638,consolidated balance sheets,2016,Total assets,705799000,thousands
1641,consolidated balance sheets,2015,Total assets,3766286000,thousands
1643,consolidated balance sheets,2015,Total assets,13694000,thousands
1644,consolidated balance sheets,2015,Total assets,1469099000,thousands
1647,consolidated balance sheets,2015,TOTAL ASSETS,8578000,thousands
1648,consolidated balance sheets,2015,Total assets,850107000,thousands
1650,consolidated balance sheets,2015,Total Assets,12848304,thousands
1651,consolidated balance sheets,2015,Total assets,2448155000,thousands
1653,consolidated balance sheets,2016,Total assets,419804000,thousands
1656,consolidated balance sheets,2016,Total assets,763768000,thousands
1657,consolidated balance sheets,2015,Total Assets,94608759,thousands
1659,consolidated balance sheets,2015,Total assets,648522000,thousands
1661,consolidated balance sheets,2015,Total assets,6442439000,thousands
1662,consolidated balance sheets,2015,TOTAL ASSETS,657621,thousands
1664,consolidated balance sheets,2015,Total Assets,217,thousands
1667,consolidated balance sheets,2015,Total assets,215443000,thousands
1668,consolidated balance sheets,2015,Total assets,89081000,thousands
1670,consolidated balance sheets,2015,TOTAL ASSETS,298250000,thousands
1672,consolidated balance sheets,2015,Total assets,2798010000,thousands
1674,consolidated balance sheets,2015,Total assets,64021390,thousands
1675,consolidated balance sheets,2016,Total assets,331749000,thousands
1676,consolidated balance sheets,2015,Total assets,278328000,thousands
1677,consolidated balance sheets,2015,Total assets,56046310,thousands
1678,consolidated balance sheets,2015,Total assets,172416000,thousands
1679,consolidated balance sheets,2015,Total assets,109852000,thousands
1680,consolidated balance sheets,2015,Total assets,321225000,thousands
1681,consolidated balance sheets,2015,Total assets,138697000,thousands
1685,consolidated balance sheets,2015,Total assets,1352750000,thousands
1693,consolidated balance sheets,2015,Total Assets,27139456,thousands
1695,consolidated balance sheets,2015,Total assets,559569000,thousands
1699,consolidated balance sheets,2015,TOTAL ASSETS,4528900000,thousands
1700,consolidated balance sheets,2015,Total assets,703572000,thousands
1702,consolidated balance sheets,2016,Total assets,437147000,thousands
1705,consolidated balance sheets,2015,Total assets,192687000,thousands
1707,consolidated balance sheets,2016,Total assets,1037805000,thousands
1708,consolidated balance sheets,2015,TOTAL ASSETS,16069572,thousands
1709,consolidated balance sheets,2016,Total assets,51070050,thousands
1710,consolidated balance sheets,2015,Total assets,3903934000,thousands
1711,consolidated balance sheets,2015,Total assets,65223,thousands
1720,consolidated balance sheets,2015,Total assets,62900299,thousands
1725,consolidated balance sheets,2015,Total assets,297037000,thousands
1726,consolidated balance sheets,2016,TOTAL ASSETS,1184070000,thousands
1727,consolidated balance sheets,2015,Total assets,484103528,thousands
1729,consolidated balance sheets,2015,Total assets,112142000,thousands
1734,consolidated balance sheets,2015,Total Assets,643041000,thousands
1736,consolidated balance sheets,2015,Total Assets,1462200,thousands
1737,consolidated balance sheets,2015,Total Assets,81120,thousands
1738,consolidated balance sheets,2015,Total Assets,224230000,thousands
1739,consolidated balance sheets,2015,TOTAL ASSETS,100023000,thousands
1740,consolidated balance sheets,2015,TOTAL ASSETS,275822000,thousands
1743,consolidated balance sheets,2015,Total assets,127138512,thousands
1744,consolidated balance sheets,2015,Total assets,374082000,thousands
1746,consolidated balance sheets,2015,Total assets,1697,thousands
1749,consolidated balance sheets,2015,Total assets,82083000,thousands
1750,consolidated balance sheets,2015,Total assets,565137000,thousands
1751,consolidated balance sheets,2015,Total assets,146932000,thousands
1758,consolidated balance sheets,2015,Total assets,673166000,thousands
1760,consolidated balance sheets,2015,Total Assets,173851000,thousands
1762,consolidated balance sheets,2015,Total assets,135375388,thousands
1764,consolidated balance sheets,2015,Total assets,5393627000,thousands
1767,consolidated balance sheets,2015,Total assets,113343000,thousands
1768,consolidated balance sheets,2015,Total assets,66863000,thousands
1770,consolidated balance sheets,2015,Total assets,5777250,thousands
1771,consolidated balance sheets,2016,Total assets,1390689000,thousands
1772,consolidated balance sheets,2015,Total assets,321071000,thousands
1774,consolidated balance sheets,2015,TOTAL ASSETS,536736000,thousands
1776,consolidated balance sheets,2016,Total Assets,13106712,thousands
1778,consolidated balance sheets,2015,TOTAL ASSETS,852078,thousands
1780,consolidated balance sheets,2015,Total assets,173274000,thousands
1782,consolidated balance sheets,2015,TOTAL ASSETS,50790,thousands
1783,consolidated balance sheets,2015,Total Assets,2985844000,thousands
1785,consolidated balance sheets,2015,Total assets,185327000,thousands
1786,consolidated balance sheets,2016,Total assets,1821289000,thousands
1787,consolidated balance sheets,2015,Total Assets,192551000,thousands
1788,consolidated balance sheets,2015,Total Assets,443600000,thousands
1789,consolidated balance sheets,2015,Total assets,4213419000,thousands
1790,consolidated balance sheets,2015,Total assets,2476,thousands
1791,consolidated balance sheets,2015,Total assets,142940000,thousands
1792,consolidated balance sheets,2015,Total Assets,3043746,thousands
1794,consolidated balance sheets,2015,Total assets,204468000,thousands
1795,consolidated balance sheets,2015,Total assets,231041000,thousands
1796,consolidated balance sheets,2015,Total assets,140914000,thousands
1797,consolidated balance sheets,2015,TOTAL ASSETS,1060248000,thousands
1798,consolidated balance sheets,2015,Total assets,99233000,thousands
1799,consolidated balance sheets,2015,Total assets,173761000,thousands
1803,consolidated balance sheets,2015,Total assets,9565,thousands
1809,consolidated balance sheets,2016,Total assets,2639,thousands
1810,consolidated balance sheets,2015,Total assets,114742002,thousands
1811,consolidated balance sheets,2015,Total assets,2166013,thousands
1812,consolidated balance sheets,2015,Total assets,374512000,thousands
1814,consolidated balance sheets,2015,Total Assets,1141,thousands
1816,consolidated balance sheets,2015,Total assets,7671200000,thousands
1817,consolidated balance sheets,2015,Total assets,1071212000,thousands
1819,consolidated balance sheets,2015,Total assets,400027000,thousands
1821,consolidated balance sheets,2015,Total assets,12902000,thousands
1823,consolidated balance sheets,2015,Total assets,128743000,thousands
1824,consolidated balance sheets,2015,Total assets,23407000,thousands
1825,consolidated balance sheets,2015,Total assets,84399557,thousands
1826,consolidated balance sheets,2015,Total Assets,352115000,thousands
1829,consolidated balance sheets,2016,Total assets,497488000,thousands
1831,consolidated balance sheets,2015,Total assets,258733000,thousands
1834,consolidated balance sheets,2015,Total assets,197994000,thousands
1835,consolidated balance sheets,2016,Total assets,610373000,thousands
1836,consolidated balance sheets,2015,Total assets,876773000,thousands
1838,consolidated balance sheets,2016,Total assets,1037648000,thousands
1841,consolidated balance sheets,2016,Total assets,119750000,thousands
1842,consolidated balance sheets,2015,TOTAL ASSETS,26676898,thousands
1843,consolidated balance sheets,2015,Total assets,38754899,thousands
1845,consolidated balance sheets,2015,TOTAL ASSETS,6276868,thousands
1847,consolidated balance sheets,2016,Total assets,2808,thousands
1849,consolidated balance sheets,2015,Total assets,82576391,thousands
1851,consolidated balance sheets,2015,Total assets,422686000,thousands
1853,consolidated balance sheets,2015,Total assets,300116000,thousands
1854,consolidated balance sheets,2015,Total assets,1832,thousands
1855,consolidated balance sheets,2015,Total assets,96574000,thousands
1859,consolidated balance sheets,2015,Total Assets,66696384,thousands
1862,consolidated balance sheets,2015,Total Assets,31876000,thousands
1866,consolidated balance sheets,2015,Total assets,22264000,thousands
1867,consolidated balance sheets,2015,Total assets,275471000,thousands
1869,consolidated balance sheets,2015,Total Assets,837398000,thousands
1870,consolidated balance sheets,2015,Total assets,12195,thousands
1871,consolidated balance sheets,2015,Total assets,15214098000,thousands
1872,consolidated balance sheets,2015,TOTAL ASSETS,398165747,thousands
1873,consolidated balance sheets,2015,Total Assets,386020,thousands
1875,consolidated balance sheets,2015,Total assets,449520,thousands
1877,consolidated balance sheets,2015,TOTAL ASSETS,1266412000,thousands
1879,consolidated balance sheets,2015,Total assets,202362,thousands
1880,consolidated balance sheets,2015,Total assets,529731000,thousands
1881,consolidated balance sheets,2015,Total Assets,735259000,thousands
1883,consolidated balance sheets,2015,Total assets,302374000,thousands
1887,consolidated balance sheets,2015,Total assets,1983000,thousands
1890,consolidated balance sheets,2015,Total assets,433584000,thousands
1892,consolidated balance sheets,2016,Total Assets,2078,thousands
1893,consolidated balance sheets,2015,Total assets,1031555000,thousands
1894,consolidated balance sheets,2015,Total assets,707963000,thousands
1897,consolidated balance sheets,2015,Total assets,5919824000,thousands
1900,consolidated balance sheets,2015,Total assets,390136000,thousands
1902,consolidated balance sheets,2015,Total assets,525281000,thousands
1904,consolidated balance sheets,2015,Total Assets,2592579000,thousands
1907,consolidated balance sheets,2015,Total assets,374821000,thousands
1908,consolidated balance sheets,2016,Total assets,1499149000,thousands
1910,consolidated balance sheets,2016,Total assets,10244004,thousands
1911,consolidated balance sheets,2015,Total assets,435005,thousands
1914,consolidated balance sheets,2015,Total assets,189106000,thousands
1916,consolidated balance sheets,2015,TOTAL ASSETS,1159890000,thousands
1918,consolidated balance sheets,2016,TOTAL ASSETS,121652,thousands
1919,consolidated balance sheets,2015,Total Assets,9376573000,thousands
1920,consolidated balance sheets,2015,Total assets,131694000,thousands
1921,consolidated balance sheets,2015,Total assets,19351408,thousands
1922,consolidated balance sheets,2016,Total assets,219795000,thousands
1923,consolidated balance sheets,2015,Total assets,120757000,thousands
1924,consolidated balance sheets,2015,Total assets,8201195,thousands
1925,consolidated balance sheets,2016,Total assets,7317,thousands
1929,consolidated balance sheets,2015,Total assets,189016000,thousands
1932,consolidated balance sheets,2015,Total assets,150051000,thousands
1933,consolidated balance sheets,2016,Total assets,274048960,thousands
1934,consolidated balance sheets,2015,Total assets,2383865000,thousands
1935,consolidated balance sheets,2015,TOTAL ASSETS,1167065000,thousands
1936,consolidated balance sheets,2016,TOTAL ASSETS,4040722,thousands
1937,consolidated balance sheets,2015,Total assets,45337000,thousands
1938,consolidated balance sheets,2015,Total assets,242379000,thousands
1942,consolidated balance sheets,2015,Total assets,2231,thousands
1943,consolidated balance sheets,2015,Total assets,324975000,thousands
1947,consolidated balance sheets,2015,Total assets,1014,thousands
1948,consolidated balance sheets,2015,Total assets,264319000,thousands
1950,consolidated balance sheets,2015,Total assets,86948000,thousands
1951,consolidated balance sheets,2015,Total assets,16310104,thousands
1952,consolidated balance sheets,2015,Total assets,1005873000,thousands
1953,consolidated balance sheets,2015,Total assets,3283146000,thousands
1954,consolidated balance sheets,2015,TOTAL ASSETS,2759649,thousands
1958,consolidated balance sheets,2015,Total assets,1725520000,thousands
1959,consolidated balance sheets,2015,Total assets,507265000,thousands
1960,consolidated balance sheets,2016,Total assets,3422546,thousands
1961,consolidated balance sheets,2015,Total assets,139324000,thousands
1962,consolidated balance sheets,2015,Total assets,461028000,thousands
1963,consolidated balance sheets,2015,Total assets,72264000,thousands
1964,consolidated balance sheets,2015,Total assets,36712000,thousands
1971,consolidated balance sheets,2015,Total assets,1235660,thousands
1973,consolidated balance sheets,2015,Total Assets,169444179,thousands
1976,consolidated balance sheets,2015,Total assets,16408000,thousands
1978,consolidated balance sheets,2015,Total assets,157545000,thousands
1979,consolidated balance sheets,2016,Total Assets,418782527,thousands
1980,consolidated balance sheets,2015,Total assets,1568531000,thousands
1985,consolidated balance sheets,2015,Total assets,67974000,thousands
1987,consolidated balance sheets,2015,Total assets,28245000,thousands
1991,consolidated balance sheets,2015,TOTAL ASSETS,768,thousands
1996,consolidated balance sheets,2015,Total Assets,8036,thousands
1998,consolidated balance sheets,2015,Total assets,5612,thousands
1999,consolidated balance sheets,2015,Total assets,47148000,thousands
2002,consolidated balance sheets,2015,Total assets,694581000,thousands
2003,consolidated balance sheets,2015,Total assets,232854000,thousands
2004,consolidated balance sheets,2015,Total assets,121465000,thousands
2005,consolidated balance sheets,2015,TOTAL ASSETS,23036000,thousands
2007,consolidated balance sheets,2015,Total assets,6343598,thousands
2009,consolidated balance sheets,2015,Total assets,8794143000,thousands
2011,consolidated balance sheets,2015,Total assets,221932000,thousands
2015,consolidated balance sheets,2015,Total assets,328398000,thousands
2017,consolidated balance sheets,2015,Total assets,1039600000,thousands
2020,consolidated balance sheets,2015,TOTAL ASSETS,6951039,thousands
2022,consolidated balance sheets,2015,Total assets,119621453,thousands
2023,consolidated balance sheets,2015,Total assets,2228743000,thousands
2029,consolidated balance sheets,2015,Total Assets,113097574,thousands
2030,consolidated balance sheets,2015,Total assets,4793,thousands
2031,consolidated balance sheets,2015,Total assets,67538000,thousands
2032,consolidated balance sheets,2015,Total assets,1325008000,thousands
2033,consolidated balance sheets,2015,Total assets,1691313000,thousands
2034,consolidated balance sheets,2015,Total assets,2929,thousands
2037,consolidated balance sheets,2015,Total assets,11494000,thousands
2038,consolidated balance sheets,2015,Total assets,212384000,thousands
2040,consolidated balance sheets,2015,Total assets,220379000,thousands
2042,consolidated balance sheets,2015,Total assets,86200000,thousands
2043,consolidated balance sheets,2015,Total Assets,685624000,thousands
2047,consolidated balance sheets,2015,Total assets,470574000,thousands
2048,consolidated balance sheets,2015,Total assets,366962996,thousands
2049,consolidated balance sheets,2015,Total assets,291183000,thousands
2052,consolidated balance sheets,2015,Total assets,256711000,thousands
2055,consolidated balance sheets,2015,TOTAL ASSETS,82689000,thousands
2057,consolidated balance sheets,2015,Total assets,28538000,thousands
2058,consolidated balance sheets,2015,Total Assets,3017459000,thousands
2059,consolidated balance sheets,2015,Total assets,12875303,thousands
2061,consolidated balance sheets,2015,Total assets,1211219000,thousands
2062,consolidated balance sheets,2015,Total assets,122414000,thousands
2064,consolidated balance sheets,2015,TOTAL ASSETS,416756000,thousands
2065,consolidated balance sheets,2015,Total assets,33362328,thousands
2070,consolidated balance sheets,2015,Total assets,113321000,thousands
2071,consolidated balance sheets,2015,Total assets,5854,thousands
2073,consolidated balance sheets,2015,TOTAL ASSETS,11723,thousands
2074,consolidated balance sheets,2015,Total assets,13382034,thousands
2076,consolidated balance sheets,2015,Total assets,749252000,thousands
2077,consolidated balance sheets,2016,TOTAL ASSETS,58274002,thousands
2078,consolidated balance sheets,2015,TOTAL ASSETS,212019000,thousands
2079,consolidated balance sheets,2016,Total assets,99921226,thousands
2080,consolidated balance sheets,2016,Total assets,294444000,thousands
2081,consolidated balance sheets,2015,Total Assets,338,thousands
2083,consolidated balance sheets,2015,Total assets,1266835000,thousands
2085,consolidated balance sheets,2015,Total assets,36786000,thousands
2086,consolidated balance sheets,2015,Total assets,1445128000,thousands
2088,consolidated balance sheets,2015,Total assets,32744,thousands
2090,consolidated balance sheets,2016,Total Assets,4823154000,thousands
2091,consolidated balance sheets,2016,Total Assets,153981000,thousands
2095,consolidated balance sheets,2015,TOTAL ASSETS,150075,thousands
2096,consolidated balance sheets,2016,Total assets,36813533,thousands
2098,consolidated balance sheets,2015,Total assets,18408,thousands
2103,consolidated balance sheets,2015,Total Assets,11531734,thousands
2104,consolidated balance sheets,2015,Total assets,142973877,thousands
2105,consolidated balance sheets,2015,Total Assets,308154000,thousands
2106,consolidated balance sheets,2016,TOTAL ASSETS,46877000,thousands
2108,consolidated balance sheets,2015,Total assets,33950061,thousands
2109,consolidated balance sheets,2016,Total assets,2396179000,thousands
2110,consolidated balance sheets,2015,Total Assets,1663671000,thousands
2111,consolidated balance sheets,2016,TOTAL ASSETS,1764018000,thousands
2113,consolidated balance sheets,2016,Total assets,2942634000,thousands
2114,consolidated balance sheets,2015,Total assets,87361000,thousands
2115,consolidated balance sheets,2015,TOTAL ASSETS,379547000,thousands
2124,consolidated balance sheets,2016,Total assets,40324000,thousands
2125,consolidated balance sheets,2015,Total assets,2816801000,thousands
2126,consolidated balance sheets,2015,Total Assets,403938,thousands
2128,consolidated balance sheets,2015,Total Assets,865295,thousands
2130,consolidated balance sheets,2015,Total assets,6298,thousands
2131,consolidated balance sheets,2015,Total assets,1838730,thousands
2133,consolidated balance sheets,2016,Total assets,23350903,thousands
2134,consolidated balance sheets,2015,Total assets,639574193,thousands
2136,consolidated balance sheets,2016,Total assets,3680,thousands
2137,consolidated balance sheets,2016,TOTAL ASSETS,38623707,thousands
2141,consolidated balance sheets,2015,Total assets,156676000,thousands
2142,consolidated balance sheets,2015,Total assets,1165454000,thousands
2144,consolidated balance sheets,2015,Total assets,1094000,thousands
2145,consolidated balance sheets,2013,TOTAL ASSETS,513,thousands
2146,consolidated balance sheets,2015,Total assets,38409000,thousands
2147,consolidated balance sheets,2015,Total assets,4357482,thousands
2148,consolidated balance sheets,2014,Total assets,5764244,thousands
2150,consolidated balance sheets,2016,Total assets,1010102000,thousands
2153,consolidated balance sheets,2015,Total Assets,1195850000,thousands
2155,consolidated balance sheets,2015,TOTAL ASSETS,115317,thousands
2156,consolidated balance sheets,2015,Total assets,107286000,thousands
2157,consolidated balance sheets,2015,Total assets,35230000,thousands
2159,consolidated balance sheets,2015,Total assets,3498,thousands
2163,consolidated balance sheets,2016,Total assets,1731,thousands
2164,consolidated balance sheets,2015,Total assets,1893878000,thousands
2166,consolidated balance sheets,2015,Total assets,74242000,thousands
2167,consolidated balance sheets,2015,TOTAL ASSETS,52157000,thousands
2169,consolidated balance sheets,2015,Total assets,3385408000,thousands
2171,consolidated balance sheets,2015,Total assets,1101866000,thousands
2173,consolidated balance sheets,2016,Total assets,277866000,thousands
2175,consolidated balance sheets,2016,Total assets,564967000,thousands
2177,consolidated balance sheets,2016,Total Assets,978371000,thousands
2178,consolidated balance sheets,2015,Total assets,1408595000,thousands
2179,consolidated balance sheets,2015,Total assets,28732526,thousands
2180,consolidated balance sheets,2015,Total assets,553061000,thousands
2181,consolidated balance sheets,2015,Total assets,13762746,thousands
2182,consolidated balance sheets,2015,Total Assets,1642249000,thousands
2184,consolidated balance sheets,2016,Total assets,726,thousands
2185,consolidated balance sheets,2016,Total assets,577409000,thousands
2187,consolidated balance sheets,2015,Total assets,42251000,thousands
2188,consolidated balance sheets,2015,Total assets,1763369000,thousands
2189,consolidated balance sheets,2015,Total assets,574547000,thousands
2190,consolidated balance sheets,2015,Total assets,109358000,thousands
2191,consolidated balance sheets,2015,Total assets,481825000,thousands
2198,consolidated balance sheets,2016,TOTAL ASSETS,57048788,thousands
2199,consolidated balance sheets,2015,Total Assets,0,thousands
2200,consolidated balance sheets,2016,TOTAL ASSETS,1619,thousands
2203,consolidated balance sheets,2016,Total assets,118837000,thousands
2205,consolidated balance sheets,2015,TOTAL ASSETS,1061436000,thousands
2206,consolidated balance sheets,2015,Total assets,88949,thousands
2207,consolidated balance sheets,2015,Total assets,1499492000,thousands
2211,consolidated balance sheets,2015,TOTAL ASSETS,12069365,thousands
2212,consolidated balance sheets,2015,Total assets,13254126000,thousands
2221,consolidated balance sheets,2015,Total Assets,13074879,thousands
2222,consolidated balance sheets,2015,Total assets,1696,thousands
2224,consolidated balance sheets,2015,Total assets,560765000,thousands
2226,consolidated balance sheets,2015,Total assets,129675000,thousands
2227,consolidated balance sheets,2015,TOTAL ASSETS,177667861,thousands
2228,consolidated balance sheets,2016,Total assets,659995000,thousands
2229,consolidated balance sheets,2015,Total assets,1555982000,thousands
2233,consolidated balance sheets,2015,Total assets,26861,thousands
2236,consolidated balance sheets,2015,Total assets,1260418000,thousands
2237,consolidated balance sheets,2015,Total assets,663609000,thousands
2238,consolidated balance sheets,2015,Total assets,19497946,thousands
2239,consolidated balance sheets,2015,Total assets,2186658000,thousands
2241,consolidated balance sheets,2015,Total assets,438416000,thousands
2242,consolidated balance sheets,2015,Total assets,5609132000,thousands
2246,consolidated balance sheets,2015,Total assets,121142000,thousands
2247,consolidated balance sheets,2015,TOTAL ASSETS,4217288,thousands
2248,consolidated balance sheets,2015,Total assets,2626823,thousands
2249,consolidated balance sheets,2015,Total assets,1519066000,thousands
2254,consolidated balance sheets,2015,Total assets,650291000,thousands
2255,consolidated balance sheets,2016,Total assets,282498000,thousands
2256,consolidated balance sheets,2015,TOTAL ASSETS,141414000,thousands
2258,consolidated balance sheets,2015,Total assets,9190,thousands
2259,consolidated balance sheets,2015,Total assets,64223000,thousands
2261,consolidated balance sheets,2015,Total assets,116661000,thousands
2262,consolidated balance sheets,2015,Total assets,2547968000,thousands
2263,consolidated balance sheets,2016,TOTAL ASSETS,52042990,thousands
2265,consolidated balance sheets,2015,Total assets,69634000,thousands
2270,consolidated balance sheets,2016,Total assets,86884000,thousands
2271,consolidated balance sheets,2016,Total assets,945325000,thousands
2273,consolidated balance sheets,2016,Total assets,70548000,thousands
2274,consolidated balance sheets,2015,TOTAL ASSETS,15428,thousands
2275,consolidated balance sheets,2015,TOTAL ASSETS,398952000,thousands
2276,consolidated balance sheets,2015,Total assets,1475318000,thousands
2277,consolidated balance sheets,2015,Total Assets,25889000,thousands
2281,consolidated balance sheets,2015,Total assets,3752597,thousands
2282,consolidated balance sheets,2015,Total assets,265240000,thousands
2283,consolidated balance sheets,2015,Total assets,216900000,thousands
2284,consolidated balance sheets,2015,TOTAL ASSETS,1474993000,thousands
2286,consolidated balance sheets,2015,TOTAL ASSETS,36850,thousands
2289,consolidated balance sheets,2015,Total assets,2828,thousands
2290,consolidated balance sheets,2016,Total Assets,265763000,thousands
2295,consolidated balance sheets,2015,TOTAL ASSETS,1855744000,thousands
2296,consolidated balance sheets,2015,Total Assets,5675189000,thousands
2297,consolidated balance sheets,2016,TOTAL ASSETS,421717000,thousands
2300,consolidated balance sheets,2015,Total assets,2498875000,thousands
2301,consolidated balance sheets,2016,Total assets,999438000,thousands
2302,consolidated balance sheets,2015,Total assets,381613000,thousands
2303,consolidated balance sheets,2015,Total assets,877123000,thousands
2304,consolidated balance sheets,2015,Total assets,5879545000,thousands
2306,consolidated balance sheets,2015,Total Assets,5024,thousands
2308,consolidated balance sheets,2015,Total assets,47275702,thousands
2309,consolidated balance sheets,2016,Total assets,50268159,thousands
2311,consolidated balance sheets,2015,Total assets,512546000,thousands
2313,consolidated balance sheets,2015,Total assets,31476128000,thousands
2314,consolidated balance sheets,2015,Total assets,176389000,thousands
2317,consolidated balance sheets,2015,Total assets,19504,thousands
2321,consolidated balance sheets,2016,Total assets,1557206000,thousands
2322,consolidated balance sheets,2015,Total assets,230561000,thousands
2324,consolidated balance sheets,2016,Total assets,76536000,thousands
2325,consolidated balance sheets,2015,Total assets,91532000,thousands
2326,consolidated balance sheets,2015,Total assets,153108000,thousands
2327,consolidated balance sheets,2015,Total Assets,2146349000,thousands
2328,consolidated balance sheets,2015,Total assets,2507265000,thousands
2329,consolidated balance sheets,2015,Total assets,1923450000,thousands
2330,consolidated balance sheets,2015,Total assets,2659050000,thousands
2334,consolidated balance sheets,2015,TOTAL ASSETS,34706324,thousands
2338,consolidated balance sheets,2015,Total assets,2331434000,thousands
2339,consolidated balance sheets,2015,Total assets,4446,thousands
2340,consolidated balance sheets,2015,Total assets,19825725,thousands
2342,consolidated balance sheets,2016,Total assets,49343000,thousands
2344,consolidated balance sheets,2015,Total assets,945004000,thousands
2345,consolidated balance sheets,2015,Total assets,45698113,thousands
2346,consolidated balance sheets,2016,Total assets,759442,thousands
2350,consolidated balance sheets,2015,Total assets,292693000,thousands
2351,consolidated balance sheets,2016,TOTAL ASSETS,391406000,thousands
2352,consolidated balance sheets,2016,Total assets,1800779000,thousands
2354,consolidated balance sheets,2015,TOTAL ASSETS,1910304,thousands
2357,consolidated balance sheets,2015,Total assets,3909312000,thousands
2359,consolidated balance sheets,2016,TOTAL ASSETS,2123088,thousands
2360,consolidated balance sheets,2015,TOTAL ASSETS,390422000,thousands
2361,consolidated balance sheets,2015,Total assets,467999000,thousands
2362,consolidated balance sheets,2015,Total assets,51839,thousands
2365,consolidated balance sheets,2015,Total assets,1016178000,thousands
2366,consolidated balance sheets,2016,Total assets,271380000,thousands
2367,consolidated balance sheets,2016,Total assets,6341,thousands
2368,consolidated balance sheets,2015,Total assets,190286101,thousands
2369,consolidated balance sheets,2015,Total assets,14612386,thousands
2371,consolidated balance sheets,2016,Total assets,82533000,thousands
2374,consolidated balance sheets,2015,Total assets,10168365000,thousands
2376,consolidated balance sheets,2015,Total assets,443,thousands
2377,consolidated balance sheets,2015,Total assets,1331593,thousands
2379,consolidated balance sheets,2015,Total assets,631224000,thousands
2381,consolidated balance sheets,2015,Total assets,360791000,thousands
2382,consolidated balance sheets,2015,TOTAL ASSETS,94660000,thousands
2384,consolidated balance sheets,2016,TOTAL ASSETS,50259000,thousands
2385,consolidated balance sheets,2015,Total assets,859729000,thousands
2386,consolidated balance sheets,2015,Total assets,216619000,thousands
2388,consolidated balance sheets,2015,Total assets,286456000,thousands
2389,consolidated balance sheets,2015,Total assets,212361000,thousands
