ID,specific_sheet_name,Year,quantity-type,quantity-value,quantity-units
4756,consolidated balance sheets,2015,Total assets,69110000,thousands
4758,consolidated balance sheets,2015,Total assets,506766000,thousands
4759,consolidated balance sheets,2015,Total Assets,4632405,thousands
4760,consolidated balance sheets,2015,Total assets,687481000,thousands
4762,consolidated balance sheets,2015,Total assets,119377000,thousands
4763,consolidated balance sheets,2014,Total assets,126123000,thousands
4764,consolidated balance sheets,2016,Total assets,31504017,thousands
4765,consolidated balance sheets,2015,Total Assets,549449000,thousands
4766,consolidated balance sheets,2015,TOTAL ASSETS,2022731,thousands
4769,consolidated balance sheets,2016,TOTAL ASSETS,62717,thousands
4770,consolidated balance sheets,2015,Total assets,18591501000,thousands
4771,consolidated balance sheets,2015,Total Assets,12061853,thousands
4772,consolidated balance sheets,2015,TOTAL ASSETS,165832,thousands
4773,consolidated balance sheets,2015,TOTAL ASSETS,30851,thousands
4774,consolidated balance sheets,2015,Total Assets,24318660,thousands
4776,consolidated balance sheets,2015,Total assets,966107,thousands
4778,consolidated balance sheets,2015,Total Assets,3414563000,thousands
4779,consolidated balance sheets,2015,Total assets,11170143,thousands
4781,consolidated balance sheets,2015,Total assets,153947,thousands
4783,consolidated balance sheets,2015,Total assets,1821141000,thousands
4785,consolidated balance sheets,2015,TOTAL ASSETS,389253,thousands
4788,consolidated balance sheets,2015,Total assets,73728846,thousands
4792,consolidated balance sheets,2015,TOTAL ASSETS,7596,thousands
4793,consolidated balance sheets,2015,TOTAL ASSETS,1790510000,thousands
4796,consolidated balance sheets,2015,Total Assets,8504581,thousands
4800,consolidated balance sheets,2010,Total assets,9723288,thousands
4801,consolidated balance sheets,2015,Total assets,5791,thousands
4803,consolidated balance sheets,2015,Total assets,48995000,thousands
4804,consolidated balance sheets,2015,Total assets,343519000,thousands
4805,consolidated balance sheets,2015,Total Assets,2719943000,thousands
4807,consolidated balance sheets,2015,Total assets,3204230000,thousands
4810,consolidated balance sheets,2015,TOTAL ASSETS,95338688,thousands
4811,consolidated balance sheets,2016,TOTAL ASSETS,21684811,thousands
4814,consolidated balance sheets,2015,Total assets,1792816000,thousands
4818,consolidated balance sheets,2015,Total Assets,13055277000,thousands
4822,consolidated balance sheets,2015,Total assets,1152138000,thousands
4823,consolidated balance sheets,2015,TOTAL ASSETS,4619805,thousands
4827,consolidated balance sheets,2016,TOTAL ASSETS,495581,thousands
4829,consolidated balance sheets,2015,Total assets,323886000,thousands
4830,consolidated balance sheets,2016,Total Assets,356388816,thousands
4831,consolidated balance sheets,2015,Total assets,6337255000,thousands
4833,consolidated balance sheets,2015,Total assets,2094259000,thousands
4834,consolidated balance sheets,2015,TOTAL ASSETS,5933613,thousands
4835,consolidated balance sheets,2015,Total assets,261731000,thousands
4836,consolidated balance sheets,2015,Total assets,482580000,thousands
4839,consolidated balance sheets,2015,Total assets,40542000,thousands
4842,consolidated balance sheets,2015,Total assets,122196000,thousands
4843,consolidated balance sheets,2015,TOTAL ASSETS,469616222,thousands
4844,consolidated balance sheets,2015,Total assets,10102802,thousands
4845,consolidated balance sheets,2016,Total assets,218247000,thousands
4846,consolidated balance sheets,2015,Total Assets,19562629,thousands
4852,consolidated balance sheets,2015,Total assets,369598000,thousands
4854,consolidated balance sheets,2015,Total assets,619121000,thousands
4856,consolidated balance sheets,2016,TOTAL ASSETS,127004985,thousands
4857,consolidated balance sheets,2015,Total assets,797721000,thousands
4858,consolidated balance sheets,2016,Total assets,193102000,thousands
4860,consolidated balance sheets,2015,TOTAL ASSETS,34247862,thousands
4861,consolidated balance sheets,2016,Total assets,1178644000,thousands
4862,consolidated balance sheets,2015,Total assets,453416,thousands
4863,consolidated balance sheets,2015,TOTAL ASSETS,10715426,thousands
4864,consolidated balance sheets,2015,TOTAL ASSETS,63781000,thousands
4865,consolidated balance sheets,2015,TOTAL ASSETS,121081,thousands
4867,consolidated balance sheets,2015,Total Assets,281370,thousands
4869,consolidated balance sheets,2015,Total assets,50418593,thousands
4871,consolidated balance sheets,2015,Total assets,16654070000,thousands
4873,consolidated balance sheets,2015,Total assets,592374000,thousands
4874,consolidated balance sheets,2015,Total assets,64873000,thousands
4875,consolidated balance sheets,2015,Total Assets,110910441,thousands
4876,consolidated balance sheets,2015,Total assets,70667000,thousands
4878,consolidated balance sheets,2015,Total assets,334505000,thousands
4880,consolidated balance sheets,2015,Total assets,192970000,thousands
4881,consolidated balance sheets,2015,Total assets,885565000,thousands
4883,consolidated balance sheets,2015,Total Assets,89748007,thousands
4884,consolidated balance sheets,2015,Total assets,10912000,thousands
4885,consolidated balance sheets,2015,Total Assets,265964,thousands
4886,consolidated balance sheets,2015,Total assets,666596000,thousands
4887,consolidated balance sheets,2016,Total assets,318505000,thousands
4889,consolidated balance sheets,2015,Total assets,376160000,thousands
4891,consolidated balance sheets,2015,Total assets,461713000,thousands
4892,consolidated balance sheets,2015,Total assets,1339898000,thousands
4894,consolidated balance sheets,2015,Total assets,7891868000,thousands
4895,consolidated balance sheets,2015,Total assets,341878000,thousands
4897,consolidated balance sheets,2016,Total Assets,12937804,thousands
4899,consolidated balance sheets,2015,Total assets,2847,thousands
4900,consolidated balance sheets,2015,Total assets,1215497000,thousands
4901,consolidated balance sheets,2015,Total assets,623201000,thousands
4902,consolidated balance sheets,2016,Total assets,582118000,thousands
4909,consolidated balance sheets,2015,Total assets,8092460000,thousands
4910,consolidated balance sheets,2015,TOTAL ASSETS,37153898,thousands
4914,consolidated balance sheets,2015,Total assets,505046000,thousands
4917,consolidated balance sheets,2015,Total assets,728743000,thousands
4920,consolidated balance sheets,2015,Total assets,307802000,thousands
4923,consolidated balance sheets,2016,Total assets,622461000,thousands
4925,consolidated balance sheets,2016,TOTAL ASSETS,230252000,thousands
4926,consolidated balance sheets,2015,Total Assets,143059438,thousands
4927,consolidated balance sheets,2015,Total assets,248060000,thousands
4928,consolidated balance sheets,2016,Total assets,380679000,thousands
4929,consolidated balance sheets,2016,Total Assets,2046148,thousands
4930,consolidated balance sheets,2015,Total Assets,4091591,thousands
4932,consolidated balance sheets,2015,Total assets,1957306,thousands
4933,consolidated balance sheets,2015,Total assets,168836000,thousands
4934,consolidated balance sheets,2015,Total assets,1368959000,thousands
4935,consolidated balance sheets,2015,Total assets,133744497,thousands
4937,consolidated balance sheets,2015,TOTAL ASSETS,47192138,thousands
4938,consolidated balance sheets,2015,Total assets,5340083000,thousands
4939,consolidated balance sheets,2016,Total assets,1092048000,thousands
4940,consolidated balance sheets,2015,Total assets,1906236000,thousands
4941,consolidated balance sheets,2015,Total assets,557,thousands
4943,consolidated balance sheets,2015,TOTAL ASSETS,3066947000,thousands
4944,consolidated balance sheets,2015,Total assets,1993026000,thousands
4945,consolidated balance sheets,2015,Total assets,3514991000,thousands
4948,consolidated balance sheets,2016,TOTAL ASSETS,22235000,thousands
4951,consolidated balance sheets,2015,Total assets,509857000,thousands
4952,consolidated balance sheets,2015,Total assets,131107000,thousands
4953,consolidated balance sheets,2015,Total assets,178385577,thousands
4958,consolidated balance sheets,2015,Total assets,89751528,thousands
4960,consolidated balance sheets,2015,Total assets,13253,thousands
4967,consolidated balance sheets,2015,Total assets,2486174000,thousands
4969,consolidated balance sheets,2015,Total assets,2552019000,thousands
4971,consolidated balance sheets,2015,Total assets,6243321,thousands
4972,consolidated balance sheets,2015,Total Assets,34594448,thousands
4973,consolidated balance sheets,2015,Total assets,101459000,thousands
4976,consolidated balance sheets,2015,TOTAL ASSETS,64516018,thousands
4978,consolidated balance sheets,2015,Total Assets,185816000,thousands
4980,consolidated balance sheets,2015,Total assets,23883467000,thousands
4981,consolidated balance sheets,2015,Total assets,21792000,thousands
4982,consolidated balance sheets,2015,Total assets,389623000,thousands
4983,consolidated balance sheets,2016,Total assets,3010171000,thousands
4984,consolidated balance sheets,2015,Total Assets,127785000,thousands
4985,consolidated balance sheets,2015,TOTAL ASSETS,258116000,thousands
4988,consolidated balance sheets,2015,Total assets,799695000,thousands
4990,consolidated balance sheets,2015,Total Assets,6632120,thousands
4994,consolidated balance sheets,2015,Total Assets,40938081,thousands
4998,consolidated balance sheets,2015,Total assets,319605000,thousands
4999,consolidated balance sheets,2015,Total assets,536482000,thousands
5000,consolidated balance sheets,2015,Total assets,148789000,thousands
5005,consolidated balance sheets,2015,Total assets,22623988,thousands
5006,consolidated balance sheets,2015,Total assets,3203050000,thousands
5007,consolidated balance sheets,2015,Total assets,12355098000,thousands
5009,consolidated balance sheets,2015,Total assets,341012000,thousands
5010,consolidated balance sheets,2015,Total assets,417813000,thousands
5013,consolidated balance sheets,2015,Total assets,2232906000,thousands
5014,consolidated balance sheets,2015,TOTAL ASSETS,7011199000,thousands
5019,consolidated balance sheets,2016,Total Assets,2218923,thousands
5020,consolidated balance sheets,2015,Total assets,3980211000,thousands
5022,consolidated balance sheets,2016,TOTAL ASSETS,209367633,thousands
5023,consolidated balance sheets,2015,TOTAL ASSETS,47086583,thousands
5024,consolidated balance sheets,2015,Total assets,2391134000,thousands
5025,consolidated balance sheets,2015,Total Assets,26601026000,thousands
5027,consolidated balance sheets,2015,Total assets,1280720,thousands
5028,consolidated balance sheets,2015,Total Assets,435088000,thousands
5031,consolidated balance sheets,2015,TOTAL ASSETS,2427110,thousands
5032,consolidated balance sheets,2015,Total Assets,6771494,thousands
5033,consolidated balance sheets,2015,Total assets,32708000,thousands
5036,consolidated balance sheets,2015,Total assets,43222219,thousands
5038,consolidated balance sheets,2015,Total Assets,3164076232,thousands
5040,consolidated balance sheets,2015,Total assets,182423000,thousands
5041,consolidated balance sheets,2015,Total Assets,3983808,thousands
5042,consolidated balance sheets,2015,Total Assets,3663025000,thousands
5043,consolidated balance sheets,2015,Total assets,92231000,thousands
5045,consolidated balance sheets,2015,TOTAL ASSETS,3102734,thousands
5046,consolidated balance sheets,2015,Total assets,17405866000,thousands
5049,consolidated balance sheets,2015,Total assets,891296000,thousands
5055,consolidated balance sheets,2015,Total assets,21242007,thousands
5056,consolidated balance sheets,2015,Total assets,5778000,thousands
5057,consolidated balance sheets,2015,Total assets,364891000,thousands
5058,consolidated balance sheets,2015,Total assets,586218000,thousands
5059,consolidated balance sheets,2015,TOTAL ASSETS,7596379,thousands
5060,consolidated balance sheets,2015,Total assets,43115,thousands
5063,consolidated balance sheets,2015,Total assets,29405000,thousands
5064,consolidated balance sheets,2015,Total assets,3135700000,thousands
5066,consolidated balance sheets,2016,TOTAL ASSETS,193577000,thousands
5067,consolidated balance sheets,2015,Total assets,3292403000,thousands
5070,consolidated balance sheets,2016,Total Assets,5218308,thousands
5072,consolidated balance sheets,2015,Total Assets,2241837000,thousands
5074,consolidated balance sheets,2016,Total assets,23716,thousands
5075,consolidated balance sheets,2015,Total assets,28704,thousands
5076,consolidated balance sheets,2015,TOTAL ASSETS,359936000,thousands
5078,consolidated balance sheets,2015,Total Assets,974858,thousands
5080,consolidated balance sheets,2015,Total assets,629065000,thousands
5081,consolidated balance sheets,2015,TOTAL ASSETS,11771000,thousands
5086,consolidated balance sheets,2015,Total assets,21539051,thousands
5087,consolidated balance sheets,2015,Total Assets,1796264000,thousands
5088,consolidated balance sheets,2016,Total assets,57779,thousands
5089,consolidated balance sheets,2016,Total assets,989800,thousands
5090,consolidated balance sheets,2015,Total assets,29718,thousands
5091,consolidated balance sheets,2015,Total assets,4264915000,thousands
5094,consolidated balance sheets,2015,Total assets,125990000,thousands
5095,consolidated balance sheets,2015,Total Assets,876995,thousands
5097,consolidated balance sheets,2015,Total assets,165528000,thousands
5098,consolidated balance sheets,2016,Total assets,748051000,thousands
5099,consolidated balance sheets,2016,Total Assets,3609814,thousands
5101,consolidated balance sheets,2015,TOTAL ASSETS,397669000,thousands
5103,consolidated balance sheets,2015,Total assets,7315369,thousands
5105,consolidated balance sheets,2015,Total assets,140074000,thousands
5107,consolidated balance sheets,2016,Total assets,270751000,thousands
5109,consolidated balance sheets,2016,Total assets,595565000,thousands
5110,consolidated balance sheets,2015,Total assets,457725000,thousands
5111,consolidated balance sheets,2015,Total assets,234880000,thousands
5112,consolidated balance sheets,2015,Total assets,178827000,thousands
5114,consolidated balance sheets,2015,Total assets,27971873,thousands
5116,consolidated balance sheets,2015,Total Assets,729148,thousands
5117,consolidated balance sheets,2015,Total assets,3172300000,thousands
5118,consolidated balance sheets,2015,TOTAL ASSETS,1223620000,thousands
5119,consolidated balance sheets,2015,Total assets,361036000,thousands
5120,consolidated balance sheets,2015,Total assets,778536000,thousands
5122,consolidated balance sheets,2015,Total assets,1000332000,thousands
5123,consolidated balance sheets,2015,Total assets,27295169,thousands
5124,consolidated balance sheets,2016,Total assets,1956205000,thousands
5126,consolidated balance sheets,2015,Total assets,1031416000,thousands
5128,consolidated balance sheets,2015,Total assets,207371000,thousands
5129,consolidated balance sheets,2015,Total assets,162261000,thousands
5130,consolidated balance sheets,2016,Total assets,1188551000,thousands
5131,consolidated balance sheets,2015,Total assets,1007091000,thousands
5132,consolidated balance sheets,2015,Total Assets,31802,thousands
5133,consolidated balance sheets,2016,Total assets,79021000,thousands
5134,consolidated balance sheets,2015,Total assets,241370000,thousands
5135,consolidated balance sheets,2015,Total assets,200461000,thousands
5136,consolidated balance sheets,2015,Total assets,327086000,thousands
5137,consolidated balance sheets,2015,Total assets,1140861000,thousands
5139,consolidated balance sheets,2016,Total assets,415645000,thousands
5141,consolidated balance sheets,2015,Total assets,127668000,thousands
5142,consolidated balance sheets,2015,Total assets,1813287000,thousands
5143,consolidated balance sheets,2015,Total assets,235145000,thousands
5145,consolidated balance sheets,2016,Total assets,328282000,thousands
5147,consolidated balance sheets,2015,Total Assets,28073546,thousands
5149,consolidated balance sheets,2015,TOTAL ASSETS,91383000,thousands
5151,consolidated balance sheets,2015,TOTAL ASSETS,197412,thousands
5154,consolidated balance sheets,2015,Total assets,4657,thousands
5155,consolidated balance sheets,2015,Total assets,1378982000,thousands
5156,consolidated balance sheets,2015,Total assets,880870000,thousands
5159,consolidated balance sheets,2015,Total Assets,459712,thousands
5160,consolidated balance sheets,2015,Total Assets,152126000,thousands
5163,consolidated balance sheets,2015,Total Assets,37546053,thousands
5164,consolidated balance sheets,2016,TOTAL ASSETS,916178000,thousands
5165,consolidated balance sheets,2015,Total assets,782853000,thousands
5166,consolidated balance sheets,2016,Total Assets,55096000,thousands
5168,consolidated balance sheets,2015,Total assets,162139250,thousands
5169,consolidated balance sheets,2015,TOTAL ASSETS,155815000,thousands
5171,consolidated balance sheets,2015,Total Assets,1902618000,thousands
5172,consolidated balance sheets,2015,Total Assets,745372000,thousands
5174,consolidated balance sheets,2016,Total Assets,2395026000,thousands
5175,consolidated balance sheets,2015,Total assets,4279208000,thousands
5178,consolidated balance sheets,2015,Total Assets,112665,thousands
5180,consolidated balance sheets,2015,Total assets,621182000,thousands
5181,consolidated balance sheets,2015,Total assets,113094000,thousands
5182,consolidated balance sheets,2015,Total Assets,313969852,thousands
5184,consolidated balance sheets,2015,Total assets,4273238,thousands
5186,consolidated balance sheets,2015,Total assets,1405270,thousands
5187,consolidated balance sheets,2015,Total assets,713386000,thousands
5188,consolidated balance sheets,2015,Total assets,6105124000,thousands
5189,consolidated balance sheets,2015,Total assets,143087196,thousands
5190,consolidated balance sheets,2015,Total assets,755427000,thousands
5191,consolidated balance sheets,2015,Total assets,118610000,thousands
5192,consolidated balance sheets,2015,TOTAL ASSETS,89026000,thousands
5193,consolidated balance sheets,2015,Total assets,1803490000,thousands
5194,consolidated balance sheets,2016,Total assets,2566,thousands
5195,consolidated balance sheets,2015,Total Assets,101730,thousands
5197,consolidated balance sheets,2015,Total assets,4871730,thousands
5201,consolidated balance sheets,2015,TOTAL ASSETS,100,thousands
5202,consolidated balance sheets,2016,Total assets,72,thousands
5203,consolidated balance sheets,2015,Total assets,16609,thousands
5204,consolidated balance sheets,2015,Total assets,477881000,thousands
5206,consolidated balance sheets,2015,Total assets,33076000,thousands
5207,consolidated balance sheets,2015,Total Assets,28662000,thousands
5208,consolidated balance sheets,2016,Total assets,31619000,thousands
5209,consolidated balance sheets,2015,Total assets,37698000,thousands
5210,consolidated balance sheets,2016,Total assets,87661000,thousands
5211,consolidated balance sheets,2015,Total assets,3138071000,thousands
5212,consolidated balance sheets,2015,Total assets,3391778000,thousands
5213,consolidated balance sheets,2015,Total assets,1561336000,thousands
5215,consolidated balance sheets,2016,Total assets,10351126,thousands
5216,consolidated balance sheets,2015,Total Assets,11017943000,thousands
5217,consolidated balance sheets,2015,Total Assets,5193600000,thousands
5220,consolidated balance sheets,2015,Total assets,2277265000,thousands
5222,consolidated balance sheets,2015,Total assets,1386510000,thousands
5223,consolidated balance sheets,2015,Total assets,1289649000,thousands
5224,consolidated balance sheets,2016,Total Assets,727063000,thousands
5226,consolidated balance sheets,2015,Total assets,14002150,thousands
5228,consolidated balance sheets,2015,Total assets,421040000,thousands
5229,consolidated balance sheets,2015,Total assets,336153000,thousands
5231,consolidated balance sheets,2015,Total assets,1534456000,thousands
5232,consolidated balance sheets,2015,Total Assets,177055425,thousands
5233,consolidated balance sheets,2015,TOTAL ASSETS,7449400,thousands
5235,consolidated balance sheets,2015,Total assets,20981000,thousands
5236,consolidated balance sheets,2015,Total assets,1128244000,thousands
5237,consolidated balance sheets,2015,Total assets,3180214000,thousands
5240,consolidated balance sheets,2015,Total assets,857198000,thousands
5244,consolidated balance sheets,2015,Total assets,457576000,thousands
5245,consolidated balance sheets,2015,TOTAL ASSETS,24570000,thousands
5247,consolidated balance sheets,2015,Total assets,15934000,thousands
5248,consolidated balance sheets,2015,Total Assets,8271909,thousands
5249,consolidated balance sheets,2015,Total assets,44506912,thousands
5250,consolidated balance sheets,2016,Total Assets,1025434000,thousands
5251,consolidated balance sheets,2015,Total assets,25102000,thousands
5252,consolidated balance sheets,2015,Total Assets,489109000,thousands
5255,consolidated balance sheets,2015,Total assets,54258000,thousands
5256,consolidated balance sheets,2015,Total assets,22757,thousands
5260,consolidated balance sheets,2015,Total assets,2285,thousands
5262,consolidated balance sheets,2015,Total assets,1515,thousands
5278,consolidated balance sheets,2015,Total Assets,5290,thousands
5280,consolidated balance sheets,2015,TOTAL ASSETS,5332300,thousands
5288,consolidated balance sheets,2015,Total assets,3719,thousands
5317,consolidated balance sheets,2014,Total Assets,21679552,thousands
5320,consolidated balance sheets,2015,Total assets,290479,thousands
5321,consolidated balance sheets,2015,Total assets,15308,thousands
5324,consolidated balance sheets,2015,TOTAL ASSETS,547894,thousands
5335,consolidated balance sheets,2015,Total assets,4809011000,thousands
5356,consolidated balance sheets,2015,Total assets,41553000,thousands
5362,consolidated balance sheets,2015,Total Assets,26820,thousands
5390,consolidated balance sheets,2015,Total Assets,26488007,thousands
5400,consolidated balance sheets,2015,Total assets,46996000,thousands
5405,consolidated balance sheets,2015,Total assets,3075,thousands
5407,consolidated balance sheets,2015,Total Assets,1315344,thousands
5412,consolidated balance sheets,2015,Total assets,8089,thousands
5418,consolidated balance sheets,2015,Total assets,2905,thousands
5429,consolidated balance sheets,2015,Total assets,584031000,thousands
5454,consolidated balance sheets,2015,Total assets,968947000,thousands
5459,consolidated balance sheets,2015,Total assets,257897000,thousands
5475,consolidated balance sheets,2015,Total assets,17542,thousands
5501,consolidated balance sheets,2015,Total assets,1300276000,thousands
5521,consolidated balance sheets,2015,Total assets,187794870,thousands
5542,consolidated balance sheets,2015,Total assets,2915,thousands
5550,consolidated balance sheets,2015,Total Assets,24516000,thousands
5557,consolidated balance sheets,2015,Total assets,2116471000,thousands
5564,consolidated balance sheets,2015,Total assets,22088,thousands
5574,consolidated balance sheets,2015,Total assets,68394000,thousands
5585,consolidated balance sheets,2015,Total assets,260239000,thousands
5610,consolidated balance sheets,2015,Total assets,54622000,thousands
5621,consolidated balance sheets,2015,Total Assets,16335,thousands
5635,consolidated balance sheets,2015,TOTAL ASSETS,26874000,thousands
5636,consolidated balance sheets,2015,Total assets,21964,thousands
5661,consolidated balance sheets,2015,Total assets,3315,thousands
5682,consolidated balance sheets,2015,Total assets,1736387000,thousands
5684,consolidated balance sheets,2015,TOTAL ASSETS,7152012000,thousands
5686,consolidated balance sheets,2015,Total assets,106882,thousands
5706,consolidated balance sheets,2015,Total assets,241512000,thousands
5715,consolidated balance sheets,2015,Total Assets,105779606,thousands
5723,consolidated balance sheets,2015,Total Assets,1731433000,thousands
5733,consolidated balance sheets,2015,Total assets,6692,thousands
5748,consolidated balance sheets,2015,Total Assets,12321,thousands
5765,consolidated balance sheets,2015,Total assets,230794000,thousands
5769,consolidated balance sheets,2015,Total assets,22427013,thousands
5771,consolidated balance sheets,2015,TOTAL ASSETS,904466000,thousands
5774,consolidated balance sheets,2015,Total assets,387475000,thousands
5776,consolidated balance sheets,2015,Total Assets,5290,thousands
5801,consolidated balance sheets,2015,Total assets,264258000,thousands
5828,consolidated balance sheets,2015,Total Assets,120144000,thousands
5829,consolidated balance sheets,2015,Total assets,106685,thousands
5838,consolidated balance sheets,2015,TOTAL ASSETS,605,thousands
5839,consolidated balance sheets,2015,Total assets,9282772,thousands
5840,consolidated balance sheets,2015,Total Assets,21470950,thousands
5845,consolidated balance sheets,2015,TOTAL ASSETS,2450,thousands
5846,consolidated balance sheets,2015,Total Assets,2216236,thousands
5851,consolidated balance sheets,2015,Total Assets,1188,thousands
5861,consolidated balance sheets,2015,TOTAL ASSETS,915991942,thousands
5869,consolidated balance sheets,2015,Total assets,143419000,thousands
5875,consolidated balance sheets,2015,TOTAL ASSETS,6124453,thousands
5886,consolidated balance sheets,2015,Total assets,4868409000,thousands
5898,consolidated balance sheets,2015,TOTAL ASSETS,21600,thousands
5902,consolidated balance sheets,2015,Total assets,2360444000,thousands
5929,consolidated balance sheets,2015,Total Assets,190031000,thousands
5947,consolidated balance sheets,2015,Total assets,43143013,thousands
5960,consolidated balance sheets,2015,Total assets,6482,thousands
5992,consolidated balance sheets,2015,Total Assets,468824000,thousands
6009,consolidated balance sheets,2015,Total Assets,125456000,thousands
6030,consolidated balance sheets,2015,TOTAL ASSETS,148140730,thousands
6121,consolidated balance sheets,2015,Total Assets,14051280,thousands
6125,consolidated balance sheets,2015,Total Assets,8015763,thousands
6135,consolidated balance sheets,2015,Total assets,48825,thousands
6139,consolidated balance sheets,2015,Total assets,955052,thousands
6156,consolidated balance sheets,2015,Total assets from continuing operations,129201,thousands
6159,consolidated balance sheets,2015,Total assets,1303658000,thousands
6160,consolidated balance sheets,2015,Total Assets,7475000,thousands
6170,consolidated balance sheets,2015,TOTAL ASSETS,32037000,thousands
6175,consolidated balance sheets,2015,Total Assets,23004,thousands
6177,consolidated balance sheets,2015,Total assets,10546,thousands
6181,consolidated balance sheets,2015,Total assets,1533237000,thousands
6203,consolidated balance sheets,2015,TOTAL ASSETS,19906028,thousands
6205,consolidated balance sheets,2014,TOTAL ASSETS,4430026,thousands
6212,consolidated balance sheets,2015,Total assets,3600748000,thousands
6217,consolidated balance sheets,2015,Total assets,433902000,thousands
6232,consolidated balance sheets,2015,Total assets,29026622,thousands
6241,consolidated balance sheets,2015,Total assets,15181,thousands
6253,consolidated balance sheets,2015,Total assets,362174000,thousands
6258,consolidated balance sheets,2015,Total assets,2539965000,thousands
6266,consolidated balance sheets,2015,Total assets,32334,thousands
6271,consolidated balance sheets,2015,Total assets,4613,thousands
6286,consolidated balance sheets,2015,TOTAL ASSETS,66567000,thousands
6287,consolidated balance sheets,2015,TOTAL ASSETS,627068,thousands
6293,consolidated balance sheets,2015,Total assets,233924000,thousands
6305,consolidated balance sheets,2015,Total assets,2778000,thousands
6312,consolidated balance sheets,2015,Total assets,110903,thousands
6314,consolidated balance sheets,2015,TOTAL ASSETS,6018,thousands
6344,consolidated balance sheets,2015,Total assets,183282000,thousands
6380,consolidated balance sheets,2015,Total assets,9335570,thousands
6409,consolidated balance sheets,2015,Total assets,252621000,thousands
6411,consolidated balance sheets,2015,Total assets,1702388000,thousands
6422,consolidated balance sheets,2015,Total assets,3712446000,thousands
6429,consolidated balance sheets,2015,Total assets,68489337,thousands
6444,consolidated balance sheets,2015,Total assets,1251461000,thousands
6495,consolidated balance sheets,2015,Total assets,53816000,thousands
6501,consolidated balance sheets,2015,Total assets,1230163000,thousands
6508,consolidated balance sheets,2014,Total assets,5595374,thousands
6526,consolidated balance sheets,2015,TOTAL ASSETS,24717467,thousands
6527,consolidated balance sheets,2015,Total assets,38746497,thousands
6530,consolidated balance sheets,2015,Total Assets,208744000,thousands
6532,consolidated balance sheets,2015,Total assets,35616000,thousands
6555,consolidated balance sheets,2015,Total Assets,10726,thousands
6568,consolidated balance sheets,2015,TOTAL ASSETS,97464000,thousands
6586,consolidated balance sheets,2015,Total assets,536468000,thousands
6587,consolidated balance sheets,2015,Total Assets,6817980,thousands
6657,consolidated balance sheets,2015,Total assets,1093442,thousands
6662,consolidated balance sheets,2015,TOTAL ASSETS,404150,thousands
6668,consolidated balance sheets,2015,Total assets,246013000,thousands
6703,consolidated balance sheets,2015,Total assets,300360000,thousands
6801,consolidated balance sheets,2015,Total assets,121970000,thousands
6806,consolidated balance sheets,2015,Total Assets,19280281,thousands
6811,consolidated balance sheets,2015,Total Assets,11263202,thousands
6822,consolidated balance sheets,2015,TOTAL ASSETS,4207296,thousands
6830,consolidated balance sheets,2015,TOTAL ASSETS,2762411,thousands
6831,consolidated balance sheets,2014,Total Assets,7072537,thousands
6859,consolidated balance sheets,2015,TOTAL ASSETS,1186417,thousands
6878,consolidated balance sheets,2015,Total Assets,16404,thousands
6885,consolidated balance sheets,2015,Total assets,4003019,thousands
6900,consolidated balance sheets,2015,Total assets,1917241,thousands
6901,consolidated balance sheets,2015,TOTAL ASSETS,1507910,thousands
6954,consolidated balance sheets,2015,Total assets,4145246,thousands
7008,consolidated balance sheets,2015,Total Assets,491792,thousands
7070,consolidated balance sheets,2015,Total assets,51565648,thousands
7125,consolidated balance sheets,2015,TOTAL ASSETS,290714,thousands
7131,consolidated balance sheets,2015,TOTAL ASSETS,1346,thousands
7213,consolidated balance sheets,2015,Total assets,2527,thousands
7257,consolidated balance sheets,2015,Total Assets,6700879,thousands
7281,consolidated balance sheets,2015,Total assets,24392607,thousands
7291,consolidated balance sheets,2015,TOTAL ASSETS,113481,thousands
7334,consolidated balance sheets,2015,Total assets,1341417,thousands
7354,consolidated balance sheets,2015,Total Assets,429582618,thousands
7467,consolidated balance sheets,2015,Total assets,39671663,thousands
7477,consolidated balance sheets,2015,TOTAL ASSETS,48228000,thousands
7481,consolidated balance sheets,2015,Total Assets,177373,thousands
7505,consolidated balance sheets,2015,TOTAL ASSETS,37471711,thousands
7514,consolidated balance sheets,2012,TOTAL ASSETS,620,thousands
7525,consolidated balance sheets,2015,Total assets,1629,thousands
7531,consolidated balance sheets,2015,Total assets,267903000,thousands
7545,consolidated balance sheets,2015,TOTAL ASSETS,64638,thousands
7546,consolidated balance sheets,2015,Total assets,138706000,thousands
7559,consolidated balance sheets,2015,Total assets,620024000,thousands
7576,consolidated balance sheets,2015,TOTAL ASSETS,40526857,thousands
7582,consolidated balance sheets,2014,TOTAL ASSETS,8367,thousands
7612,consolidated balance sheets,2015,Total assets,51973056,thousands
7632,consolidated balance sheets,2015,Total assets,49748000,thousands
7636,consolidated balance sheets,2015,Total assets,2013952,thousands
7643,consolidated balance sheets,2015,Total assets,1559242000,thousands
7650,consolidated balance sheets,2015,TOTAL ASSETS,2041882,thousands
7658,consolidated balance sheets,2015,Total assets,26454248,thousands
7659,consolidated balance sheets,2015,Total assets,5741,thousands
7667,consolidated balance sheets,2015,Total assets,5045739000,thousands
7699,consolidated balance sheets,2015,Total assets,5181538,thousands
7701,consolidated balance sheets,2014,Total assets,47760527,thousands
7702,consolidated balance sheets,2015,Total assets,36080265,thousands
7707,consolidated balance sheets,2015,Total assets,200645000,thousands
