Created on 05-15-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2020-04-10,LTCUSD,46.34,46.43,41,42.31,11709.41,519068.91
2020-04-09,LTCUSD,46.66,46.91,44.53,46.34,1441.22,66527.55
2020-04-08,LTCUSD,44.77,47.31,44.4,46.66,1945.09,89968.18
2020-04-07,LTCUSD,45,47.63,43.7,44.77,5583.25,254701.12
2020-04-06,LTCUSD,40.39,45.68,40.39,45,5170.28,224430.61
2020-04-05,LTCUSD,40.78,41.09,39.97,40.39,3201.75,129728.17
2020-04-04,LTCUSD,40.66,41.17,40.03,40.78,1369.22,55510.44
2020-04-03,LTCUSD,40.05,41.3,39.79,40.66,2361.32,95941.36
2020-04-02,LTCUSD,39.43,43.5,39.02,40.05,4977.99,201918.65
2020-04-01,LTCUSD,39.41,39.54,37.02,39.43,2724.86,104850.87
2020-03-31,LTCUSD,39.06,39.41,38.48,39.41,3109.04,121332.3
2020-03-30,LTCUSD,37.17,39.72,37.06,39.06,2343.24,91272.92
2020-03-29,LTCUSD,39,39.14,37.02,37.17,2891.84,109180.13
2020-03-28,LTCUSD,38.03,39.49,36.62,39,2714.33,102913.45
2020-03-27,LTCUSD,40.51,41.36,38,38.03,3262.75,129938.53
2020-03-26,LTCUSD,39.35,40.58,38.61,40.51,1715.49,67600.36
2020-03-25,LTCUSD,40.63,41.09,38.21,39.35,3802.12,150882.6
2020-03-24,LTCUSD,39.17,41.08,38.34,40.63,2606.39,103788.33
2020-03-23,LTCUSD,35.53,40.11,34.75,39.17,3565.17,135127.28
2020-03-22,LTCUSD,38.34,39.77,34.9,35.53,2187.74,80440.57
2020-03-21,LTCUSD,37.79,40.07,36.31,38.34,2231.25,85514.17
2020-03-20,LTCUSD,39.15,43.73,25.8,38,14018.28,553800.02
2020-03-19,LTCUSD,34.73,40.87,34.1,39.15,3488.82,132806.41
2020-03-18,LTCUSD,34.71,34.95,32.43,34.93,1714.52,57649.85
2020-03-17,LTCUSD,33.22,36.09,32.26,34.18,2925.03,102017.26
2020-03-16,LTCUSD,35.83,36.25,29.46,33.22,5869.0,188989.02
2020-03-15,LTCUSD,34.3,38.75,34.02,36.42,5536.77,199511.48
2020-03-14,LTCUSD,38.17,38.17,33.91,34.3,2843.17,101095.19
2020-03-13,LTCUSD,30.04,41.37,24.45,38.17,18136.24,602574.89
2020-03-12,LTCUSD,47.94,48.17,28.84,30.04,14607.32,550901.12
2020-03-11,LTCUSD,50.56,50.78,45.63,48.72,2100.41,99721.2
2020-03-10,LTCUSD,50.55,51.57,48.82,50.19,4233.89,213398.41
2020-03-09,LTCUSD,51.32,52.23,46.67,50.5,6469.89,318649.61
2020-03-08,LTCUSD,59.14,59.44,50.62,51.32,5791.11,313498.41
2020-03-07,LTCUSD,63.14,64,60.16,60.49,2794.12,173848.68
2020-03-06,LTCUSD,61.77,63.79,61.22,63.14,1245.68,77846.1
2020-03-05,LTCUSD,61,63.45,60.71,61.77,1873.82,116652.31
2020-03-04,LTCUSD,61.2,61.89,58.94,60.13,838.76,51014.29
2020-03-03,LTCUSD,60.24,62.44,59.55,61.2,1334.81,81235.75
2020-03-02,LTCUSD,58.29,62.3,57.44,61.35,1169.23,70889.53
2020-03-01,LTCUSD,57.96,60.22,56.15,58.29,913.45,52838.07
2020-02-29,LTCUSD,60.42,61.55,57.96,57.96,889.82,52760.34
2020-02-28,LTCUSD,61.38,63.14,56.73,60.42,2110.99,125317.45
2020-02-27,LTCUSD,58.35,65,57.34,61.38,1491.34,92882.97
2020-02-26,LTCUSD,72.15,72.15,57.58,60.81,5888.27,375365.84
2020-02-25,LTCUSD,75.87,75.87,69.61,71.24,1955.06,140091.83
2020-02-24,LTCUSD,80.08,80.08,71.5,75.87,2164.78,162803.66
2020-02-23,LTCUSD,75.11,80.08,75.11,80.08,2021.35,159333.71
2020-02-22,LTCUSD,73.45,76.67,72.48,75.11,1515.41,112795.43
2020-02-21,LTCUSD,68.74,75.18,68.74,73.45,2365.03,171445.13
2020-02-20,LTCUSD,72.22,72.22,66.33,69.45,1914.43,132622.92
2020-02-19,LTCUSD,76.83,79.53,67.3,70.68,4473.22,331148.85
2020-02-18,LTCUSD,73,79.28,69.74,77.28,3994.7,301973.07
2020-02-17,LTCUSD,73.43,73.98,68.62,72.88,2312.18,164486.97
2020-02-16,LTCUSD,76.33,80.67,67.56,75.1,3978.22,299557.22
2020-02-15,LTCUSD,83.57,83.57,75.08,76.33,5083.49,395083.29
2020-02-14,LTCUSD,80.03,83.9,78.69,83.17,2142.28,175380.77
2020-02-13,LTCUSD,81.54,84.35,77.24,80.4,4096.49,333299.87
2020-02-12,LTCUSD,77.1,82.99,76.92,81.54,4164.09,332824.2
2020-02-11,LTCUSD,73.16,77.41,72.57,77.1,1953.59,147496.57
2020-02-10,LTCUSD,76.92,77.41,72.33,74.22,2803.62,209291.47
2020-02-09,LTCUSD,77.46,78.5,75.24,76.92,2706.45,208968.39
2020-02-08,LTCUSD,74.36,77.7,71.3,76.68,5652.51,428244.1
2020-02-07,LTCUSD,74.1,75.28,72.93,74.36,2543.45,188642.9
2020-02-06,LTCUSD,72.81,74.88,71.19,73.36,2331.1,170796.29
2020-02-05,LTCUSD,68.28,73.39,67.55,72.81,3257.33,233631.8
2020-02-04,LTCUSD,69.61,70.3,66.62,67.73,6044.25,412960.15
2020-02-03,LTCUSD,71.46,72.96,68.5,69.61,3942.88,275470.49
2020-02-02,LTCUSD,69.86,73.38,67.61,69.85,4932.92,346463.08
2020-02-01,LTCUSD,67.55,72.8,67.55,71.05,12719.34,891402.32
2020-01-31,LTCUSD,67.88,69.75,65.38,67.55,2074.91,140070.28
2020-01-30,LTCUSD,60.06,69.9,58.19,67.88,7208.69,475428.9
2020-01-29,LTCUSD,60.6,62.36,59.55,60.06,1797.29,109000.48
2020-01-28,LTCUSD,58.64,61.4,57.31,60.6,3791.23,226168.73
2020-01-27,LTCUSD,55.9,59.54,55.9,58.64,2488.84,145013.29
2020-01-26,LTCUSD,53.03,56.49,52.91,55.9,735.1,40423.89
2020-01-25,LTCUSD,54.3,54.52,52.28,53.28,1684.8,90238.78
2020-01-24,LTCUSD,54.27,55.36,50.77,54.3,1598.57,85414.63
2020-01-23,LTCUSD,57.88,57.88,52.4,54.27,2277.21,123539.24
2020-01-22,LTCUSD,57.76,59.1,57.19,58.33,952.39,55290.96
2020-01-21,LTCUSD,57.47,57.9,55.92,57.76,836.43,47714.12
2020-01-20,LTCUSD,57.3,58.11,55.71,57.47,799.34,45717.73
2020-01-19,LTCUSD,59.49,62.26,55.44,57.75,3367.39,198098.11
2020-01-18,LTCUSD,62.71,62.71,58.19,59.49,2296.68,137293.98
2020-01-17,LTCUSD,57.59,62.99,56.59,61.18,2612.7,156692.47
2020-01-16,LTCUSD,58.21,58.5,54.85,57.59,2298.27,129837.71
2020-01-15,LTCUSD,58.46,60,55.45,58.21,3707.62,215441.08
2020-01-14,LTCUSD,49.58,60.67,49.58,58.46,6702.42,372829.85
2020-01-13,LTCUSD,51.41,51.63,48.96,49.58,1396.7,69682.66
2020-01-12,LTCUSD,49.51,51.41,49.51,51.41,1253.81,63445.97
2020-01-11,LTCUSD,48.86,51.87,47.82,49.27,5333.97,270074.09
2020-01-10,LTCUSD,44.94,49.6,43.81,48.91,4240.36,202689.61
2020-01-09,LTCUSD,45.11,45.7,43.88,44.98,1350.77,60390.17
2020-01-08,LTCUSD,46.36,48.57,44.11,45.44,6094.92,287356.4
2020-01-07,LTCUSD,45.9,46.83,44.37,46.36,5281.7,242262.53
2020-01-06,LTCUSD,43.25,46.09,43.25,45.75,2797.91,125548.58
2020-01-05,LTCUSD,42.47,44.44,42.47,43.25,1165.86,50671.17
2020-01-04,LTCUSD,42.19,42.88,41.8,42.47,445.01,18837.02
2020-01-03,LTCUSD,39.35,42.22,38.66,42.19,1784.71,73682.84
2020-01-02,LTCUSD,41.46,41.71,39,39.35,1218.5,49063.09
2020-01-01,LTCUSD,41.17,41.19,41.06,41.19,26.51,1091.85
2019-12-31,LTCUSD,42.43,42.64,40.92,41.17,1616.91,67713.24
2019-12-30,LTCUSD,43.17,43.96,41.6,42.43,811.92,34511.07
2019-12-29,LTCUSD,42.64,43.61,42.16,43.17,627.09,26926.68
2019-12-28,LTCUSD,41.56,43.6,41.4,42.64,1028.2,43716.69
2019-12-27,LTCUSD,39.95,41.21,39.72,41.19,433.35,17524.9
2019-12-26,LTCUSD,40.14,41.48,39.66,39.95,609.76,24701.75
2019-12-25,LTCUSD,40.21,40.4,40.21,40.4,4.76,192.31
2019-12-24,LTCUSD,40.43,41.03,39.77,40.21,719.6,28984.41
2019-12-23,LTCUSD,41.91,42.64,40.35,40.43,4126.69,170043.51
2019-12-22,LTCUSD,39.79,42.12,39.72,41.91,811.06,33506.56
2019-12-21,LTCUSD,40.28,40.28,40.09,40.09,100.52,4035.39
2019-12-20,LTCUSD,39.6,40.38,39.4,40.28,534.2,21345.18
2019-12-19,LTCUSD,40.83,40.94,39.17,39.6,1232.31,49265.55
2019-12-18,LTCUSD,36.86,41.48,36.02,40.92,2740.7,108624.17
2019-12-17,LTCUSD,40.1,40.1,36.19,36.86,1904.27,72728.41
2019-12-16,LTCUSD,43.47,43.47,38.9,40.1,5158.09,213091.99
2019-12-15,LTCUSD,43.4,43.9,42.96,43.47,554.8,24126.67
2019-12-14,LTCUSD,44.37,44.55,43.29,43.4,1131.6,49697.5
2019-12-13,LTCUSD,43.73,44.44,43.48,44.18,1097.32,48241.56
2019-12-12,LTCUSD,43.59,44.03,42.96,43.74,655.05,28453.25
2019-12-11,LTCUSD,44.26,44.46,43.27,43.59,1629.89,71659.13
2019-12-10,LTCUSD,44.57,44.65,43.73,44.13,7341.02,326525.77
2019-12-09,LTCUSD,45.84,45.88,44.09,44.57,1919.86,86342.16
2019-12-08,LTCUSD,45.06,46.21,44.97,45.84,591.42,26993.37
2019-12-07,LTCUSD,45.43,46.45,45.19,45.22,827.88,37912.47
2019-12-06,LTCUSD,44.81,45.54,44.17,45.43,7342.02,331672.49
2019-12-05,LTCUSD,44.68,45.33,43.75,44.81,9320.24,414897.99
2019-12-04,LTCUSD,44.28,47.29,43.87,44.68,9297.36,427463.93
2019-12-03,LTCUSD,45.75,46.22,44.35,44.75,2360.13,107484.4
2019-12-02,LTCUSD,47.49,47.52,44.86,45.75,1251.55,57124.71
2019-12-01,LTCUSD,47.31,48.26,45.7,47.69,1962.06,92626.25
2019-11-30,LTCUSD,48.74,48.89,46.7,47.31,729.33,34764.39
2019-11-29,LTCUSD,46.94,49.34,46.94,48.74,3732.75,182116.76
2019-11-28,LTCUSD,47.87,48,46.48,46.94,730.87,34773.56
2019-11-27,LTCUSD,47.17,48.65,44.71,47.87,4929.61,231656.99
2019-11-26,LTCUSD,45.95,47.49,45.44,47.17,830.61,38711.3
2019-11-25,LTCUSD,43.73,47.33,42.21,45.95,4815.04,215282.67
2019-11-24,LTCUSD,48.31,48.31,43.66,43.73,2469.04,111647.59
2019-11-23,LTCUSD,46.77,48.75,46.35,48.31,1078.73,51520.42
2019-11-22,LTCUSD,50.68,51.48,43.66,47.6,8083.31,375717.37
2019-11-21,LTCUSD,55,55.12,48.01,50.68,5009.94,257953.14
2019-11-20,LTCUSD,55.23,55.97,54.61,55,466.64,25772.06
2019-11-19,LTCUSD,55.81,55.98,54.23,55.08,976.38,53687.61
2019-11-18,LTCUSD,59.13,59.13,53.77,55.91,2907.16,162720.88
2019-11-17,LTCUSD,58.39,59.93,57.57,59.13,825.44,48808.62
2019-11-16,LTCUSD,57.51,58.7,57.18,58.39,724.39,41947.66
2019-11-15,LTCUSD,59.01,60.6,56.15,57.51,2210.38,128282.82
2019-11-14,LTCUSD,60.85,60.9,58.28,59.01,2280.43,134408.33
2019-11-13,LTCUSD,61.17,61.81,60.25,60.85,1009.54,61470.38
2019-11-12,LTCUSD,61.61,62.16,59.69,61.17,821.8,50079.51
2019-11-11,LTCUSD,63.91,64.44,61.03,61.61,1548.54,96320.57
2019-11-10,LTCUSD,62.29,66.11,61.13,63.86,3097.67,196329.05
2019-11-09,LTCUSD,60.86,62.52,60.4,62.29,808.31,49500.26
2019-11-08,LTCUSD,61.33,62.41,58.88,60.47,2709.99,163196.16
2019-11-07,LTCUSD,64.31,64.31,60.39,61.33,1285.17,79789.15
2019-11-06,LTCUSD,63.03,64.26,62.55,63.9,639.93,40431.9
2019-11-05,LTCUSD,61.55,64.25,61.29,63.18,4172.92,263523.6
2019-11-04,LTCUSD,58.35,62.85,58.01,61.42,1839.58,112184.03
2019-11-03,LTCUSD,58.43,58.86,57.44,58.35,488.44,28339.76
2019-11-02,LTCUSD,58.24,59.26,57.9,58.43,505.22,29550.45
2019-11-01,LTCUSD,58.47,58.83,56.89,58.24,1490.59,86192.71
2019-10-31,LTCUSD,57.86,59.6,57.18,58.47,1417.38,82834.58
2019-10-30,LTCUSD,60,61.09,57.11,57.86,1127.47,65951.24
2019-10-29,LTCUSD,58.25,60.79,57.87,59.93,3838.69,230547.43
2019-10-28,LTCUSD,59.93,62,57.64,57.82,2428.57,143830.36
2019-10-27,LTCUSD,56.93,63,55.9,59.93,5150.54,311569.38
2019-10-26,LTCUSD,56.63,63.9,54.28,56.93,7146.76,411935.06
2019-10-25,LTCUSD,49.78,58.7,49.16,56.63,3957.01,218397.43
2019-10-24,LTCUSD,49.52,50.27,48.41,49.78,1585.55,78336.24
2019-10-23,LTCUSD,53.31,53.48,47.26,49.52,4166.87,206893.36
2019-10-22,LTCUSD,54.77,55.03,53.16,53.44,859.65,46830.9
2019-10-21,LTCUSD,54.83,55.64,53.9,54.77,592.86,32344.13
2019-10-20,LTCUSD,53.71,55.52,52.77,54.83,950.36,51799.3
2019-10-19,LTCUSD,53.19,54.23,52.73,53.71,665.82,35709.38
2019-10-18,LTCUSD,54.83,54.83,52.16,53.19,1455.25,77775.17
2019-10-17,LTCUSD,52.43,55.12,51.62,54.83,7044.58,375315.18
2019-10-16,LTCUSD,54.64,55.05,50.25,52.47,2534.28,131180.11
2019-10-15,LTCUSD,56.71,57.37,53.67,54.64,8197.18,460764.04
2019-10-14,LTCUSD,56.42,57.11,56.21,56.71,1159.63,65812.26
2019-10-13,LTCUSD,55.82,57.64,55.71,56.42,973.03,55223.89
2019-10-12,LTCUSD,55.97,56.56,55.68,55.82,689.71,38705.69
2019-10-11,LTCUSD,57.4,58.48,55.53,55.75,2052.34,115615.99
2019-10-10,LTCUSD,59.41,59.55,57.4,57.4,1136.65,66240.98
2019-10-09,LTCUSD,57.06,59.99,56.96,59.41,1661.08,97982.1
2019-10-08,LTCUSD,57.71,58.31,56.55,57.06,548.74,31431.24
2019-10-07,LTCUSD,54.12,58.65,53.76,57.71,1433.63,81064.07
2019-10-06,LTCUSD,56.7,56.81,53.02,54.43,2469.53,134425.25
2019-10-05,LTCUSD,56.57,57.46,55.8,56.79,661.27,37305.3
2019-10-04,LTCUSD,56.68,57.44,55.25,56.57,1079.27,61055.46
2019-10-03,LTCUSD,56.55,57,53.66,56.68,2870.71,159581.04
2019-10-02,LTCUSD,55.91,56.59,55.34,56.55,1208.1,67385.39
2019-10-01,LTCUSD,56.05,57.63,54.99,55.91,4125.15,230435.69
2019-09-30,LTCUSD,54.02,56.21,52.52,56.05,2557.16,139465.17
2019-09-29,LTCUSD,55.35,55.35,52.28,54.02,1490.82,80235.22
2019-09-28,LTCUSD,56.15,56.18,54.06,55.41,1236.01,68279.08
2019-09-27,LTCUSD,54.91,57.12,52.73,55.91,6768.17,370141.54
2019-09-26,LTCUSD,57.14,57.36,50.34,55.07,6246.97,336445.74
2019-09-25,LTCUSD,55,58.48,53.12,57.14,10420.81,588028.46
2019-09-24,LTCUSD,66.42,67.15,55,55,15230.98,914147.39
2019-09-23,LTCUSD,72.36,74,61.48,66.42,3803.53,256706.34
2019-09-22,LTCUSD,73.24,73.24,71.05,72.36,1392.86,100297.75
2019-09-21,LTCUSD,75.16,75.54,71.84,73.24,2028.86,148826.6
2019-09-20,LTCUSD,76.66,76.66,73,75.16,4658.1,346885.04
2019-09-19,LTCUSD,77.86,77.86,72.7,77.28,6613.04,501409.93
2019-09-18,LTCUSD,74.19,79.99,74.19,77.86,4841.69,372499.2
2019-09-17,LTCUSD,72.79,77.52,72.33,74.19,5958.5,447003.21
2019-09-16,LTCUSD,70.35,73.73,69.65,72.21,5479.87,390944.25
2019-09-15,LTCUSD,70.84,71.27,70.76,71.27,1.488,105.94
2019-09-14,LTCUSD,68.97,71.35,68.36,70.84,1055.52,73866.78
2019-09-13,LTCUSD,69,69.44,67.49,68.97,1546.8,105473.43
2019-09-12,LTCUSD,69.87,69.91,68.34,69,2349.56,162573.7
2019-09-11,LTCUSD,70.35,71.5,68.49,69.87,1002.63,69929.32
2019-09-10,LTCUSD,70.3,73,69.88,70.35,4174.26,297937.0
2019-09-09,LTCUSD,70.45,71.37,67.95,70.3,1267.44,87563.47
2019-09-08,LTCUSD,69.27,71.53,68.68,70.45,2052.2,144051.7
2019-09-07,LTCUSD,64.97,70.43,64.66,69.27,1790.84,122977.39
2019-09-06,LTCUSD,65.41,68.02,64.03,64.97,3466.45,229825.24
2019-09-05,LTCUSD,67.11,67.26,64.43,65.41,1992.05,129808.38
2019-09-04,LTCUSD,69.03,69.28,66.67,67.11,2223.18,150455.37
2019-09-03,LTCUSD,67.14,70.83,66.81,69.03,4415.38,303562.91
2019-09-02,LTCUSD,66.2,68.1,65.09,67.14,3023.22,202379.0
2019-09-01,LTCUSD,64.55,67.22,64.3,66.2,2718.72,179567.96
2019-08-31,LTCUSD,64.28,65.22,62.26,64.55,1817.29,116321.94
2019-08-30,LTCUSD,63.64,65.37,62.18,64.28,1708.33,108668.59
2019-08-29,LTCUSD,66.6,66.6,62.27,63.64,2766.54,178704.05
2019-08-28,LTCUSD,72.65,72.96,64.49,66.87,10829.85,736652.87
2019-08-27,LTCUSD,73.24,73.5,72,72.65,1688.47,122414.11
2019-08-26,LTCUSD,74.7,75.1,72.83,73.6,1355.09,100298.88
2019-08-25,LTCUSD,73.69,74.81,70.89,72.38,315.99,22942.8
2019-08-24,LTCUSD,75.7,75.7,71.51,73.69,958.21,70067.41
2019-08-23,LTCUSD,73.38,75.9,72.65,75.7,1122.13,83243.49
2019-08-22,LTCUSD,73.01,74.57,71.01,73.38,1517.12,111020.43
2019-08-21,LTCUSD,75.35,75.35,70,73.01,2612.05,189883.07
2019-08-20,LTCUSD,77.34,77.34,73.47,74.98,1491.62,112524.35
2019-08-19,LTCUSD,76.42,78.83,75.82,77.34,2005.55,155397.53
2019-08-18,LTCUSD,72.86,77.9,71.53,76.42,1411.51,105643.66
2019-08-17,LTCUSD,74.81,75.18,71.74,72.86,744.15,54646.72
2019-08-16,LTCUSD,76,76.19,72.29,74.81,2113.35,157539.05
2019-08-15,LTCUSD,75.68,77.41,71.01,76.79,3482.67,261154.71
2019-08-14,LTCUSD,84.22,85.79,74.82,75.68,5966.92,478259.75
2019-08-13,LTCUSD,85.82,86.38,83.07,84.22,1710.48,144759.67
2019-08-12,LTCUSD,89.2,89.27,85.25,85.82,1021.47,88824.74
2019-08-11,LTCUSD,85.51,91.04,85.49,90,1373.81,121749.39
2019-08-10,LTCUSD,84.33,87.22,81.66,85.51,2294.8,193362.11
2019-08-09,LTCUSD,90.35,90.35,82.49,84.33,2975.06,254176.91
2019-08-08,LTCUSD,90.59,92.75,87.71,90.35,2814.73,253149.03
2019-08-07,LTCUSD,93.04,94.35,87.23,90.59,5772.01,524636.27
2019-08-06,LTCUSD,96.07,99.1,91.13,93.04,5820.74,552032.53
2019-08-05,LTCUSD,95.93,106.79,94.14,96.17,12774.02,1263421.44
2019-08-04,LTCUSD,94.01,94.58,90.72,93.44,1630.59,150738.69
2019-08-03,LTCUSD,94.6,96.37,93.8,94.01,925.23,88218.67
2019-08-02,LTCUSD,98.75,98.83,92.7,94.6,3133.71,299689.26
2019-08-01,LTCUSD,98.91,100.6,95.91,98.75,2983.25,293291.19
2019-07-31,LTCUSD,90.38,99.79,90.12,98.91,4091.34,390644.64
2019-07-30,LTCUSD,90.47,92.52,88.72,90.38,1550.6,140587.8
2019-07-29,LTCUSD,89.82,92.18,87.53,90.47,2331.05,209496.96
2019-07-28,LTCUSD,88.75,90.65,83.4,89.82,3380.51,293431.6
2019-07-27,LTCUSD,94.45,96.53,86.5,88.75,3015.15,273494.87
2019-07-26,LTCUSD,92.07,94.59,90.25,94.45,2426.62,224841.35
2019-07-25,LTCUSD,94.85,96.48,91.53,93.49,3818.79,360794.59
2019-07-24,LTCUSD,89.9,97.09,86.46,94.85,5437.34,496710.15
2019-07-23,LTCUSD,94.93,94.99,88.68,89.9,8109.81,738865.74
2019-07-22,LTCUSD,99.96,100.75,91,94.93,6686.52,632492.86
2019-07-21,LTCUSD,100.65,101.48,96.68,99.96,3841.49,381637.99
2019-07-20,LTCUSD,98.26,105.88,97.66,100.65,5924.48,599122.67
2019-07-19,LTCUSD,101.1,101.36,94.95,98.26,7548.43,740973.55
2019-07-18,LTCUSD,90.15,104.52,87.26,101.1,11684.36,1130912.27
2019-07-17,LTCUSD,79.81,94.9,77.16,90.15,11663.76,1023799.78
2019-07-16,LTCUSD,90.59,92.01,76.62,79.81,10357.87,857398.46
2019-07-15,LTCUSD,89.83,92.69,84.97,90.59,7042.75,623353.04
2019-07-14,LTCUSD,100.92,101.67,88.02,89.83,7183.41,663474.83
2019-07-13,LTCUSD,104.82,105.2,97.68,100.92,2654.48,270427.22
2019-07-12,LTCUSD,103.18,106.92,100.93,104.82,2817.97,294058.3
2019-07-11,LTCUSD,107.85,107.85,95.28,103.18,6384.05,649233.46
2019-07-10,LTCUSD,119.32,120.41,102.06,107.85,9678.7,1056229.55
2019-07-09,LTCUSD,123.42,124.24,118,119.32,4218.43,511252.67
2019-07-08,LTCUSD,119.2,125.55,118.5,123.42,3139.07,380473.31
2019-07-07,LTCUSD,118.3,121,117.37,119.2,1373.98,163775.92
2019-07-06,LTCUSD,118.87,121.91,117.28,118.3,1481.36,176845.24
2019-07-05,LTCUSD,119.39,120.75,116.74,118.87,3057.3,363215.48
2019-07-04,LTCUSD,122,127.1,118.83,119.39,4606.3,564910.12
2019-07-03,LTCUSD,117.95,123.05,117.22,122,5338.5,645161.55
2019-07-02,LTCUSD,122.75,123.43,112,117.95,6922.2,807046.28
2019-07-01,LTCUSD,121.69,126.18,113.16,122.75,5529.3,659817.58
2019-06-30,LTCUSD,133.32,136.16,119.87,121.69,6920.18,888931.08
2019-06-29,LTCUSD,119.45,135.6,115.18,133.32,7162.15,909044.86
2019-06-28,LTCUSD,114.07,121.64,112.43,119.45,4678.86,549316.96
2019-06-27,LTCUSD,130.27,130.8,109.78,114.07,9885.97,1158689.95
2019-06-26,LTCUSD,135.77,137.72,123,130.27,11099.81,1471112.83
2019-06-25,LTCUSD,135.6,138.01,128.77,135.77,4139.3,554366.74
2019-06-24,LTCUSD,136.46,136.46,131.57,135.6,4215.33,566303.51
2019-06-23,LTCUSD,141.23,142.21,135.01,136.46,5371.93,746758.88
2019-06-22,LTCUSD,139.06,145.95,137.13,141.23,13369.02,1893446.37
2019-06-21,LTCUSD,135.16,141.5,135.16,139.06,4772.36,659042.82
2019-06-20,LTCUSD,136.9,137.09,133.69,135.16,1809.27,244903.79
2019-06-19,LTCUSD,135.17,139.5,133.97,136.9,4551.68,624195.53
2019-06-18,LTCUSD,133.78,136.6,129,135.17,6000.15,798748.41
2019-06-17,LTCUSD,136.95,137.24,132.2,133.78,5653.79,760247.35
2019-06-16,LTCUSD,138.27,138.87,134,136.95,4143.23,564749.77
2019-06-15,LTCUSD,132.54,139.89,132.54,138.27,3399.96,464971.92
2019-06-14,LTCUSD,131,133.1,125.83,132.54,7167.23,925645.66
2019-06-13,LTCUSD,136,136.95,128.13,131,10623.92,1394916.62
2019-06-12,LTCUSD,136.2,144.06,130.74,136,12223.72,1683135.32
2019-06-11,LTCUSD,129.58,139,125.7,136.2,12276.63,1611458.77
2019-06-10,LTCUSD,115.15,130.41,112.82,129.58,16623.14,2064016.37
2019-06-09,LTCUSD,118.63,119.2,111.83,115.15,3771.21,431217.38
2019-06-08,LTCUSD,117.35,120.35,114.16,118.63,3338.17,391456.27
2019-06-07,LTCUSD,111.63,121.39,109.83,117.35,10791.43,1258108.01
2019-06-06,LTCUSD,104,112.08,101.29,111.63,5326.27,567967.74
2019-06-05,LTCUSD,101.88,105.07,100.37,104,2738.43,281193.83
2019-06-04,LTCUSD,106.36,106.36,97.78,101.88,7144.06,727661.84
2019-06-03,LTCUSD,114.97,116.2,104.65,106.36,6076.82,668109.13
2019-06-02,LTCUSD,111.55,116.7,111.55,114.97,1617.58,185087.91
2019-06-01,LTCUSD,114.15,116,111.11,111.55,1774.98,201779.82
