Created on 05-15-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2020-02-29,LTCUSD,60.02,61.61,57.97,58.13,28369.42,1690494.02
2020-02-28,LTCUSD,61.59,63.58,56.71,60.02,67461.25,4054990.3
2020-02-27,LTCUSD,60.56,65.43,57.12,61.59,78758.07,4836367.41
2020-02-26,LTCUSD,70.73,71.9,57.49,60.56,129257.13,8292288.45
2020-02-25,LTCUSD,75.63,75.85,69.58,70.73,43132.04,3101983.81
2020-02-24,LTCUSD,79.77,80,71.74,75.63,48911.61,3682236.2
2020-02-23,LTCUSD,75.09,80.29,74.84,79.77,46265.03,3637267.24
2020-02-22,LTCUSD,73.44,76.85,63.5,75.09,42395.52,3133685.59
2020-02-21,LTCUSD,69.68,75.38,68.7,73.44,27916.81,2033282.45
2020-02-20,LTCUSD,70.61,72.31,65.77,69.68,45332.76,3147323.67
2020-02-19,LTCUSD,77.3,79.78,67.37,70.61,76101.03,5671624.64
2020-02-18,LTCUSD,73.4,79.13,70.36,77.3,42073.13,3145502.68
2020-02-17,LTCUSD,74.99,75.44,68.68,73.4,48598.88,3460554.39
2020-02-16,LTCUSD,76.53,80.49,67.17,74.99,54104.09,3965616.92
2020-02-15,LTCUSD,83.25,83.55,74.99,76.53,61119.96,4824195.74
2020-02-14,LTCUSD,80.49,83.78,78.7,83.25,27904.02,2274223.99
2020-02-13,LTCUSD,81.25,84.44,77.11,80.49,62095.2,4998320.47
2020-02-12,LTCUSD,77,82.98,76.85,81.25,60741.92,4835516.89
2020-02-11,LTCUSD,74.27,77.54,72.62,77,29534.74,2221501.45
2020-02-10,LTCUSD,77.13,77.52,72.28,74.27,33434.26,2486203.78
2020-02-09,LTCUSD,76.79,78.5,75,77.13,19929.25,1534333.68
2020-02-08,LTCUSD,74.34,78,71.59,76.79,30043.84,2270424.89
2020-02-07,LTCUSD,73.38,75.45,72.76,74.34,33467.89,2473216.65
2020-02-06,LTCUSD,72.44,74.99,70.95,73.38,39155.13,2868674.76
2020-02-05,LTCUSD,67.84,73.45,67.52,72.44,37436.41,2670352.29
2020-02-04,LTCUSD,69.58,70.27,66.49,67.84,26436.47,1797852.14
2020-02-03,LTCUSD,69.67,72.93,68.5,69.58,22634.16,1586655.95
2020-02-02,LTCUSD,70.71,73.4,67.62,69.67,28233.24,1990531.5
2020-02-01,LTCUSD,67.83,72.76,67.59,70.71,31519.71,2242212.21
2020-01-31,LTCUSD,68.04,69.89,65.35,67.83,38367.57,2583829.56
2020-01-30,LTCUSD,59.87,70.17,57.98,68.04,58152.86,3783222.02
2020-01-29,LTCUSD,60.76,62.38,59.52,59.87,20543.15,1248653.2
2020-01-28,LTCUSD,58.57,61.48,57.19,60.76,29374.53,1750503.32
2020-01-27,LTCUSD,56.22,59.5,55.83,58.57,19706.96,1146093.0
2020-01-26,LTCUSD,53.29,56.48,52.78,56.22,16866.52,919328.09
2020-01-25,LTCUSD,54.15,54.33,52.18,53.29,9355.81,496503.25
2020-01-24,LTCUSD,54.38,55.29,50.47,54.15,26562.67,1402352.34
2020-01-23,LTCUSD,58.06,58.19,52.2,54.38,33585.45,1833291.51
2020-01-22,LTCUSD,57.68,59.13,57.15,58.06,12097.94,702274.43
2020-01-21,LTCUSD,57.25,58,55.8,57.68,11511.69,657195.4
2020-01-20,LTCUSD,57.65,58.11,55.67,57.25,15520.9,885326.25
2020-01-19,LTCUSD,59.18,62.43,55.28,57.65,32720.83,1897333.62
2020-01-18,LTCUSD,61.08,62.39,57.98,59.18,32428.95,1943852.99
2020-01-17,LTCUSD,57.72,63.31,56.71,61.08,54181.28,3250548.26
2020-01-16,LTCUSD,58.01,58.33,54.72,57.72,22141.34,1245341.81
2020-01-15,LTCUSD,58.61,60.39,55.36,58.01,36906.6,2140514.02
2020-01-14,LTCUSD,49.51,60.79,49.51,58.61,87153.69,4896908.78
2020-01-13,LTCUSD,51.33,51.47,48.88,49.51,35569.13,1777718.37
2020-01-12,LTCUSD,49.34,51.61,48.81,51.33,15980.03,805985.93
2020-01-11,LTCUSD,49.22,51.91,47.79,49.34,39821.13,1982965.89
2020-01-10,LTCUSD,44.88,49.67,43.73,49.22,33918.4,1608022.95
2020-01-09,LTCUSD,45.32,45.79,43.91,44.88,27622.11,1239509.56
2020-01-08,LTCUSD,46.39,48.62,44.11,45.32,64869.29,3011351.62
2020-01-07,LTCUSD,45.82,46.94,44.47,46.39,54066.25,2475740.95
2020-01-06,LTCUSD,43.25,46.12,43.16,45.82,18222.38,824056.08
2020-01-05,LTCUSD,42.79,44.5,42.58,43.25,6149.57,267121.67
2020-01-04,LTCUSD,42.15,42.8,41.74,42.79,17694.6,748682.58
2020-01-03,LTCUSD,39.28,42.35,38.61,42.15,41355.5,1696013.31
2020-01-02,LTCUSD,41.39,41.61,38.97,39.28,13464.37,537963.59
2020-01-01,LTCUSD,41.09,41.97,41,41.39,3202.84,132752.57
2019-12-31,LTCUSD,42.26,42.87,40.85,41.09,15771.64,657756.44
2019-12-30,LTCUSD,43.06,44.02,41.75,42.26,26269.92,1119817.19
2019-12-29,LTCUSD,42.69,43.73,42.01,43.06,33292.24,1423716.41
2019-12-28,LTCUSD,40.94,43.68,40.86,42.69,47492.5,2015004.03
2019-12-27,LTCUSD,39.85,41.19,39.6,40.94,7108.33,287840.05
2019-12-26,LTCUSD,40.04,41.62,39.6,39.85,7343.54,298448.05
2019-12-25,LTCUSD,40.31,40.38,39.56,40.04,2039.32,81634.51
2019-12-24,LTCUSD,40.66,41.09,39.71,40.31,13101.4,529347.42
2019-12-23,LTCUSD,41.99,42.68,40.19,40.66,15646.17,652508.54
2019-12-22,LTCUSD,39.64,42.19,39.64,41.99,14022.13,579481.17
2019-12-21,LTCUSD,40.23,40.23,39.5,39.64,2038.36,81205.72
2019-12-20,LTCUSD,39.55,40.44,39.28,40.23,5591.74,223123.07
2019-12-19,LTCUSD,40.93,41.13,39.02,39.55,13929.79,553958.18
2019-12-18,LTCUSD,36.88,41.64,35.8,40.93,32640.66,1271917.81
2019-12-17,LTCUSD,39.85,40.01,36.09,36.88,31952.64,1218729.47
2019-12-16,LTCUSD,43.4,43.51,38.96,39.85,23867.87,971274.62
2019-12-15,LTCUSD,43.22,43.88,42.9,43.4,5381.95,233802.45
2019-12-14,LTCUSD,44.4,44.55,43.22,43.22,4507.88,196258.44
2019-12-13,LTCUSD,43.62,44.49,43.3,44.4,3195.44,140387.66
2019-12-12,LTCUSD,43.63,44.06,42.74,43.62,6708.35,292280.09
2019-12-11,LTCUSD,44.12,44.38,43.25,43.63,8685.83,380594.11
2019-12-10,LTCUSD,44.47,44.59,43.62,44.12,12918.51,570062.44
2019-12-09,LTCUSD,45.62,45.94,44.02,44.47,14418.47,652668.26
2019-12-08,LTCUSD,45.19,46.34,44.93,45.62,7409.77,337207.93
2019-12-07,LTCUSD,45.48,46.69,45,45.19,10953.33,501030.09
2019-12-06,LTCUSD,44.82,45.58,44.14,45.48,11589.76,518045.1
2019-12-05,LTCUSD,44.71,45.22,43.81,44.82,16319.75,728387.42
2019-12-04,LTCUSD,44.82,47.15,43.76,44.71,44289.31,2007539.08
2019-12-03,LTCUSD,45.55,46.25,44.25,44.82,14759.82,668390.98
2019-12-02,LTCUSD,47.54,47.66,44.77,45.55,30663.3,1395962.52
2019-12-01,LTCUSD,47.37,48.41,45.51,47.54,16337.45,767023.58
2019-11-30,LTCUSD,48.73,48.73,46.72,47.37,11283.27,540260.59
2019-11-29,LTCUSD,46.93,49.36,46.92,48.73,20294.27,981714.31
2019-11-28,LTCUSD,47.78,48.11,46.3,46.93,11671.39,553334.99
2019-11-27,LTCUSD,47,48.8,44.6,47.78,42211.66,1983240.28
2019-11-26,LTCUSD,45.79,47.57,45.32,47,24637.62,1146427.55
2019-11-25,LTCUSD,44,47.43,42.17,45.79,76523.04,3457549.39
2019-11-24,LTCUSD,48.31,48.31,43.56,44,35641.61,1632051.64
2019-11-23,LTCUSD,47.52,48.63,46.28,48.31,15179.96,720678.82
2019-11-22,LTCUSD,50.59,51.6,43.56,47.52,91740.92,4323114.91
2019-11-21,LTCUSD,54.87,55.17,48.1,50.59,43126.85,2219442.8
2019-11-20,LTCUSD,55.08,56.08,54.51,54.87,9167.41,506714.75
2019-11-19,LTCUSD,55.77,56.15,54.13,55.08,20248.97,1114636.62
2019-11-18,LTCUSD,59.14,59.33,53.78,55.77,33885.96,1891894.59
2019-11-17,LTCUSD,58.38,59.98,57.51,59.14,11354.32,671146.21
2019-11-16,LTCUSD,57.38,58.92,57.14,58.38,6656.02,387163.64
2019-11-15,LTCUSD,58.84,60.73,55,57.38,32711.73,1890181.15
2019-11-14,LTCUSD,60.86,60.97,58.32,58.84,10501.08,621664.38
2019-11-13,LTCUSD,61.16,61.85,60.18,60.86,7264.42,442771.13
2019-11-12,LTCUSD,61.6,62.15,59.35,61.16,17364.89,1059680.68
2019-11-11,LTCUSD,63.73,64.33,60.38,61.6,25560.88,1586085.66
2019-11-10,LTCUSD,62.05,66.29,60.92,63.73,54057.25,3444998.73
2019-11-09,LTCUSD,60.22,62.28,60.18,62.05,8704.38,533926.02
2019-11-08,LTCUSD,61.33,62.33,58.75,60.22,23799.88,1436728.34
2019-11-07,LTCUSD,64.21,64.28,60.23,61.33,17981.04,1122951.89
2019-11-06,LTCUSD,63.11,64.3,62.61,64.21,12743.3,806962.44
2019-11-05,LTCUSD,61.45,64.25,60.89,63.11,27220.53,1708626.81
2019-11-04,LTCUSD,58.45,62.76,57.94,61.45,32273.77,1960531.36
2019-11-03,LTCUSD,58.41,58.77,57.33,58.45,11400.42,658968.8
2019-11-02,LTCUSD,58.43,59.34,57.87,58.41,13446.54,786585.41
2019-11-01,LTCUSD,58.5,58.89,56.58,58.43,9678.95,558886.52
2019-10-31,LTCUSD,57.92,59.7,57.12,58.5,35921.36,2092129.69
2019-10-30,LTCUSD,59.82,61.21,56.87,57.92,22590.77,1319207.95
2019-10-29,LTCUSD,57.92,61,57.8,59.82,32902.0,1957005.61
2019-10-28,LTCUSD,59.95,62.49,57.6,57.92,40683.65,2402492.9
2019-10-27,LTCUSD,56.83,62.94,55.82,59.95,50147.86,2971290.56
2019-10-26,LTCUSD,56.77,64,54.25,56.83,116005.23,6786033.43
2019-10-25,LTCUSD,49.68,58.79,49.1,56.77,81631.6,4459471.21
2019-10-24,LTCUSD,49.52,50.36,48.43,49.68,20423.67,1007204.2
2019-10-23,LTCUSD,53.45,53.49,47.24,49.52,45507.89,2252884.06
2019-10-22,LTCUSD,54.73,55.08,53.03,53.45,9897.02,537721.56
2019-10-21,LTCUSD,54.9,55.78,53.74,54.73,17553.15,960828.58
2019-10-20,LTCUSD,53.74,55.46,52.73,54.9,12211.97,658827.37
2019-10-19,LTCUSD,53.31,54.19,52.62,53.74,9395.39,503314.03
2019-10-18,LTCUSD,54.89,54.9,52.2,53.31,17121.64,915316.57
2019-10-17,LTCUSD,52.48,55.22,51.18,54.89,17579.8,941017.07
2019-10-16,LTCUSD,54.63,55.4,51.07,52.48,43064.71,2264163.0
2019-10-15,LTCUSD,56.83,57.37,53.45,54.63,41155.32,2254371.48
2019-10-14,LTCUSD,56.59,57.18,56.15,56.83,6762.0,383740.21
2019-10-13,LTCUSD,55.78,57.95,55.58,56.59,10413.19,591708.7
2019-10-12,LTCUSD,55.77,56.53,55.58,55.78,2962.77,165830.93
2019-10-11,LTCUSD,57.68,58.63,55.45,55.77,28028.35,1584198.81
2019-10-10,LTCUSD,59.24,59.4,57.15,57.68,11460.46,667416.0
2019-10-09,LTCUSD,57.05,60.14,56.76,59.24,29488.11,1736382.67
2019-10-08,LTCUSD,57.61,58.42,56.54,57.05,9588.12,547836.41
2019-10-07,LTCUSD,54.51,58.69,53.26,57.61,25531.99,1448378.11
2019-10-06,LTCUSD,56.93,56.93,53.08,54.51,32845.23,1808304.47
2019-10-05,LTCUSD,56.57,57.27,55.71,56.93,17940.79,1011899.06
2019-10-04,LTCUSD,56.37,57.5,55.29,56.57,18766.88,1060998.43
2019-10-03,LTCUSD,56.42,57.11,53.77,56.37,18152.57,1000809.1
2019-10-02,LTCUSD,55.71,56.7,55.3,56.42,22022.92,1233555.34
2019-10-01,LTCUSD,56.15,57.74,54.76,55.71,26487.95,1488350.15
2019-09-30,LTCUSD,53.87,56.41,52.44,56.15,29569.79,1618439.16
2019-09-29,LTCUSD,55.33,55.7,52.22,53.87,19571.88,1050458.22
2019-09-28,LTCUSD,56.06,56.34,53.85,55.33,26395.42,1460970.64
2019-09-27,LTCUSD,55.03,56.85,52.68,56.06,47738.87,2622357.26
2019-09-26,LTCUSD,57.47,57.47,50.2,55.03,79011.02,4259487.05
2019-09-25,LTCUSD,54.66,58.41,53.13,57.47,100648.62,5626487.12
2019-09-24,LTCUSD,66.47,67.25,54.59,54.66,138235.1,8313737.71
2019-09-23,LTCUSD,72.48,74.09,61.78,66.47,52908.58,3590689.93
2019-09-22,LTCUSD,73.24,73.24,71,72.48,16810.82,1210982.75
2019-09-21,LTCUSD,75.02,75.44,72,73.24,32038.63,2363331.3
2019-09-20,LTCUSD,76.92,77.11,72.52,75.02,35981.78,2689645.6
2019-09-19,LTCUSD,77.6,77.69,72.63,76.92,66286.04,4957236.29
2019-09-18,LTCUSD,74.16,80.15,74.16,77.6,42004.57,3237810.33
2019-09-17,LTCUSD,72.76,77.6,72.25,74.16,38608.63,2875618.07
2019-09-16,LTCUSD,70.05,73.84,69.52,72.76,41772.05,2976425.24
2019-09-15,LTCUSD,70.64,71.4,69.67,70.05,5051.11,354655.76
2019-09-14,LTCUSD,68.83,71.46,68.29,70.64,10363.17,723623.83
2019-09-13,LTCUSD,69.21,69.63,67.36,68.83,18154.11,1243311.19
2019-09-12,LTCUSD,69.79,70.06,68.41,69.21,7896.43,545898.04
2019-09-11,LTCUSD,70.84,71.61,68.18,69.79,16958.95,1184126.47
2019-09-10,LTCUSD,70.11,73.1,69.75,70.84,16783.65,1194356.23
2019-09-09,LTCUSD,70.55,71.58,67.8,70.11,17411.26,1210085.27
2019-09-08,LTCUSD,68.81,71.67,68.2,70.55,29564.01,2070428.38
2019-09-07,LTCUSD,65.02,70.6,64.74,68.81,25963.53,1784337.6
2019-09-06,LTCUSD,65.37,68.13,64.02,65.02,35574.83,2355074.39
2019-09-05,LTCUSD,67.16,67.46,64.3,65.37,15612.59,1022702.41
2019-09-04,LTCUSD,69,69.28,66.69,67.16,20414.21,1380726.92
2019-09-03,LTCUSD,67.14,71,66.7,69,31078.23,2137203.53
2019-09-02,LTCUSD,66.15,68.15,64.92,67.14,14044.63,933624.44
2019-09-01,LTCUSD,64.41,67.32,64.13,66.15,16163.74,1060940.87
2019-08-31,LTCUSD,64.15,65.3,62.34,64.41,10402.7,662739.92
2019-08-30,LTCUSD,63.41,65.53,62.22,64.15,16761.72,1069840.72
2019-08-29,LTCUSD,66.72,66.72,62.04,63.41,37319.15,2406757.39
2019-08-28,LTCUSD,72.82,73.03,64.67,66.72,78348.57,5295238.93
2019-08-27,LTCUSD,73.43,73.59,72.03,72.82,7771.01,564855.62
2019-08-26,LTCUSD,72.15,75.57,72.15,73.43,25750.42,1902071.96
2019-08-25,LTCUSD,73.28,74.92,70.72,72.15,23688.05,1726136.09
2019-08-24,LTCUSD,75.56,75.56,71.31,73.28,11761.49,858207.22
2019-08-23,LTCUSD,73.56,76,72.55,75.56,20782.59,1541192.38
2019-08-22,LTCUSD,73.06,74.48,70.99,73.56,25212.08,1840149.3
2019-08-21,LTCUSD,75.11,75.39,70,73.06,38139.83,2768140.27
2019-08-20,LTCUSD,77.19,77.25,73.32,75.11,15358.58,1156092.55
2019-08-19,LTCUSD,76.2,79,75.57,77.19,24557.32,1891473.54
2019-08-18,LTCUSD,72.78,78,71.29,76.2,34120.31,2591821.49
2019-08-17,LTCUSD,74.99,75.28,71.66,72.78,16998.61,1248444.15
2019-08-16,LTCUSD,76.19,76.37,72.28,74.99,21712.7,1618679.55
2019-08-15,LTCUSD,75.62,77.66,70.94,76.19,56388.09,4191841.29
2019-08-14,LTCUSD,84.35,85.92,74.76,75.62,69325.76,5471985.14
2019-08-13,LTCUSD,85.67,86.53,82.95,84.35,32966.08,2789726.99
2019-08-12,LTCUSD,89.85,89.95,85.33,85.67,22547.1,1961532.66
2019-08-11,LTCUSD,85.15,91.35,85.11,89.85,27069.65,2397876.04
2019-08-10,LTCUSD,84.24,87.23,80.7,85.15,43737.01,3712379.98
2019-08-09,LTCUSD,89.99,90.22,82.4,84.24,54391.88,4640292.84
2019-08-08,LTCUSD,90.6,92.8,87.79,89.99,35268.58,3159139.74
2019-08-07,LTCUSD,93.12,94.4,87.25,90.6,50584.53,4591682.19
2019-08-06,LTCUSD,96.18,99.17,90.8,93.12,79714.89,7570142.29
2019-08-05,LTCUSD,93.08,107.14,93.08,96.18,107145.94,10680742.7
2019-08-04,LTCUSD,94.31,94.8,90.39,93.08,27388.73,2531092.46
2019-08-03,LTCUSD,94.7,96.72,93.67,94.31,17522.08,1666401.82
2019-08-02,LTCUSD,98.99,98.99,92.66,94.7,34120.14,3245676.63
2019-08-01,LTCUSD,98.78,102.8,95.8,98.99,37040.31,3650556.53
2019-07-31,LTCUSD,90.36,100.19,90.28,98.78,68380.53,6539266.69
2019-07-30,LTCUSD,90.28,92.79,88.45,90.36,18467.73,1677762.53
2019-07-29,LTCUSD,90.06,92.62,87.31,90.28,35017.62,3154135.87
2019-07-28,LTCUSD,88.81,91,83.35,90.06,37724.63,3319685.9
2019-07-27,LTCUSD,94.1,96.55,86.59,88.81,59878.98,5393853.45
2019-07-26,LTCUSD,93.42,94.76,90.17,94.1,25850.0,2400444.32
2019-07-25,LTCUSD,94.43,96.82,91.56,93.42,32451.96,3063136.5
2019-07-24,LTCUSD,89.77,97.24,86.91,94.43,73237.47,6730130.49
2019-07-23,LTCUSD,95.21,95.21,88.5,89.77,48480.97,4421249.63
2019-07-22,LTCUSD,99.8,100.9,90.91,95.21,67887.79,6418422.13
2019-07-21,LTCUSD,100.5,101.57,96.49,99.8,41546.3,4103867.69
2019-07-20,LTCUSD,98.8,106.05,97.62,100.5,62365.28,6329585.85
2019-07-19,LTCUSD,101.2,101.62,94.69,98.8,78568.45,7710295.05
2019-07-18,LTCUSD,90.35,104.93,87.11,101.2,143594.8,13822300.07
2019-07-17,LTCUSD,79.59,94.99,76.86,90.35,178888.97,15725168.52
2019-07-16,LTCUSD,90.61,91.93,77,79.59,95811.48,8002181.47
2019-07-15,LTCUSD,89.73,93.19,84.7,90.61,83065.73,7369443.57
2019-07-14,LTCUSD,101.11,101.76,88.02,89.73,103455.48,9605646.96
2019-07-13,LTCUSD,105.14,105.38,97.46,101.11,57176.9,5803341.37
2019-07-12,LTCUSD,103.27,107.27,100.59,105.14,40331.3,4220978.96
2019-07-11,LTCUSD,108.31,108.31,95.1,103.27,156021.63,15751578.73
2019-07-10,LTCUSD,119.29,120.45,102.39,108.31,172161.7,18770348.79
2019-07-09,LTCUSD,123.37,124.71,117.92,119.29,37845.12,4573281.28
2019-07-08,LTCUSD,120.11,125.75,118.26,123.37,40212.38,4858021.67
2019-07-07,LTCUSD,118.15,121.2,117.08,120.11,26470.31,3151755.52
2019-07-06,LTCUSD,118.6,122.32,117.23,118.15,22760.17,2719412.8
2019-07-05,LTCUSD,119.55,120.78,116.49,118.6,38924.61,4622919.78
2019-07-04,LTCUSD,121.82,127.49,118.6,119.55,53669.63,6588192.8
2019-07-03,LTCUSD,118.62,123.2,117.18,121.82,51925.35,6272762.21
2019-07-02,LTCUSD,122.49,123.39,111.89,118.62,104556.72,12175988.54
2019-07-01,LTCUSD,122.01,126.38,113.32,122.49,118731.38,14164040.14
2019-06-30,LTCUSD,133.36,136.89,119.47,122.01,134245.78,17146083.4
2019-06-29,LTCUSD,119.33,136.37,114.99,133.36,144507.41,18364006.1
2019-06-28,LTCUSD,113.95,121.74,112.35,119.33,96274.35,11272610.16
2019-06-27,LTCUSD,130.53,132.22,108.6,113.95,240546.14,28385629.8
2019-06-26,LTCUSD,135.71,138.1,123.94,130.53,162101.61,21635398.53
2019-06-25,LTCUSD,135.22,138.41,128.73,135.71,71299.51,9575500.2
2019-06-24,LTCUSD,136.44,136.5,132.12,135.22,78483.33,10537932.49
2019-06-23,LTCUSD,141.46,142.27,135.52,136.44,64253.05,8966074.85
2019-06-22,LTCUSD,138.88,146,137.78,141.46,108177.29,15309290.48
2019-06-21,LTCUSD,135.52,141.56,135.36,138.88,83579.6,11531215.34
2019-06-20,LTCUSD,136.62,137.2,133.34,135.52,37861.25,5117519.54
2019-06-19,LTCUSD,135,139.99,133.55,136.62,54290.36,7452632.8
2019-06-18,LTCUSD,134,137.03,128.75,135,58463.46,7776898.15
2019-06-17,LTCUSD,136.79,137.29,132.1,134,45636.92,6151799.56
2019-06-16,LTCUSD,138.06,139.1,133.67,136.79,47175.1,6427337.91
2019-06-15,LTCUSD,132.9,140.17,132.88,138.06,38001.6,5184152.88
2019-06-14,LTCUSD,130.94,133.35,125.75,132.9,71199.7,9263795.48
2019-06-13,LTCUSD,135.97,137,128.02,130.94,72472.36,9647192.2
2019-06-12,LTCUSD,136.29,144.88,130.45,135.97,150091.94,20724481.93
2019-06-11,LTCUSD,129.92,139.1,125.41,136.29,116953.99,15436743.98
2019-06-10,LTCUSD,115.07,130.5,112.59,129.92,99642.35,12334913.84
2019-06-09,LTCUSD,118.51,119.2,111.35,115.07,41534.2,4767173.38
