Created on 05-15-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume USD
2020-01-29,ETCUSD,11.54,12.84,11.54,12.38,10899.6,133601.6
2020-01-28,ETCUSD,10.88,11.78,10.35,11.5,13756.48,151860.04
2020-01-27,ETCUSD,9.139,11,9.139,10.39,11129.55,114716.83
2020-01-26,ETCUSD,8.42,9.314,8.287,9.139,2048.93,18293.93
2020-01-25,ETCUSD,8.63,8.63,8.167,8.167,216.71,1813.9
2020-01-24,ETCUSD,8.41,8.798,7.869,8.63,3668.77,30303.68
2020-01-23,ETCUSD,9.496,9.496,8.193,8.41,5042.81,43547.92
2020-01-22,ETCUSD,8.91,9.5,8.91,9.496,4829.18,45179.17
2020-01-21,ETCUSD,8.618,9.098,8.618,8.91,2713.51,24002.61
2020-01-20,ETCUSD,8.4,9.196,8.09,8.672,2611.32,22879.09
2020-01-19,ETCUSD,8.5,9.354,7.835,8.4,9054.97,78745.79
2020-01-18,ETCUSD,9.419,9.72,8.1,8.5,18503.91,165268.73
2020-01-17,ETCUSD,8.4,12,8.187,9.419,51548.42,522354.31
2020-01-16,ETCUSD,8,8.578,7.298,8.4,13995.66,110059.54
2020-01-15,ETCUSD,7.318,8.09,6.751,8,8770.69,65337.93
2020-01-14,ETCUSD,5.59,7,5.59,6.805,13728.1,86847.84
2020-01-13,ETCUSD,5.541,5.541,5.339,5.527,4450.39,24212.39
2020-01-12,ETCUSD,5.573,5.65,5.375,5.541,4716.54,25711.37
2020-01-11,ETCUSD,5.522,5.8,5.412,5.573,14327.99,81782.75
2020-01-10,ETCUSD,5.178,5.39,4.942,5.344,5549.21,28444.28
2020-01-09,ETCUSD,5.05,5.178,4.897,5.178,8172.87,41406.96
2020-01-08,ETCUSD,4.859,5.047,4.725,4.942,2388.98,11671.71
2020-01-07,ETCUSD,5.014,5.014,4.725,4.842,5163.61,25018.79
2020-01-06,ETCUSD,4.851,5.135,4.851,5.005,2610.99,13071.59
2020-01-05,ETCUSD,4.777,4.999,4.715,4.851,3420.67,16700.09
2020-01-04,ETCUSD,4.506,4.777,4.506,4.777,556.89,2579.41
2020-01-03,ETCUSD,4.233,4.233,4.205,4.205,121.66,511.63
2020-01-02,ETCUSD,4.525,4.525,4.178,4.233,1994.75,8621.11
2020-01-01,ETCUSD,4.445,4.445,4.445,4.445,0.0,0.0
2019-12-31,ETCUSD,4.569,4.73,4.445,4.445,5248.58,24072.48
2019-12-30,ETCUSD,4.398,4.398,4.398,4.398,0.0,0.0
2019-12-29,ETCUSD,4.398,4.398,4.398,4.398,0.0,0.0
2019-12-28,ETCUSD,4.509,4.509,4.37,4.398,962.28,4291.43
2019-12-27,ETCUSD,4.49,4.49,4.49,4.49,0.0,0.0
2019-12-26,ETCUSD,4.023,4.698,4.023,4.49,3536.28,15554.56
2019-12-25,ETCUSD,3.934,4.07,3.91,4.023,1763.46,7068.18
2019-12-24,ETCUSD,3.965,3.965,3.965,3.965,0.0,0.0
2019-12-23,ETCUSD,4.166,4.223,3.958,3.965,2486.69,10179.96
2019-12-22,ETCUSD,4.087,4.087,4.087,4.087,0.0,0.0
2019-12-21,ETCUSD,4.051,4.165,4.017,4.087,3189.79,13018.41
2019-12-20,ETCUSD,3.726,4.147,3.707,4.051,1375.7,5540.79
2019-12-19,ETCUSD,3.795,3.795,3.782,3.782,0.9722,3.677
2019-12-18,ETCUSD,3.43,3.796,3.333,3.795,3433.62,12389.15
2019-12-17,ETCUSD,3.655,3.655,3.655,3.655,0.0,0.0
2019-12-16,ETCUSD,3.811,3.823,3.618,3.655,1863.3,6863.83
2019-12-15,ETCUSD,3.799,3.849,3.766,3.811,2459.95,9359.48
2019-12-14,ETCUSD,3.822,3.822,3.822,3.822,0.0,0.0
2019-12-13,ETCUSD,3.822,3.822,3.822,3.822,0.0,0.0
2019-12-12,ETCUSD,3.757,3.838,3.717,3.822,850.52,3204.47
2019-12-11,ETCUSD,3.793,3.793,3.793,3.793,0.0,0.0
2019-12-10,ETCUSD,3.793,3.793,3.741,3.793,1006.85,3800.88
2019-12-09,ETCUSD,3.903,3.903,3.903,3.903,0.0,0.0
2019-12-08,ETCUSD,3.872,3.931,3.837,3.903,1069.14,4157.11
2019-12-07,ETCUSD,3.884,3.893,3.884,3.893,550.0,2141.01
2019-12-06,ETCUSD,3.8,3.904,3.777,3.884,1921.89,7430.32
2019-12-05,ETCUSD,3.738,3.738,3.738,3.738,0.0,0.0
2019-12-04,ETCUSD,3.826,3.903,3.702,3.738,8789.28,33182.54
2019-12-03,ETCUSD,3.826,3.903,3.826,3.826,1039.76,4035.41
2019-12-02,ETCUSD,3.958,3.958,3.931,3.931,55.07,216.44
2019-12-01,ETCUSD,3.937,3.985,3.824,3.958,2776.2,10759.26
2019-11-30,ETCUSD,4.079,4.079,3.899,3.937,1291.77,5124.46
2019-11-29,ETCUSD,3.958,3.958,3.958,3.958,0.0,0.0
2019-11-28,ETCUSD,3.958,4.023,3.878,3.958,2946.47,11634.43
2019-11-27,ETCUSD,3.869,4.053,3.703,3.958,3065.54,11998.24
2019-11-26,ETCUSD,3.793,3.9,3.766,3.869,2639.37,10169.11
2019-11-25,ETCUSD,3.692,3.958,3.546,3.793,5775.9,21549.72
2019-11-24,ETCUSD,3.985,3.985,3.683,3.692,6450.58,24939.44
2019-11-23,ETCUSD,3.82,4.07,3.817,3.985,3945.24,15709.95
2019-11-22,ETCUSD,4.158,4.222,3.518,3.82,17236.3,66331.7
2019-11-21,ETCUSD,4.324,4.397,4.01,4.158,7241.87,30498.35
2019-11-20,ETCUSD,4.39,4.39,4.371,4.382,155.23,678.97
2019-11-19,ETCUSD,4.353,4.521,4.26,4.39,3097.27,13539.92
2019-11-18,ETCUSD,4.606,4.626,4.197,4.353,6624.76,29211.75
2019-11-17,ETCUSD,4.632,4.69,4.595,4.606,2177.92,10085.19
2019-11-16,ETCUSD,4.583,4.583,4.546,4.559,196.6,895.18
2019-11-15,ETCUSD,4.739,4.794,4.448,4.583,2899.88,13386.67
2019-11-14,ETCUSD,4.812,4.863,4.679,4.739,7249.29,34303.11
2019-11-13,ETCUSD,4.898,4.92,4.898,4.915,307.88,1511.91
2019-11-12,ETCUSD,4.875,4.923,4.797,4.898,3194.27,15545.18
2019-11-11,ETCUSD,5.028,5.03,4.825,4.875,4731.66,23144.88
2019-11-10,ETCUSD,4.943,5.16,4.943,5.028,3066.86,15462.92
2019-11-09,ETCUSD,4.955,4.955,4.955,4.955,0.0,0.0
2019-11-08,ETCUSD,5.21,5.244,4.8,4.955,6338.59,32080.45
2019-11-07,ETCUSD,5.04,5.347,5.04,5.21,7393.09,38090.66
2019-11-06,ETCUSD,5.01,5.172,4.99,5.04,4305.03,21963.04
2019-11-05,ETCUSD,4.97,5.08,4.858,4.981,3034.08,15128.63
2019-11-04,ETCUSD,4.883,5.086,4.867,4.97,4310.6,21514.1
2019-11-03,ETCUSD,4.926,4.969,4.926,4.969,96.0,475.48
2019-11-02,ETCUSD,4.851,5.016,4.84,4.926,1863.48,9258.25
2019-11-01,ETCUSD,4.775,4.776,4.775,4.776,0.9999,4.776
2019-10-31,ETCUSD,4.806,4.83,4.806,4.83,3.153,15.23
2019-10-30,ETCUSD,4.909,4.968,4.739,4.806,2260.18,10943.3
2019-10-29,ETCUSD,4.75,5.134,4.75,4.909,11030.96,54729.59
2019-10-28,ETCUSD,4.875,5,4.739,4.75,5269.44,25398.22
2019-10-27,ETCUSD,4.58,4.945,4.573,4.806,4280.04,20583.4
2019-10-26,ETCUSD,4.749,5.127,4.5,4.58,13481.78,64691.74
2019-10-25,ETCUSD,4.285,4.98,4.23,4.749,8755.85,40790.94
2019-10-24,ETCUSD,4.223,4.278,4.223,4.278,135.69,580.06
2019-10-23,ETCUSD,4.445,4.445,4.034,4.223,4072.72,17180.63
2019-10-22,ETCUSD,4.606,4.651,4.445,4.445,3299.47,15010.97
2019-10-21,ETCUSD,4.484,4.666,4.434,4.606,6317.48,28730.77
2019-10-20,ETCUSD,4.402,4.56,4.36,4.484,2268.33,10182.79
2019-10-19,ETCUSD,4.398,4.398,4.397,4.397,114.61,503.93
2019-10-18,ETCUSD,4.491,4.499,4.355,4.398,2101.77,9291.08
2019-10-17,ETCUSD,4.434,4.434,4.434,4.434,0.0,0.0
2019-10-16,ETCUSD,4.54,4.693,4.16,4.434,4863.69,21630.01
2019-10-15,ETCUSD,4.789,4.791,4.45,4.54,3416.31,15812.02
2019-10-14,ETCUSD,4.74,4.74,4.74,4.74,0.0,0.0
2019-10-13,ETCUSD,4.695,4.83,4.695,4.74,1208.85,5758.32
2019-10-12,ETCUSD,4.682,4.682,4.666,4.666,2.138,9.975
2019-10-11,ETCUSD,4.85,4.956,4.669,4.682,5014.27,23837.78
2019-10-10,ETCUSD,5.055,5.107,4.85,4.85,3841.17,19095.79
2019-10-09,ETCUSD,4.626,5.195,4.59,5.055,7066.79,34844.97
2019-10-08,ETCUSD,4.685,4.685,4.685,4.685,0.0,0.0
2019-10-07,ETCUSD,4.46,4.737,4.46,4.685,2120.61,9858.52
2019-10-06,ETCUSD,4.599,4.61,4.413,4.46,2023.88,9153.96
2019-10-05,ETCUSD,4.603,4.603,4.603,4.603,0.0,0.0
2019-10-04,ETCUSD,4.615,4.645,4.5,4.603,2851.93,13059.02
2019-10-03,ETCUSD,4.687,4.687,4.51,4.615,2042.89,9366.44
2019-10-02,ETCUSD,4.63,4.687,4.563,4.687,6593.03,30288.49
2019-10-01,ETCUSD,4.703,4.834,4.547,4.63,5171.59,24343.8
2019-09-30,ETCUSD,4.54,4.755,4.417,4.703,4794.4,22142.69
2019-09-29,ETCUSD,4.683,4.69,4.454,4.54,3551.68,16051.62
2019-09-28,ETCUSD,4.718,4.718,4.677,4.677,7.999,37.41
2019-09-27,ETCUSD,4.7,4.737,4.466,4.718,2553.22,11807.41
2019-09-26,ETCUSD,4.8,4.893,4.46,4.7,8703.03,41098.0
2019-09-25,ETCUSD,4.68,4.969,4.52,4.8,3234.67,15447.88
2019-09-24,ETCUSD,5.81,6.75,4.23,4.672,37134.91,186521.46
2019-09-23,ETCUSD,5.972,6.069,5.81,5.81,2840.77,16917.16
2019-09-22,ETCUSD,6.149,6.149,6.1,6.1,56.83,346.63
2019-09-21,ETCUSD,6.14,6.245,6.025,6.149,564.74,3455.87
2019-09-20,ETCUSD,6.208,6.208,6.208,6.208,0.0,0.0
2019-09-19,ETCUSD,6.37,6.37,5.764,6.208,4580.27,27880.98
2019-09-18,ETCUSD,6.307,6.53,6.28,6.37,5640.21,36513.18
2019-09-17,ETCUSD,6.257,6.42,6.161,6.307,1712.36,10773.4
2019-09-16,ETCUSD,6.239,6.316,6.239,6.316,19.31,121.65
2019-09-15,ETCUSD,6.318,6.339,6.23,6.239,2056.31,12934.3
2019-09-14,ETCUSD,6.149,6.351,6.118,6.318,706.83,4385.59
2019-09-13,ETCUSD,6.327,6.327,6.132,6.164,327.11,2018.59
2019-09-12,ETCUSD,6.306,6.331,6.197,6.327,3852.31,24111.3
2019-09-11,ETCUSD,6.525,6.525,6.125,6.306,2711.5,17106.06
2019-09-10,ETCUSD,6.62,6.885,6.426,6.525,9929.22,66501.19
2019-09-09,ETCUSD,6.674,6.761,6.378,6.62,1932.85,12713.04
2019-09-08,ETCUSD,6.678,6.678,6.648,6.648,30.01,199.5
2019-09-07,ETCUSD,6.589,6.775,6.365,6.678,4731.88,31326.48
2019-09-06,ETCUSD,7.107,7.107,6.671,6.749,2622.26,18126.55
2019-09-05,ETCUSD,6.7,7.167,6.7,7.107,4054.38,28445.31
2019-09-04,ETCUSD,6.878,6.878,6.689,6.7,2810.37,19057.0
2019-09-03,ETCUSD,6.677,7.017,6.636,6.878,6208.67,42458.84
2019-09-02,ETCUSD,6.301,6.862,6.211,6.677,6415.51,42428.4
2019-09-01,ETCUSD,6.254,6.31,6.06,6.301,895.31,5565.86
2019-08-31,ETCUSD,6.349,6.349,6.349,6.349,0.0,0.0
2019-08-30,ETCUSD,5.802,6.459,5.747,6.349,4191.49,26099.37
2019-08-29,ETCUSD,6.453,6.453,5.673,5.934,27505.47,164901.0
2019-08-28,ETCUSD,7.177,7.226,6.211,6.453,18130.47,119018.91
2019-08-27,ETCUSD,7.292,7.301,7.105,7.177,1392.39,10018.45
2019-08-26,ETCUSD,7.325,7.45,7.165,7.292,1813.54,13192.86
2019-08-25,ETCUSD,6.91,7.373,6.88,7.119,1524.09,10998.06
2019-08-24,ETCUSD,7.148,7.148,7.148,7.148,0.0,0.0
2019-08-23,ETCUSD,7.191,7.54,6.874,7.148,7254.91,52079.16
2019-08-22,ETCUSD,6.137,7.65,6.007,7.205,22639.21,161000.02
2019-08-21,ETCUSD,6.156,6.35,5.87,6.137,9029.72,55387.26
2019-08-20,ETCUSD,5.551,6.15,5.483,6.016,7787.49,46207.59
2019-08-19,ETCUSD,5.595,5.595,5.595,5.595,0.0,0.0
2019-08-18,ETCUSD,5.448,5.659,5.407,5.595,3512.2,19602.41
2019-08-17,ETCUSD,5.572,5.572,5.572,5.572,0.0,0.0
2019-08-16,ETCUSD,5.632,5.632,5.428,5.572,5229.52,28874.62
2019-08-15,ETCUSD,5.6,5.744,5.256,5.632,4707.1,25903.46
2019-08-14,ETCUSD,5.88,6.111,5.491,5.541,10129.1,58970.45
2019-08-13,ETCUSD,5.77,5.91,5.715,5.88,2360.7,13734.55
2019-08-12,ETCUSD,5.79,5.863,5.711,5.77,3092.0,17834.89
2019-08-11,ETCUSD,5.666,5.861,5.666,5.79,1020.22,5859.72
2019-08-10,ETCUSD,5.801,5.837,5.556,5.666,2032.45,11548.79
2019-08-09,ETCUSD,5.998,6,5.73,5.801,2541.94,14777.82
2019-08-08,ETCUSD,5.887,6.171,5.887,5.998,2653.63,15924.58
2019-08-07,ETCUSD,5.85,5.999,5.821,5.887,6142.57,36408.79
2019-08-06,ETCUSD,6.178,6.256,5.801,5.85,7920.39,48310.01
2019-08-05,ETCUSD,6.182,6.351,6.123,6.178,4783.17,29807.02
2019-08-04,ETCUSD,5.87,6.15,5.841,6.105,3835.43,23157.21
2019-08-03,ETCUSD,5.879,5.879,5.879,5.879,0.0,0.0
2019-08-02,ETCUSD,5.976,6.03,5.816,5.879,3878.76,23049.95
2019-08-01,ETCUSD,6.015,6.015,6.015,6.015,0.0,0.0
2019-07-31,ETCUSD,5.938,6.067,5.812,6.015,15944.14,95814.67
2019-07-30,ETCUSD,5.905,6,5.822,5.925,1118.77,6610.14
2019-07-29,ETCUSD,5.918,5.918,5.918,5.918,0.0,0.0
2019-07-28,ETCUSD,5.946,6.005,5.55,5.918,4332.3,25283.32
2019-07-27,ETCUSD,6.203,6.239,6.203,6.239,738.43,4604.16
2019-07-26,ETCUSD,6.031,6.22,5.917,6.203,1843.28,11157.62
2019-07-25,ETCUSD,6.024,6.248,6.024,6.248,167.8,1041.84
2019-07-24,ETCUSD,6.017,6.209,5.759,6.024,2025.34,12051.42
2019-07-23,ETCUSD,6.34,6.34,5.952,6.017,3112.94,18901.9
2019-07-22,ETCUSD,6.275,6.469,6.254,6.34,2036.44,12918.97
2019-07-21,ETCUSD,6.146,6.285,6.059,6.275,2174.21,13467.41
2019-07-20,ETCUSD,5.827,6.336,5.827,6.146,6714.44,41204.26
2019-07-19,ETCUSD,6.072,6.072,5.663,5.827,2436.99,14215.62
2019-07-18,ETCUSD,5.695,6.087,5.455,6.072,11666.59,66120.79
2019-07-17,ETCUSD,5.337,5.903,5.26,5.695,4506.57,25536.9
2019-07-16,ETCUSD,5.836,6.086,5.088,5.337,29663.32,168860.51
2019-07-15,ETCUSD,5.657,5.85,5.172,5.836,12608.73,69038.68
2019-07-14,ETCUSD,6.555,6.62,5.569,5.657,7588.59,44656.78
2019-07-13,ETCUSD,6.794,6.794,6.4,6.555,4460.84,29381.96
2019-07-12,ETCUSD,6.61,6.838,6.542,6.794,2449.58,16370.41
2019-07-11,ETCUSD,7.258,7.258,6.2,6.61,8299.23,55273.02
2019-07-10,ETCUSD,7.888,7.918,6.958,7.258,6738.47,49871.67
2019-07-09,ETCUSD,7.99,8.128,7.767,7.888,7598.6,60545.05
2019-07-08,ETCUSD,7.92,8.03,7.866,7.99,13911.32,111021.57
2019-07-07,ETCUSD,7.787,8.002,7.76,7.92,3503.67,27894.42
2019-07-06,ETCUSD,7.784,8,7.707,7.787,2337.09,18399.84
2019-07-05,ETCUSD,7.709,7.896,7.59,7.784,3026.97,23340.92
2019-07-04,ETCUSD,7.833,8.211,7.692,7.709,8117.78,64044.68
2019-07-03,ETCUSD,7.674,7.833,7.63,7.833,1964.24,15280.12
2019-07-02,ETCUSD,7.65,7.843,7.28,7.674,6474.98,49364.24
2019-07-01,ETCUSD,7.61,7.948,7.269,7.65,5939.71,45022.0
2019-06-30,ETCUSD,8.25,8.566,7.61,7.61,3686.67,30115.01
2019-06-29,ETCUSD,7.997,8.25,7.528,8.25,2432.6,19242.03
2019-06-28,ETCUSD,7.599,8.021,7.518,7.997,8754.72,68232.52
2019-06-27,ETCUSD,8.947,9.061,7.021,7.599,30290.1,242239.06
2019-06-26,ETCUSD,9.175,9.599,8.37,8.947,17062.41,156026.19
2019-06-25,ETCUSD,9.319,9.319,9.008,9.175,5484.6,50153.09
2019-06-24,ETCUSD,9.1,9.336,8.85,9.319,5308.55,48736.0
2019-06-23,ETCUSD,9.107,9.576,9.04,9.1,8737.78,81139.71
2019-06-22,ETCUSD,8.699,9.3,8.669,9.107,13522.75,121430.74
2019-06-21,ETCUSD,8.515,8.771,8.501,8.699,10331.19,89527.96
2019-06-20,ETCUSD,8.578,8.601,8.365,8.515,6797.33,57699.25
2019-06-19,ETCUSD,8.349,8.659,8.349,8.578,3170.97,27063.49
2019-06-18,ETCUSD,8.78,8.795,8.31,8.349,6024.34,51705.82
2019-06-17,ETCUSD,8.793,8.875,8.676,8.78,3198.04,28038.32
2019-06-16,ETCUSD,8.538,8.905,8.538,8.793,8981.51,78262.69
2019-06-15,ETCUSD,8.566,8.7,8.437,8.538,3077.37,26453.59
2019-06-14,ETCUSD,8.55,8.599,8.14,8.566,3651.25,30504.11
2019-06-13,ETCUSD,8.66,8.718,8.518,8.55,3874.18,33304.37
2019-06-12,ETCUSD,8.25,8.8,8.159,8.66,10196.16,86013.11
2019-06-11,ETCUSD,8.23,8.344,8.036,8.25,4102.31,33488.18
2019-06-10,ETCUSD,8,8.433,7.974,8.23,9292.42,76454.0
2019-06-09,ETCUSD,8.488,8.531,7.9,8,5464.14,44253.76
2019-06-08,ETCUSD,8.224,8.834,8.055,8.488,12749.3,107812.42
2019-06-07,ETCUSD,7.982,8.413,7.841,8.224,37385.4,301024.56
2019-06-06,ETCUSD,8.13,8.13,7.32,7.98,28205.26,221688.2
2019-06-05,ETCUSD,8.26,8.4,7.79,8.13,6113.91,50017.47
2019-06-04,ETCUSD,9.4,9.4,7.59,8.26,31385.11,263550.74
2019-06-03,ETCUSD,9.47,9.8,9.02,9.4,17293.54,164076.07
2019-06-02,ETCUSD,8.6,9.64,8.6,9.47,13279.32,123218.45
2019-06-01,ETCUSD,8.6,8.88,8.46,8.6,2613.61,22745.7
