Pos,Neg,Neu,Total,Price,Year,Month,Day
8240,2030,12407,22677,7014.6,2018,9,1
0,0,0,0,7197.4,2018,9,2
0,0,0,0,7300.0,2018,9,3
0,0,0,0,7267.8,2018,9,4
0,0,0,0,7358.9,2018,9,5
10461,3542,16673,30676,6704.0,2018,9,6
0,0,0,0,6516.1,2018,9,7
0,0,0,0,6397.0,2018,9,8
0,0,0,0,6184.94,2018,9,9
0,0,0,0,6239.9,2018,9,10
8744,2991,13628,25363,6314.9,2018,9,11
9489,2841,14370,26700,6290.9,2018,9,12
9324,2832,15071,27227,6332.42,2018,9,13
7092,2127,11998,21217,6489.0,2018,9,14
7344,1972,11065,20381,6480.1,2018,9,15
6469,2017,10611,19097,6512.8,2018,9,16
0,0,0,0,6498.4,2018,9,17
480,186,828,1494,6252.0,2018,9,18
0,0,0,0,6335.4,2018,9,19
9571,3135,14691,27397,6390.9,2018,9,20
9398,3680,14957,28035,6493.91,2018,9,21
6910,2607,11298,20815,6762.1,2018,9,22
7797,2285,11088,21170,6723.0,2018,9,23
9137,2859,13034,25030,6710.0,2018,9,24
0,0,0,0,6585.1,2018,9,25
9324,2434,14041,25799,6442.8,2018,9,26
2267,844,3996,7107,6462.4,2018,9,27
8007,2975,13213,24195,6691.2,2018,9,28
6920,1962,10276,19158,6635.2,2018,9,29
0,0,0,0,6597.3,2018,9,30
