Pos,Neg,Neu,Total,Price,Year,Month,Day
17933,7253,36503,61689,10267.0,2018,2,1
0,0,0,0,9181.0,2018,2,2
0,0,0,0,8890.9,2018,2,3
0,0,0,0,9225.0,2018,2,4
0,0,0,0,8185.2,2018,2,5
26161,10603,48822,85586,6947.2,2018,2,6
15424,4422,27637,47483,7678.8,2018,2,7
0,0,0,0,7586.9,2018,2,8
0,0,0,0,8239.7,2018,2,9
15593,4481,26575,46649,8678.1,2018,2,10
13059,4397,25536,42992,8563.0,2018,2,11
17121,5352,30403,52876,8070.5,2018,2,12
15092,4717,25939,45748,8902.9,2018,2,13
17569,5136,29707,52412,8511.6,2018,2,14
18038,5190,32197,55425,9455.5,2018,2,15
18662,5115,28778,52555,9996.0,2018,2,16
14713,4174,23269,42156,10162.0,2018,2,17
11153,3278,19341,33772,11062.0,2018,2,18
0,0,0,0,10400.0,2018,2,19
13809,4801,22548,41158,11172.0,2018,2,20
10061,3317,17864,31242,11211.0,2018,2,21
536,165,850,1551,10450.0,2018,2,22
2578,754,4374,7706,9826.5,2018,2,23
11799,3440,19616,34855,10144.0,2018,2,24
558,187,1019,1764,9666.3,2018,2,25
1030,467,1647,3144,9581.9,2018,2,26
10808,3040,18709,32557,10320.0,2018,2,27
0,0,0,0,10582.0,2018,2,28
