Pos,Neg,Neu,Total,Price,Year,Month,Day
6594,1619,12496,20709,2191.83,2017,6,1
6086,1714,11626,19426,2312.0,2017,6,2
4499,1218,8997,14714,2405.9,2017,6,3
0,0,0,0,2461.0,2017,6,4
6020,1702,10963,18685,2488.2,2017,6,5
9556,2034,14130,25720,2636.9,2017,6,6
6608,1544,13111,21263,2844.6,2017,6,7
5661,1806,11572,19039,2644.0,2017,6,8
5864,1572,12061,19497,2781.5,2017,6,9
0,0,0,0,2809.0,2017,6,10
5564,1251,9928,16743,2806.0,2017,6,11
7033,2162,13748,22943,2941.8,2017,6,12
6309,1912,13147,21368,2569.6,2017,6,13
6553,1811,13176,21540,2677.1,2017,6,14
6894,2767,13961,23622,2394.3,2017,6,15
6173,2065,11755,19993,2377.5,2017,6,16
5130,1263,8966,15359,2437.5,2017,6,17
4694,1221,8429,14344,2610.1,2017,6,18
5690,1605,11725,19020,2491.4,2017,6,19
5878,1663,12758,20299,2582.0,2017,6,20
5645,1882,11521,19048,2715.3,2017,6,21
5466,1639,11565,18670,2624.4,2017,6,22
5729,1266,11264,18259,2672.8,2017,6,23
4659,1208,8529,14396,2674.9,2017,6,24
4711,972,8556,14239,2502.6,2017,6,25
6165,1355,12008,19528,2483.3,2017,6,26
6043,1552,12215,19810,2393.6,2017,6,27
6365,1736,11812,19913,2521.2,2017,6,28
0,0,0,0,2518.2,2017,6,29
0,0,0,0,2472.4,2017,6,30
