Pos,Neg,Neu,Total,Price,Year,Month,Day
4381,1003,8416,13800,1189.1,2017,3,1
7445,1812,11946,21203,1233.2,2017,3,2
10718,1717,15150,27585,1258.0,2017,3,3
0,0,0,0,1289.2,2017,3,4
4426,1226,8130,13782,1267.8,2017,3,5
6063,2284,12044,20391,1278.4,2017,3,6
5382,2183,11897,19462,1279.2,2017,3,7
5158,2194,12730,20082,1232.4,2017,3,8
5423,2067,10770,18260,1150.0,2017,3,9
0,0,0,0,1190.4,2017,3,10
5059,4472,9332,18863,1115.4,2017,3,11
4740,2067,8806,15613,1172.4,2017,3,12
5249,2164,12056,19469,1224.4,2017,3,13
5497,2009,10482,17988,1238.5,2017,3,14
4261,1945,9614,15820,1245.0,2017,3,15
4799,1941,10631,17371,1256.1,2017,3,16
5278,2184,10753,18215,1168.6,2017,3,17
312,146,667,1125,1070.4,2017,3,18
789,322,1594,2705,971.5,2017,3,19
1171,541,2003,3715,1016.5,2017,3,20
2985,1373,7304,11662,1040.5,2017,3,21
279,119,646,1044,1115.9,2017,3,22
3258,1025,5947,10230,1039.1,2017,3,23
3079,985,5335,9399,1032.7,2017,3,24
832,309,1925,3066,942.13,2017,3,25
76,30,155,261,972.17,2017,3,26
4254,1524,9088,14866,968.9,2017,3,27
4200,2693,9520,16413,1042.7,2017,3,28
0,0,0,0,1044.7,2017,3,29
0,0,0,0,1041.8,2017,3,30
0,0,0,0,1041.2,2017,3,31
