Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume EUR
2020-03-22,LTCEUR,35.65,35.65,34,34,14.81,514.63
2020-03-21,LTCEUR,35.57,35.92,35.57,35.65,17.65,633.66
2020-03-20,LTCEUR,36.84,41,34,35.57,116.15,4248.87
2020-03-19,LTCEUR,31.65,39.05,31.65,36.84,367.42,13620.57
2020-03-18,LTCEUR,31.7,31.99,30.99,31.65,251.95,7908.98
2020-03-17,LTCEUR,30.05,33.9,30.05,31.7,89.87,2900.3
2020-03-16,LTCEUR,33.01,44,28.01,30.05,232.0,7271.29
2020-03-15,LTCEUR,31.65,33.09,31.38,33.01,202.71,6637.88
2020-03-14,LTCEUR,38.33,38.33,31.56,31.65,298.75,9752.19
2020-03-13,LTCEUR,27.21,39.72,25,38.33,370.31,12406.34
2020-03-12,LTCEUR,41,41,27.21,27.21,67.44,2170.27
2020-03-11,LTCEUR,44.01,49.24,41,41,7.935,339.0
2020-03-10,LTCEUR,42.72,49.15,42.72,44.01,19.57,892.3
2020-03-09,LTCEUR,45,48.76,42.72,42.72,168.28,7246.67
2020-03-08,LTCEUR,53.63,53.63,45,45,56.03,2726.48
2020-03-07,LTCEUR,55.77,56.47,53.63,53.63,54.0,3014.17
2020-03-06,LTCEUR,55.24,56.15,54.8,55.77,25.12,1397.97
2020-03-05,LTCEUR,54,60.71,54,55.24,20.86,1168.88
2020-03-04,LTCEUR,54.65,54.98,54,54,1.79,98.06
2020-03-03,LTCEUR,54.91,58.53,53.87,54.65,143.31,7835.95
2020-03-02,LTCEUR,52,55.77,52,54.91,139.75,7578.07
2020-03-01,LTCEUR,53.18,62.73,52,52,39.95,2105.18
2020-02-29,LTCEUR,53,53.47,52.66,53.18,3.324,177.47
2020-02-28,LTCEUR,60,60,53,53,2.593,138.02
2020-02-27,LTCEUR,56.72,60,54,60,0.94,51.96
2020-02-26,LTCEUR,65.64,65.64,56.72,56.72,266.18,15509.89
2020-02-25,LTCEUR,67.05,69.99,65.64,65.64,92.75,6193.48
2020-02-24,LTCEUR,72.6,72.6,67.05,67.05,115.16,7886.79
2020-02-23,LTCEUR,69.98,73,69.98,72.6,0.94,67.05
2020-02-22,LTCEUR,66.98,69.98,66.98,69.98,1.948,135.51
2020-02-21,LTCEUR,71,72,50,66.98,3323.54,204617.75
2020-02-20,LTCEUR,66.33,71,64,71,64.68,4190.52
2020-02-19,LTCEUR,71.93,73.13,63.9,66.33,122.11,8162.64
2020-02-18,LTCEUR,68.04,72.96,66.01,71.93,229.47,15611.68
2020-02-17,LTCEUR,67.92,68.04,64.42,68.04,65.4,4353.22
2020-02-16,LTCEUR,71,71,63.35,67.92,59.6,3961.79
2020-02-15,LTCEUR,75.88,76,69.73,71,28.75,2065.45
2020-02-14,LTCEUR,74.15,75.88,74.15,75.88,7.084,534.4
2020-02-13,LTCEUR,76.1,77,71.89,74.15,128.75,9542.59
2020-02-12,LTCEUR,70.23,77,68.86,76.1,463.49,33310.64
2020-02-11,LTCEUR,68.01,70.97,67.38,70.23,211.69,14814.82
2020-02-10,LTCEUR,69.9,69.9,66.64,68.01,102.34,6897.67
2020-02-09,LTCEUR,70.49,71.39,69.52,69.9,7.606,536.34
2020-02-08,LTCEUR,67.51,71,67.51,70.49,15.01,1054.33
2020-02-07,LTCEUR,66.75,68.52,66.75,67.51,15.79,1081.48
2020-02-06,LTCEUR,66.5,68,66.5,66.75,76.21,5107.13
2020-02-05,LTCEUR,61.27,66.5,61.27,66.5,76.24,5052.4
2020-02-04,LTCEUR,62.79,62.79,61.27,61.27,1.966,121.47
2020-02-03,LTCEUR,64.16,64.16,62.79,62.79,60.0,3769.35
2020-02-02,LTCEUR,63.96,66,63.14,64.16,0.8342,54.24
2020-02-01,LTCEUR,60.55,65.37,60.55,63.96,12.26,788.19
2020-01-31,LTCEUR,61.9,63.25,59.36,60.55,75.93,4658.41
2020-01-30,LTCEUR,54.68,63.6,53.79,61.9,397.0,24607.64
2020-01-29,LTCEUR,52.92,58,52.92,54.68,16.34,907.51
2020-01-28,LTCEUR,51.59,55,51.59,52.92,12.91,691.03
2020-01-27,LTCEUR,50.81,51.69,50.81,51.59,4.05,209.14
2020-01-26,LTCEUR,49.14,51.12,48.78,50.81,15.35,774.02
2020-01-25,LTCEUR,47.66,49.14,47.66,49.14,10.02,492.4
2020-01-24,LTCEUR,48.17,48.17,47.66,47.66,0.9855,46.97
2020-01-23,LTCEUR,52.7,52.7,48,48.17,42.68,2131.09
2020-01-22,LTCEUR,50.71,52.7,50.71,52.7,27.66,1445.24
2020-01-21,LTCEUR,50.71,50.71,50.71,50.71,0.0,0.0
2020-01-20,LTCEUR,50.71,50.71,50.71,50.71,0.0,0.0
2020-01-19,LTCEUR,54.28,54.56,50.44,50.71,52.73,2821.85
2020-01-18,LTCEUR,54.61,54.61,53.12,54.28,13.98,749.07
2020-01-17,LTCEUR,51.15,56,51.15,54.61,706.74,37274.62
2020-01-16,LTCEUR,52.33,52.33,49.79,51.15,22.82,1158.43
2020-01-15,LTCEUR,53,53.38,49.87,52.33,157.22,8226.75
2020-01-14,LTCEUR,44.35,57,44.35,53,300.99,15372.98
2020-01-13,LTCEUR,45.5,45.56,44.35,44.35,7.258,329.23
2020-01-12,LTCEUR,45.13,45.5,45.13,45.5,15.0,682.5
2020-01-11,LTCEUR,43.7,45.13,43.66,45.13,4.173,187.59
2020-01-10,LTCEUR,40.5,43.7,40.5,43.7,71.04,3055.26
2020-01-09,LTCEUR,40.18,40.5,40.18,40.5,12.0,486.0
2020-01-08,LTCEUR,41.2,43.23,40.18,40.18,3.478,147.65
2020-01-07,LTCEUR,44.99,44.99,37.06,41.2,5.184,219.17
2020-01-06,LTCEUR,39.55,44.99,39.55,44.99,5.177,210.2
2020-01-05,LTCEUR,39.67,39.69,36.73,39.55,20.61,807.78
2020-01-04,LTCEUR,39.67,39.67,39.67,39.67,0.0,0.0
2020-01-03,LTCEUR,39.67,39.67,39.67,39.67,0.0,0.0
2020-01-02,LTCEUR,39.67,39.67,39.67,39.67,0.0,0.0
2020-01-01,LTCEUR,39.67,39.67,39.67,39.67,0.0,0.0
2019-12-31,LTCEUR,39.68,39.68,39.25,39.67,0.359,14.14
2019-12-30,LTCEUR,39.68,39.68,39.68,39.68,0.0,0.0
2019-12-29,LTCEUR,39.68,39.68,39.68,39.68,0.0,0.0
2019-12-28,LTCEUR,39.68,39.68,39.68,39.68,0.0,0.0
2019-12-27,LTCEUR,39,39.68,39,39.68,26.19,1039.01
2019-12-26,LTCEUR,39,39,39,39,0.0,0.0
2019-12-25,LTCEUR,39,39,39,39,0.0,0.0
2019-12-24,LTCEUR,39.63,39.63,39,39,0.22,8.58
2019-12-23,LTCEUR,39.63,39.63,39.63,39.63,0.0,0.0
2019-12-22,LTCEUR,39.63,39.63,39.63,39.63,0.0,0.0
2019-12-21,LTCEUR,39.63,39.63,39.63,39.63,0.0,0.0
2019-12-20,LTCEUR,39.64,39.64,39.63,39.63,0.1332,5.28
2019-12-19,LTCEUR,35.34,39.64,35.34,39.64,1.5,59.46
2019-12-18,LTCEUR,35,38.99,35,35.34,2.102,77.3
2019-12-17,LTCEUR,37,37,35,35,4.696,164.69
2019-12-16,LTCEUR,39.69,39.69,37,37,3.612,134.76
2019-12-15,LTCEUR,39.69,39.69,39.69,39.69,0.0,0.0
2019-12-14,LTCEUR,39.69,39.69,39.69,39.69,0.0,0.0
2019-12-13,LTCEUR,39.69,39.69,39.69,39.69,95.34,3783.94
2019-12-12,LTCEUR,39.69,39.69,39.69,39.69,0.0,0.0
2019-12-11,LTCEUR,40.94,40.94,39.69,39.69,0.1519,6.03
2019-12-10,LTCEUR,40.94,40.94,40.94,40.94,0.0,0.0
2019-12-09,LTCEUR,41.19,41.19,40.94,40.94,0.5051,20.68
2019-12-08,LTCEUR,41.19,41.19,41.19,41.19,0.0,0.0
2019-12-07,LTCEUR,40.6,41.19,40.6,41.19,0.5647,23.26
2019-12-06,LTCEUR,39.94,41.08,39.94,40.6,11.81,478.05
2019-12-05,LTCEUR,40.28,40.28,39.94,39.94,15.0,599.1
2019-12-04,LTCEUR,40.64,40.69,40.28,40.28,1.613,65.39
2019-12-03,LTCEUR,41.07,41.38,40.64,40.64,0.7362,30.02
2019-12-02,LTCEUR,43.4,43.4,41.07,41.07,15.35,637.79
2019-12-01,LTCEUR,44,44,43.4,43.4,1.0,43.4
2019-11-30,LTCEUR,44.3,44.3,44,44,1.193,52.48
2019-11-29,LTCEUR,40.82,44.85,40.82,44.3,56.35,2515.3
2019-11-28,LTCEUR,40.82,40.82,40.82,40.82,0.0,0.0
2019-11-27,LTCEUR,42.08,42.08,40.82,40.82,0.4168,17.01
2019-11-26,LTCEUR,42.83,42.83,41.75,42.08,34.27,1451.26
2019-11-25,LTCEUR,40.87,43.4,40.87,42.83,38.51,1641.33
2019-11-24,LTCEUR,43.56,43.56,40.87,40.87,27.89,1156.14
2019-11-23,LTCEUR,43.56,43.56,43.56,43.56,0.0,0.0
2019-11-22,LTCEUR,45,45,39.85,43.56,232.73,9884.0
2019-11-21,LTCEUR,50.56,50.56,45,45,96.44,4460.24
2019-11-20,LTCEUR,48.22,50.56,48.22,50.56,0.14,7.08
2019-11-19,LTCEUR,50.55,50.55,48.22,48.22,0.2968,14.31
2019-11-18,LTCEUR,53.73,53.73,49,50.55,50.3,2604.58
2019-11-17,LTCEUR,52.42,53.96,52.42,53.73,0.2928,15.76
2019-11-16,LTCEUR,52.36,52.42,52.36,52.42,1.05,55.02
2019-11-15,LTCEUR,53.56,53.56,52,52.36,1.038,54.34
2019-11-14,LTCEUR,55.45,55.45,53.35,53.56,18.0,962.28
2019-11-13,LTCEUR,55.45,55.58,55.09,55.45,6.028,333.74
2019-11-12,LTCEUR,58,58,54.59,55.45,2.613,144.89
2019-11-11,LTCEUR,58,58,58,58,0.0,0.0
2019-11-10,LTCEUR,55.08,58.58,55.08,58,28.02,1611.26
2019-11-09,LTCEUR,56.72,56.72,55.08,55.08,4.479,248.4
2019-11-08,LTCEUR,56.72,56.72,56.72,56.72,0.0,0.0
2019-11-07,LTCEUR,56.72,56.72,56.72,56.72,0.0,0.0
2019-11-06,LTCEUR,57.34,57.34,56.45,56.72,3.159,178.83
2019-11-05,LTCEUR,54.75,57.34,54.75,57.34,212.47,12141.15
2019-11-04,LTCEUR,51.31,55,51.31,54.75,5.257,279.06
2019-11-03,LTCEUR,52.34,52.34,51.31,51.31,0.2039,10.46
2019-11-02,LTCEUR,51.19,52.34,51.19,52.34,0.381,19.94
2019-11-01,LTCEUR,52.86,52.86,51.19,51.19,32.85,1707.02
2019-10-31,LTCEUR,52.88,52.88,52.86,52.86,3.152,166.59
2019-10-30,LTCEUR,52.17,52.88,52.17,52.88,0.38,20.09
2019-10-29,LTCEUR,52.17,52.17,52.17,52.17,0.0,0.0
2019-10-28,LTCEUR,53.36,53.36,52.17,52.17,117.35,6187.22
2019-10-27,LTCEUR,50.79,53.36,50.79,53.36,0.8953,47.01
2019-10-26,LTCEUR,52.3,56.73,49.66,50.79,138.63,7147.52
2019-10-25,LTCEUR,44.95,52.3,44.69,52.3,58.62,2908.92
2019-10-24,LTCEUR,43.79,53.52,43.79,44.95,33.46,1590.53
2019-10-23,LTCEUR,48.97,48.97,43.79,43.79,44.44,2072.56
2019-10-22,LTCEUR,48.56,48.97,48.56,48.97,0.4602,22.54
2019-10-21,LTCEUR,48.56,48.56,48.56,48.56,0.0,0.0
2019-10-20,LTCEUR,47.94,48.56,47.51,48.56,3.343,161.83
2019-10-19,LTCEUR,47.88,48.17,47.88,47.94,0.9695,46.62
2019-10-18,LTCEUR,49.56,49.56,47.86,47.88,89.64,4292.85
2019-10-17,LTCEUR,47.55,49.56,46.95,49.56,8.398,413.58
2019-10-16,LTCEUR,49.15,49.15,46.73,47.55,9.47,449.62
2019-10-15,LTCEUR,51.24,51.24,49,49.15,22.22,1119.49
2019-10-14,LTCEUR,51.82,51.85,51.24,51.24,2.796,143.71
2019-10-13,LTCEUR,50.42,51.82,50.42,51.82,3.28,169.97
2019-10-12,LTCEUR,50.48,51.49,50.42,50.42,1.081,55.55
2019-10-11,LTCEUR,50.16,51.03,50.16,50.48,3.386,172.67
2019-10-10,LTCEUR,54,54,50.16,50.16,14.97,789.58
2019-10-09,LTCEUR,52.2,54,52.2,54,8.329,449.75
2019-10-08,LTCEUR,53.41,53.41,52.2,52.2,2.273,118.66
2019-10-07,LTCEUR,49.52,53.41,49.52,53.41,12.47,651.71
2019-10-06,LTCEUR,51.54,51.54,49.2,49.52,33.29,1665.17
2019-10-05,LTCEUR,52.28,52.28,51.28,51.54,40.85,2103.3
2019-10-04,LTCEUR,51.13,52.41,51.13,52.28,19.9,1035.88
2019-10-03,LTCEUR,50.97,51.13,49.24,51.13,62.72,3142.85
2019-10-02,LTCEUR,51.41,52,50.66,50.97,70.27,3586.02
2019-10-01,LTCEUR,51.13,52.42,50.6,51.41,162.04,8342.92
2019-09-30,LTCEUR,50.66,51.47,50.66,51.13,69.18,3547.74
2019-09-29,LTCEUR,50.66,50.66,50.66,50.66,0.0,0.0
2019-09-28,LTCEUR,49.97,51.39,49.97,50.66,24.77,1256.75
2019-09-27,LTCEUR,49.35,50.76,49.35,49.97,32.34,1616.07
2019-09-26,LTCEUR,50.94,52.46,46.38,49.35,62.26,3051.24
2019-09-25,LTCEUR,53.35,53.35,49,50.94,67.56,3473.27
2019-09-24,LTCEUR,60.47,61.45,51.56,53.35,415.92,23220.68
2019-09-23,LTCEUR,64.89,66.05,57.01,60.47,75.79,4701.92
2019-09-22,LTCEUR,65.67,65.67,64.89,64.89,1.199,78.34
2019-09-21,LTCEUR,66.55,67.47,65.67,65.67,4.2,278.48
2019-09-20,LTCEUR,69.55,69.55,66.55,66.55,22.23,1505.52
2019-09-19,LTCEUR,71.56,71.56,66.3,69.55,34.76,2337.65
2019-09-18,LTCEUR,69.6,72.1,68.71,71.56,161.85,11466.54
2019-09-17,LTCEUR,66.44,69.6,65.69,69.6,33.59,2249.8
2019-09-16,LTCEUR,64.32,66.44,63.12,66.44,13.52,867.32
2019-09-15,LTCEUR,64,64.32,62.84,64.32,8.852,562.7
2019-09-14,LTCEUR,61.52,64,61.52,64,6.817,424.04
2019-09-13,LTCEUR,62.72,62.72,61.34,61.52,46.2,2862.96
2019-09-12,LTCEUR,63.15,63.15,62.61,62.72,1.042,65.33
2019-09-11,LTCEUR,64.03,64.08,62.68,63.15,58.69,3722.23
2019-09-10,LTCEUR,62.67,64.63,62.67,64.03,1.724,110.87
2019-09-09,LTCEUR,63.97,63.97,62.67,62.67,4.009,254.4
2019-09-08,LTCEUR,61.97,63.97,61.97,63.97,17.59,1117.19
2019-09-07,LTCEUR,59.38,61.97,59.08,61.97,12.05,744.06
2019-09-06,LTCEUR,58.99,61.41,58.72,59.38,38.74,2314.0
2019-09-05,LTCEUR,62.17,62.17,58.37,58.99,53.93,3177.86
2019-09-04,LTCEUR,64,64,60.5,62.17,20.32,1238.99
2019-09-03,LTCEUR,60.69,64,60.69,64,20.1,1273.47
2019-09-02,LTCEUR,59.03,60.69,55,60.69,25.63,1492.46
2019-09-01,LTCEUR,57.8,59.03,57.8,59.03,1.417,83.37
2019-08-31,LTCEUR,58.48,58.48,57.43,57.8,1.402,80.97
2019-08-30,LTCEUR,58.34,58.48,56.75,58.48,4.132,235.4
2019-08-29,LTCEUR,63.75,63.75,56.61,58.34,47.74,2740.94
2019-08-28,LTCEUR,65.3,65.3,58.81,63.75,100.93,6245.2
2019-08-27,LTCEUR,65.83,65.9,65.04,65.3,3.91,255.75
2019-08-26,LTCEUR,64.01,66.93,64.01,65.83,12.2,807.13
2019-08-25,LTCEUR,66.3,66.73,64.01,64.01,9.702,639.34
2019-08-24,LTCEUR,67.88,67.88,64.57,66.3,43.91,2869.69
2019-08-23,LTCEUR,66.62,67.88,66.06,67.88,23.06,1527.46
2019-08-22,LTCEUR,65.88,67.19,64.99,66.62,117.75,7873.37
2019-08-21,LTCEUR,67.63,67.63,63.32,65.88,77.84,5051.3
2019-08-20,LTCEUR,69.09,69.09,67.63,67.63,30.17,2080.89
2019-08-19,LTCEUR,68.89,70.94,68.77,69.09,56.01,3945.14
2019-08-18,LTCEUR,65.38,70.16,65.38,68.89,16.7,1141.35
2019-08-17,LTCEUR,67.69,67.69,65.22,65.38,285.26,19013.97
2019-08-16,LTCEUR,69.38,73,65.68,67.69,80.23,5404.42
2019-08-15,LTCEUR,67.48,69.38,64.52,69.38,60.98,4091.49
2019-08-14,LTCEUR,74.76,75.77,67.48,67.48,399.22,29213.05
2019-08-13,LTCEUR,76.34,76.85,74.76,74.76,4.545,348.67
2019-08-12,LTCEUR,80.02,80.02,76.34,76.34,55.75,4369.18
2019-08-11,LTCEUR,76.42,81.45,76.31,80.02,130.79,10391.72
2019-08-10,LTCEUR,68.73,78.07,68.73,76.42,118.6,8921.54
2019-08-09,LTCEUR,80.14,80.14,68.73,68.73,74.42,5700.65
2019-08-08,LTCEUR,80.1,81.25,79.14,80.14,9.934,792.97
2019-08-07,LTCEUR,81.39,83.57,80.1,80.1,52.46,4301.29
2019-08-06,LTCEUR,85.78,87.7,81.39,81.39,16.44,1382.12
2019-08-05,LTCEUR,83.74,95.61,83.74,85.78,734.12,65026.01
2019-08-04,LTCEUR,85,85,82,83.74,502.82,41499.94
2019-08-03,LTCEUR,84.08,85.97,84.08,85,30.24,2577.74
2019-08-02,LTCEUR,89.9,89.9,84.08,84.08,8.917,774.33
2019-08-01,LTCEUR,90,90,87,89.9,12.35,1090.93
2019-07-31,LTCEUR,80.94,90,80.94,90,35.65,2996.26
2019-07-30,LTCEUR,79.15,81.95,79.15,80.94,22.13,1799.45
2019-07-29,LTCEUR,80.81,80.81,79.15,79.15,20.19,1598.43
2019-07-28,LTCEUR,79.51,80.83,79.51,80.81,61.23,4947.42
2019-07-27,LTCEUR,84.13,84.4,79.51,79.51,11.21,903.27
2019-07-26,LTCEUR,83.26,85.19,79.94,84.13,106.93,8885.61
2019-07-25,LTCEUR,84.85,86.15,83.26,83.26,10.11,856.51
2019-07-24,LTCEUR,80.69,84.85,78.6,84.85,15.98,1289.81
2019-07-23,LTCEUR,83.77,84.74,80.69,80.69,26.59,2206.0
2019-07-22,LTCEUR,89.56,89.56,73.52,83.77,44.58,3773.67
2019-07-21,LTCEUR,91.74,91.74,82.01,89.56,18.93,1653.86
2019-07-20,LTCEUR,85.92,92.67,85.92,91.74,14.66,1335.2
2019-07-19,LTCEUR,88.53,102,85.6,85.92,90.84,7887.15
2019-07-18,LTCEUR,79.54,92,79.54,88.53,85.93,7542.04
2019-07-17,LTCEUR,71.43,84.7,69.16,79.54,267.39,19457.29
2019-07-16,LTCEUR,81.5,81.5,69.64,71.43,395.43,28354.2
2019-07-15,LTCEUR,81.13,82.47,79.64,81.5,65.55,5363.2
2019-07-14,LTCEUR,87.06,88.2,78.33,81.13,29.15,2398.75
2019-07-13,LTCEUR,89.6,92.98,87.06,87.06,8.059,719.02
2019-07-12,LTCEUR,104.98,104.98,89.6,89.6,93.63,8738.04
2019-07-11,LTCEUR,94.87,104.98,84.72,104.98,120.9,10924.13
2019-07-10,LTCEUR,106.1,107.97,93.31,94.87,123.12,11960.52
2019-07-09,LTCEUR,108.48,108.77,106.1,106.1,17.45,1870.85
2019-07-08,LTCEUR,107,108.48,105.54,108.48,111.31,11899.43
2019-07-07,LTCEUR,108,108,104.3,107,20.56,2177.13
2019-07-06,LTCEUR,103.76,110.75,102.67,108,16.49,1785.29
2019-07-05,LTCEUR,107.09,107.09,103.76,103.76,40.48,4315.12
2019-07-04,LTCEUR,104.68,110.59,104.68,107.09,29.43,3210.82
2019-07-03,LTCEUR,104.12,108.17,104.12,104.68,48.94,5207.59
2019-07-02,LTCEUR,108.46,108.46,99.83,104.12,63.49,6619.6
2019-07-01,LTCEUR,106.09,110.98,102,108.46,60.65,6473.65
2019-06-30,LTCEUR,116.41,121.81,106.08,106.09,51.91,5556.38
2019-06-29,LTCEUR,104.13,121.82,102,116.41,27.98,3104.81
2019-06-28,LTCEUR,99.96,116.4,99.96,104.13,249.72,26013.83
2019-06-27,LTCEUR,112.39,114.69,96.9,99.96,237.0,24534.34
2019-06-26,LTCEUR,120.89,120.89,110,112.39,138.51,16343.05
2019-06-25,LTCEUR,117.66,121.79,113.92,120.89,49.57,5839.0
2019-06-24,LTCEUR,120,121.81,116.8,117.66,58.24,6871.33
2019-06-23,LTCEUR,122.17,129.31,120,120,12.05,1471.22
2019-06-22,LTCEUR,125,129.98,122.17,122.17,10.6,1327.8
2019-06-21,LTCEUR,118.99,125,118.99,125,129.06,15644.43
2019-06-20,LTCEUR,121.12,130,118.99,118.99,104.32,12745.06
2019-06-19,LTCEUR,119.76,123.43,119.76,121.12,27.59,3366.48
2019-06-18,LTCEUR,119.6,122.99,115.77,119.76,75.06,9050.65
2019-06-17,LTCEUR,121.98,121.98,116.92,119.6,96.42,11482.48
2019-06-16,LTCEUR,123.46,126,116,121.98,36.61,4445.33
2019-06-15,LTCEUR,119.99,123.46,119.99,123.46,6.567,804.73
2019-06-14,LTCEUR,116.76,119.99,113.4,119.99,61.92,7203.54
2019-06-13,LTCEUR,118.61,120.45,115.37,116.76,27.25,3231.78
2019-06-12,LTCEUR,121.16,126.11,117.5,118.61,77.69,9482.66
2019-06-11,LTCEUR,114.6,121.16,111.49,121.16,88.88,10451.85
2019-06-10,LTCEUR,100.35,114.6,100.35,114.6,61.65,6747.29
2019-06-09,LTCEUR,104.6,104.6,100.35,100.35,7.687,779.96
2019-06-08,LTCEUR,102.07,108.54,102.07,104.6,1.095,117.84
2019-06-07,LTCEUR,95.02,109.19,95.02,102.07,24.7,2554.89
2019-06-06,LTCEUR,90.89,95.27,90.25,95.02,17.72,1650.46
2019-06-05,LTCEUR,90.4,93.41,90.23,90.89,46.53,4306.06
2019-06-04,LTCEUR,95.43,102.72,87.87,90.4,433.95,39998.13
2019-06-03,LTCEUR,105,105,95.43,95.43,119.97,11750.76
2019-06-02,LTCEUR,101,105,100.89,105,1.912,197.88
2019-06-01,LTCEUR,109.99,109.99,101,101,4.287,436.05
2019-05-31,LTCEUR,96.54,109.99,95.12,109.99,48.27,4781.64
2019-05-30,LTCEUR,105,106.99,92.69,96.54,95.28,9781.27
2019-05-29,LTCEUR,102.99,106.03,99.57,105,3.632,373.82
2019-05-28,LTCEUR,104.15,104.15,100.84,102.99,49.06,5012.4
2019-05-27,LTCEUR,99.78,108.22,99.78,104.15,157.97,16131.59
2019-05-26,LTCEUR,91.15,103.99,89.99,99.78,13.67,1360.37
2019-05-25,LTCEUR,99,99,91.15,91.15,2.321,212.0
2019-05-24,LTCEUR,80.25,99,79.51,99,24.65,2200.82
2019-05-23,LTCEUR,79.43,80.25,77.5,80.25,67.51,5351.79
2019-05-22,LTCEUR,83.07,83.07,79.43,79.43,35.64,2868.51
2019-05-21,LTCEUR,82.71,83.07,81.98,83.07,6.061,497.82
2019-05-20,LTCEUR,82.96,82.96,80.37,82.71,7.518,610.66
2019-05-19,LTCEUR,85.99,93.49,82.96,82.96,14.61,1270.22
2019-05-18,LTCEUR,78,85.99,78,85.99,0.5815,50.0
2019-05-17,LTCEUR,87.31,87.31,76.89,78,16.01,1273.0
2019-05-16,LTCEUR,90,95,82.43,87.31,55.58,4984.47
2019-05-15,LTCEUR,80.91,99,80.91,90,126.15,10789.07
2019-05-14,LTCEUR,77.66,83.35,76.29,80.91,107.36,8655.17
2019-05-13,LTCEUR,75,82.57,71.41,77.66,175.73,14124.06
2019-05-12,LTCEUR,78.05,84.99,75,75,3.88,311.03
2019-05-11,LTCEUR,68.99,84,68.38,78.05,38.75,2991.53
2019-05-10,LTCEUR,64.87,68.99,64.87,68.99,13.33,906.04
2019-05-09,LTCEUR,66.66,66.66,64.05,64.87,1.277,82.58
2019-05-08,LTCEUR,65.61,66.66,64.93,66.66,20.21,1326.08
2019-05-07,LTCEUR,64.22,69,64.22,65.61,198.46,13354.09
2019-05-06,LTCEUR,67.33,67.33,64.22,64.22,0.2226,14.29
2019-05-05,LTCEUR,69,69,66.41,67.33,3.147,210.7
2019-05-04,LTCEUR,69.95,69.95,68.18,69,2.181,150.37
2019-05-03,LTCEUR,64.72,70,64.72,69.95,0.9162,63.56
2019-05-02,LTCEUR,65.01,65.25,63.75,64.72,43.64,2823.12
2019-05-01,LTCEUR,64.56,66.66,63,65.01,31.8,2046.01
2019-04-30,LTCEUR,59,66.65,59,64.56,107.2,6886.85
2019-04-29,LTCEUR,61.22,68,59,59,12.74,808.79
2019-04-28,LTCEUR,69.99,69.99,61.22,61.22,18.67,1160.3
2019-04-27,LTCEUR,69.99,69.99,69.99,69.99,0.0,0.0
2019-04-26,LTCEUR,65.77,69.99,63.26,69.99,8.423,557.7
2019-04-25,LTCEUR,64.03,66.1,64.03,65.77,1.335,88.23
2019-04-24,LTCEUR,70,70,63.84,64.03,13.09,849.39
2019-04-23,LTCEUR,69.21,75.74,69.21,70,15.27,1071.41
2019-04-22,LTCEUR,67,69.21,67,69.21,0.73,50.52
2019-04-21,LTCEUR,72.09,72.09,67,67,0.3438,23.46
2019-04-20,LTCEUR,72.25,80.85,71.28,72.09,6.701,501.06
2019-04-19,LTCEUR,71.88,74.2,71.88,72.25,2.12,154.39
2019-04-18,LTCEUR,70,73.77,70,71.88,0.7805,57.39
2019-04-17,LTCEUR,73.13,73.13,69.5,70,1.296,90.65
2019-04-16,LTCEUR,67.35,73.13,67.35,73.13,0.1367,10.0
2019-04-15,LTCEUR,70.5,70.86,67.35,67.35,9.551,666.5
2019-04-14,LTCEUR,69.7,70.5,68.35,70.5,5.53,384.38
2019-04-13,LTCEUR,70,71.18,69.7,69.7,2.95,208.92
2019-04-12,LTCEUR,69,70,68,70,14.58,1020.0
2019-04-11,LTCEUR,75.02,75.02,67.28,69,1.84,127.78
2019-04-10,LTCEUR,79.38,79.38,75.02,75.02,2.0,150.39
2019-04-09,LTCEUR,79.38,79.38,79.38,79.38,0.0,0.0
2019-04-08,LTCEUR,80.04,84.98,79.38,79.38,8.108,658.49
2019-04-07,LTCEUR,83.17,92.01,79.81,80.04,12.39,1035.21
2019-04-06,LTCEUR,77.77,85,77.7,83.17,5.319,426.74
2019-04-05,LTCEUR,75,83.99,75,77.77,7.596,614.57
2019-04-04,LTCEUR,70.1,80.99,64.11,75,15.32,1118.45
2019-04-03,LTCEUR,68,99,67.13,70.1,37.33,2929.68
2019-04-02,LTCEUR,54,68,54,68,11.11,681.69
2019-04-01,LTCEUR,54,64.71,53.12,54,32.64,1947.68
2019-03-31,LTCEUR,52.97,63.5,52.97,54,7.07,397.28
2019-03-30,LTCEUR,50.26,52.97,50.26,52.97,0.1009,5.344
2019-03-29,LTCEUR,50.26,50.26,50.26,50.26,0.0,0.0
2019-03-28,LTCEUR,50.26,50.26,50.26,50.26,0.0,0.0
2019-03-27,LTCEUR,54.97,54.97,50.26,50.26,3.471,184.99
2019-03-26,LTCEUR,54.97,54.97,54.97,54.97,0.0,0.0
2019-03-25,LTCEUR,54.97,54.97,54.97,54.97,1.011,55.55
2019-03-24,LTCEUR,52.42,54.97,52.42,54.97,0.1022,5.62
2019-03-23,LTCEUR,50.9,52.42,50.9,52.42,0.551,28.88
2019-03-22,LTCEUR,50.9,50.9,50.9,50.9,0.0,0.0
2019-03-21,LTCEUR,54.32,54.97,50.9,50.9,3.629,192.13
2019-03-20,LTCEUR,54.97,54.97,54.32,54.32,1.105,60.01
2019-03-19,LTCEUR,54.97,54.97,54.97,54.97,0.0,0.0
2019-03-18,LTCEUR,52.86,54.97,51.4,54.97,0.9939,54.14
