Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume USD
2020-02-02,BCHUSD,384,384,378,379,0.04,15.14
2020-02-01,BCHUSD,368.91,384,368.91,384,0.7002,268.78
2020-01-31,BCHUSD,392.01,392.01,368.91,368.91,0.04863,17.94
2020-01-30,BCHUSD,384.22,392.01,384.22,392.01,0.03521,13.74
2020-01-29,BCHUSD,374,386.01,374,384.22,0.5755,220.84
2020-01-28,BCHUSD,368.46,377,359,374,0.6175,224.97
2020-01-27,BCHUSD,345,372.5,345,368.46,2.217,791.34
2020-01-26,BCHUSD,316.14,345,316.14,345,12.81,4314.22
2020-01-25,BCHUSD,323.62,323.62,316.14,316.14,0.1224,38.7
2020-01-24,BCHUSD,317.58,323.62,307,323.62,0.968,308.58
2020-01-23,BCHUSD,347.7,347.7,312.01,317.58,5.251,1684.5
2020-01-22,BCHUSD,342.15,350.77,339.47,347.7,3.806,1315.96
2020-01-21,BCHUSD,343.58,343.58,337.15,342.15,5.455,1849.1
2020-01-20,BCHUSD,329.18,350,327.25,343.58,9.064,3085.73
