Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume EOS,Volume USD
2019-05-07,EOSUSD,4.485,4.86,4.485,4.6,51.92,247.88
2019-05-06,EOSUSD,4.554,4.854,4.485,4.485,93.1,427.82
2019-05-05,EOSUSD,4.563,4.744,4.472,4.554,171.09,784.44
2019-05-04,EOSUSD,4.45,4.896,4.333,4.563,257.23,1190.06
2019-05-03,EOSUSD,4.321,4.699,4.321,4.45,243.3,1103.58
2019-05-02,EOSUSD,4.316,4.6,4.316,4.321,210.82,939.96
2019-05-01,EOSUSD,4.637,4.637,4.316,4.316,114.16,510.52
2019-04-30,EOSUSD,4.5,4.72,4.481,4.637,252.61,1155.52
2019-04-29,EOSUSD,4.65,4.65,4.5,4.5,216.17,987.68
2019-04-28,EOSUSD,4.783,4.84,4.6,4.65,32.14,149.39
2019-04-27,EOSUSD,4.734,4.896,4.616,4.783,272.58,1290.35
2019-04-26,EOSUSD,4.5,4.833,4.5,4.734,24.29,114.24
2019-04-25,EOSUSD,4.816,5,4.5,4.5,545.72,2547.66
2019-04-24,EOSUSD,5.147,5.147,4.816,4.816,306.52,1555.97
2019-04-23,EOSUSD,5.221,5.221,5.05,5.147,154.01,800.65
2019-04-22,EOSUSD,5.09,5.221,5.017,5.221,41.57,212.56
2019-04-21,EOSUSD,5.085,5.334,5,5.09,205.05,1041.73
2019-04-20,EOSUSD,5.365,5.365,5.058,5.085,209.65,1079.01
2019-04-19,EOSUSD,5.12,5.378,5.005,5.365,398.92,2068.0
2019-04-18,EOSUSD,5.006,5.299,5.006,5.12,538.76,2805.76
2019-04-17,EOSUSD,5.072,5.299,5,5.006,361.55,1868.08
2019-04-16,EOSUSD,5.08,5.34,4.951,5.072,299.15,1527.44
2019-04-15,EOSUSD,5.103,5.468,4.96,5.08,1258.84,6594.65
2019-04-14,EOSUSD,5.067,5.395,4.951,5.103,320.68,1625.1
2019-04-13,EOSUSD,5.23,5.273,4.959,5.067,327.87,1661.57
2019-04-12,EOSUSD,5.096,5.269,4.951,5.23,271.8,1412.83
2019-04-11,EOSUSD,5.506,5.506,4.951,5.096,1972.93,10276.8
2019-04-10,EOSUSD,5.01,5.506,5.01,5.506,776.13,4123.46
2019-04-09,EOSUSD,5.11,5.2,4.8,5.01,165.61,853.12
2019-04-08,EOSUSD,4.9,5.11,4.815,5.11,233.77,1173.97
2019-04-07,EOSUSD,4.795,4.9,4.55,4.9,127.74,622.99
2019-04-06,EOSUSD,4.6,4.881,4.55,4.795,88.17,410.02
2019-04-05,EOSUSD,4.301,4.94,4.301,4.6,85.35,385.87
2019-04-04,EOSUSD,4.761,4.91,4.16,4.301,143.28,676.65
2019-04-03,EOSUSD,4.5,4.95,4.44,4.761,475.42,2283.96
2019-04-02,EOSUSD,3.98,4.5,3.98,4.5,63.69,273.95
2019-04-01,EOSUSD,4.1,4.12,3.98,3.98,44.69,182.8
2019-03-31,EOSUSD,3.98,4.148,3.98,4.1,41.45,170.12
2019-03-30,EOSUSD,4,4.07,3.94,3.98,226.73,917.03
2019-03-29,EOSUSD,3.75,4,3.75,4,81.81,317.74
2019-03-28,EOSUSD,4,4.074,3.73,3.75,121.54,464.77
2019-03-27,EOSUSD,3.65,4.15,3.65,4,648.75,2520.29
2019-03-26,EOSUSD,3.63,3.65,3.595,3.65,527.55,1901.11
2019-03-25,EOSUSD,3.69,3.69,3.6,3.63,833.46,3030.12
2019-03-24,EOSUSD,3.74,3.74,3.62,3.69,7.304,26.77
2019-03-23,EOSUSD,3.72,3.74,3.653,3.74,2.49,9.239
2019-03-22,EOSUSD,3.61,3.72,3.595,3.72,28.46,104.38
2019-03-21,EOSUSD,3.6,3.72,3.595,3.61,42.93,157.05
2019-03-20,EOSUSD,3.6,3.72,3.6,3.6,3.141,11.36
2019-03-19,EOSUSD,3.523,3.722,3.523,3.6,18.53,67.23
2019-03-18,EOSUSD,3.52,3.69,3.5,3.523,7.888,27.62
2019-03-17,EOSUSD,3.552,3.6,3.52,3.52,14.18,50.15
2019-03-16,EOSUSD,3.545,3.674,3.52,3.552,1.991,7.135
2019-03-15,EOSUSD,3.49,3.545,3.49,3.545,32.41,114.91
2019-03-14,EOSUSD,3.35,3.49,3.35,3.49,38.77,134.32
2019-03-13,EOSUSD,3.41,3.41,3.35,3.35,1.901,6.407
2019-03-12,EOSUSD,3.405,3.598,3.405,3.41,4.37,15.23
2019-03-11,EOSUSD,3.65,3.68,3.405,3.405,0.1799,0.6438
2019-03-10,EOSUSD,3.58,3.65,3.58,3.65,0.6808,2.485
2019-03-09,EOSUSD,3.699,3.699,3.58,3.58,6.983,25.17
2019-03-08,EOSUSD,3.58,3.699,3.58,3.699,4.736,17.09
2019-03-07,EOSUSD,3.74,3.74,3.58,3.58,8.062,29.19
2019-03-06,EOSUSD,3.759,3.759,3.7,3.74,8.877,33.16
2019-03-05,EOSUSD,3.6,3.759,3.49,3.759,16.63,58.04
2019-03-04,EOSUSD,3.62,3.62,3.463,3.6,20.69,73.24
2019-03-03,EOSUSD,3.564,3.62,3.564,3.62,0.7823,2.832
2019-03-02,EOSUSD,3.67,3.67,3.528,3.564,5.954,21.41
2019-03-01,EOSUSD,3.62,3.79,3.62,3.67,0.7556,2.777
2019-02-28,EOSUSD,3.465,3.869,3.465,3.617,37.11,143.09
2019-02-27,EOSUSD,3.55,3.598,3.5,3.5,228.85,812.48
2019-02-26,EOSUSD,3.789,3.789,3.5,3.55,5.785,21.25
2019-02-25,EOSUSD,3.59,3.789,3.465,3.789,4.657,17.29
2019-02-24,EOSUSD,3.8,4.346,3.5,3.59,20.24,73.43
2019-02-23,EOSUSD,3.8,3.8,3.65,3.8,124.13,455.52
2019-02-22,EOSUSD,3.67,3.8,3.67,3.8,3.551,13.4
2019-02-21,EOSUSD,3.717,3.717,3.56,3.67,8.102,29.21
2019-02-20,EOSUSD,3.421,3.717,3.42,3.717,73.94,253.67
2019-02-19,EOSUSD,3.4,3.5,3.158,3.421,507.85,1687.77
2019-02-18,EOSUSD,2.95,3.4,2.81,3.4,1712.19,5397.99
2019-02-17,EOSUSD,2.9,2.95,2.8,2.95,67.37,193.88
2019-02-16,EOSUSD,2.804,2.95,2.804,2.9,51.92,148.01
2019-02-15,EOSUSD,2.796,3,2.796,2.804,49.79,147.08
2019-02-14,EOSUSD,2.92,2.993,2.712,2.796,203.64,598.41
2019-02-13,EOSUSD,2.701,2.99,2.701,2.92,301.62,889.49
2019-02-12,EOSUSD,2.7,2.95,2.7,2.701,41.72,119.72
2019-02-11,EOSUSD,2.727,2.8,2.7,2.7,60.16,165.25
2019-02-10,EOSUSD,2.74,2.989,2.66,2.727,256.53,714.39
2019-02-09,EOSUSD,2.73,2.77,2.73,2.74,259.07,709.41
2019-02-08,EOSUSD,2.36,2.76,2.32,2.73,997.94,2611.15
2019-02-07,EOSUSD,2.33,2.36,2.33,2.36,75.37,175.8
2019-02-06,EOSUSD,2.35,2.368,2.33,2.33,133.85,312.2
2019-02-05,EOSUSD,2.321,2.44,2.3,2.35,262.15,618.71
2019-02-04,EOSUSD,2.38,2.492,2.3,2.321,755.72,1826.4
2019-02-03,EOSUSD,2.305,2.498,2.261,2.38,291.48,680.71
2019-02-02,EOSUSD,2.497,2.497,2.25,2.305,25.17,58.37
2019-02-01,EOSUSD,2.36,2.497,2.355,2.497,4.119,9.818
2019-01-31,EOSUSD,2.475,2.498,2.355,2.36,28.16,68.79
2019-01-30,EOSUSD,2.37,2.475,2.34,2.475,34.8,84.34
2019-01-29,EOSUSD,2.516,2.516,2.34,2.37,168.99,407.55
2019-01-28,EOSUSD,2.503,2.553,2.3,2.516,55.16,135.23
2019-01-27,EOSUSD,2.67,2.67,2.503,2.503,61.11,158.17
2019-01-26,EOSUSD,2.647,2.7,2.587,2.67,180.36,469.8
2019-01-25,EOSUSD,2.428,2.655,2.428,2.647,208.19,533.81
2019-01-24,EOSUSD,2.655,2.655,2.428,2.428,89.77,232.19
2019-01-23,EOSUSD,2.7,2.7,2.56,2.655,124.01,326.24
2019-01-22,EOSUSD,2.44,2.7,2.44,2.7,49.75,127.69
2019-01-21,EOSUSD,2.5,2.587,2.44,2.44,71.2,179.62
2019-01-20,EOSUSD,2.78,2.78,2.5,2.5,157.88,402.96
2019-01-19,EOSUSD,2.65,2.8,2.53,2.78,200.77,539.61
2019-01-18,EOSUSD,2.656,2.656,2.5,2.65,687.7,1809.77
2019-01-17,EOSUSD,2.689,2.689,2.4,2.656,479.35,1254.5
2019-01-16,EOSUSD,2.473,2.689,2.473,2.689,468.38,1217.11
2019-01-15,EOSUSD,2.54,2.724,2.33,2.473,173.8,450.28
2019-01-14,EOSUSD,2.3,2.645,2.22,2.54,377.05,925.75
2019-01-13,EOSUSD,2.694,2.694,2.3,2.3,150.54,350.62
2019-01-12,EOSUSD,2.779,2.779,2.3,2.694,136.56,334.73
2019-01-11,EOSUSD,2.65,2.779,2.61,2.779,231.59,609.69
2019-01-10,EOSUSD,2.9,3.045,2.65,2.65,986.13,2793.27
2019-01-09,EOSUSD,3.2,3.2,2.791,2.9,189.9,551.17
2019-01-08,EOSUSD,2.812,3.2,2.77,3.2,352.2,1061.89
2019-01-07,EOSUSD,3,3.04,2.8,2.812,274.96,804.86
2019-01-06,EOSUSD,2.88,3.1,2.8,3,433.33,1280.88
2019-01-05,EOSUSD,2.871,3.05,2.871,2.88,77.87,230.09
2019-01-04,EOSUSD,2.93,3.08,2.757,2.871,229.85,673.68
2019-01-03,EOSUSD,3.04,3.1,2.93,2.93,456.65,1360.54
2019-01-02,EOSUSD,2.98,3.1,2.837,3.04,284.62,849.91
2019-01-01,EOSUSD,2.89,2.98,2.7,2.98,165.06,464.05
2018-12-31,EOSUSD,2.89,2.89,2.721,2.89,133.42,374.04
2018-12-30,EOSUSD,2.88,2.948,2.721,2.89,285.85,824.97
2018-12-29,EOSUSD,2.8,2.88,2.68,2.88,359.79,989.42
2018-12-28,EOSUSD,2.68,2.85,2.67,2.8,135.98,378.63
2018-12-27,EOSUSD,2.79,2.89,2.68,2.68,907.99,2440.62
2018-12-26,EOSUSD,2.68,2.92,2.67,2.79,206.11,565.04
2018-12-25,EOSUSD,3.2,3.2,2.67,2.68,577.99,1668.56
2018-12-24,EOSUSD,2.86,3.259,2.86,3.2,850.06,2673.36
2018-12-23,EOSUSD,2.83,3.128,2.66,2.86,355.7,1052.99
2018-12-22,EOSUSD,2.7,2.83,2.62,2.83,185.79,511.31
2018-12-21,EOSUSD,2.72,2.939,2.7,2.7,290.45,800.71
2018-12-20,EOSUSD,2.71,2.96,2.61,2.72,455.17,1288.94
2018-12-19,EOSUSD,2.6,2.963,2.6,2.71,594.02,1669.99
2018-12-18,EOSUSD,2.47,2.65,2.335,2.6,535.09,1377.47
2018-12-17,EOSUSD,1.99,2.65,1.99,2.47,198.7,478.47
2018-12-16,EOSUSD,2.052,2.132,1.99,1.99,12.94,27.01
2018-12-15,EOSUSD,2.052,2.052,2.052,2.052,0.0,0.0
2018-12-14,EOSUSD,1.9,2.156,1.9,2.052,34.39,71.65
2018-12-13,EOSUSD,2.225,2.329,1.9,1.9,115.85,248.16
2018-12-12,EOSUSD,2.362,2.373,2.17,2.225,46.25,104.78
2018-12-11,EOSUSD,2.385,2.385,2.282,2.362,15.8,36.33
2018-12-10,EOSUSD,2.46,2.46,2.296,2.385,115.47,268.95
2018-12-09,EOSUSD,2.35,2.461,2.303,2.46,214.14,520.85
2018-12-08,EOSUSD,2.302,2.37,2.137,2.35,162.99,372.59
2018-12-07,EOSUSD,2.47,2.47,2,2.302,252.36,567.41
2018-12-06,EOSUSD,2.65,2.7,2.22,2.47,312.0,792.26
2018-12-05,EOSUSD,2.89,2.9,2.65,2.65,163.21,464.81
2018-12-04,EOSUSD,2.859,2.969,2.767,2.89,350.11,999.48
2018-12-03,EOSUSD,3.042,3.149,2.859,2.859,491.46,1420.42
2018-12-02,EOSUSD,3.063,3.242,3,3.042,175.84,538.73
2018-12-01,EOSUSD,3.041,3.25,3.034,3.063,314.96,980.79
2018-11-30,EOSUSD,3.081,3.331,3.03,3.041,100.74,314.12
2018-11-29,EOSUSD,3.349,3.482,3.08,3.081,329.75,1073.25
2018-11-28,EOSUSD,3.123,3.7,3.11,3.349,265.02,860.8
2018-11-27,EOSUSD,3.22,3.474,3.1,3.123,137.68,440.31
2018-11-26,EOSUSD,3.497,3.52,3.21,3.22,229.14,780.85
2018-11-25,EOSUSD,3.442,3.707,3.2,3.497,344.79,1165.1
2018-11-24,EOSUSD,3.99,3.997,3.226,3.442,316.0,1084.15
2018-11-23,EOSUSD,3.8,3.99,3.305,3.99,120.76,445.01
2018-11-22,EOSUSD,4.245,4.245,3.8,3.8,116.96,463.98
2018-11-21,EOSUSD,3.881,4.519,3.626,4.245,192.97,791.13
2018-11-20,EOSUSD,4.158,4.48,3.58,3.881,451.79,1854.51
2018-11-19,EOSUSD,4.778,4.813,4.14,4.158,411.47,1871.85
2018-11-18,EOSUSD,4.94,4.946,4.77,4.778,141.99,700.45
2018-11-17,EOSUSD,4.803,4.942,4.75,4.94,6.592,32.02
2018-11-16,EOSUSD,5,5.1,4.537,4.803,100.21,479.83
2018-11-15,EOSUSD,5.093,5.196,4.7,5,590.12,2980.75
2018-11-14,EOSUSD,5.35,5.39,4.88,5.093,209.75,1072.52
2018-11-13,EOSUSD,5.586,5.586,5.319,5.35,48.9,262.15
2018-11-12,EOSUSD,5.575,5.586,5.4,5.586,92.57,509.67
2018-11-11,EOSUSD,5.49,5.585,5.2,5.575,820.39,4374.83
2018-11-10,EOSUSD,5.519,5.689,5.41,5.49,49.72,273.53
2018-11-09,EOSUSD,5.614,5.718,5.516,5.519,57.36,321.01
2018-11-08,EOSUSD,5.68,5.749,5.602,5.614,61.1,347.06
2018-11-07,EOSUSD,5.77,5.9,5.675,5.68,257.15,1493.5
2018-11-06,EOSUSD,5.643,5.77,5.566,5.77,95.24,538.95
2018-11-05,EOSUSD,5.659,5.659,5.571,5.643,91.0,511.6
2018-11-04,EOSUSD,5.592,5.66,5.458,5.659,75.71,425.15
2018-11-03,EOSUSD,5.38,5.592,5.377,5.592,77.5,418.39
2018-11-02,EOSUSD,5.35,5.604,5.35,5.38,37.87,206.01
2018-11-01,EOSUSD,5.439,5.439,5.35,5.35,23.38,126.15
2018-10-31,EOSUSD,5.32,5.441,5.32,5.439,1.388,7.548
2018-10-30,EOSUSD,5.4,5.441,5.32,5.32,33.79,181.02
2018-10-29,EOSUSD,5.615,5.615,5.4,5.4,262.39,1432.33
2018-10-28,EOSUSD,5.615,5.615,5.515,5.615,168.52,943.46
2018-10-27,EOSUSD,5.52,5.63,5.466,5.615,192.9,1072.23
2018-10-26,EOSUSD,5.517,5.641,5.51,5.52,96.97,534.94
2018-10-25,EOSUSD,5.55,5.761,5.51,5.517,102.11,568.46
2018-10-24,EOSUSD,5.7,5.7,5.478,5.55,274.01,1516.9
2018-10-23,EOSUSD,5.557,5.7,5.553,5.7,86.92,488.24
2018-10-22,EOSUSD,5.65,5.85,5.526,5.557,39.26,224.06
2018-10-21,EOSUSD,5.503,5.65,5.503,5.65,73.85,412.81
2018-10-20,EOSUSD,5.489,5.655,5.489,5.503,11.5,64.65
2018-10-19,EOSUSD,5.441,5.602,5.441,5.489,389.12,2130.04
2018-10-18,EOSUSD,5.697,5.697,5.441,5.441,99.1,551.79
2018-10-17,EOSUSD,5.615,5.697,5.441,5.697,51.88,288.48
2018-10-16,EOSUSD,5.4,5.7,5.4,5.615,110.78,618.3
2018-10-15,EOSUSD,5.46,5.782,5.285,5.4,247.49,1360.96
2018-10-14,EOSUSD,5.46,5.62,5.46,5.46,166.09,915.25
2018-10-13,EOSUSD,5.45,5.655,5.45,5.46,21.62,121.2
2018-10-12,EOSUSD,5.6,5.9,5,5.45,281.36,1580.03
2018-10-11,EOSUSD,5.8,5.802,5.6,5.6,1285.86,7211.64
2018-10-10,EOSUSD,6,6.028,5.8,5.8,202.94,1206.1
2018-10-09,EOSUSD,6.05,6.05,5.77,6,217.23,1286.42
2018-10-08,EOSUSD,5.72,6.05,5.72,6.05,136.48,813.35
2018-10-07,EOSUSD,5.73,5.777,5.72,5.72,68.19,390.22
2018-10-06,EOSUSD,5.738,6.1,5.723,5.73,125.8,733.28
2018-10-05,EOSUSD,5.817,5.854,5.72,5.738,171.72,994.25
2018-10-04,EOSUSD,5.6,5.918,5.6,5.817,482.29,2777.38
2018-10-03,EOSUSD,5.74,5.74,5.6,5.6,335.02,1906.51
2018-10-02,EOSUSD,5.751,5.771,5.574,5.74,162.56,920.32
2018-10-01,EOSUSD,5.5,5.923,5.5,5.751,52.82,303.4
2018-09-30,EOSUSD,5.898,5.97,5.5,5.5,154.19,894.78
2018-09-29,EOSUSD,5.77,5.9,5.6,5.898,107.45,616.66
2018-09-28,EOSUSD,5.838,6.14,5.77,5.77,321.21,1889.77
2018-09-27,EOSUSD,5.84,6,5.598,5.838,626.25,3620.98
2018-09-26,EOSUSD,5.461,5.9,5.446,5.84,398.72,2238.67
2018-09-25,EOSUSD,5.65,5.65,5.318,5.461,637.79,3485.91
2018-09-24,EOSUSD,6.02,6.04,5.65,5.65,1098.87,6294.03
2018-09-23,EOSUSD,5.902,6.15,5.77,6.02,136.1,810.1
2018-09-22,EOSUSD,6.01,6.15,5.831,5.902,83.95,502.07
2018-09-21,EOSUSD,5.75,6.097,5.55,6.01,302.43,1768.35
2018-09-20,EOSUSD,5.4,5.75,5.332,5.75,136.14,751.8
2018-09-19,EOSUSD,5.241,5.495,5.218,5.4,78.15,416.57
2018-09-18,EOSUSD,5.1,5.38,5.028,5.241,253.99,1327.86
2018-09-17,EOSUSD,5.59,5.6,4.955,5.1,352.5,1821.02
2018-09-16,EOSUSD,5.433,5.59,5.337,5.59,69.36,381.53
2018-09-15,EOSUSD,5.324,5.76,5.324,5.433,67.13,366.07
2018-09-14,EOSUSD,5.53,5.762,5.229,5.324,509.21,2732.0
2018-09-13,EOSUSD,4.952,6,4.952,5.53,1001.6,5485.95
2018-09-12,EOSUSD,5.294,5.294,4.942,4.952,22.97,115.92
2018-09-11,EOSUSD,5.348,5.348,5.01,5.294,63.71,328.61
2018-09-10,EOSUSD,5.179,5.378,5.123,5.348,60.82,319.36
2018-09-09,EOSUSD,5,5.5,4.912,5.179,417.49,2202.09
2018-09-08,EOSUSD,5.155,5.533,5,5,531.4,2768.52
2018-09-07,EOSUSD,5.4,5.725,5.155,5.155,171.0,913.8
2018-09-06,EOSUSD,5.559,5.882,5.2,5.4,254.46,1400.27
2018-09-05,EOSUSD,6.555,6.685,5.5,5.559,521.6,3152.25
2018-09-04,EOSUSD,6.566,6.698,6.5,6.555,88.43,580.47
2018-09-03,EOSUSD,6.46,6.7,6.404,6.566,120.63,786.42
2018-09-02,EOSUSD,6.759,6.845,6.438,6.46,495.79,3258.74
2018-09-01,EOSUSD,6.231,7,6.231,6.759,829.38,5563.79
2018-08-31,EOSUSD,6.165,6.286,6,6.231,1033.16,6336.21
2018-08-30,EOSUSD,6.394,6.696,5.846,6.165,711.55,4350.02
2018-08-29,EOSUSD,6.7,6.818,6.254,6.394,195.94,1272.35
2018-08-28,EOSUSD,5.51,6.8,5.51,6.7,218.54,1372.32
2018-08-27,EOSUSD,6.111,6.74,4.602,5.51,269.42,1634.35
2018-08-26,EOSUSD,5.736,6.74,5.736,6.111,151.91,924.0
2018-08-25,EOSUSD,6.001,6.111,5.736,5.736,104.49,627.07
2018-08-24,EOSUSD,6.008,6.129,6,6.001,77.62,468.0
2018-08-23,EOSUSD,6.008,6.18,6.008,6.008,91.62,554.08
2018-08-22,EOSUSD,6.4,6.4,6.008,6.008,119.93,734.2
2018-08-21,EOSUSD,6.3,6.574,6.008,6.4,348.96,2200.16
2018-08-20,EOSUSD,6.75,6.75,6.3,6.3,71.97,471.95
2018-08-19,EOSUSD,6.66,6.936,6.51,6.75,185.26,1228.03
2018-08-18,EOSUSD,7.06,7.06,6.501,6.66,241.49,1628.94
2018-08-17,EOSUSD,6.54,7.174,6.54,7.06,88.66,618.43
2018-08-16,EOSUSD,7.09,7.18,6.501,6.54,118.04,819.46
2018-08-15,EOSUSD,6.395,7.183,6.395,7.09,110.45,776.32
2018-08-14,EOSUSD,6.729,6.99,6.24,6.395,248.84,1648.17
2018-08-13,EOSUSD,6.783,7.167,6.71,6.729,191.23,1308.94
2018-08-12,EOSUSD,7.472,7.478,6.653,6.783,123.7,867.77
2018-08-11,EOSUSD,7.014,7.512,6.5,7.472,148.35,1021.71
2018-08-10,EOSUSD,8,8,7.01,7.014,562.3,4204.36
2018-08-09,EOSUSD,7.3,8,7.3,8,249.38,1912.69
2018-08-08,EOSUSD,8.025,8.048,7.3,7.3,194.07,1501.02
2018-08-07,EOSUSD,8.5,8.73,8,8.025,155.74,1298.04
2018-08-06,EOSUSD,8.995,8.995,8.31,8.5,31.45,266.74
2018-08-05,EOSUSD,8.7,9,8.305,8.995,38.61,329.57
2018-08-04,EOSUSD,8.702,9.1,8.5,8.7,65.52,576.01
2018-08-03,EOSUSD,8.89,9.19,8.7,8.702,97.89,866.24
2018-08-02,EOSUSD,9.023,9.2,8.767,8.89,105.13,937.87
2018-08-01,EOSUSD,9,9.226,8.8,9.023,274.39,2464.34
2018-07-31,EOSUSD,9.073,9.243,8.954,9,181.82,1642.73
2018-07-30,EOSUSD,9.802,9.802,9.073,9.073,297.15,2805.36
2018-07-29,EOSUSD,9.701,10.2,9.7,9.802,266.84,2621.48
2018-07-28,EOSUSD,10.11,10.22,9.7,9.701,125.18,1243.41
2018-07-27,EOSUSD,10.22,10.22,9.7,10.11,166.45,1675.14
2018-07-26,EOSUSD,10.28,10.58,10.21,10.22,144.99,1500.17
2018-07-25,EOSUSD,11.1,11.1,10.21,10.28,228.1,2398.47
2018-07-24,EOSUSD,10.7,11.1,10.35,11.1,282.11,3028.67
2018-07-23,EOSUSD,10.6,10.8,10.06,10.7,167.63,1753.12
2018-07-22,EOSUSD,10.56,10.65,9.929,10.6,118.24,1225.7
2018-07-21,EOSUSD,9.617,10.65,9.617,10.56,137.76,1433.4
2018-07-20,EOSUSD,10.65,10.99,9.5,9.617,189.65,1963.66
2018-07-19,EOSUSD,10.65,10.67,10.23,10.65,199.08,2077.35
2018-07-18,EOSUSD,10.87,11.27,10.27,10.65,386.69,4205.36
2018-07-17,EOSUSD,10.59,11.16,10.2,10.87,349.47,3725.67
2018-07-16,EOSUSD,10.17,10.59,9.94,10.59,353.25,3649.24
2018-07-15,EOSUSD,10.08,10.55,9.802,10.17,228.22,2310.81
2018-07-14,EOSUSD,10.2,10.29,9.089,10.08,198.99,1935.62
2018-07-13,EOSUSD,10.57,10.7,10,10.2,268.58,2790.98
2018-07-12,EOSUSD,11.17,11.43,10.34,10.57,222.45,2387.2
2018-07-11,EOSUSD,11.13,11.44,11.12,11.17,147.25,1651.68
2018-07-10,EOSUSD,11.9,11.9,11.13,11.13,271.16,3168.55
2018-07-09,EOSUSD,12.3,12.35,11.9,11.9,323.34,3896.59
2018-07-08,EOSUSD,12.2,12.35,12.01,12.3,368.53,4482.02
2018-07-07,EOSUSD,12.2,12.2,11.91,12.2,112.9,1360.35
2018-07-06,EOSUSD,11.97,12.2,11.85,12.2,110.76,1336.09
2018-07-05,EOSUSD,12.16,12.29,11.9,11.97,149.64,1808.35
2018-07-04,EOSUSD,12.07,12.35,11.78,12.16,1065.03,12758.65
2018-07-03,EOSUSD,11.94,12.3,11.79,12.07,414.79,5001.36
2018-07-02,EOSUSD,11.42,12,11.42,11.94,189.01,2232.33
2018-07-01,EOSUSD,11.58,11.72,11.31,11.42,73.08,833.08
2018-06-30,EOSUSD,11.2,11.9,10.98,11.58,255.52,2937.81
2018-06-29,EOSUSD,10.81,11.2,10.64,11.2,421.16,4583.54
2018-06-28,EOSUSD,10.84,11.3,10.76,10.81,138.83,1540.85
2018-06-27,EOSUSD,10.85,11.05,10.45,10.84,376.86,4065.34
2018-06-26,EOSUSD,10.51,11.5,10.4,10.85,402.9,4466.57
2018-06-25,EOSUSD,10.37,11.01,10.17,10.51,645.82,6828.17
2018-06-24,EOSUSD,11.28,11.28,9.7,10.37,927.49,9566.46
2018-06-23,EOSUSD,11,11.64,11,11.28,353.99,3987.1
2018-06-22,EOSUSD,12.07,12.13,11,11,751.12,8589.59
2018-06-21,EOSUSD,12.33,12.59,11.71,12.07,593.02,7205.41
2018-06-20,EOSUSD,12.8,12.8,12.33,12.33,346.77,4341.64
2018-06-19,EOSUSD,12.55,12.83,12.33,12.8,303.5,3830.28
2018-06-18,EOSUSD,12.18,12.8,12.11,12.55,554.2,6855.35
2018-06-17,EOSUSD,12.5,12.77,12.12,12.18,170.81,2102.14
2018-06-16,EOSUSD,12.32,12.77,12.19,12.5,307.08,3796.24
2018-06-15,EOSUSD,13.11,14.28,12.32,12.32,712.76,9214.89
2018-06-14,EOSUSD,11.9,13.16,11.54,13.11,1197.77,15196.49
2018-06-13,EOSUSD,12.78,12.85,11.8,11.9,1011.24,12321.87
2018-06-12,EOSUSD,13.8,13.8,12.65,12.78,692.96,9296.37
2018-06-11,EOSUSD,13.28,13.8,12.5,13.8,1221.48,15867.99
2018-06-10,EOSUSD,14.82,14.82,13.2,13.28,2903.46,40429.08
2018-06-09,EOSUSD,14.3,14.95,14.3,14.82,1836.67,27050.74
2018-06-08,EOSUSD,14.57,14.74,14,14.3,2104.54,29961.87
2018-06-07,EOSUSD,14.17,14.57,13.91,14.57,3467.79,49216.47
2018-06-06,EOSUSD,14.11,14.29,13.6,14.17,2420.25,33824.0
2018-06-05,EOSUSD,13.7,14.24,13,14.11,4467.15,61172.57
2018-06-04,EOSUSD,14.57,14.9,13.41,13.7,4313.41,59909.35
2018-06-03,EOSUSD,14.8,15.18,14.35,14.57,3377.88,50273.43
2018-06-02,EOSUSD,12.31,15.78,12.1,14.8,13524.54,191224.27
2018-06-01,EOSUSD,12.31,12.59,11.7,12.31,4112.15,49630.76
2018-05-31,EOSUSD,12.25,12.79,11.6,12.31,6349.79,78378.88
2018-05-30,EOSUSD,12.38,12.85,11.5,12.25,4152.86,51425.56
2018-05-29,EOSUSD,12,12.7,11.26,12.38,5288.05,63411.41
2018-05-28,EOSUSD,13.01,13.5,12,12,2649.79,33106.41
2018-05-27,EOSUSD,12.95,13.22,12.75,13.01,1301.71,16838.53
2018-05-26,EOSUSD,12.92,13.5,12.62,12.95,2084.46,27426.92
2018-05-25,EOSUSD,13.71,13.9,12.48,12.92,2481.51,32125.7
2018-05-24,EOSUSD,11.51,13.79,11.1,13.71,7940.32,98240.04
2018-05-23,EOSUSD,13.1,13.1,11.5,11.51,5060.64,60298.84
2018-05-22,EOSUSD,13.7,13.81,12.78,13.1,1293.09,17244.2
2018-05-21,EOSUSD,14.19,14.43,13.6,13.7,1692.17,23580.12
2018-05-20,EOSUSD,13.4,14.4,13.32,14.19,2780.47,38664.68
2018-05-19,EOSUSD,13.37,13.7,13,13.4,1340.47,17951.15
2018-05-18,EOSUSD,12.8,13.52,12.54,13.37,3610.93,47360.2
2018-05-17,EOSUSD,13,14.4,12.53,12.8,3031.61,40848.24
2018-05-16,EOSUSD,13.51,13.56,12.6,13,4462.37,58481.04
2018-05-15,EOSUSD,14.72,15,13.2,13.51,3152.82,45221.66
2018-05-14,EOSUSD,15.8,15.88,14.5,14.72,3219.95,47831.18
2018-05-13,EOSUSD,14.81,15.99,14.62,15.8,3271.3,49937.08
2018-05-12,EOSUSD,15.63,15.88,13.4,14.81,4327.2,63788.13
2018-05-11,EOSUSD,17.96,17.96,14.87,15.63,4432.81,71282.9
2018-05-10,EOSUSD,17.76,18.48,17.76,17.96,2007.89,36420.52
