Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume EOS,Volume BTC
2020-03-11,EOSBTC,0.0001812,0.000187,0.000152,0.00016,910.08,0.1538
2020-03-10,EOSBTC,0.00017,0.000192,0.00017,0.0001812,301.21,0.05497
2020-03-09,EOSBTC,0.0001744,0.0001862,0.0001692,0.00017,115.25,0.02012
2020-03-08,EOSBTC,0.0001802,0.0001909,0.0001701,0.0001744,208.36,0.03692
2020-03-07,EOSBTC,0.000181,0.000192,0.0001794,0.0001802,271.1,0.04982
2020-03-06,EOSBTC,0.0001926,0.0001926,0.000181,0.000181,91.58,0.0174
2020-03-05,EOSBTC,0.0001926,0.0001926,0.0001701,0.0001926,133.69,0.02551
2020-03-04,EOSBTC,0.0002,0.0002,0.0001907,0.0001926,543.89,0.1048
2020-03-03,EOSBTC,0.000201,0.0002078,0.00019,0.0002,1206.07,0.2373
2020-03-02,EOSBTC,0.0002126,0.0002126,0.00019,0.000201,417.31,0.08099
2020-03-01,EOSBTC,0.0002137,0.0002137,0.0002058,0.0002126,1400.53,0.2911
2020-02-29,EOSBTC,0.0002066,0.0002137,0.0002026,0.0002137,512.81,0.1078
2020-02-28,EOSBTC,0.0002042,0.0002115,0.0002026,0.0002066,90.62,0.0188
2020-02-27,EOSBTC,0.0002038,0.0002131,0.0002026,0.0002042,116.04,0.0238
2020-02-26,EOSBTC,0.0002125,0.0002137,0.0002038,0.0002038,202.38,0.0423
2020-02-25,EOSBTC,0.0002291,0.0002291,0.0002046,0.0002125,158.01,0.03304
2020-02-24,EOSBTC,0.000215,0.000231,0.0002029,0.0002291,583.46,0.1248
2020-02-23,EOSBTC,0.0002174,0.0002316,0.0002119,0.000215,371.4,0.08331
2020-02-22,EOSBTC,0.0002024,0.0002288,0.0002024,0.0002174,273.19,0.05905
2020-02-21,EOSBTC,0.0002235,0.0002293,0.0002024,0.0002024,129.58,0.02733
2020-02-20,EOSBTC,0.0002251,0.0002293,0.0002235,0.0002235,118.42,0.02698
2020-02-19,EOSBTC,0.0002251,0.0002296,0.0002251,0.0002251,375.48,0.08528
2020-02-18,EOSBTC,0.0002251,0.0002298,0.0002251,0.0002251,660.33,0.1513
2020-02-17,EOSBTC,0.0002251,0.0002298,0.0002251,0.0002251,222.07,0.05043
2020-02-16,EOSBTC,0.0002466,0.0002469,0.0002,0.0002251,1096.6,0.2429
2020-02-15,EOSBTC,0.0002412,0.0002492,0.0002349,0.0002466,192.92,0.04719
2020-02-14,EOSBTC,0.000248,0.00025,0.000233,0.0002412,1115.39,0.2656
2020-02-13,EOSBTC,0.000232,0.00025,0.00023,0.000248,258.42,0.06252
2020-02-12,EOSBTC,0.0002312,0.0002485,0.00023,0.000232,580.29,0.1372
2020-02-11,EOSBTC,0.00025,0.0002549,0.0002305,0.0002312,584.37,0.14
2020-02-10,EOSBTC,0.0002549,0.0002559,0.00024,0.00025,715.02,0.1802
2020-02-09,EOSBTC,0.000248,0.0002559,0.0002362,0.0002549,474.29,0.1195
2020-02-08,EOSBTC,0.0002555,0.0002555,0.0002275,0.000248,1377.04,0.3382
2020-02-07,EOSBTC,0.0002367,0.0002565,0.00022,0.0002555,636.05,0.1474
2020-02-06,EOSBTC,0.0002476,0.0002799,0.000232,0.0002367,1295.7,0.3232
2020-02-05,EOSBTC,0.0002559,0.0002597,0.00023,0.0002476,932.04,0.2215
2020-02-04,EOSBTC,0.0002402,0.0002605,0.0002402,0.0002559,149.7,0.03749
2020-02-03,EOSBTC,0.0002648,0.00028,0.0002402,0.0002402,1049.82,0.2802
2020-02-02,EOSBTC,0.0002506,0.0002648,0.0002506,0.0002648,153.22,0.03909
2020-02-01,EOSBTC,0.000268,0.000268,0.0002506,0.0002506,175.83,0.04526
2020-01-31,EOSBTC,0.000258,0.0002768,0.000258,0.000268,411.65,0.1106
2020-01-30,EOSBTC,0.0002703,0.00028,0.000255,0.000258,325.18,0.08709
2020-01-29,EOSBTC,0.000268,0.00028,0.0002492,0.0002703,2063.8,0.5665
2020-01-28,EOSBTC,0.0002799,0.00028,0.000268,0.000268,519.74,0.1428
2020-01-27,EOSBTC,0.00028,0.00028,0.000268,0.0002799,1408.49,0.3913
2020-01-26,EOSBTC,0.00027,0.00028,0.000268,0.00028,533.3,0.1489
2020-01-25,EOSBTC,0.0002795,0.0002795,0.000268,0.00027,228.25,0.06174
2020-01-24,EOSBTC,0.000268,0.0002795,0.000268,0.0002795,80.96,0.02214
2020-01-23,EOSBTC,0.00028,0.00028,0.0002635,0.000268,38.96,0.01068
2020-01-22,EOSBTC,0.000259,0.00028,0.000259,0.00028,518.23,0.141
2020-01-21,EOSBTC,0.000281,0.000281,0.000259,0.000259,178.14,0.04893
2020-01-20,EOSBTC,0.00029,0.00029,0.000259,0.000281,301.17,0.08049
2020-01-19,EOSBTC,0.0003,0.0003,0.00027,0.00029,34.93,0.009735
2020-01-18,EOSBTC,0.000295,0.0003,0.0002691,0.0003,178.4,0.05068
2020-01-17,EOSBTC,0.000261,0.000299,0.0002476,0.000295,390.87,0.1089
2020-01-16,EOSBTC,0.000279,0.0002876,0.0002551,0.000261,622.77,0.1686
2020-01-15,EOSBTC,0.0002481,0.00028,0.00023,0.000279,758.18,0.2035
2020-01-14,EOSBTC,0.0002468,0.0002481,0.0002251,0.0002481,337.72,0.08072
2020-01-13,EOSBTC,0.0002313,0.0002468,0.000231,0.0002468,8.258,0.001921
2020-01-12,EOSBTC,0.0002494,0.0002497,0.0002312,0.0002313,73.02,0.0175
2020-01-11,EOSBTC,0.000247,0.00025,0.0002305,0.0002494,57.35,0.01404
2020-01-10,EOSBTC,0.000247,0.000247,0.000247,0.000247,0.0,0.0
2020-01-09,EOSBTC,0.0002134,0.000247,0.0002134,0.000247,4.777,0.00116
2020-01-08,EOSBTC,0.00024,0.000251,0.0002134,0.0002134,98.18,0.023
2020-01-07,EOSBTC,0.000236,0.000246,0.0002351,0.00024,142.0,0.03397
2020-01-06,EOSBTC,0.0002459,0.0002459,0.000236,0.000236,36.65,0.008698
2020-01-05,EOSBTC,0.000236,0.000246,0.000236,0.0002459,113.92,0.02746
2020-01-04,EOSBTC,0.0002401,0.0002401,0.000236,0.000236,151.04,0.03625
2020-01-03,EOSBTC,0.0002401,0.0002527,0.00024,0.0002401,36.47,0.008799
2020-01-02,EOSBTC,0.0002434,0.0002511,0.00024,0.0002401,72.62,0.01752
2020-01-01,EOSBTC,0.0002404,0.0002434,0.00024,0.0002434,50.42,0.01216
2019-12-31,EOSBTC,0.00024,0.0002578,0.00024,0.0002404,57.64,0.01406
2019-12-30,EOSBTC,0.0002451,0.00026,0.00024,0.00024,164.28,0.03982
2019-12-29,EOSBTC,0.00025,0.0002718,0.00024,0.0002451,1573.35,0.3978
2019-12-28,EOSBTC,0.00025,0.0002635,0.00025,0.00025,225.38,0.05808
2019-12-27,EOSBTC,0.0002617,0.0002617,0.00025,0.00025,247.96,0.06257
2019-12-26,EOSBTC,0.00026,0.0002635,0.0002503,0.0002617,131.62,0.03431
2019-12-25,EOSBTC,0.0002595,0.000289,0.0002503,0.00026,654.05,0.1719
2019-12-24,EOSBTC,0.0002445,0.0003,0.0002445,0.0002595,762.73,0.2193
2019-12-23,EOSBTC,0.0002442,0.0002445,0.0002442,0.0002445,3.2,0.0007823
2019-12-22,EOSBTC,0.0002411,0.0002611,0.000241,0.0002442,237.28,0.06074
2019-12-21,EOSBTC,0.0002501,0.000263,0.00024,0.0002411,89.93,0.02188
2019-12-20,EOSBTC,0.00024,0.000263,0.00024,0.0002501,230.82,0.05647
2019-12-19,EOSBTC,0.0002415,0.0002415,0.00024,0.00024,57.72,0.01385
2019-12-18,EOSBTC,0.0002599,0.0002599,0.00024,0.0002415,23.81,0.005727
2019-12-17,EOSBTC,0.0002431,0.0002634,0.00024,0.0002599,82.54,0.02014
2019-12-16,EOSBTC,0.000242,0.0002637,0.000242,0.0002431,72.73,0.01864
2019-12-15,EOSBTC,0.0002502,0.000263,0.000236,0.000242,142.8,0.03634
2019-12-14,EOSBTC,0.0002512,0.0002639,0.0002502,0.0002502,301.87,0.07592
2019-12-13,EOSBTC,0.0002699,0.0002699,0.0002511,0.0002512,54.94,0.0138
2019-12-12,EOSBTC,0.0002606,0.0002699,0.0002501,0.0002699,172.05,0.04519
2019-12-11,EOSBTC,0.0002501,0.0002676,0.00025,0.0002606,57.25,0.01451
2019-12-10,EOSBTC,0.00027,0.00027,0.0002501,0.0002501,250.1,0.06455
2019-12-09,EOSBTC,0.0002635,0.00027,0.0002635,0.00027,267.12,0.07088
2019-12-08,EOSBTC,0.000254,0.000264,0.000254,0.0002635,91.25,0.02388
2019-12-07,EOSBTC,0.000271,0.000333,0.00025,0.000254,1183.25,0.3071
2019-12-06,EOSBTC,0.000282,0.0003333,0.0002545,0.000271,1567.67,0.4738
2019-12-05,EOSBTC,0.0002758,0.000282,0.0002621,0.000282,34.98,0.00959
2019-12-04,EOSBTC,0.000263,0.0002799,0.0002531,0.0002758,57.17,0.01509
2019-12-03,EOSBTC,0.000261,0.000281,0.000261,0.000263,50.7,0.01376
2019-12-02,EOSBTC,0.0002983,0.0002983,0.000253,0.000261,423.04,0.1193
2019-12-01,EOSBTC,0.0002721,0.0003013,0.0002706,0.0002983,328.94,0.09158
2019-11-30,EOSBTC,0.0002681,0.000282,0.0002681,0.0002721,42.99,0.01202
2019-11-29,EOSBTC,0.0002825,0.0003083,0.0002681,0.0002681,198.75,0.05551
2019-11-28,EOSBTC,0.0002825,0.0003099,0.0002825,0.0002825,268.26,0.07883
2019-11-27,EOSBTC,0.0002824,0.0002833,0.0002824,0.0002825,24.16,0.006835
2019-11-26,EOSBTC,0.0002793,0.000315,0.0002793,0.0002824,331.69,0.0976
2019-11-25,EOSBTC,0.0002854,0.0003006,0.0002793,0.0002793,155.14,0.0445
2019-11-24,EOSBTC,0.0002857,0.000305,0.0002853,0.0002854,321.27,0.09634
2019-11-23,EOSBTC,0.0002902,0.000315,0.0002842,0.0002857,927.73,0.2723
2019-11-22,EOSBTC,0.0003076,0.0003076,0.0002843,0.0002902,119.13,0.03442
2019-11-21,EOSBTC,0.00029,0.0003076,0.0002872,0.0003076,98.73,0.02879
2019-11-20,EOSBTC,0.0002883,0.0003087,0.0002883,0.00029,22.21,0.006788
2019-11-19,EOSBTC,0.0002884,0.00031,0.0002843,0.0002883,740.26,0.2143
2019-11-18,EOSBTC,0.000309,0.00031,0.0002877,0.0002884,26.53,0.007966
2019-11-17,EOSBTC,0.0002842,0.000309,0.0002842,0.000309,142.75,0.04245
2019-11-16,EOSBTC,0.0003168,0.0003168,0.0002842,0.0002842,54.29,0.01625
2019-11-15,EOSBTC,0.0002983,0.0003168,0.0002959,0.0003168,847.71,0.258
2019-11-14,EOSBTC,0.0002929,0.0002983,0.0002841,0.0002983,210.99,0.06196
2019-11-13,EOSBTC,0.000289,0.0002982,0.0002024,0.0002929,217.06,0.06026
2019-11-12,EOSBTC,0.0002977,0.0002977,0.0002714,0.000289,406.48,0.1139
2019-11-11,EOSBTC,0.0002994,0.0002994,0.0001583,0.0002977,819.1,0.2215
2019-11-10,EOSBTC,0.0002926,0.0003062,0.0002812,0.0002994,111.1,0.03284
2019-11-09,EOSBTC,0.000308,0.000308,0.0002812,0.0002926,396.55,0.1138
2019-11-08,EOSBTC,0.0002897,0.000308,0.0002897,0.000308,103.63,0.03166
2019-11-07,EOSBTC,0.0002909,0.0003077,0.0002801,0.0002897,1134.64,0.3328
2019-11-06,EOSBTC,0.0003057,0.0003057,0.0002777,0.0002909,247.91,0.07069
2019-11-05,EOSBTC,0.0003057,0.0003057,0.0002885,0.0003057,59.04,0.01782
2019-11-04,EOSBTC,0.0002891,0.0003057,0.0002819,0.0003057,261.37,0.07625
2019-11-03,EOSBTC,0.0003049,0.0003077,0.0002891,0.0002891,107.44,0.03276
2019-11-02,EOSBTC,0.0002776,0.0003077,0.0002776,0.0003049,77.28,0.0233
2019-11-01,EOSBTC,0.0002829,0.0003077,0.0002776,0.0002776,142.53,0.0408
2019-10-31,EOSBTC,0.0003095,0.0003099,0.0002806,0.0002829,402.13,0.1162
2019-10-30,EOSBTC,0.000298,0.0003124,0.0002806,0.0003095,191.88,0.05882
2019-10-29,EOSBTC,0.0002878,0.0003,0.000275,0.000298,416.58,0.1223
2019-10-28,EOSBTC,0.000275,0.0003333,0.000275,0.0002878,371.81,0.1104
2019-10-27,EOSBTC,0.000292,0.0003079,0.000275,0.000275,126.94,0.03588
2019-10-26,EOSBTC,0.0003061,0.0003101,0.0002815,0.000292,324.99,0.0962
2019-10-25,EOSBTC,0.0003,0.000344,0.0003,0.0003061,546.29,0.1685
2019-10-24,EOSBTC,0.0003232,0.0003444,0.0003,0.0003,746.16,0.2322
2019-10-23,EOSBTC,0.0003323,0.0003332,0.0003229,0.0003232,53.05,0.01757
2019-10-22,EOSBTC,0.0003052,0.0003333,0.0002812,0.0003323,388.21,0.1199
2019-10-21,EOSBTC,0.0002864,0.00032,0.0002855,0.0003052,193.09,0.05765
2019-10-20,EOSBTC,0.0003186,0.0003208,0.0002789,0.0002864,806.31,0.2355
2019-10-19,EOSBTC,0.0003185,0.0003376,0.0003184,0.0003186,86.97,0.02903
2019-10-18,EOSBTC,0.000317,0.0003425,0.000317,0.0003185,19.63,0.006324
2019-10-17,EOSBTC,0.0003254,0.0003435,0.0003162,0.000317,22.54,0.007206
2019-10-16,EOSBTC,0.00033,0.0003499,0.0003242,0.0003254,60.5,0.02022
2019-10-15,EOSBTC,0.000325,0.000352,0.0003011,0.00033,237.7,0.07746
2019-10-14,EOSBTC,0.0003436,0.0003436,0.000325,0.000325,188.66,0.06156
2019-10-13,EOSBTC,0.0003439,0.000344,0.000325,0.0003436,27.47,0.009293
2019-10-12,EOSBTC,0.0003459,0.0003506,0.0003013,0.0003439,398.69,0.1309
2019-10-11,EOSBTC,0.000331,0.00039,0.000324,0.0003459,354.73,0.1231
2019-10-10,EOSBTC,0.0003366,0.0003431,0.0003241,0.000331,180.05,0.06042
2019-10-09,EOSBTC,0.00032,0.00035,0.00032,0.0003366,57.73,0.01979
2019-10-08,EOSBTC,0.0003271,0.0003713,0.0003066,0.00032,281.72,0.09582
2019-10-07,EOSBTC,0.000336,0.000342,0.0003271,0.0003271,61.11,0.02058
2019-10-06,EOSBTC,0.00034,0.000342,0.0003271,0.000336,76.56,0.02605
2019-10-05,EOSBTC,0.000338,0.00034,0.000325,0.00034,60.63,0.02031
2019-10-04,EOSBTC,0.0003261,0.000338,0.0003001,0.000338,78.0,0.02548
2019-10-03,EOSBTC,0.0003377,0.0003386,0.0003261,0.0003261,55.4,0.01862
2019-10-02,EOSBTC,0.0003241,0.0003377,0.0003126,0.0003377,289.72,0.09674
2019-10-01,EOSBTC,0.0003187,0.0003289,0.0003,0.0003241,252.48,0.08137
2019-09-30,EOSBTC,0.0003114,0.0003278,0.0003114,0.0003187,167.32,0.05356
2019-09-29,EOSBTC,0.0003073,0.0003117,0.0003073,0.0003114,25.98,0.008082
2019-09-28,EOSBTC,0.0003366,0.0003366,0.0003073,0.0003073,381.19,0.1216
2019-09-27,EOSBTC,0.0003065,0.0003366,0.0003065,0.0003366,145.08,0.04646
2019-09-26,EOSBTC,0.0003071,0.0003085,0.0003009,0.0003065,400.32,0.1226
2019-09-25,EOSBTC,0.0002887,0.0003079,0.0002843,0.0003071,364.79,0.1072
2019-09-24,EOSBTC,0.0003264,0.0003378,0.0002865,0.0002887,1153.63,0.3474
2019-09-23,EOSBTC,0.0003199,0.0003383,0.0002938,0.0003264,166.79,0.05501
2019-09-22,EOSBTC,0.0003199,0.00033,0.0003034,0.0003199,228.28,0.07317
2019-09-21,EOSBTC,0.0003218,0.0003383,0.0003199,0.0003199,80.64,0.02675
2019-09-20,EOSBTC,0.0003399,0.00034,0.0003034,0.0003218,90.8,0.03016
2019-09-19,EOSBTC,0.00033,0.0003409,0.000322,0.0003399,330.87,0.1095
2019-09-18,EOSBTC,0.0003136,0.0003409,0.0003136,0.00033,407.44,0.1353
2019-09-17,EOSBTC,0.000313,0.0003398,0.000313,0.0003136,451.83,0.1458
2019-09-16,EOSBTC,0.0003128,0.0003586,0.0003128,0.000313,412.75,0.1366
2019-09-15,EOSBTC,0.0003357,0.0003533,0.0003128,0.0003128,482.25,0.1602
2019-09-14,EOSBTC,0.0003133,0.0003357,0.0003133,0.0003357,512.35,0.1673
2019-09-13,EOSBTC,0.0003124,0.0003278,0.000311,0.0003133,64.66,0.02063
2019-09-12,EOSBTC,0.0003306,0.0003306,0.0003093,0.0003124,94.64,0.0296
2019-09-11,EOSBTC,0.0003203,0.0003309,0.0003034,0.0003306,356.44,0.1143
2019-09-10,EOSBTC,0.0003102,0.0003246,0.0003034,0.0003203,363.7,0.1165
2019-09-09,EOSBTC,0.0003057,0.0003224,0.0003,0.0003102,622.36,0.1976
2019-09-08,EOSBTC,0.0002877,0.0003332,0.0002877,0.0003057,462.67,0.1491
2019-09-07,EOSBTC,0.0002935,0.0003094,0.0002867,0.0002877,118.98,0.03498
2019-09-06,EOSBTC,0.0002893,0.0002935,0.000287,0.0002935,89.52,0.02582
2019-09-05,EOSBTC,0.0003021,0.0003144,0.0002893,0.0002893,286.47,0.08486
2019-09-04,EOSBTC,0.000315,0.00035,0.000302,0.0003021,300.82,0.09783
2019-09-03,EOSBTC,0.0002992,0.0003269,0.0002992,0.000315,314.28,0.0967
2019-09-02,EOSBTC,0.0003261,0.0003261,0.0002992,0.0002992,449.24,0.1361
2019-09-01,EOSBTC,0.0003292,0.0003357,0.0003011,0.0003261,740.61,0.2343
2019-08-31,EOSBTC,0.0003188,0.0003292,0.00031,0.0003292,61.3,0.01967
2019-08-30,EOSBTC,0.0003166,0.0003193,0.0003166,0.0003188,37.42,0.01195
2019-08-29,EOSBTC,0.0003263,0.000335,0.0003103,0.0003166,231.71,0.07596
2019-08-28,EOSBTC,0.0003349,0.0003349,0.0002995,0.0003263,589.23,0.185
2019-08-27,EOSBTC,0.000325,0.0003349,0.000325,0.0003349,34.7,0.01145
2019-08-26,EOSBTC,0.0003212,0.000341,0.0003112,0.000325,226.95,0.07527
2019-08-25,EOSBTC,0.0003313,0.0003313,0.0003212,0.0003212,103.02,0.03359
2019-08-24,EOSBTC,0.0003241,0.0003313,0.0003149,0.0003313,123.8,0.03983
2019-08-23,EOSBTC,0.0003233,0.000332,0.0002991,0.0003241,576.76,0.1873
2019-08-22,EOSBTC,0.0002962,0.0003233,0.0002901,0.0003233,646.92,0.2075
2019-08-21,EOSBTC,0.0003233,0.0003233,0.00029,0.0002962,319.67,0.0982
2019-08-20,EOSBTC,0.0003106,0.0003233,0.0002901,0.0003233,91.65,0.02878
2019-08-19,EOSBTC,0.0003305,0.0003305,0.0002904,0.0003106,62.17,0.01921
2019-08-18,EOSBTC,0.0003335,0.0003338,0.00031,0.0003305,120.95,0.03934
2019-08-17,EOSBTC,0.0003272,0.0003426,0.0003263,0.0003335,133.41,0.04403
2019-08-16,EOSBTC,0.0003388,0.0003686,0.0003263,0.0003272,222.98,0.07815
2019-08-15,EOSBTC,0.0003263,0.0003514,0.0003263,0.0003388,43.48,0.01493
2019-08-14,EOSBTC,0.0003019,0.0003516,0.0003019,0.0003263,364.15,0.1186
2019-08-13,EOSBTC,0.0003293,0.00033,0.0002924,0.0003019,211.95,0.06675
2019-08-12,EOSBTC,0.0003239,0.00033,0.0003178,0.0003293,64.84,0.02112
2019-08-11,EOSBTC,0.0003178,0.00033,0.0003178,0.0003239,13.42,0.004342
2019-08-10,EOSBTC,0.0003145,0.0003274,0.000303,0.0003178,259.41,0.08144
2019-08-09,EOSBTC,0.00034,0.00034,0.0003145,0.0003145,74.39,0.02404
2019-08-08,EOSBTC,0.000324,0.00034,0.00032,0.00034,349.72,0.1148
2019-08-07,EOSBTC,0.0003421,0.000347,0.000324,0.000324,13.06,0.004277
2019-08-06,EOSBTC,0.0003567,0.0003567,0.00032,0.0003421,161.92,0.05474
2019-08-05,EOSBTC,0.0003686,0.0003686,0.0003402,0.0003567,421.68,0.1507
2019-08-04,EOSBTC,0.00037,0.000375,0.0003555,0.0003686,125.76,0.0456
2019-08-03,EOSBTC,0.0003786,0.0003949,0.00037,0.00037,18.56,0.006972
2019-08-02,EOSBTC,0.00039,0.0003949,0.0003555,0.0003786,412.17,0.1538
2019-08-01,EOSBTC,0.0003912,0.0004001,0.00039,0.00039,291.48,0.1149
2019-07-31,EOSBTC,0.0004194,0.0004247,0.00039,0.0003912,412.11,0.1619
2019-07-30,EOSBTC,0.0004212,0.0004323,0.00039,0.0004194,543.17,0.2168
2019-07-29,EOSBTC,0.000402,0.0004212,0.00039,0.0004212,178.29,0.07262
2019-07-28,EOSBTC,0.000398,0.0004099,0.0003473,0.000402,270.28,0.1048
2019-07-27,EOSBTC,0.0003225,0.0004099,0.00027,0.000398,808.26,0.2806
2019-07-26,EOSBTC,0.0003365,0.0003365,0.0003083,0.0003225,386.05,0.1241
2019-07-25,EOSBTC,0.0003203,0.0003365,0.000306,0.0003365,546.38,0.1738
2019-07-24,EOSBTC,0.000341,0.0003479,0.0003186,0.0003203,490.11,0.1627
2019-07-23,EOSBTC,0.0003262,0.0003445,0.0003102,0.000341,615.97,0.1979
2019-07-22,EOSBTC,0.0003174,0.0003309,0.0003103,0.0003262,517.62,0.1667
2019-07-21,EOSBTC,0.0003264,0.0003415,0.0003146,0.0003174,556.47,0.183
2019-07-20,EOSBTC,0.0003136,0.0003417,0.0003136,0.0003264,599.39,0.1994
2019-07-19,EOSBTC,0.0003286,0.0003389,0.0003135,0.0003136,122.63,0.0396
2019-07-18,EOSBTC,0.00033,0.0003393,0.00027,0.0003286,1574.57,0.5107
2019-07-17,EOSBTC,0.00037,0.0003791,0.000221,0.00033,3137.9,1.007
2019-07-16,EOSBTC,0.000406,0.000406,0.0002503,0.00037,994.88,0.3349
2019-07-15,EOSBTC,0.0004064,0.000481,0.0003914,0.000406,549.26,0.2379
2019-07-14,EOSBTC,0.0004063,0.0004242,0.000394,0.0004064,287.65,0.1173
2019-07-13,EOSBTC,0.0004062,0.0004063,0.0003948,0.0004063,96.04,0.03884
2019-07-12,EOSBTC,0.0004,0.0004135,0.0003906,0.0004062,490.97,0.1947
2019-07-11,EOSBTC,0.000425,0.000425,0.0003599,0.0004,550.73,0.2207
2019-07-10,EOSBTC,0.00044,0.0004463,0.0004025,0.000425,633.07,0.2735
2019-07-09,EOSBTC,0.000465,0.0004737,0.00044,0.00044,472.36,0.2138
2019-07-08,EOSBTC,0.000475,0.0004886,0.000455,0.000465,148.49,0.06994
2019-07-07,EOSBTC,0.000474,0.0004999,0.0004602,0.000475,209.36,0.09932
2019-07-06,EOSBTC,0.0004765,0.0004976,0.0004612,0.000474,116.68,0.05635
2019-07-05,EOSBTC,0.0004971,0.0005178,0.000456,0.0004765,664.01,0.3164
2019-07-04,EOSBTC,0.0004934,0.0004971,0.00044,0.0004971,430.73,0.1983
2019-07-03,EOSBTC,0.0004911,0.0005247,0.000463,0.0004934,238.71,0.1172
2019-07-02,EOSBTC,0.0005249,0.0005602,0.0004875,0.0004911,1123.07,0.5934
