Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LSK,Volume USD
2019-10-01,LSKUSD,0.82,0.82,0.82,0.82,0.0,0.0
2019-09-30,LSKUSD,0.82,0.82,0.82,0.82,0.0,0.0
2019-09-29,LSKUSD,0.77,0.82,0.77,0.82,29.5,24.19
2019-09-28,LSKUSD,0.77,0.77,0.77,0.77,0.0,0.0
2019-09-27,LSKUSD,0.8,0.8,0.77,0.77,62.42,48.06
2019-09-26,LSKUSD,0.88,0.88,0.8,0.8,9.75,7.8
2019-09-25,LSKUSD,0.88,0.88,0.88,0.88,0.0,0.0
2019-09-24,LSKUSD,1.15,1.15,0.88,0.88,18.0,15.92
2019-09-23,LSKUSD,1.15,1.15,1.15,1.15,0.0,0.0
2019-09-22,LSKUSD,1.15,1.15,1.15,1.15,0.0,0.0
2019-09-21,LSKUSD,1.15,1.15,1.15,1.15,0.0,0.0
2019-09-20,LSKUSD,0.98,1.15,0.98,1.15,86.96,100.0
2019-09-19,LSKUSD,1.09,1.09,0.98,0.98,8.0,7.84
2019-09-18,LSKUSD,1.17,1.17,1.09,1.09,96.74,105.45
2019-09-17,LSKUSD,0.93,1.17,0.93,1.17,13.37,14.76
2019-09-16,LSKUSD,0.93,0.93,0.93,0.93,0.0,0.0
2019-09-15,LSKUSD,0.93,0.93,0.93,0.93,0.0,0.0
2019-09-14,LSKUSD,0.93,0.93,0.93,0.93,0.0,0.0
2019-09-13,LSKUSD,0.93,0.93,0.93,0.93,0.0,0.0
2019-09-12,LSKUSD,0.97,0.97,0.93,0.93,234.93,220.67
2019-09-11,LSKUSD,1,1,0.97,0.97,357.34,350.03
2019-09-10,LSKUSD,1.05,1.05,1,1,255.62,255.71
2019-09-09,LSKUSD,1.1,1.1,1.05,1.05,5.262,5.525
2019-09-08,LSKUSD,1.02,1.1,1.02,1.1,31.28,34.41
2019-09-07,LSKUSD,1.02,1.02,1.02,1.02,0.0,0.0
2019-09-06,LSKUSD,1.04,1.04,1.02,1.02,525.73,536.3
2019-09-05,LSKUSD,1.14,1.24,1.04,1.04,274.48,304.45
2019-09-04,LSKUSD,1.14,1.14,1.14,1.14,0.0,0.0
2019-09-03,LSKUSD,1.12,1.15,1.04,1.14,199.26,215.75
2019-09-02,LSKUSD,1.12,1.12,1.12,1.12,0.0,0.0
2019-09-01,LSKUSD,1.12,1.12,1.12,1.12,0.0,0.0
2019-08-31,LSKUSD,1.12,1.12,1.12,1.12,0.0,0.0
2019-08-30,LSKUSD,1.28,1.28,1.12,1.12,289.0,323.68
2019-08-29,LSKUSD,1.28,1.28,1.28,1.28,0.0,0.0
2019-08-28,LSKUSD,1.18,1.29,1.18,1.28,23.42,30.17
2019-08-27,LSKUSD,1.18,1.18,1.18,1.18,0.0,0.0
2019-08-26,LSKUSD,1.38,1.38,1.18,1.18,16.59,19.58
2019-08-25,LSKUSD,1.38,1.38,1.38,1.38,0.0,0.0
2019-08-24,LSKUSD,1.38,1.38,1.38,1.38,0.0,0.0
2019-08-23,LSKUSD,1.38,1.38,1.38,1.38,0.0,0.0
2019-08-22,LSKUSD,1.25,1.38,1.08,1.38,11.96,15.01
2019-08-21,LSKUSD,1.21,1.25,1.1,1.25,17.18,20.11
2019-08-20,LSKUSD,1.42,1.42,1.21,1.21,18.03,22.47
2019-08-19,LSKUSD,1.42,1.42,1.42,1.42,0.0,0.0
2019-08-18,LSKUSD,1.42,1.42,1.42,1.42,0.0,0.0
2019-08-17,LSKUSD,1.07,1.42,1.07,1.42,3.648,5.18
2019-08-16,LSKUSD,1.18,1.18,1.07,1.07,50.0,56.98
2019-08-15,LSKUSD,1.18,1.18,1.18,1.18,0.0,0.0
2019-08-14,LSKUSD,1.22,1.22,1.18,1.18,42.37,50.0
2019-08-13,LSKUSD,1.2,1.22,1.2,1.22,5.27,6.43
2019-08-12,LSKUSD,1.2,1.2,1.2,1.2,0.0,0.0
2019-08-11,LSKUSD,1.2,1.2,1.2,1.2,0.0,0.0
2019-08-10,LSKUSD,1.37,1.37,1.2,1.2,11.79,15.07
2019-08-09,LSKUSD,1.49,1.49,1.37,1.37,34.45,47.19
2019-08-08,LSKUSD,1.49,1.49,1.49,1.49,0.0,0.0
2019-08-07,LSKUSD,1.57,1.57,1.29,1.49,35.41,50.14
2019-08-06,LSKUSD,1.3,1.57,1.3,1.57,13.26,20.82
2019-08-05,LSKUSD,1.29,1.56,1.29,1.3,17.49,23.81
2019-08-04,LSKUSD,1.45,1.45,1.29,1.29,206.2,267.99
2019-08-03,LSKUSD,1.42,1.45,1.42,1.45,7.821,11.34
2019-08-02,LSKUSD,1.42,1.42,1.42,1.42,0.0,0.0
2019-08-01,LSKUSD,1.42,1.42,1.42,1.42,0.0,0.0
2019-07-31,LSKUSD,1.39,1.42,1.05,1.42,49.08,62.9
2019-07-30,LSKUSD,1.38,1.69,1.38,1.39,31.32,51.55
2019-07-29,LSKUSD,1.38,1.38,1.38,1.38,0.0,0.0
2019-07-28,LSKUSD,1.42,1.42,1.38,1.38,8.953,12.5
2019-07-27,LSKUSD,1.45,1.45,1.42,1.42,5.179,7.391
2019-07-26,LSKUSD,1.45,1.45,1.45,1.45,0.0,0.0
2019-07-25,LSKUSD,1.56,1.58,1.45,1.45,14.37,21.6
2019-07-24,LSKUSD,1.64,1.71,1.03,1.56,512.26,731.41
2019-07-23,LSKUSD,1.44,1.64,1.44,1.64,1051.89,1639.38
2019-07-22,LSKUSD,1.56,1.56,1.44,1.44,3.775,5.436
2019-07-21,LSKUSD,1.34,1.56,1.34,1.56,5.0,7.8
2019-07-20,LSKUSD,1.25,1.52,1.25,1.34,114.15,167.17
2019-07-19,LSKUSD,1.34,1.42,1.24,1.25,99.47,131.98
2019-07-18,LSKUSD,1.08,1.34,1.08,1.34,5.022,6.729
2019-07-17,LSKUSD,1.08,1.08,1.08,1.08,0.0,0.0
2019-07-16,LSKUSD,1.28,1.28,1.08,1.08,83.34,90.01
2019-07-15,LSKUSD,1.28,1.28,1.28,1.28,0.0,0.0
2019-07-14,LSKUSD,1.42,1.42,1.28,1.28,74.5,96.76
2019-07-13,LSKUSD,1.61,1.61,1.42,1.42,5.0,7.1
2019-07-12,LSKUSD,1.38,1.61,1.38,1.61,13.58,21.74
2019-07-11,LSKUSD,1.58,1.58,1.38,1.38,164.92,227.71
2019-07-10,LSKUSD,1.61,1.97,1.5,1.58,639.88,1073.12
2019-07-09,LSKUSD,1.65,1.65,1.58,1.61,237.49,381.42
2019-07-08,LSKUSD,1.65,1.65,1.65,1.65,0.0,0.0
2019-07-07,LSKUSD,1.62,1.65,1.62,1.65,18.78,30.99
2019-07-06,LSKUSD,1.6,1.64,1.6,1.62,139.97,229.49
2019-07-05,LSKUSD,1.65,1.65,1.6,1.6,201.84,327.42
2019-07-04,LSKUSD,1.65,1.73,1.65,1.65,1428.01,2397.27
2019-07-03,LSKUSD,1.65,1.65,1.65,1.65,0.0,0.0
2019-07-02,LSKUSD,1.73,1.73,1.65,1.65,121.82,208.46
2019-07-01,LSKUSD,1.8,1.8,1.73,1.73,91.25,160.14
2019-06-30,LSKUSD,1.83,1.84,1.8,1.8,12.04,21.91
2019-06-29,LSKUSD,1.98,1.98,1.83,1.83,3.716,6.8
2019-06-28,LSKUSD,1.62,1.98,1.62,1.98,69.08,128.89
2019-06-27,LSKUSD,2.1,2.1,1.5,1.62,175.39,305.67
2019-06-26,LSKUSD,2.02,2.15,1.95,2.1,366.1,755.73
2019-06-25,LSKUSD,2.05,2.16,2.02,2.02,241.61,498.26
2019-06-24,LSKUSD,2.08,2.15,2,2.05,409.65,838.48
2019-06-23,LSKUSD,2.05,2.36,2.05,2.08,500.14,1109.95
2019-06-22,LSKUSD,2.05,2.3,2.05,2.05,409.14,859.06
2019-06-21,LSKUSD,2.05,2.05,1.96,2.05,378.82,775.52
2019-06-20,LSKUSD,2.05,2.15,2.03,2.05,390.55,803.75
2019-06-19,LSKUSD,2.05,2.05,2.05,2.05,0.0,0.0
2019-06-18,LSKUSD,2.13,2.21,2.05,2.05,209.88,454.25
2019-06-17,LSKUSD,2,2.13,2,2.13,18.63,39.67
2019-06-16,LSKUSD,1.99,2.43,1.97,2,583.86,1337.58
2019-06-15,LSKUSD,2,2.15,1.99,1.99,92.45,194.14
2019-06-14,LSKUSD,2,2.5,1.93,2,1533.67,3297.96
2019-06-13,LSKUSD,2.19,2.49,2,2,2900.91,6678.77
2019-06-12,LSKUSD,1.97,2.19,1.97,2.19,191.56,412.18
2019-06-11,LSKUSD,1.96,1.99,1.96,1.97,159.5,314.31
2019-06-10,LSKUSD,1.96,1.96,1.96,1.96,0.0,0.0
2019-06-09,LSKUSD,2.05,2.05,1.96,1.96,3.061,6.0
2019-06-08,LSKUSD,2.05,2.05,2.05,2.05,2.927,6.0
2019-06-07,LSKUSD,1.9,2.05,1.9,2.05,10.01,20.52
2019-06-06,LSKUSD,1.93,1.93,1.9,1.9,40.0,76.0
2019-06-05,LSKUSD,1.88,1.96,1.88,1.93,338.08,648.51
2019-06-04,LSKUSD,2.12,2.12,1.88,1.88,928.72,1850.29
2019-06-03,LSKUSD,2.12,2.12,2.12,2.12,88.82,188.3
2019-06-02,LSKUSD,2.19,2.28,2.12,2.12,45.54,102.82
2019-06-01,LSKUSD,1.97,2.2,1.97,2.19,270.01,568.62
2019-05-31,LSKUSD,2.13,2.13,1.97,1.97,98.19,193.43
2019-05-30,LSKUSD,2.03,2.19,2.03,2.13,77.91,169.62
2019-05-29,LSKUSD,2.09,2.12,2.03,2.03,65.37,136.44
2019-05-28,LSKUSD,2.06,2.15,2.06,2.09,1866.31,3910.82
2019-05-27,LSKUSD,2.09,2.09,2.06,2.06,2.427,5.0
2019-05-26,LSKUSD,2,2.1,1.99,2.09,487.26,996.47
2019-05-25,LSKUSD,2,2.1,1.88,2,118.48,240.39
2019-05-24,LSKUSD,2,2,2,2,0.0,0.0
2019-05-23,LSKUSD,1.9,2,1.9,2,53.97,103.83
2019-05-22,LSKUSD,2.05,2.05,1.9,1.9,13.46,25.87
2019-05-21,LSKUSD,2.01,2.05,2.01,2.05,3.391,6.951
2019-05-20,LSKUSD,2.15,2.15,1.99,2.01,208.98,420.77
2019-05-19,LSKUSD,1.88,2.15,1.88,2.15,3.203,6.887
2019-05-18,LSKUSD,1.88,1.88,1.88,1.88,0.0,0.0
2019-05-17,LSKUSD,2.18,2.18,1.88,1.88,235.14,471.7
2019-05-16,LSKUSD,2.06,2.32,2.02,2.18,547.46,1205.49
2019-05-15,LSKUSD,1.84,2.06,1.84,2.06,694.0,1383.43
2019-05-14,LSKUSD,1.82,1.98,1.7,1.84,336.86,607.58
2019-05-13,LSKUSD,1.73,1.99,1.73,1.82,322.74,621.56
2019-05-12,LSKUSD,1.99,1.99,1.73,1.73,66.41,123.36
2019-05-11,LSKUSD,1.79,1.99,1.79,1.99,266.44,512.03
2019-05-10,LSKUSD,1.79,1.85,1.7,1.79,467.75,837.16
2019-05-09,LSKUSD,1.7,1.79,1.69,1.79,190.71,324.72
2019-05-08,LSKUSD,1.83,1.83,1.7,1.7,37.78,64.23
2019-05-07,LSKUSD,1.58,1.83,1.58,1.83,18.78,34.01
2019-05-06,LSKUSD,1.58,1.58,1.58,1.58,0.0,0.0
2019-05-05,LSKUSD,1.67,1.72,1.58,1.58,152.34,255.24
2019-05-04,LSKUSD,1.67,1.82,1.67,1.67,33.98,58.21
2019-05-03,LSKUSD,1.76,1.77,1.67,1.67,106.07,185.61
2019-05-02,LSKUSD,1.76,1.76,1.76,1.76,4.114,7.24
2019-05-01,LSKUSD,1.62,1.79,1.62,1.76,211.72,368.73
2019-04-30,LSKUSD,1.63,1.65,1.62,1.62,203.32,332.38
