Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LSK,Volume USD
2019-04-29,LSKUSD,1.63,1.79,1.62,1.63,31.41,53.49
2019-04-28,LSKUSD,1.74,1.81,1.63,1.63,125.58,212.76
2019-04-27,LSKUSD,1.69,1.74,1.69,1.74,48.03,82.73
2019-04-26,LSKUSD,1.75,1.91,1.69,1.69,449.86,793.49
2019-04-25,LSKUSD,1.83,1.92,1.75,1.75,272.05,493.41
2019-04-24,LSKUSD,2,2,1.81,1.83,263.84,488.9
2019-04-23,LSKUSD,2.11,2.11,1.93,2,58.72,117.08
2019-04-22,LSKUSD,2.11,2.11,2.11,2.11,0.0,0.0
2019-04-21,LSKUSD,2.11,2.11,2.11,2.11,0.0,0.0
2019-04-20,LSKUSD,2.11,2.11,2.11,2.11,21.52,45.41
2019-04-19,LSKUSD,2.11,2.11,2.11,2.11,0.0,0.0
2019-04-18,LSKUSD,2,2.11,2,2.11,3.417,7.21
2019-04-17,LSKUSD,2,2.11,1.99,2,9.707,19.7
2019-04-16,LSKUSD,2.06,2.1,1.77,2,54.05,107.01
2019-04-15,LSKUSD,1.93,2.09,1.92,2.06,61.15,122.27
2019-04-14,LSKUSD,1.93,1.93,1.93,1.93,0.0,0.0
2019-04-13,LSKUSD,1.8,2.02,1.8,1.93,35.93,71.04
2019-04-12,LSKUSD,1.83,1.94,1.8,1.8,9.325,17.37
2019-04-11,LSKUSD,2,2.03,1.83,1.83,59.25,111.31
2019-04-10,LSKUSD,2,2,2,2,0.0,0.0
2019-04-09,LSKUSD,2.11,2.11,1.98,2,218.3,436.78
2019-04-08,LSKUSD,2.2,2.2,2.1,2.11,62.48,131.79
2019-04-07,LSKUSD,2.15,2.2,2.15,2.2,4.091,9.0
2019-04-06,LSKUSD,2.08,2.15,2.08,2.15,4.651,10.0
2019-04-05,LSKUSD,2.08,2.08,2.08,2.08,0.0,0.0
2019-04-04,LSKUSD,2.04,2.33,2.04,2.08,365.81,821.39
2019-04-03,LSKUSD,1.9,2.2,1.9,2.04,1176.98,2479.11
2019-04-02,LSKUSD,1.79,1.9,1.79,1.9,76.98,142.65
2019-04-01,LSKUSD,1.78,1.83,1.78,1.79,31.39,56.78
2019-03-31,LSKUSD,1.74,1.78,1.74,1.78,17.45,31.0
2019-03-30,LSKUSD,1.66,1.74,1.66,1.74,62.89,109.28
2019-03-29,LSKUSD,1.69,1.69,1.66,1.66,19.67,32.7
2019-03-28,LSKUSD,1.69,1.69,1.69,1.69,0.0,0.0
2019-03-27,LSKUSD,1.5,2.39,1.5,1.69,609.15,1095.53
2019-03-26,LSKUSD,1.5,1.5,1.5,1.5,0.0,0.0
2019-03-25,LSKUSD,1.55,1.55,1.5,1.5,53.32,80.01
2019-03-24,LSKUSD,1.58,1.58,1.5,1.55,52.06,80.35
2019-03-23,LSKUSD,1.5,1.58,1.5,1.58,3.487,5.51
2019-03-22,LSKUSD,1.5,1.5,1.5,1.5,0.0,0.0
2019-03-21,LSKUSD,1.63,1.63,1.5,1.5,38.2,58.08
2019-03-20,LSKUSD,1.63,1.63,1.63,1.63,0.0,0.0
2019-03-19,LSKUSD,1.56,2.85,1.56,1.63,1339.74,3002.12
2019-03-18,LSKUSD,1.54,1.56,1.43,1.56,61.71,92.82
2019-03-17,LSKUSD,1.48,1.54,1.48,1.54,5.0,7.7
2019-03-16,LSKUSD,1.61,1.61,1.48,1.48,24.69,37.36
2019-03-15,LSKUSD,1.54,1.69,1.54,1.61,118.19,198.87
2019-03-14,LSKUSD,1.49,1.58,1.46,1.54,207.86,320.68
2019-03-13,LSKUSD,1.39,1.49,1.35,1.49,1115.51,1646.28
2019-03-12,LSKUSD,1.25,1.44,1.25,1.39,1551.46,2169.46
2019-03-11,LSKUSD,1.27,1.27,1.25,1.25,5.578,6.973
2019-03-10,LSKUSD,1.35,1.35,1.27,1.27,4.029,5.117
2019-03-09,LSKUSD,1.13,1.35,1.13,1.35,22.97,31.01
2019-03-08,LSKUSD,1.13,1.13,1.13,1.13,0.0,0.0
2019-03-07,LSKUSD,1.13,1.13,1.13,1.13,0.0,0.0
2019-03-06,LSKUSD,1.13,1.13,1.13,1.13,0.0,0.0
2019-03-05,LSKUSD,1.17,1.17,1.13,1.13,5.0,5.65
2019-03-04,LSKUSD,1.21,1.21,1.17,1.17,5.957,6.97
2019-03-03,LSKUSD,1.21,1.21,1.21,1.21,0.0,0.0
2019-03-02,LSKUSD,1.22,1.22,1.21,1.21,55.61,67.29
2019-03-01,LSKUSD,1.22,1.22,1.22,1.22,0.0,0.0
2019-02-28,LSKUSD,1.22,1.22,1.22,1.22,0.0,0.0
2019-02-27,LSKUSD,1.2,1.22,1.2,1.22,22.41,27.34
2019-02-26,LSKUSD,1.2,1.2,1.2,1.2,0.0,0.0
2019-02-25,LSKUSD,1.5,1.5,1.2,1.2,22.48,26.98
2019-02-24,LSKUSD,1.3,1.5,1.26,1.5,236.5,323.03
2019-02-23,LSKUSD,1.24,1.3,1.24,1.3,12.39,16.0
2019-02-22,LSKUSD,1.24,1.24,1.24,1.24,114.68,142.2
2019-02-21,LSKUSD,1.25,1.25,1.24,1.24,4.04,5.01
2019-02-20,LSKUSD,1.25,1.25,1.25,1.25,0.0,0.0
2019-02-19,LSKUSD,1.25,1.25,1.25,1.25,0.0,0.0
2019-02-18,LSKUSD,1.14,1.25,1.14,1.25,6.329,7.911
2019-02-17,LSKUSD,1.14,1.14,1.14,1.14,0.0,0.0
2019-02-16,LSKUSD,1.14,1.14,1.14,1.14,0.0,0.0
2019-02-15,LSKUSD,1.14,1.14,1.14,1.14,0.0,0.0
2019-02-14,LSKUSD,1.14,1.14,1.14,1.14,0.0,0.0
2019-02-13,LSKUSD,1.15,1.15,1.14,1.14,4.395,5.01
2019-02-12,LSKUSD,1.09,1.16,1.09,1.15,14.25,16.46
2019-02-11,LSKUSD,1.09,1.09,1.09,1.09,0.0,0.0
2019-02-10,LSKUSD,1.19,1.19,1.09,1.09,72.45,82.7
2019-02-09,LSKUSD,1.19,1.19,1.19,1.19,0.0,0.0
2019-02-08,LSKUSD,1.02,1.19,1.02,1.19,140.45,161.04
2019-02-07,LSKUSD,1.07,1.07,1.02,1.02,94.71,96.87
2019-02-06,LSKUSD,1.07,1.07,1.07,1.07,0.0,0.0
2019-02-05,LSKUSD,1.15,1.15,1.02,1.07,79.31,84.74
2019-02-04,LSKUSD,1.15,1.15,1.15,1.15,0.0,0.0
2019-02-03,LSKUSD,1.29,1.29,1.13,1.15,51.13,58.36
2019-02-02,LSKUSD,1.29,1.29,1.29,1.29,0.0,0.0
2019-02-01,LSKUSD,1.29,1.29,1.29,1.29,0.0,0.0
2019-01-31,LSKUSD,1.29,1.29,1.29,1.29,0.0,0.0
2019-01-30,LSKUSD,1.03,1.29,1.03,1.29,23.26,30.0
2019-01-29,LSKUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-28,LSKUSD,1.28,1.28,1.03,1.03,112.95,122.05
2019-01-27,LSKUSD,1.28,1.28,1.28,1.28,0.0,0.0
2019-01-26,LSKUSD,1.28,1.28,1.28,1.28,0.0,0.0
2019-01-25,LSKUSD,1.28,1.28,1.28,1.28,0.0,0.0
2019-01-24,LSKUSD,1.23,1.28,1.23,1.28,41.66,53.25
2019-01-23,LSKUSD,1.23,1.23,1.23,1.23,0.0,0.0
2019-01-22,LSKUSD,1.23,1.23,1.23,1.23,0.0,0.0
2019-01-21,LSKUSD,1.23,1.23,1.23,1.23,0.0,0.0
2019-01-20,LSKUSD,1.23,1.29,1.23,1.23,21.01,26.12
2019-01-19,LSKUSD,1.19,1.23,1.19,1.23,4.878,6.0
2019-01-18,LSKUSD,1.2,1.23,1.19,1.19,53.56,64.45
2019-01-17,LSKUSD,1.28,1.28,1.19,1.2,35.7,43.75
2019-01-16,LSKUSD,1.36,1.36,1.26,1.28,20.79,26.41
2019-01-15,LSKUSD,1.36,1.36,1.36,1.36,0.0,0.0
2019-01-14,LSKUSD,1.2,1.36,1.2,1.36,14.56,19.53
2019-01-13,LSKUSD,1.2,1.2,1.2,1.2,5.0,6.0
2019-01-12,LSKUSD,1.2,1.2,1.2,1.2,0.0,0.0
2019-01-11,LSKUSD,1.2,1.2,1.2,1.2,0.0,0.0
2019-01-10,LSKUSD,1.49,1.49,1.2,1.2,108.61,131.46
2019-01-09,LSKUSD,1.49,1.49,1.49,1.49,9.933,14.8
2019-01-08,LSKUSD,1.27,1.49,1.27,1.49,100.43,149.44
2019-01-07,LSKUSD,1.27,1.27,1.27,1.27,0.0,0.0
2019-01-06,LSKUSD,1.27,1.27,1.27,1.27,0.0,0.0
2019-01-05,LSKUSD,1.27,1.27,1.27,1.27,0.0,0.0
2019-01-04,LSKUSD,1.33,1.33,1.27,1.27,12.14,15.5
2019-01-03,LSKUSD,1.33,1.33,1.33,1.33,0.0,0.0
2019-01-02,LSKUSD,1.44,1.49,1.32,1.33,3.981,5.306
2019-01-01,LSKUSD,1.33,1.44,1.33,1.44,0.07639,0.11
2018-12-31,LSKUSD,1.45,1.45,1.33,1.33,1.429,1.9
2018-12-30,LSKUSD,1.42,1.45,1.32,1.45,16.86,24.09
2018-12-29,LSKUSD,1.33,1.5,1.33,1.42,33.41,47.88
2018-12-28,LSKUSD,1.4,1.4,1.33,1.33,0.7519,1.0
2018-12-27,LSKUSD,1.5,1.5,1.4,1.4,173.17,250.58
2018-12-26,LSKUSD,1.17,1.5,1.17,1.5,37.98,53.94
2018-12-25,LSKUSD,1.52,1.6,1.17,1.17,53.05,72.97
2018-12-24,LSKUSD,1.49,1.56,1.49,1.52,77.7,119.66
2018-12-23,LSKUSD,1.39,1.5,1.06,1.49,122.2,172.27
2018-12-22,LSKUSD,1.64,1.64,1.38,1.39,3.532,4.91
2018-12-21,LSKUSD,1.55,1.65,1.41,1.64,366.15,577.09
2018-12-20,LSKUSD,1.47,1.57,1.36,1.55,4.814,7.249
2018-12-19,LSKUSD,1.25,1.7,1.17,1.47,132.1,194.71
2018-12-18,LSKUSD,1.3,1.3,1.05,1.25,19.69,24.57
2018-12-17,LSKUSD,1.04,1.3,1.04,1.3,1.261,1.52
2018-12-16,LSKUSD,1.04,1.04,1.04,1.04,0.0,0.0
2018-12-15,LSKUSD,1.05,1.08,1.04,1.04,0.4548,0.49
2018-12-14,LSKUSD,1.13,1.24,1.05,1.05,160.69,177.86
2018-12-13,LSKUSD,1.25,1.27,1.1,1.13,51.18,57.58
2018-12-12,LSKUSD,1.24,1.52,1.13,1.25,35.9,51.26
2018-12-11,LSKUSD,1.18,1.25,1.14,1.24,8.298,9.498
2018-12-10,LSKUSD,1.19,1.33,1.16,1.18,188.57,222.32
2018-12-09,LSKUSD,1.17,1.2,1.17,1.19,2.0,2.39
2018-12-08,LSKUSD,1.39,1.39,1.17,1.17,944.06,1137.05
2018-12-07,LSKUSD,1.24,1.56,1.15,1.39,477.78,563.07
2018-12-06,LSKUSD,1.37,1.37,1.24,1.24,136.55,171.2
2018-12-05,LSKUSD,1.56,1.56,1.37,1.37,52.13,72.17
2018-12-04,LSKUSD,1.35,1.64,1.35,1.56,177.96,273.91
2018-12-03,LSKUSD,1.68,1.68,1.35,1.35,29.53,39.87
2018-12-02,LSKUSD,1.54,1.7,1.54,1.68,111.28,187.78
2018-12-01,LSKUSD,1.54,1.54,1.54,1.54,0.0,0.0
2018-11-30,LSKUSD,1.54,1.54,1.54,1.54,0.0,0.0
2018-11-29,LSKUSD,1.6,1.6,1.47,1.54,124.45,188.61
2018-11-28,LSKUSD,1.32,1.69,1.32,1.6,19.29,31.55
2018-11-27,LSKUSD,1.3,1.7,1.3,1.32,0.4553,0.6502
2018-11-26,LSKUSD,1.72,1.72,1.19,1.3,15.02,21.56
2018-11-25,LSKUSD,1.35,1.73,1.32,1.72,35.45,46.97
2018-11-24,LSKUSD,2,2,1.35,1.35,51.06,75.77
2018-11-23,LSKUSD,1.9,2.2,1.49,2,25.81,47.9
2018-11-22,LSKUSD,1.49,1.9,1.49,1.9,20.09,38.16
2018-11-21,LSKUSD,1.43,1.49,1.43,1.49,52.17,77.74
2018-11-20,LSKUSD,1.7,2.25,1.43,1.43,146.63,234.6
2018-11-19,LSKUSD,2.43,2.43,1.7,1.7,396.32,761.86
2018-11-18,LSKUSD,2.43,2.43,2.43,2.43,0.0,0.0
2018-11-17,LSKUSD,2.43,2.43,2.43,2.43,0.0,0.0
2018-11-16,LSKUSD,2,2.43,2,2.43,31.12,64.82
2018-11-15,LSKUSD,2.2,2.2,2,2,236.34,478.27
2018-11-14,LSKUSD,2.59,2.72,2.2,2.2,674.85,1544.03
2018-11-13,LSKUSD,2.72,2.72,2.59,2.59,31.89,85.0
2018-11-12,LSKUSD,2.86,2.87,2.72,2.72,15.02,41.57
2018-11-11,LSKUSD,2.75,2.86,2.75,2.86,0.04017,0.1149
2018-11-10,LSKUSD,2.75,2.75,2.75,2.75,0.0,0.0
2018-11-09,LSKUSD,2.75,2.75,2.75,2.75,90.55,249.01
2018-11-08,LSKUSD,2.75,2.75,2.75,2.75,0.0,0.0
2018-11-07,LSKUSD,2.75,2.75,2.75,2.75,0.0,0.0
2018-11-06,LSKUSD,2.94,2.94,2.75,2.75,23.91,65.87
2018-11-05,LSKUSD,2.8,2.95,2.71,2.94,153.56,451.29
2018-11-04,LSKUSD,2.7,2.82,2.7,2.8,49.93,139.97
2018-11-03,LSKUSD,2.7,2.7,2.7,2.7,0.0,0.0
2018-11-02,LSKUSD,2.7,2.7,2.62,2.7,5.0,13.31
2018-11-01,LSKUSD,2.7,2.7,2.7,2.7,0.0,0.0
2018-10-31,LSKUSD,2.71,2.71,2.7,2.7,11.29,30.47
2018-10-30,LSKUSD,2.7,2.71,2.7,2.71,18.84,51.06
2018-10-29,LSKUSD,3,3,2.7,2.7,421.97,1157.15
2018-10-28,LSKUSD,2.78,3,2.78,3,35.17,104.77
2018-10-27,LSKUSD,2.84,3.04,2.78,2.78,0.2283,0.6643
2018-10-26,LSKUSD,2.74,2.84,2.74,2.84,35.21,100.0
2018-10-25,LSKUSD,3.05,3.05,2.74,2.74,7.188,20.85
2018-10-24,LSKUSD,3.05,3.05,3.05,3.05,0.0,0.0
2018-10-23,LSKUSD,2.98,3.05,2.98,3.05,1.185,3.615
2018-10-22,LSKUSD,2.9,2.98,2.9,2.98,60.43,178.75
2018-10-21,LSKUSD,3,3,2.51,2.9,60.16,159.74
2018-10-20,LSKUSD,3.05,3.05,3,3,0.47,1.41
2018-10-19,LSKUSD,3.05,3.05,3.05,3.05,0.0,0.0
2018-10-18,LSKUSD,2.89,3.05,2.89,3.05,17.71,53.11
2018-10-17,LSKUSD,2.94,2.95,2.63,2.89,51.88,150.28
2018-10-16,LSKUSD,3.05,3.05,2.44,2.94,50.66,131.96
2018-10-15,LSKUSD,3.09,3.09,2.37,3.05,0.9427,2.33
2018-10-14,LSKUSD,2.83,3.16,2.35,3.09,20.87,49.27
2018-10-13,LSKUSD,3.05,3.06,2.35,2.83,134.75,370.64
2018-10-12,LSKUSD,3.34,3.34,2.8,3.05,35.0,104.32
2018-10-11,LSKUSD,3.65,3.65,3.13,3.34,48.91,154.57
2018-10-10,LSKUSD,3.3,3.65,3.14,3.65,73.99,243.72
2018-10-09,LSKUSD,3.13,3.3,3.13,3.3,0.06061,0.2
2018-10-08,LSKUSD,3.18,3.3,2.12,3.13,12.5,40.63
2018-10-07,LSKUSD,2.16,3.29,2.16,3.18,2.434,8.0
2018-10-06,LSKUSD,2.08,3.29,2.08,2.16,2.198,6.829
2018-10-05,LSKUSD,3.14,3.3,2,2.08,152.17,420.09
2018-10-04,LSKUSD,3.13,3.29,3.13,3.14,19.34,60.58
2018-10-03,LSKUSD,3.32,3.32,3.12,3.13,25.07,79.56
2018-10-02,LSKUSD,3.21,3.32,3.21,3.32,0.06024,0.2
2018-10-01,LSKUSD,3.32,3.32,3.21,3.21,271.02,893.56
2018-09-30,LSKUSD,3.51,3.89,3.21,3.32,180.4,618.15
2018-09-29,LSKUSD,3.36,3.9,3.36,3.51,20.08,73.35
2018-09-28,LSKUSD,3.35,3.36,3.35,3.36,74.43,250.03
2018-09-27,LSKUSD,3.25,3.35,3.25,3.35,96.98,315.18
2018-09-26,LSKUSD,3.3,3.35,3.25,3.25,13.2,42.91
2018-09-25,LSKUSD,3.54,3.54,3.02,3.3,59.25,186.48
2018-09-24,LSKUSD,3.53,3.54,3.19,3.54,1.425,4.565
2018-09-23,LSKUSD,3.53,3.53,3.17,3.53,2.131,6.78
2018-09-22,LSKUSD,3.53,3.53,3.53,3.53,0.3371,1.19
2018-09-21,LSKUSD,3.53,3.53,3.14,3.53,22.8,71.88
2018-09-20,LSKUSD,3.53,3.53,3.53,3.53,0.8215,2.9
2018-09-19,LSKUSD,3.39,3.53,3.2,3.53,78.28,263.01
2018-09-18,LSKUSD,3.39,3.39,3.39,3.39,0.0,0.0
2018-09-17,LSKUSD,3.62,3.62,3.35,3.39,131.32,448.69
2018-09-16,LSKUSD,3.44,3.62,3.44,3.62,8.746,31.66
2018-09-15,LSKUSD,3.44,3.44,3.44,3.44,0.0,0.0
2018-09-14,LSKUSD,3.1,4.18,3.1,3.44,36.58,127.41
2018-09-13,LSKUSD,3.1,3.1,3.1,3.1,0.0,0.0
2018-09-12,LSKUSD,3.05,3.1,3.02,3.1,59.42,182.78
2018-09-11,LSKUSD,3.61,3.61,3.05,3.05,3.025,9.225
2018-09-10,LSKUSD,3.61,3.61,3.61,3.61,0.0,0.0
2018-09-09,LSKUSD,3.34,3.62,3.34,3.61,8.642,31.25
2018-09-08,LSKUSD,3.8,3.8,3.34,3.34,2.862,9.567
2018-09-07,LSKUSD,3.8,3.8,3.8,3.8,10.39,39.49
2018-09-06,LSKUSD,3.36,3.8,3.36,3.8,13.3,50.54
2018-09-05,LSKUSD,4.4,4.4,3.33,3.36,379.11,1596.13
2018-09-04,LSKUSD,4.4,4.4,4.4,4.4,0.0,0.0
2018-09-03,LSKUSD,4.38,4.4,4.38,4.4,15.29,67.26
2018-09-02,LSKUSD,4.38,4.38,4.38,4.38,0.0,0.0
2018-09-01,LSKUSD,4.92,4.92,4.38,4.38,0.1083,0.4742
2018-08-31,LSKUSD,4.76,4.92,4.7,4.92,29.87,141.83
2018-08-30,LSKUSD,5.03,5.03,4.22,4.76,98.23,422.85
2018-08-29,LSKUSD,4.92,5.03,4.9,5.03,59.11,295.18
2018-08-28,LSKUSD,4.92,4.92,4.92,4.92,0.0,0.0
2018-08-27,LSKUSD,5.02,5.02,4.92,4.92,9.796,48.19
2018-08-26,LSKUSD,5.09,5.09,4.27,5.02,1.847,8.52
2018-08-25,LSKUSD,5.09,5.09,5.09,5.09,0.0,0.0
2018-08-24,LSKUSD,4.31,5.09,4.31,5.09,134.64,677.61
2018-08-23,LSKUSD,3.91,4.31,3.91,4.31,660.24,2817.57
2018-08-22,LSKUSD,4.01,4.01,3.91,3.91,112.27,439.11
2018-08-21,LSKUSD,3.85,4.01,3.85,4.01,13.86,55.57
2018-08-20,LSKUSD,4.21,4.21,3.63,3.85,20.01,77.05
2018-08-19,LSKUSD,3.83,4.21,3.83,4.21,1.478,5.817
2018-08-18,LSKUSD,4,4.13,3.83,3.83,104.66,406.57
2018-08-17,LSKUSD,3.76,4.25,3.76,4,487.46,1933.34
2018-08-16,LSKUSD,2.96,3.76,2.96,3.76,75.79,258.5
2018-08-15,LSKUSD,2.74,3.01,2.74,2.96,484.58,1445.92
2018-08-14,LSKUSD,3.27,3.27,2.72,2.74,12.62,34.53
2018-08-13,LSKUSD,3.27,3.27,3.27,3.27,0.0,0.0
2018-08-12,LSKUSD,3.37,3.37,3.27,3.27,31.27,102.24
2018-08-11,LSKUSD,2.5,3.37,2.5,3.37,1.739,4.99
2018-08-10,LSKUSD,3.25,3.65,2.5,2.5,7.905,26.34
2018-08-09,LSKUSD,3.25,3.25,3.25,3.25,0.0,0.0
2018-08-08,LSKUSD,3.78,3.78,3.25,3.25,11.4,37.25
2018-08-07,LSKUSD,4.06,4.06,3.72,3.78,9.281,35.0
2018-08-06,LSKUSD,3.9,4.06,3.57,4.06,3.725,13.84
2018-08-05,LSKUSD,3.75,3.9,3.75,3.9,15.98,62.31
2018-08-04,LSKUSD,4,4,3.6,3.75,19.93,74.38
2018-08-03,LSKUSD,4.3,4.3,4,4,35.31,141.96
2018-08-02,LSKUSD,4.72,4.72,4.3,4.3,1.903,8.183
2018-08-01,LSKUSD,4.72,4.72,4.72,4.72,0.0,0.0
2018-07-31,LSKUSD,4.8,4.8,4.72,4.72,30.26,142.82
2018-07-30,LSKUSD,5.08,5.08,4.7,4.8,30.0,143.05
2018-07-29,LSKUSD,4.94,5.08,4.94,5.08,3.273,16.5
2018-07-28,LSKUSD,4.94,4.94,4.94,4.94,0.0,0.0
2018-07-27,LSKUSD,4.85,5.95,4.85,4.94,61.52,308.91
2018-07-26,LSKUSD,5,5.09,4.85,4.85,58.61,293.5
2018-07-25,LSKUSD,4.6,5.12,4.6,5,57.24,288.96
2018-07-24,LSKUSD,4.71,4.71,4.59,4.6,12.72,59.57
2018-07-23,LSKUSD,4.93,4.93,4.71,4.71,17.58,84.31
2018-07-22,LSKUSD,5.16,5.16,4.93,4.93,0.1046,0.5154
2018-07-21,LSKUSD,5.16,5.16,5.16,5.16,3.508,18.1
2018-07-20,LSKUSD,5.16,5.16,5.16,5.16,0.0,0.0
2018-07-19,LSKUSD,6.98,6.98,5.16,5.16,10.07,55.14
2018-07-18,LSKUSD,5.59,7.88,4.01,6.98,108.22,621.07
2018-07-17,LSKUSD,5.79,5.88,4,5.59,300.58,1580.8
2018-07-16,LSKUSD,5.79,5.79,5.79,5.79,0.0,0.0
2018-07-15,LSKUSD,5.79,5.79,5.79,5.79,0.0,0.0
2018-07-14,LSKUSD,4.77,5.79,4.1,5.79,5.425,24.44
2018-07-13,LSKUSD,4.77,4.77,4.77,4.77,0.0,0.0
2018-07-12,LSKUSD,4.02,4.99,4.02,4.77,19.45,94.45
2018-07-11,LSKUSD,5,5,4.02,4.02,27.52,112.46
2018-07-10,LSKUSD,5.06,5.92,5,5,20.01,100.15
2018-07-09,LSKUSD,5.42,6.2,5,5.06,213.27,1218.08
2018-07-08,LSKUSD,5.42,5.42,5.42,5.42,0.0,0.0
2018-07-07,LSKUSD,5.2,5.42,5.2,5.42,3.096,16.12
2018-07-06,LSKUSD,5.2,5.2,5.2,5.2,0.0,0.0
2018-07-05,LSKUSD,5.1,5.2,5.1,5.2,1.032,5.365
2018-07-04,LSKUSD,6,6,5.1,5.1,42.6,239.2
2018-07-03,LSKUSD,4.11,6.21,4.11,6,41.3,251.0
2018-07-02,LSKUSD,4.11,4.11,4.11,4.11,0.0,0.0
2018-07-01,LSKUSD,5,5,4.11,4.11,26.8,114.47
2018-06-30,LSKUSD,5,5,5,5,0.0,0.0
2018-06-29,LSKUSD,5,5.01,5,5,25.61,128.1
2018-06-28,LSKUSD,5.45,5.45,5,5,39.42,203.61
2018-06-27,LSKUSD,6.15,6.15,5.21,5.45,316.17,1732.44
2018-06-26,LSKUSD,5.11,6.15,5.11,6.15,8.185,50.34
2018-06-25,LSKUSD,5.11,5.11,5.11,5.11,0.0,0.0
2018-06-24,LSKUSD,6.2,6.2,5.1,5.11,23.59,122.3
2018-06-23,LSKUSD,5.6,6.2,5.13,6.2,656.68,3576.55
2018-06-22,LSKUSD,6.2,6.23,5.59,5.6,866.22,5128.94
2018-06-21,LSKUSD,6.05,6.25,6.05,6.2,218.65,1356.4
2018-06-20,LSKUSD,7.94,7.94,6.05,6.05,1.399,8.461
2018-06-19,LSKUSD,6.02,7.94,6.02,7.94,27.05,195.94
2018-06-18,LSKUSD,6.4,6.4,6.02,6.02,14.7,88.84
2018-06-17,LSKUSD,6.4,6.4,6.4,6.4,0.0,0.0
2018-06-16,LSKUSD,6.4,6.4,6.4,6.4,0.0,0.0
2018-06-15,LSKUSD,6.4,6.4,6.4,6.4,0.0,0.0
2018-06-14,LSKUSD,6.4,6.4,6.4,6.4,0.0,0.0
2018-06-13,LSKUSD,6.96,6.96,6.4,6.4,148.04,964.69
2018-06-12,LSKUSD,7,7.01,6.96,6.96,14.74,103.11
2018-06-11,LSKUSD,7,7,7,7,44.12,308.84
2018-06-10,LSKUSD,7.4,7.62,7,7,215.1,1560.52
2018-06-09,LSKUSD,8.35,9.36,7.4,7.4,31.51,278.73
2018-06-08,LSKUSD,9.4,9.4,8.35,8.35,0.3831,3.201
2018-06-07,LSKUSD,8.35,9.4,8.35,9.4,1.021,9.602
2018-06-06,LSKUSD,9.5,9.61,8.35,8.35,0.1807,1.623
2018-06-05,LSKUSD,8.35,9.5,8.35,9.5,1.179,11.2
2018-06-04,LSKUSD,8.25,8.35,8.25,8.35,1.596,13.33
2018-06-03,LSKUSD,9.82,9.82,7.34,8.25,21.5,170.42
2018-06-02,LSKUSD,7.33,9.82,7.33,9.82,32.7,291.44
2018-06-01,LSKUSD,7.33,7.33,7.33,7.33,1.98,14.51
2018-05-31,LSKUSD,7.33,7.33,7.33,7.33,0.5297,3.882
2018-05-30,LSKUSD,7.22,7.33,7.22,7.33,1.2,8.796
2018-05-29,LSKUSD,8.21,9.89,7.22,7.22,5.612,43.38
2018-05-28,LSKUSD,9,9,8.21,8.21,3.216,26.41
2018-05-27,LSKUSD,9,9,9,9,0.0,0.0
2018-05-26,LSKUSD,9,9,9,9,0.0,0.0
2018-05-25,LSKUSD,9,9,9,9,0.0,0.0
2018-05-24,LSKUSD,9,9,9,9,1.47,13.23
2018-05-23,LSKUSD,10.8,10.98,9,9,526.28,5143.13
2018-05-22,LSKUSD,10.6,10.81,10.6,10.8,53.07,573.2
2018-05-21,LSKUSD,10.6,10.6,10.6,10.6,0.0,0.0
2018-05-20,LSKUSD,10.6,10.6,10.59,10.6,5.154,54.58
2018-05-19,LSKUSD,10.22,10.61,10.22,10.6,36.58,386.93
2018-05-18,LSKUSD,10.22,10.22,10.22,10.22,0.0,0.0
2018-05-17,LSKUSD,10.22,10.22,10.22,10.22,1.995,20.39
2018-05-16,LSKUSD,10.22,10.22,10.22,10.22,0.2838,2.901
2018-05-15,LSKUSD,10.22,10.22,10.22,10.22,6.198,63.35
2018-05-14,LSKUSD,11.01,11.01,10.22,10.22,6.332,64.71
2018-05-13,LSKUSD,11.49,11.49,10.14,11.01,18.64,204.71
2018-05-12,LSKUSD,11.49,11.49,11.49,11.49,0.0,0.0
2018-05-11,LSKUSD,11.5,11.5,10.1,11.49,149.08,1525.54
2018-05-10,LSKUSD,11.3,11.5,11.3,11.5,7.177,82.5
2018-05-09,LSKUSD,12.2,12.2,11.3,11.3,93.84,1133.39
2018-05-08,LSKUSD,12.7,12.7,12.2,12.2,1.354,16.52
2018-05-07,LSKUSD,13.9,13.9,12.7,12.7,15.43,196.06
2018-05-06,LSKUSD,13.04,14.01,12.51,13.9,48.44,635.26
2018-05-05,LSKUSD,13.03,13.04,13.03,13.04,0.07745,1.01
2018-05-04,LSKUSD,14.11,14.55,12.93,13.03,22.06,319.01
2018-05-03,LSKUSD,13.89,14.11,13.89,14.11,19.45,273.44
2018-05-02,LSKUSD,12.87,14,12.87,13.89,43.9,603.87
2018-05-01,LSKUSD,12.88,12.88,12.87,12.87,12.08,155.41
2018-04-30,LSKUSD,12.19,12.88,10.87,12.88,105.52,1286.11
2018-04-29,LSKUSD,10.63,12.19,10.63,12.19,6.599,80.44
2018-04-28,LSKUSD,10.63,10.63,10.63,10.63,0.0,0.0
2018-04-27,LSKUSD,10.6,12.48,10.6,10.63,0.09144,1.048
2018-04-26,LSKUSD,10.6,10.6,10.6,10.6,0.0,0.0
2018-04-25,LSKUSD,12.51,12.9,10.2,10.6,589.5,7480.05
