Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HUSD
2020-03-20,DASHUSD,70,80,67.74,76.29,40.63,2980.41
2020-03-19,DASHUSD,66.1,73.68,62.75,70,13.35,904.87
2020-03-18,DASHUSD,49.56,66.1,49.56,66.1,7.027,397.47
2020-03-17,DASHUSD,46.49,50.26,45.03,49.56,5.513,267.52
2020-03-16,DASHUSD,50.73,50.84,44.03,46.49,26.34,1234.56
2020-03-15,DASHUSD,50.93,52.15,50.07,50.73,2.424,124.23
2020-03-14,DASHUSD,54.63,55.05,50.93,50.93,4.408,233.52
2020-03-13,DASHUSD,55.36,61,50.82,54.63,31.25,1714.51
2020-03-12,DASHUSD,72.26,72.94,55.36,55.36,15.87,940.46
2020-03-11,DASHUSD,79.01,79.01,71.86,72.26,3.937,293.09
2020-03-10,DASHUSD,72.74,79.01,72.74,79.01,2.192,166.75
2020-03-09,DASHUSD,79,79.03,71.96,72.74,3.826,285.74
2020-03-08,DASHUSD,91.57,91.93,79,79,10.34,859.47
2020-03-07,DASHUSD,93.66,95.96,90.71,91.57,26.49,2501.43
2020-03-06,DASHUSD,91.38,95.22,91.38,93.66,3.429,323.22
2020-03-05,DASHUSD,89.8,94.99,89.7,91.38,6.153,569.32
2020-03-04,DASHUSD,92.91,92.91,89.19,89.8,1.025,92.52
2020-03-03,DASHUSD,93.93,93.93,89.3,92.91,3.211,292.16
2020-03-02,DASHUSD,89.43,93.96,87.26,93.93,0.4543,42.1
2020-03-01,DASHUSD,88.84,92.13,87.34,89.43,3.818,345.08
2020-02-29,DASHUSD,92.5,92.99,88.84,88.84,2.975,269.25
2020-02-28,DASHUSD,94.7,96.61,88.81,92.5,7.685,708.09
2020-02-27,DASHUSD,87.5,98.17,85.07,94.7,11.78,1074.93
2020-02-26,DASHUSD,97.97,123.69,85,87.5,210.69,20968.5
2020-02-25,DASHUSD,103.33,105.18,97.17,97.97,8.041,807.89
2020-02-24,DASHUSD,107.65,107.65,102,103.33,4.046,423.66
2020-02-23,DASHUSD,104.49,110.39,104.49,107.65,17.61,1917.85
2020-02-22,DASHUSD,106.48,111.75,104.49,104.49,1.9,203.58
2020-02-21,DASHUSD,105.11,113.07,105.11,106.48,5.499,595.02
2020-02-20,DASHUSD,110.64,110.64,102.26,105.11,4.354,459.67
2020-02-19,DASHUSD,115.9,117.1,106.3,110.64,18.04,2039.92
2020-02-18,DASHUSD,112.59,116.73,109.79,115.9,19.9,2296.6
2020-02-17,DASHUSD,112.39,117.64,103.79,112.59,6.269,681.62
2020-02-16,DASHUSD,122.82,124.04,101.5,112.39,12.55,1472.09
2020-02-15,DASHUSD,133.47,133.47,117.74,122.82,14.11,1720.05
2020-02-14,DASHUSD,133.62,133.62,130,133.47,8.99,1169.69
2020-02-13,DASHUSD,136.46,138.67,130.09,133.62,11.18,1482.77
2020-02-12,DASHUSD,129.88,136.67,129.84,136.46,7.78,1034.32
2020-02-11,DASHUSD,127.8,132.29,124.64,129.88,16.58,2119.31
2020-02-10,DASHUSD,126.32,128.9,122.53,127.8,7.94,1000.68
2020-02-09,DASHUSD,128.48,129.9,125.69,126.32,14.11,1802.27
2020-02-08,DASHUSD,119,132.36,116.49,128.48,25.76,3251.96
2020-02-07,DASHUSD,121,121.27,117.61,119,3.474,414.82
