Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HUSD
2019-03-16,DASHUSD,94.7,95.71,94.3,95.49,0.138,13.09
2019-03-15,DASHUSD,92.93,94.8,92.93,94.7,1.05,99.54
2019-03-14,DASHUSD,95.56,95.92,94.58,95.71,0.711,67.29
2019-03-13,DASHUSD,96,96,94.61,95.56,0.04984,4.759
2019-03-12,DASHUSD,86,95.95,86,91.8,0.00727,0.6719
2019-03-11,DASHUSD,86.5,87.46,86,86,0.1321,11.37
2019-03-10,DASHUSD,86.5,86.5,86.5,86.5,0.5079,43.94
2019-03-09,DASHUSD,87,87,86.5,86.5,0.01338,1.158
2019-03-08,DASHUSD,85.54,88.3,85.54,87,0.01739,1.52
2019-03-07,DASHUSD,87.84,87.84,85.31,85.54,0.2087,17.81
2019-03-06,DASHUSD,88,88,86.96,86.96,0.04685,4.122
2019-03-05,DASHUSD,88.3,88.3,84.5,88,0.009209,0.7908
2019-03-04,DASHUSD,87.61,88.57,85.67,88.3,0.7809,67.95
2019-03-03,DASHUSD,87.61,91.79,87.61,87.61,0.007553,0.6742
2019-03-02,DASHUSD,90,90,87.61,87.61,0.009111,0.8022
2019-03-01,DASHUSD,87.4,96.65,87.4,90,1.271,121.69
2019-02-28,DASHUSD,88.07,88.07,87.4,87.4,0.007075,0.6184
2019-02-27,DASHUSD,89.09,89.09,85.86,85.86,0.00195,0.1674
2019-02-26,DASHUSD,87.07,89.09,87.07,89.09,0.02506,2.231
2019-02-25,DASHUSD,88.15,88.15,84.45,87.07,0.08786,7.446
2019-02-24,DASHUSD,99.75,99.75,86.85,88.15,0.0572,5.048
2019-02-23,DASHUSD,91.89,99.75,90.47,99.75,0.02048,1.897
2019-02-22,DASHUSD,91,91.89,89.9,91.89,0.1692,15.3
2019-02-21,DASHUSD,92.92,93.66,91,91,0.07993,7.397
2019-02-20,DASHUSD,93.98,93.98,90.11,92.92,0.6416,59.51
2019-02-19,DASHUSD,88.93,94,88.93,90.95,7.965,739.12
2019-02-18,DASHUSD,86.04,93.19,83.82,88.93,19.98,1766.72
2019-02-17,DASHUSD,85.48,87.38,83.35,86.04,7.165,605.1
2019-02-16,DASHUSD,85,88.6,84.02,85.48,22.39,1950.74
2019-02-15,DASHUSD,85,86,82.5,85,6.8,578.51
2019-02-14,DASHUSD,87.25,87.25,80.88,85,16.43,1414.33
2019-02-13,DASHUSD,86,88,84.98,87.25,8.104,707.95
2019-02-12,DASHUSD,85.99,88.89,83,86,20.4,1749.89
2019-02-11,DASHUSD,78.3,85.99,78.3,85.99,14.54,1208.81
2019-02-10,DASHUSD,77.1,79.36,75,78.3,1.448,111.67
2019-02-09,DASHUSD,77,78.8,76.83,77.1,4.309,334.48
2019-02-08,DASHUSD,70.11,77,70.11,77,8.461,633.11
2019-02-07,DASHUSD,70,72.77,70,70.11,1.902,134.78
2019-02-06,DASHUSD,73,73.28,70,70,4.161,295.11
2019-02-05,DASHUSD,73.61,76.96,71.06,73,1.487,107.76
2019-02-04,DASHUSD,72.88,73.61,71.06,73.61,3.349,243.58
2019-02-03,DASHUSD,71.02,73.71,71.02,72.88,2.584,187.87
2019-02-02,DASHUSD,72.02,74.12,71.02,71.02,29.08,2133.59
2019-02-01,DASHUSD,74.11,74.11,71.36,72.02,10.69,775.01
2019-01-31,DASHUSD,74.09,75.95,71.3,74.11,4.656,344.92
2019-01-30,DASHUSD,73,76.76,72,74.09,20.24,1543.18
2019-01-29,DASHUSD,74.09,74.71,71.12,73,6.855,501.07
2019-01-28,DASHUSD,76,76.81,72.15,74.09,16.19,1205.5
2019-01-27,DASHUSD,79.8,79.8,76,76,6.027,469.43
2019-01-26,DASHUSD,80.39,81.96,78.69,79.8,6.641,533.15
2019-01-25,DASHUSD,79.39,80.57,74.31,80.39,3.549,280.24
2019-01-24,DASHUSD,76.84,79.39,76.1,79.39,1.805,141.44
2019-01-23,DASHUSD,77.72,79.96,75.12,76.84,82.51,6283.9
2019-01-22,DASHUSD,76.69,80,74.5,77.72,15.37,1195.84
2019-01-21,DASHUSD,79,79,74.47,76.69,1.608,120.93
2019-01-20,DASHUSD,78.12,81.36,75,79,15.58,1188.14
2019-01-19,DASHUSD,78.32,83.78,77,78.12,4.713,370.13
2019-01-18,DASHUSD,80.11,80.11,76.02,78.32,9.248,719.78
2019-01-17,DASHUSD,77,85.13,75.81,80.11,8.147,631.63
2019-01-16,DASHUSD,75.82,78.87,75.17,77,5.496,418.28
2019-01-15,DASHUSD,80,80,75.68,75.82,8.046,620.62
2019-01-14,DASHUSD,76,80.5,75.06,80,5.757,449.28
2019-01-13,DASHUSD,78.93,80.18,74.75,76,6.051,465.64
2019-01-12,DASHUSD,78.23,83,76,78.93,46.4,3654.7
2019-01-11,DASHUSD,76,83.77,76,78.23,3.252,256.09
2019-01-10,DASHUSD,91.2,91.2,76,76,14.43,1174.29
2019-01-09,DASHUSD,85.35,94,85.35,91.2,7.811,710.09
2019-01-08,DASHUSD,88,91.12,85.35,85.35,15.86,1384.76
2019-01-07,DASHUSD,92.82,93.22,85.98,88,7.598,679.31
2019-01-06,DASHUSD,85.72,93.89,85.72,92.82,10.45,938.31
2019-01-05,DASHUSD,87.97,89.43,85.72,85.72,24.35,2137.47
2019-01-04,DASHUSD,87.48,94.5,85,87.97,21.58,1899.17
2019-01-03,DASHUSD,90,94.59,86.01,87.48,7.03,622.41
2019-01-02,DASHUSD,85.23,90,85.23,90,4.579,403.38
2019-01-01,DASHUSD,84.09,88,81.05,85.23,5.079,425.34
2018-12-31,DASHUSD,84.76,89.01,84.09,84.09,2.927,256.05
2018-12-30,DASHUSD,80,88,80,84.76,5.717,495.19
2018-12-29,DASHUSD,87.32,87.32,80,80,8.821,748.62
2018-12-28,DASHUSD,84.51,90.84,78.9,87.32,5.683,501.61
2018-12-27,DASHUSD,88.93,88.93,78.27,84.51,11.35,944.2
2018-12-26,DASHUSD,88,91,85,88.93,32.35,2772.55
2018-12-25,DASHUSD,96.11,97.68,84,88,18.72,1654.43
2018-12-24,DASHUSD,96.31,123,92,96.11,56.26,6000.47
2018-12-23,DASHUSD,88,96.91,88,96.31,8.927,841.33
2018-12-22,DASHUSD,87.49,96.1,86.89,88,10.33,935.47
2018-12-21,DASHUSD,101.74,103.3,87.49,87.49,10.88,1064.16
2018-12-20,DASHUSD,80.04,105.01,78.8,101.74,25.94,2353.69
2018-12-19,DASHUSD,76.54,89,76.54,80.04,14.3,1202.49
2018-12-18,DASHUSD,75.19,76.54,68.88,76.54,9.919,728.81
2018-12-17,DASHUSD,66.01,93,65.24,75.19,54.0,3889.25
2018-12-16,DASHUSD,68.1,69.22,62.06,66.01,58.47,3895.69
2018-12-15,DASHUSD,64.69,68.1,61.56,68.1,35.93,2257.9
2018-12-14,DASHUSD,65,67.47,63.29,64.69,11.46,751.81
2018-12-13,DASHUSD,69.14,71.66,65,65,7.419,506.1
2018-12-12,DASHUSD,67.39,76.24,67.39,69.14,19.95,1429.42
2018-12-11,DASHUSD,70.11,78.54,67.39,67.39,38.92,2772.6
2018-12-10,DASHUSD,77.79,80,70.11,70.11,14.3,1059.91
2018-12-09,DASHUSD,74.15,81.1,70,77.79,11.85,895.92
2018-12-08,DASHUSD,71.5,75.65,68.21,74.15,14.34,1013.67
2018-12-07,DASHUSD,75.95,78.43,60.06,71.5,213.67,14875.36
2018-12-06,DASHUSD,83.66,88.65,75.95,75.95,23.71,2008.72
2018-12-05,DASHUSD,92.5,92.5,83.66,83.66,12.65,1099.69
2018-12-04,DASHUSD,90,96.72,86.33,92.5,7.931,727.7
2018-12-03,DASHUSD,95.6,100.68,89.1,90,7.755,710.42
2018-12-02,DASHUSD,100.45,100.85,95.27,95.6,0.37,35.66
2018-12-01,DASHUSD,95.26,103.85,95.26,100.45,3.289,326.5
2018-11-30,DASHUSD,101,101.52,93,95.26,8.601,831.03
2018-11-29,DASHUSD,101.19,105.75,99.51,101,4.824,494.15
2018-11-28,DASHUSD,92.7,109.53,91.87,101.19,10.3,1034.15
2018-11-27,DASHUSD,93.41,99.73,90.27,92.7,2.578,244.32
2018-11-26,DASHUSD,96.98,102.9,88.98,93.41,7.096,685.06
2018-11-25,DASHUSD,104.1,104.1,90.23,96.98,28.2,2702.28
2018-11-24,DASHUSD,105.97,111.86,101.01,104.1,1.109,119.33
2018-11-23,DASHUSD,112.22,112.22,100,105.97,10.65,1124.0
2018-11-22,DASHUSD,118.41,119.02,112.22,112.22,2.465,288.61
2018-11-21,DASHUSD,110.7,128,110.05,118.41,4.294,529.63
2018-11-20,DASHUSD,116,124.11,100,110.7,80.84,8406.23
2018-11-19,DASHUSD,142.98,142.98,116,116,31.08,3844.6
2018-11-18,DASHUSD,140.1,146.64,140.1,142.98,4.191,600.83
2018-11-17,DASHUSD,145.8,153.52,140.1,140.1,19.03,2750.74
2018-11-16,DASHUSD,144.05,170,144.05,145.8,10.82,1637.68
2018-11-15,DASHUSD,157.59,158.09,140,144.05,17.0,2510.65
2018-11-14,DASHUSD,165.17,170,153.13,157.59,17.3,2807.43
2018-11-13,DASHUSD,170.4,170.4,160.36,165.17,3.425,567.58
2018-11-12,DASHUSD,165.5,173,165.5,170.4,3.046,522.68
2018-11-11,DASHUSD,164.79,172.43,164.79,165.5,0.4265,71.03
2018-11-10,DASHUSD,165.96,173,163,164.79,6.99,1201.08
2018-11-09,DASHUSD,173,173,165.96,165.96,6.192,1046.68
2018-11-08,DASHUSD,176.74,180,169.06,173,9.947,1748.44
2018-11-07,DASHUSD,175,177,168,176.74,12.56,2159.68
2018-11-06,DASHUSD,170,183.64,167.74,175,6.825,1203.93
2018-11-05,DASHUSD,165.98,172.94,165.98,170,1.626,275.49
2018-11-04,DASHUSD,160.98,175,158.92,165.98,4.089,688.04
2018-11-03,DASHUSD,159.06,161.94,158.71,160.98,1.159,187.05
2018-11-02,DASHUSD,157.49,161.93,157.05,159.06,5.549,875.91
2018-11-01,DASHUSD,160.86,160.96,156.87,157.49,2.571,412.6
2018-10-31,DASHUSD,158.44,162.77,156.19,160.86,6.126,982.92
2018-10-30,DASHUSD,160.01,160.01,155.93,158.44,2.526,401.32
2018-10-29,DASHUSD,160.8,162.77,156.01,160.01,15.7,2499.45
2018-10-28,DASHUSD,160,163.54,160,160.8,6.073,971.79
2018-10-27,DASHUSD,163.38,166.9,159.52,160,12.4,1999.45
2018-10-26,DASHUSD,163.5,165,157.04,163.38,10.07,1632.66
2018-10-25,DASHUSD,163.12,169.04,161.64,163.5,0.4879,79.83
2018-10-24,DASHUSD,159.37,169.37,159.37,163.12,11.28,1882.22
2018-10-23,DASHUSD,160.2,162.91,159.33,159.37,1.868,299.79
2018-10-22,DASHUSD,162.48,163.83,160.2,160.2,4.969,799.39
2018-10-21,DASHUSD,162.38,163,160,162.48,6.295,1013.13
2018-10-20,DASHUSD,159,164.18,158.27,162.38,6.631,1070.9
2018-10-19,DASHUSD,160.34,161,156.3,159,9.054,1435.21
2018-10-18,DASHUSD,163.29,168.38,158.69,160.34,12.79,2067.17
2018-10-17,DASHUSD,165.25,169,163.29,163.29,5.42,905.01
2018-10-16,DASHUSD,169.87,170,164.73,165.25,7.284,1216.14
2018-10-15,DASHUSD,167.41,170.28,163.29,169.87,3.675,610.01
2018-10-14,DASHUSD,164.12,173.13,164.12,167.41,3.376,578.03
2018-10-13,DASHUSD,163.82,168.89,163.5,164.12,1.972,327.36
2018-10-12,DASHUSD,165.5,173.3,161,163.82,20.15,3326.66
2018-10-11,DASHUSD,183.81,183.81,165.5,165.5,6.899,1210.41
2018-10-10,DASHUSD,182.5,185.2,180.36,183.81,1.343,244.98
2018-10-09,DASHUSD,183.02,186.41,182.35,182.5,1.991,368.8
2018-10-08,DASHUSD,181,184.86,179.94,183.02,3.788,688.91
2018-10-07,DASHUSD,181.08,184.73,176,181,9.08,1664.76
2018-10-06,DASHUSD,184.42,188.89,181.08,181.08,3.061,570.95
2018-10-05,DASHUSD,183.71,184.46,180.46,184.42,7.582,1390.35
2018-10-04,DASHUSD,178.5,184.01,178.5,183.71,5.441,989.81
2018-10-03,DASHUSD,188.85,189,178.5,178.5,15.59,2832.04
2018-10-02,DASHUSD,188,188.9,183.32,188.85,4.599,857.14
2018-10-01,DASHUSD,193.24,193.24,188,188,6.918,1315.42
2018-09-30,DASHUSD,192.53,194.45,190.4,193.24,3.751,721.38
2018-09-29,DASHUSD,191.56,195.03,188.96,192.53,11.74,2248.05
2018-09-28,DASHUSD,199.24,203.2,191.2,191.56,25.88,5039.15
2018-09-27,DASHUSD,191,206.83,190.64,199.24,19.2,3754.35
2018-09-26,DASHUSD,190.92,201.1,190.64,191,23.24,4556.83
2018-09-25,DASHUSD,205.16,208.4,188.81,190.92,14.69,2860.92
2018-09-24,DASHUSD,213.88,213.88,198,205.16,10.77,2197.72
2018-09-23,DASHUSD,208.17,214.9,205.21,213.88,2.379,499.91
2018-09-22,DASHUSD,209,216.11,203.95,208.17,16.48,3412.07
2018-09-21,DASHUSD,206.77,215.4,204.7,209,7.53,1597.92
2018-09-20,DASHUSD,200,206.89,196.59,206.77,4.763,960.37
2018-09-19,DASHUSD,196.44,205.5,192.44,200,12.52,2498.61
2018-09-18,DASHUSD,190,197,185.36,196.44,20.69,4031.36
2018-09-17,DASHUSD,199.94,203,186.39,190,14.21,2807.4
2018-09-16,DASHUSD,199.54,199.94,190.1,199.94,4.083,785.85
2018-09-15,DASHUSD,201.58,201.58,192.39,199.54,4.63,910.4
2018-09-14,DASHUSD,198.74,205.36,190,201.58,12.57,2499.61
2018-09-13,DASHUSD,193.41,207.02,191.22,198.74,12.14,2400.41
2018-09-12,DASHUSD,198.37,198.37,180.97,193.41,26.3,4967.87
2018-09-11,DASHUSD,206.34,213.14,190.52,198.37,6.201,1255.91
2018-09-10,DASHUSD,200.78,219,200.78,206.34,14.88,3122.03
2018-09-09,DASHUSD,197,207.35,189.6,200.78,5.559,1123.2
2018-09-08,DASHUSD,191.5,219.29,191.5,197,9.776,1962.5
2018-09-07,DASHUSD,189.68,197.3,177.15,191.5,7.846,1488.19
2018-09-06,DASHUSD,183.73,195.35,175,189.68,22.86,4145.04
2018-09-05,DASHUSD,215.09,226,183.73,183.73,13.6,2825.69
2018-09-04,DASHUSD,216.4,226.31,215.09,215.09,6.952,1538.5
2018-09-03,DASHUSD,219.9,226,203.32,216.4,5.708,1197.9
2018-09-02,DASHUSD,224.9,224.9,208.34,219.9,7.705,1691.01
2018-09-01,DASHUSD,198.91,225,197.75,224.9,11.17,2377.77
2018-08-31,DASHUSD,185.87,199.17,185.05,198.91,6.325,1224.03
2018-08-30,DASHUSD,186.2,189.8,171.2,185.87,23.77,4382.56
2018-08-29,DASHUSD,197.37,202.4,186.2,186.2,11.74,2285.77
2018-08-28,DASHUSD,180.23,210,169.98,197.37,49.97,9147.71
2018-08-27,DASHUSD,139.34,206.09,139.34,180.23,18.61,3224.48
2018-08-26,DASHUSD,143.53,148.47,135,139.34,10.53,1507.11
2018-08-25,DASHUSD,146.19,146.9,142.1,143.53,1.736,251.53
2018-08-24,DASHUSD,143.04,149.42,135,146.19,33.04,4762.01
2018-08-23,DASHUSD,140.5,145.06,140.5,143.04,1.768,252.89
2018-08-22,DASHUSD,144.45,150.58,140.5,140.5,4.646,681.75
2018-08-21,DASHUSD,150,155.59,144.1,144.45,8.247,1242.15
2018-08-20,DASHUSD,158,160.14,150,150,2.279,354.6
2018-08-19,DASHUSD,157.25,163.93,153.27,158,6.619,1040.51
2018-08-18,DASHUSD,168.33,174.21,152.69,157.25,4.323,700.15
2018-08-17,DASHUSD,156,168.33,154.03,168.33,5.493,871.16
2018-08-16,DASHUSD,161.99,161.99,154.98,156,1.471,233.88
2018-08-15,DASHUSD,151.91,167.2,146.55,161.99,11.56,1816.99
2018-08-14,DASHUSD,151.3,154.5,138,151.91,15.75,2308.72
2018-08-13,DASHUSD,176.51,182,150,151.3,18.47,3047.65
2018-08-12,DASHUSD,174.52,189.59,163.33,176.51,23.27,4095.51
2018-08-11,DASHUSD,174.23,185.67,162,174.52,22.69,3917.01
2018-08-10,DASHUSD,196,212.1,160.85,174.23,10.99,2070.32
2018-08-09,DASHUSD,182.95,202.01,181.1,196,31.66,5944.84
2018-08-08,DASHUSD,194.47,201.32,180,182.95,10.14,1931.19
2018-08-07,DASHUSD,210,215,194.47,194.47,11.14,2278.93
2018-08-06,DASHUSD,220.79,221.1,202.84,210,5.448,1166.91
2018-08-05,DASHUSD,211.17,220.79,210,220.79,4.155,904.71
2018-08-04,DASHUSD,223.2,223.2,211.17,211.17,14.53,3171.58
2018-08-03,DASHUSD,215.9,223.21,214.14,223.2,22.99,5009.92
2018-08-02,DASHUSD,224.68,226.27,215.78,215.9,17.0,3740.44
2018-08-01,DASHUSD,225.76,236,221,224.68,19.84,4507.44
2018-07-31,DASHUSD,238.08,242,219.32,225.76,8.221,1849.22
2018-07-30,DASHUSD,241,243.51,220,238.08,16.05,3769.77
2018-07-29,DASHUSD,241,244.91,237.33,241,6.325,1521.96
2018-07-28,DASHUSD,248.04,251.42,240,241,8.246,2021.33
2018-07-27,DASHUSD,242.93,258.11,236.13,248.04,9.593,2352.85
2018-07-26,DASHUSD,250.12,250.12,240.16,242.93,8.092,2000.09
2018-07-25,DASHUSD,250.15,255.24,240,250.12,8.893,2177.0
2018-07-24,DASHUSD,242.55,262,237,250.15,10.12,2514.81
2018-07-23,DASHUSD,254.83,256.1,242.54,242.55,8.225,2035.43
2018-07-22,DASHUSD,258.4,260.69,250.09,254.83,4.773,1211.19
2018-07-21,DASHUSD,253.09,258.43,243.15,258.4,2.915,728.44
2018-07-20,DASHUSD,264.27,284.64,245.56,253.09,17.38,4673.78
2018-07-19,DASHUSD,261.88,273.21,254,264.27,5.919,1551.62
2018-07-18,DASHUSD,259.37,280,254.31,261.88,6.012,1578.33
2018-07-17,DASHUSD,243.59,261.16,242.13,259.37,8.399,2124.09
2018-07-16,DASHUSD,232.07,254.95,230.19,243.59,9.647,2344.99
2018-07-15,DASHUSD,227.3,240.74,225.21,232.07,2.563,596.49
2018-07-14,DASHUSD,228.96,230.74,218.29,227.3,2.659,590.08
2018-07-13,DASHUSD,218.02,247,218.02,228.96,6.235,1455.91
2018-07-12,DASHUSD,220.49,223.64,204.36,218.02,6.595,1435.5
2018-07-11,DASHUSD,225.27,233.66,220.4,220.49,8.365,1873.68
2018-07-10,DASHUSD,234.52,234.52,225.27,225.27,7.355,1688.82
2018-07-09,DASHUSD,244.04,247.88,233.04,234.52,12.57,3012.24
2018-07-08,DASHUSD,245.59,250,242.6,244.04,6.831,1690.69
2018-07-07,DASHUSD,244.85,249,239.57,245.59,10.92,2671.92
2018-07-06,DASHUSD,242.67,253,238.36,244.85,6.479,1563.43
2018-07-05,DASHUSD,247.12,255.28,239.04,242.67,3.909,966.69
2018-07-04,DASHUSD,245.68,255.71,235.81,247.12,15.31,3750.22
2018-07-03,DASHUSD,250.68,270,245.68,245.68,10.29,2635.48
2018-07-02,DASHUSD,236.43,252.89,236.43,250.68,13.61,3360.29
2018-07-01,DASHUSD,235.58,240.11,233.78,236.43,5.184,1224.27
2018-06-30,DASHUSD,237.2,246.12,226.79,235.58,9.178,2191.17
2018-06-29,DASHUSD,235.07,237.2,220.36,237.2,21.35,4859.8
2018-06-28,DASHUSD,234,238.36,223.92,235.07,6.381,1449.53
2018-06-27,DASHUSD,232.03,238.69,220,234,18.63,4257.15
2018-06-26,DASHUSD,244,249.92,232,232.03,11.43,2673.01
2018-06-25,DASHUSD,245.58,250,235.34,244,7.223,1742.66
2018-06-24,DASHUSD,255.6,255.6,230,245.58,18.42,4404.01
2018-06-23,DASHUSD,244.43,265.93,243.15,255.6,13.59,3446.05
2018-06-22,DASHUSD,259.52,259.52,243.15,244.43,8.342,2100.96
2018-06-21,DASHUSD,263.44,276.73,258.94,259.52,4.501,1196.92
2018-06-20,DASHUSD,264.52,267.91,252.36,263.44,11.59,3026.44
2018-06-19,DASHUSD,267.09,280,255.1,264.52,20.26,5498.87
2018-06-18,DASHUSD,271.22,280.8,256.8,267.09,8.613,2285.45
2018-06-17,DASHUSD,276,280.89,266.7,271.22,9.211,2507.76
2018-06-16,DASHUSD,263.44,276,260.83,276,3.94,1058.17
2018-06-15,DASHUSD,278.12,282.29,260.53,263.44,7.689,2064.5
2018-06-14,DASHUSD,261,282.29,257.45,278.12,11.21,3053.44
2018-06-13,DASHUSD,275,280.5,256.03,261,12.82,3411.93
2018-06-12,DASHUSD,280.1,290.84,271.06,275,7.371,2096.77
2018-06-11,DASHUSD,285,293.46,269.96,280.1,10.41,2923.89
2018-06-10,DASHUSD,304.1,305.77,285,285,18.88,5550.06
2018-06-09,DASHUSD,309.45,319.59,303,304.1,7.218,2213.33
2018-06-08,DASHUSD,317.5,324.1,305.68,309.45,7.843,2463.9
2018-06-07,DASHUSD,313.25,325,313.25,317.5,5.025,1608.15
2018-06-06,DASHUSD,324.1,326,307.89,313.25,7.284,2323.27
2018-06-05,DASHUSD,328.48,328.48,314.99,324.1,4.412,1418.9
2018-06-04,DASHUSD,343.4,343.4,316.08,328.48,10.42,3450.04
2018-06-03,DASHUSD,330.38,344.45,316.08,343.4,24.46,8128.31
2018-06-02,DASHUSD,329.16,351.37,313.89,330.38,8.427,2803.15
2018-06-01,DASHUSD,319.57,329.84,300.93,329.16,11.17,3574.63
2018-05-31,DASHUSD,318.42,382.1,315,319.57,15.15,4899.42
2018-05-30,DASHUSD,329.57,335.03,307.95,318.42,12.46,4053.54
2018-05-29,DASHUSD,302.16,341.04,299.68,329.57,35.65,11039.73
2018-05-28,DASHUSD,337.09,338.28,302.16,302.16,26.61,8419.82
2018-05-27,DASHUSD,344.16,355.16,330.32,337.09,25.08,8440.31
2018-05-26,DASHUSD,359.81,363.98,344.16,344.16,14.66,5157.93
2018-05-25,DASHUSD,358.07,365.49,348.28,359.81,3.582,1283.81
2018-05-24,DASHUSD,358,369.3,345.52,358.07,32.95,11782.5
2018-05-23,DASHUSD,379,379.35,347,358,34.9,12764.79
2018-05-22,DASHUSD,396.05,403.19,376.29,379,9.448,3679.5
2018-05-21,DASHUSD,410,412.21,396.03,396.05,2.379,969.36
2018-05-20,DASHUSD,400.69,416.08,395.39,410,1.711,690.69
2018-05-19,DASHUSD,408.11,414.06,395.39,400.69,8.124,3281.52
2018-05-18,DASHUSD,400.09,413.95,389.8,408.11,12.76,5113.34
2018-05-17,DASHUSD,429.4,433.34,400,400.09,4.009,1689.98
2018-05-16,DASHUSD,449,449,416.13,429.4,10.47,4459.57
2018-05-15,DASHUSD,447.71,464.59,440.55,449,15.7,7077.95
2018-05-14,DASHUSD,435.02,470.13,412.12,447.71,14.0,6239.91
2018-05-13,DASHUSD,417.76,441.6,415.77,435.02,5.416,2318.95
2018-05-12,DASHUSD,405.89,426,396,417.76,8.887,3653.2
2018-05-11,DASHUSD,433.78,454,395.98,405.89,13.66,5668.3
2018-05-10,DASHUSD,447.41,466.41,427.68,433.78,10.69,4839.11
2018-05-09,DASHUSD,448.97,460.04,427,447.41,7.964,3529.46
2018-05-08,DASHUSD,461.75,469.95,441.79,448.97,8.462,3857.02
2018-05-07,DASHUSD,488,488,455.22,461.75,28.5,13200.83
2018-05-06,DASHUSD,503.3,523.71,484.57,488,8.929,4470.27
2018-05-05,DASHUSD,485.38,507,483,503.3,23.54,11686.46
2018-05-04,DASHUSD,496.88,505.1,480.45,485.38,9.139,4515.11
2018-05-03,DASHUSD,488.3,515,482.22,496.88,12.33,6141.1
2018-05-02,DASHUSD,488.71,488.74,471.96,488.3,7.612,3661.23
2018-05-01,DASHUSD,475,495.78,460.25,488.71,13.32,6433.21
2018-04-30,DASHUSD,496.31,501.33,475,475,5.724,2780.39
2018-04-29,DASHUSD,492.93,515,478.35,496.31,10.89,5359.96
2018-04-28,DASHUSD,477.81,500,465.87,492.93,7.669,3758.87
2018-04-27,DASHUSD,502.73,503.9,441.73,477.81,11.18,5399.85
2018-04-26,DASHUSD,471.4,502.73,455.51,502.73,13.44,6420.44
2018-04-25,DASHUSD,528,531.32,440,471.4,31.69,15437.49
2018-04-24,DASHUSD,517.68,568.43,503.82,528,29.16,15648.44
2018-04-23,DASHUSD,472.9,575,464,517.68,26.64,13294.65
2018-04-22,DASHUSD,439.71,485.15,427.17,472.9,17.0,7837.88
2018-04-21,DASHUSD,465,470,350,439.71,58.43,25463.38
2018-04-20,DASHUSD,434.93,470,430.2,465,14.9,6686.03
2018-04-19,DASHUSD,422.32,439.3,411.72,434.93,18.17,7666.31
2018-04-18,DASHUSD,369.99,430.18,367.05,422.32,13.22,5274.75
2018-04-17,DASHUSD,363.64,384.29,363.64,369.99,13.69,5124.58
2018-04-16,DASHUSD,382.93,382.93,360,363.64,20.81,7609.45
2018-04-15,DASHUSD,358.62,388,358.62,382.93,17.09,6378.81
2018-04-14,DASHUSD,354.85,377.26,354.85,358.62,10.44,3780.09
2018-04-13,DASHUSD,353.89,394.91,336.63,354.85,32.14,11833.13
2018-04-12,DASHUSD,308.51,375,302.68,353.89,35.41,11667.74
2018-04-11,DASHUSD,303.71,312,297.39,308.51,21.1,6397.51
2018-04-10,DASHUSD,305.25,312.58,299.66,303.71,28.3,8608.03
2018-04-09,DASHUSD,318,328.4,302,305.25,20.11,6309.12
2018-04-08,DASHUSD,306.86,328,301.68,318,16.18,5013.98
2018-04-07,DASHUSD,292.38,315,292.38,306.86,15.11,4663.38
2018-04-06,DASHUSD,310.94,311.55,290,292.38,9.826,2973.26
2018-04-05,DASHUSD,318.97,330,307,310.94,12.85,4099.22
2018-04-04,DASHUSD,348,348,313.84,318.97,3.511,1142.55
2018-04-03,DASHUSD,320.37,355,320.37,348,15.4,5259.91
2018-04-02,DASHUSD,303,324.48,302.34,320.37,24.09,7534.27
2018-04-01,DASHUSD,325.33,330,301.77,303,49.56,15577.14
2018-03-31,DASHUSD,335.01,353.71,320.9,325.33,31.81,10795.67
2018-03-30,DASHUSD,363.05,369.8,325.63,335.01,16.17,5565.67
2018-03-29,DASHUSD,370,372.99,333.38,363.05,27.3,9615.37
2018-03-28,DASHUSD,378,387.99,370,370,6.532,2455.78
2018-03-27,DASHUSD,411.17,422.85,378,378,11.1,4392.54
2018-03-26,DASHUSD,433.33,437,390.78,411.17,15.99,6767.98
2018-03-25,DASHUSD,446.7,446.7,428.88,433.33,10.65,4620.28
2018-03-24,DASHUSD,450,479.23,421.01,446.7,41.28,18745.05
2018-03-23,DASHUSD,426.82,450,409.46,450,8.477,3693.27
2018-03-22,DASHUSD,446.18,453.74,406.15,426.82,11.95,5161.08
2018-03-21,DASHUSD,449,468.87,437.35,446.18,17.01,7653.61
2018-03-20,DASHUSD,425.93,465,414.07,449,39.94,17475.76
2018-03-19,DASHUSD,415.08,431.82,384.29,425.93,115.51,47361.67
2018-03-18,DASHUSD,406.45,419,360,415.08,90.15,34914.59
2018-03-17,DASHUSD,443.91,450.19,401.92,406.45,11.98,5052.27
2018-03-16,DASHUSD,434.19,447.16,424.79,443.91,30.64,13318.41
2018-03-15,DASHUSD,448.59,459.49,411.99,434.19,29.6,12930.65
2018-03-14,DASHUSD,509.21,517.89,442.19,448.59,17.57,8404.5
2018-03-13,DASHUSD,530,538.7,506.57,509.21,16.94,8753.66
2018-03-12,DASHUSD,548.81,565.13,518.07,530,11.61,6365.71
2018-03-11,DASHUSD,513,562.88,506.33,548.81,20.02,10769.3
2018-03-10,DASHUSD,523,564.65,503,513,29.61,16053.73
2018-03-09,DASHUSD,531.8,531.8,475,523,37.78,18609.58
2018-03-08,DASHUSD,544,574,506.26,531.8,12.57,6714.6
2018-03-07,DASHUSD,594,603.68,521.64,544,33.79,19074.0
