Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2020-03-11,ETHUSD,214.91,214.91,186.87,186.87,4.127,773.35
2020-03-10,ETHUSD,220.59,220.59,214.91,214.91,0.2958,63.83
2020-03-09,ETHUSD,200,220.59,188.02,220.59,7.544,1548.39
2020-03-08,ETHUSD,237.2,237.2,200,200,132.5,30287.81
2020-03-07,ETHUSD,244.16,248.2,237.2,237.2,1.998,481.62
2020-03-06,ETHUSD,224.4,244.16,224.4,244.16,26.5,6311.63
2020-03-05,ETHUSD,225,230.46,224.4,224.4,5.715,1313.31
2020-03-04,ETHUSD,235.91,237,199,225,3.932,841.07
2020-03-03,ETHUSD,236.88,237,229.71,235.91,0.5377,126.29
2020-03-02,ETHUSD,237.21,237.21,236.88,236.88,1.599,378.76
2020-03-01,ETHUSD,220,237.21,220,237.21,1.0,229.11
2020-02-29,ETHUSD,233.99,234,220,220,1.345,311.47
2020-02-28,ETHUSD,235,235,216.01,233.99,0.2663,58.39
2020-02-27,ETHUSD,215.03,240,213,235,150.25,33864.97
2020-02-26,ETHUSD,250,258.21,189,215.03,35.94,8194.41
2020-02-25,ETHUSD,266,266,250,250,3.024,771.77
2020-02-24,ETHUSD,279.88,279.88,266,266,1.619,432.12
2020-02-23,ETHUSD,261.47,279.88,261.47,279.88,4.312,1140.69
2020-02-22,ETHUSD,263.84,263.84,259.26,261.47,13.97,3661.14
2020-02-21,ETHUSD,258.15,279.89,258.15,263.84,2.715,739.25
2020-02-20,ETHUSD,261.88,277.3,258.15,258.15,3.631,951.84
2020-02-19,ETHUSD,282.98,297.4,256.96,261.88,3.507,920.68
2020-02-18,ETHUSD,260.62,300,210.01,282.98,62.47,16907.88
2020-02-17,ETHUSD,259.57,260.62,244.92,260.62,20.47,5110.66
2020-02-16,ETHUSD,265,274.37,239.55,259.57,54.28,13517.05
2020-02-15,ETHUSD,281.78,287.9,263.82,265,82.84,22195.91
2020-02-14,ETHUSD,265.16,285,260,281.78,59.39,15936.77
2020-02-13,ETHUSD,257,275,257,265.16,65.42,17337.72
2020-02-12,ETHUSD,237.63,269,237.63,257,101.39,25734.76
2020-02-11,ETHUSD,219.91,239,218.35,237.63,102.08,23377.88
2020-02-10,ETHUSD,223.13,224.69,201,219.91,34.69,7637.45
2020-02-09,ETHUSD,223.55,232.1,223.13,223.13,50.91,11582.63
