Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2020-02-08,ETHUSD,223.71,228.47,215.65,223.55,39.14,8684.6
2020-02-07,ETHUSD,208.83,223.97,208.83,223.71,6.421,1412.44
2020-02-06,ETHUSD,207.18,215.39,200.1,208.83,114.02,23536.05
2020-02-05,ETHUSD,187.84,207.29,187.84,207.18,28.1,5633.44
2020-02-04,ETHUSD,189.05,190,186.23,187.84,9.067,1698.77
2020-02-03,ETHUSD,190.92,190.92,187.04,189.05,0.8318,155.85
2020-02-02,ETHUSD,184.45,190.92,184.45,190.92,3.17,600.5
2020-02-01,ETHUSD,180.77,184.45,180.77,184.45,12.04,2201.28
2020-01-31,ETHUSD,182.6,182.6,178.86,180.77,13.34,2405.07
2020-01-30,ETHUSD,175.65,182.6,173.81,182.6,1.946,344.99
2020-01-29,ETHUSD,175,177,174.6,175.65,86.23,15150.23
2020-01-28,ETHUSD,169,175,152.5,175,38.79,6517.02
2020-01-27,ETHUSD,165.35,170.4,165.35,169,8.173,1380.89
2020-01-26,ETHUSD,162.08,165.35,161.27,165.35,41.19,6712.71
2020-01-25,ETHUSD,173,173,158.55,162.08,14.68,2364.28
2020-01-24,ETHUSD,162.5,173,156.37,173,3.845,613.9
2020-01-23,ETHUSD,168,172,160.01,162.5,7.309,1198.97
2020-01-22,ETHUSD,170.02,170.02,167.46,168,2.548,429.02
2020-01-21,ETHUSD,168.65,170.02,165.91,170.02,3.416,567.83
2020-01-20,ETHUSD,167.55,168.65,166.54,168.65,3.893,652.0
2020-01-19,ETHUSD,174.95,197.76,164.08,167.55,156.27,27197.35
2020-01-18,ETHUSD,172.51,178.57,166,174.95,50.54,8727.42
2020-01-17,ETHUSD,162.39,172.72,160,172.51,25.74,4323.83
2020-01-16,ETHUSD,166,166,160,162.39,12.63,2045.8
2020-01-15,ETHUSD,164.99,170,150,166,10.7,1746.48
2020-01-14,ETHUSD,144.11,201,144.11,164.99,68.57,11457.55
2020-01-13,ETHUSD,144.3,144.3,143.33,144.11,10.15,1460.63
2020-01-12,ETHUSD,146,148,144.3,144.3,5.314,769.02
2020-01-11,ETHUSD,143.78,146,135.01,146,3.912,566.56
2020-01-10,ETHUSD,138.32,143.78,137,143.78,15.66,2147.49
2020-01-09,ETHUSD,140.88,141.23,136.34,138.32,2.346,324.01
2020-01-08,ETHUSD,142.98,147,138.38,140.88,46.66,6579.58
2020-01-07,ETHUSD,144,144.53,140.09,142.98,18.53,2646.85
2020-01-06,ETHUSD,137.92,144,135.23,144,87.64,12447.64
2020-01-05,ETHUSD,132.48,137.92,132.48,137.92,1.498,203.23
2020-01-04,ETHUSD,133,133.35,132.48,132.48,0.5302,70.34
2020-01-03,ETHUSD,126.98,133.41,126.98,133,13.01,1728.0
2020-01-02,ETHUSD,130,130,126.44,126.98,198.72,25306.9
2020-01-01,ETHUSD,130,130,130,130,0.0,0.0
2019-12-31,ETHUSD,130.04,132.85,130,130,7.617,993.4
2019-12-30,ETHUSD,139,139,130.04,130.04,0.7,91.03
2019-12-29,ETHUSD,134.79,139,125.9,139,4.21,571.75
2019-12-28,ETHUSD,126.2,134.79,126.2,134.79,0.09541,12.86
2019-12-27,ETHUSD,126,126.2,125,126.2,2.345,293.89
2019-12-26,ETHUSD,125,210,125,126,28.74,4774.04
2019-12-25,ETHUSD,127.56,127.56,91.05,125,38.76,4530.29
2019-12-24,ETHUSD,136.62,136.62,127.55,127.56,0.8747,111.98
2019-12-23,ETHUSD,129.86,136.62,129.86,136.62,6.911,924.99
2019-12-22,ETHUSD,127.3,130.38,127.3,129.86,22.17,2883.38
2019-12-21,ETHUSD,127.95,128,127.3,127.3,0.4024,51.27
2019-12-20,ETHUSD,121.01,128.05,121.01,127.95,3.293,418.6
2019-12-19,ETHUSD,132.67,132.67,121.01,121.01,0.2421,29.3
2019-12-18,ETHUSD,134.02,134.02,121,132.67,4.286,553.45
2019-12-17,ETHUSD,146.2,146.2,125,134.02,13.74,1762.0
2019-12-16,ETHUSD,144,153.67,135,146.2,3.292,452.49
2019-12-15,ETHUSD,144,144,144,144,0.0,0.0
2019-12-14,ETHUSD,144,144,144,144,0.0,0.0
2019-12-13,ETHUSD,144,144,144,144,0.0,0.0
2019-12-12,ETHUSD,145.86,145.86,137,144,0.5473,76.89
2019-12-11,ETHUSD,145.86,145.86,145.86,145.86,0.0,0.0
2019-12-10,ETHUSD,150,150,137,145.86,0.2843,40.46
2019-12-09,ETHUSD,148.34,153.98,148.34,150,1.142,171.4
2019-12-08,ETHUSD,148.34,148.34,148.34,148.34,0.0,0.0
2019-12-07,ETHUSD,148.34,148.34,148.34,148.34,0.0,0.0
2019-12-06,ETHUSD,148.08,158.31,137,148.34,34.09,5050.94
2019-12-05,ETHUSD,145.85,148.51,145.47,148.08,28.08,4118.61
2019-12-04,ETHUSD,146.5,151.87,143.85,145.85,148.93,21981.92
2019-12-03,ETHUSD,148.58,149.23,99.9,146.5,101.94,14293.53
2019-12-02,ETHUSD,146.78,149.61,146.78,148.58,0.09826,14.65
2019-12-01,ETHUSD,150.59,150.59,146.78,146.78,0.2143,31.54
2019-11-30,ETHUSD,166.89,166.89,150.35,150.59,1.448,223.02
2019-11-29,ETHUSD,156,181,154.03,166.89,8.999,1431.79
2019-11-28,ETHUSD,152.79,156,151.27,156,0.58,88.92
2019-11-27,ETHUSD,161.98,161.98,144.38,152.79,6.376,955.41
2019-11-26,ETHUSD,161.99,161.99,145.98,161.98,0.7598,111.87
2019-11-25,ETHUSD,145,161.99,135,161.99,7.736,1101.89
2019-11-24,ETHUSD,149,149,145,145,0.109,15.92
2019-11-23,ETHUSD,148.58,173.99,148.58,149,1.187,179.89
2019-11-22,ETHUSD,161.49,161.49,148,148.58,59.56,8859.4
2019-11-21,ETHUSD,176.55,176.55,158.2,161.49,12.12,2053.68
2019-11-20,ETHUSD,173.44,176.55,173.44,176.55,0.398,70.21
2019-11-19,ETHUSD,182.34,182.34,173.44,173.44,0.9432,165.2
2019-11-18,ETHUSD,184.81,184.81,181.72,182.34,22.92,4176.46
2019-11-17,ETHUSD,182.04,185.06,182.04,184.81,0.3859,71.24
