Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume BTC
2020-04-29,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-28,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-27,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-26,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-25,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-24,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-23,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-22,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-21,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-20,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-19,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-18,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-17,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-16,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-15,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-14,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-13,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-12,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-11,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-10,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-09,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-08,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-07,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-06,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-05,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-04,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-03,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-02,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-04-01,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-31,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-30,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-29,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-28,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-27,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-26,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-25,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-24,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-23,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-22,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-21,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-20,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-19,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-18,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-17,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-16,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-15,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-14,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-13,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-12,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-11,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-10,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-09,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-08,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-07,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-06,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-05,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-04,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-03,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-02,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-03-01,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-29,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-28,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-27,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-26,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-25,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-24,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-23,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-22,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-21,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-20,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-19,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-18,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-17,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-16,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-15,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-14,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-13,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-12,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-11,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-10,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-09,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-08,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-07,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-06,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-05,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-04,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-03,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-02,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-02-01,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-31,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-30,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-29,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-28,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-27,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-26,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-25,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-24,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-23,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-22,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-21,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-20,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-19,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-18,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-17,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-16,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-15,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-14,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-13,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-12,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-11,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-10,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-09,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-08,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-07,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-06,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-05,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-04,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-03,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-02,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2020-01-01,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-31,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-30,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-29,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-28,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-27,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-26,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-25,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-24,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-23,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-22,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-21,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-20,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-19,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-18,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-17,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-16,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-15,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-14,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-13,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-12,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-11,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-10,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-09,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-08,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-07,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-06,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-05,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-04,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-03,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-02,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-12-01,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-30,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-29,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-28,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-27,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-26,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-25,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-24,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-23,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-22,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-21,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-20,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-19,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-18,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-17,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-16,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-15,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-14,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-13,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-12,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-11,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-10,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-09,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-08,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-07,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-06,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-05,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-04,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-03,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-02,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-11-01,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-31,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-30,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-29,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-28,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-27,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-26,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-25,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-24,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-23,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-22,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-21,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-20,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-19,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-18,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-17,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-16,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-15,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-14,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-13,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-12,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-11,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-10,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-09,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-08,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-07,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-06,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-05,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-04,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-03,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-02,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-10-01,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-09-30,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-09-29,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-09-28,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-09-27,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-09-26,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-09-25,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-09-24,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
2019-09-23,BCHBTC,0.0855,0.0855,0.0855,0.0855,0.0,0.0
