Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XEM,Volume USD
2020-02-13,XEMUSD,0.05391,0.05395,0.04457,0.04845,3932.38,199.09
2020-02-12,XEMUSD,0.04956,0.06,0.0477,0.05391,7598.35,401.57
2020-02-11,XEMUSD,0.04708,0.04958,0.0467,0.04956,3463.18,164.31
2020-02-10,XEMUSD,0.04699,0.04967,0.04699,0.04708,1896.87,90.92
2020-02-09,XEMUSD,0.049,0.05,0.045,0.04699,5166.61,247.15
2020-02-08,XEMUSD,0.04826,0.05267,0.045,0.049,3762.01,190.32
2020-02-07,XEMUSD,0.05018,0.05099,0.04453,0.04826,1324.16,64.12
2020-02-06,XEMUSD,0.04651,0.05421,0.0463,0.05018,2962.64,150.71
2020-02-05,XEMUSD,0.04039,0.04651,0.03699,0.04651,7061.78,275.3
2020-02-04,XEMUSD,0.0432,0.04457,0.0352,0.04039,732.62,29.47
2020-02-03,XEMUSD,0.04265,0.0432,0.041,0.0432,498.74,21.22
2020-02-02,XEMUSD,0.04541,0.04541,0.03911,0.04265,1437.48,59.91
2020-02-01,XEMUSD,0.042,0.05465,0.041,0.04541,3488.55,149.17
2020-01-31,XEMUSD,0.042,0.042,0.04,0.042,175.36,7.086
2020-01-30,XEMUSD,0.03967,0.042,0.03908,0.042,304.52,12.45
2020-01-29,XEMUSD,0.03571,0.04178,0.03571,0.03967,295.58,11.89
2020-01-28,XEMUSD,0.03559,0.0384,0.03559,0.03571,210.38,7.849
2020-01-27,XEMUSD,0.03465,0.03559,0.0346,0.03559,389.05,13.83
2020-01-26,XEMUSD,0.03451,0.03683,0.03451,0.03465,347.77,12.16
2020-01-25,XEMUSD,0.0345,0.04,0.0345,0.03451,1070.38,38.89
2020-01-24,XEMUSD,0.03495,0.03624,0.03448,0.0345,880.78,31.33
2020-01-23,XEMUSD,0.0367,0.0367,0.03466,0.03495,63.59,2.268
