Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume WAV,Volume ESUSD
2020-02-03,WAVESUSD,0.9688,1.029,0.9431,0.9845,7441.02,7436.11
2020-02-02,WAVESUSD,0.919,1.02,0.886,0.9688,5331.91,5120.07
2020-02-01,WAVESUSD,0.89,0.9254,0.8767,0.919,4082.96,3659.69
2020-01-31,WAVESUSD,0.8679,0.9299,0.8566,0.89,6697.32,5939.59
2020-01-30,WAVESUSD,0.8881,0.8881,0.8511,0.8679,3236.44,2795.46
2020-01-29,WAVESUSD,0.88,0.8928,0.8611,0.8881,1057.85,929.47
2020-01-28,WAVESUSD,0.875,0.895,0.8608,0.88,2318.57,2051.42
2020-01-27,WAVESUSD,0.86,0.8834,0.86,0.875,544.91,477.46
2020-01-26,WAVESUSD,0.8663,0.8874,0.85,0.86,462.83,404.17
2020-01-25,WAVESUSD,0.8879,0.8879,0.8457,0.8663,516.21,446.15
2020-01-24,WAVESUSD,0.8957,0.8957,0.8457,0.8879,2325.48,1991.41
2020-01-23,WAVESUSD,0.8776,0.8957,0.8466,0.8957,3141.72,2752.74
2020-01-22,WAVESUSD,0.879,0.879,0.86,0.8776,951.7,823.92
2020-01-21,WAVESUSD,0.8997,0.8998,0.8658,0.879,907.67,800.09
2020-01-20,WAVESUSD,0.8908,0.908,0.8614,0.8997,1147.75,1002.23
2020-01-19,WAVESUSD,0.8851,0.9,0.8411,0.8908,5611.62,4876.17
2020-01-18,WAVESUSD,0.882,0.909,0.8756,0.8851,1970.83,1751.65
2020-01-17,WAVESUSD,0.8952,0.91,0.871,0.882,3060.25,2725.26
2020-01-16,WAVESUSD,0.896,0.91,0.8699,0.8952,2335.29,2057.81
2020-01-15,WAVESUSD,0.899,0.93,0.87,0.896,2630.78,2363.14
2020-01-14,WAVESUSD,0.8986,0.9007,0.8644,0.899,5030.5,4467.3
2020-01-13,WAVESUSD,0.856,0.8987,0.8534,0.8986,1230.96,1091.69
2020-01-12,WAVESUSD,0.8818,0.89,0.8517,0.856,2730.73,2390.39
2020-01-11,WAVESUSD,0.839,0.8978,0.8212,0.8818,2555.12,2178.53
2020-01-10,WAVESUSD,0.8639,0.867,0.83,0.839,1242.05,1064.8
2020-01-09,WAVESUSD,0.8601,0.9,0.8392,0.8639,2030.71,1746.41
2020-01-08,WAVESUSD,0.9153,0.92,0.831,0.8601,2687.03,2371.84
2020-01-07,WAVESUSD,0.8818,0.9384,0.8818,0.9153,1532.09,1395.76
2020-01-06,WAVESUSD,0.893,0.9419,0.8818,0.8818,2490.46,2281.49
2020-01-05,WAVESUSD,0.9501,0.9601,0.8,0.893,2161.27,1967.2
2020-01-04,WAVESUSD,0.9612,0.9998,0.9402,0.9501,673.69,645.79
2020-01-03,WAVESUSD,0.9824,1.042,0.946,0.9612,2030.53,2024.26
2020-01-02,WAVESUSD,1.068,1.083,0.97,0.9824,1095.72,1115.95
2020-01-01,WAVESUSD,1.03,1.117,1.004,1.068,1452.88,1554.75
2019-12-31,WAVESUSD,1.038,1.089,1.02,1.03,1719.6,1816.49
2019-12-30,WAVESUSD,1.004,1.107,0.94,1.038,2563.84,2724.76
2019-12-29,WAVESUSD,1.058,1.066,0.9825,1.004,2477.31,2551.62
2019-12-28,WAVESUSD,0.9833,1.072,0.921,1.058,1747.96,1772.98
2019-12-27,WAVESUSD,0.9036,1,0.8907,0.9833,1928.0,1830.77
2019-12-26,WAVESUSD,0.8811,0.942,0.8691,0.9036,1341.67,1211.22
2019-12-25,WAVESUSD,0.8692,0.9028,0.8662,0.8811,637.02,564.03
2019-12-24,WAVESUSD,0.889,0.928,0.8531,0.8692,606.69,547.03
2019-12-23,WAVESUSD,0.9,0.955,0.88,0.889,1141.61,1046.04
2019-12-22,WAVESUSD,0.9264,1,0.9,0.9,3709.43,3468.11
2019-12-21,WAVESUSD,0.88,0.9703,0.8268,0.9264,1541.87,1392.59
2019-12-20,WAVESUSD,0.9035,0.93,0.8,0.88,655.52,587.14
2019-12-19,WAVESUSD,0.8918,0.9784,0.8806,0.9035,1459.3,1347.39
2019-12-18,WAVESUSD,0.9373,0.938,0.83,0.8918,2785.37,2467.18
2019-12-17,WAVESUSD,0.8043,0.99,0.803,0.9373,6002.19,5383.81
2019-12-16,WAVESUSD,0.7326,0.89,0.72,0.8043,6005.71,4799.17
2019-12-15,WAVESUSD,0.694,0.74,0.6698,0.7326,2697.16,1935.34
2019-12-14,WAVESUSD,0.669,0.71,0.6346,0.694,1922.39,1285.56
2019-12-13,WAVESUSD,0.646,0.6936,0.6119,0.669,1691.07,1104.71
2019-12-12,WAVESUSD,0.609,0.67,0.6024,0.646,2547.0,1635.23
2019-12-11,WAVESUSD,0.5415,0.68,0.54,0.609,6398.47,3931.65
