Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume WAV,Volume ESUSD
2019-12-10,WAVESUSD,0.5958,0.5958,0.5296,0.5415,1871.27,1073.13
2019-12-09,WAVESUSD,0.614,0.614,0.585,0.5958,1851.78,1105.01
2019-12-08,WAVESUSD,0.5919,0.614,0.5842,0.614,800.0,479.09
2019-12-07,WAVESUSD,0.614,0.614,0.5842,0.5919,1616.22,972.57
2019-12-06,WAVESUSD,0.58,0.614,0.57,0.614,1079.74,650.64
2019-12-05,WAVESUSD,0.58,0.609,0.518,0.58,1491.23,847.58
2019-12-04,WAVESUSD,0.615,0.615,0.571,0.58,2093.21,1243.98
2019-12-03,WAVESUSD,0.61,0.6329,0.602,0.615,7674.38,4701.45
2019-12-02,WAVESUSD,0.6452,0.6452,0.6086,0.61,878.32,548.92
2019-12-01,WAVESUSD,0.6473,0.6473,0.6082,0.6452,2025.59,1283.39
2019-11-30,WAVESUSD,0.65,0.659,0.6288,0.6473,1833.78,1179.69
2019-11-29,WAVESUSD,0.631,0.65,0.631,0.65,578.71,372.26
2019-11-28,WAVESUSD,0.64,0.65,0.6288,0.631,2530.19,1618.5
2019-11-27,WAVESUSD,0.6268,0.6401,0.6013,0.64,2308.81,1470.4
2019-11-26,WAVESUSD,0.6366,0.6401,0.6107,0.6268,367.79,230.68
2019-11-25,WAVESUSD,0.6251,0.6401,0.58,0.6366,3046.67,1855.59
2019-11-24,WAVESUSD,0.6742,0.7,0.62,0.6251,5757.03,3777.65
2019-11-23,WAVESUSD,0.6821,0.723,0.66,0.6742,1172.76,784.16
2019-11-22,WAVESUSD,0.7229,0.723,0.6438,0.6821,2924.0,1963.55
2019-11-21,WAVESUSD,0.7438,0.773,0.68,0.7229,2869.22,2047.99
2019-11-20,WAVESUSD,0.75,0.7788,0.7219,0.7438,1268.71,946.81
2019-11-19,WAVESUSD,0.7941,0.8041,0.741,0.75,4941.26,3790.84
2019-11-18,WAVESUSD,0.804,0.8429,0.771,0.7941,3559.18,2902.69
2019-11-17,WAVESUSD,0.8029,0.824,0.8029,0.804,3209.92,2621.43
2019-11-16,WAVESUSD,0.8029,0.8283,0.8029,0.8029,344.65,279.38
2019-11-15,WAVESUSD,0.8207,0.8296,0.8005,0.8029,758.54,611.77
2019-11-14,WAVESUSD,0.82,0.838,0.8073,0.8207,701.14,568.46
2019-11-13,WAVESUSD,0.8085,0.85,0.8,0.82,4441.46,3701.47
2019-11-12,WAVESUSD,0.817,0.829,0.8,0.8085,438.95,358.14
2019-11-11,WAVESUSD,0.8173,0.837,0.794,0.817,3235.41,2597.75
2019-11-10,WAVESUSD,0.808,0.8375,0.7988,0.8173,1424.22,1166.28
2019-11-09,WAVESUSD,0.808,0.81,0.7909,0.808,1683.42,1360.4
2019-11-08,WAVESUSD,0.826,0.826,0.79,0.808,2100.2,1708.93
2019-11-07,WAVESUSD,0.845,0.845,0.81,0.826,2303.76,1884.56
2019-11-06,WAVESUSD,0.8385,0.85,0.83,0.845,1002.86,839.93
2019-11-05,WAVESUSD,0.84,0.85,0.8196,0.8385,1606.89,1351.69
2019-11-04,WAVESUSD,0.821,0.84,0.8193,0.84,1740.36,1449.36
2019-11-03,WAVESUSD,0.82,0.849,0.8193,0.821,2334.47,1946.85
2019-11-02,WAVESUSD,0.8251,0.84,0.815,0.82,1338.41,1103.88
2019-11-01,WAVESUSD,0.825,0.84,0.801,0.8251,1665.24,1366.41
2019-10-31,WAVESUSD,0.8,0.8499,0.7934,0.825,939.35,769.67
2019-10-30,WAVESUSD,0.8378,0.8378,0.7934,0.8,2692.12,2177.55
2019-10-29,WAVESUSD,0.8074,0.86,0.8074,0.8378,2381.28,1990.0
2019-10-28,WAVESUSD,0.819,0.8317,0.7848,0.8074,3395.67,2771.02
2019-10-27,WAVESUSD,0.7599,0.819,0.743,0.819,3642.42,2862.64
2019-10-26,WAVESUSD,0.8159,0.8219,0.7401,0.7599,2559.2,2014.73
2019-10-25,WAVESUSD,0.749,0.8218,0.7388,0.8159,1816.41,1419.96
2019-10-24,WAVESUSD,0.77,0.77,0.7318,0.749,731.96,552.2
2019-10-23,WAVESUSD,0.833,0.8487,0.75,0.77,4286.96,3437.67
2019-10-22,WAVESUSD,0.8488,0.8499,0.827,0.833,1413.16,1180.6
2019-10-21,WAVESUSD,0.84,0.8583,0.8251,0.8488,430.94,362.17
2019-10-20,WAVESUSD,0.8554,0.8583,0.8221,0.84,1124.8,944.54
2019-10-19,WAVESUSD,0.85,0.8692,0.83,0.8554,1094.41,924.15
2019-10-18,WAVESUSD,0.865,0.88,0.84,0.85,955.95,814.74
2019-10-17,WAVESUSD,0.86,0.8946,0.85,0.865,1455.76,1264.45
2019-10-16,WAVESUSD,0.8982,0.9251,0.851,0.86,4438.25,3834.71
2019-10-15,WAVESUSD,0.9094,0.9421,0.8982,0.8982,1069.4,979.01
2019-10-14,WAVESUSD,0.9019,0.9141,0.8848,0.9094,925.34,829.29
2019-10-13,WAVESUSD,0.9141,0.9141,0.89,0.9019,3374.61,3019.23
2019-10-12,WAVESUSD,0.9281,0.9281,0.896,0.9141,823.73,749.2
2019-10-11,WAVESUSD,0.9386,0.962,0.9,0.9281,457.88,424.09
2019-10-10,WAVESUSD,0.963,0.995,0.925,0.9386,3130.56,3031.32
2019-10-09,WAVESUSD,0.94,0.986,0.94,0.963,1349.81,1306.57
2019-10-08,WAVESUSD,0.958,0.99,0.94,0.94,982.63,943.13
2019-10-07,WAVESUSD,0.929,0.975,0.929,0.958,660.67,627.8
2019-10-06,WAVESUSD,0.9774,0.9866,0.9221,0.929,1765.48,1686.48
2019-10-05,WAVESUSD,0.9443,0.9802,0.9243,0.9774,1221.04,1170.48
2019-10-04,WAVESUSD,0.908,0.9552,0.89,0.9443,2030.77,1885.56
2019-10-03,WAVESUSD,0.899,0.927,0.88,0.908,747.51,673.09
2019-10-02,WAVESUSD,0.891,0.909,0.88,0.899,872.57,775.39
2019-10-01,WAVESUSD,0.915,0.93,0.891,0.891,1272.01,1157.29
2019-09-30,WAVESUSD,0.875,0.93,0.864,0.915,5717.07,5173.69
2019-09-29,WAVESUSD,0.9041,0.9139,0.875,0.875,635.27,568.29
2019-09-28,WAVESUSD,0.92,0.9492,0.8941,0.9041,823.73,752.85
2019-09-27,WAVESUSD,0.915,0.92,0.8717,0.92,2098.75,1881.24
2019-09-26,WAVESUSD,0.909,0.9652,0.851,0.915,2642.28,2394.28
2019-09-25,WAVESUSD,0.91,0.93,0.87,0.909,1840.25,1650.23
2019-09-24,WAVESUSD,1.05,1.093,0.87,0.91,11454.06,11085.15
2019-09-23,WAVESUSD,1.075,1.233,1.05,1.05,5986.8,6911.69
2019-09-22,WAVESUSD,1.09,1.115,1.03,1.075,4810.73,5146.84
2019-09-21,WAVESUSD,1.08,1.12,1.07,1.09,729.53,790.24
2019-09-20,WAVESUSD,1.128,1.129,1.08,1.08,1250.1,1380.09
2019-09-19,WAVESUSD,1.208,1.208,1.101,1.128,1380.3,1568.46
2019-09-18,WAVESUSD,1.155,1.213,1.13,1.208,695.35,817.09
2019-09-17,WAVESUSD,1.105,1.155,1.071,1.155,452.8,504.57
2019-09-16,WAVESUSD,1.072,1.133,1.052,1.105,536.99,585.44
2019-09-15,WAVESUSD,1.065,1.15,1.049,1.072,1181.5,1283.98
2019-09-14,WAVESUSD,1.064,1.095,1.045,1.065,1590.27,1702.67
2019-09-13,WAVESUSD,1.09,1.104,1.05,1.064,1147.36,1237.03
2019-09-12,WAVESUSD,1.08,1.1,1.05,1.09,541.01,576.11
2019-09-11,WAVESUSD,1.08,1.1,1.05,1.08,2063.02,2206.34
2019-09-10,WAVESUSD,1.13,1.13,1.08,1.08,769.33,841.78
2019-09-09,WAVESUSD,1.115,1.14,1.08,1.13,2335.19,2576.76
2019-09-08,WAVESUSD,1.085,1.12,1.085,1.115,371.04,410.19
2019-09-07,WAVESUSD,1.098,1.122,1.08,1.085,971.12,1068.18
2019-09-06,WAVESUSD,1.13,1.165,1.09,1.098,2359.09,2642.16
2019-09-05,WAVESUSD,1.18,1.189,1.13,1.13,1320.71,1526.37
2019-09-04,WAVESUSD,1.19,1.19,1.13,1.18,2068.59,2402.73
2019-09-03,WAVESUSD,1.168,1.19,1.155,1.19,664.15,775.08
2019-09-02,WAVESUSD,1.17,1.19,1.15,1.168,1592.83,1848.82
2019-09-01,WAVESUSD,1.19,1.21,1.15,1.17,944.24,1114.31
2019-08-31,WAVESUSD,1.185,1.19,1.15,1.19,1147.76,1345.5
2019-08-30,WAVESUSD,1.23,1.23,1.18,1.185,349.3,415.94
2019-08-29,WAVESUSD,1.24,1.25,1.19,1.23,4290.51,5274.89
2019-08-28,WAVESUSD,1.305,1.34,1.218,1.24,5745.54,7465.83
2019-08-27,WAVESUSD,1.302,1.344,1.28,1.305,1357.29,1766.29
2019-08-26,WAVESUSD,1.302,1.365,1.302,1.302,929.26,1240.91
2019-08-25,WAVESUSD,1.36,1.398,1.286,1.302,631.05,847.69
2019-08-24,WAVESUSD,1.373,1.411,1.32,1.36,739.69,1022.14
2019-08-23,WAVESUSD,1.33,1.39,1.301,1.373,1001.77,1365.36
2019-08-22,WAVESUSD,1.3,1.367,1.245,1.33,1915.58,2518.32
2019-08-21,WAVESUSD,1.28,1.313,1.24,1.3,506.87,645.29
2019-08-20,WAVESUSD,1.32,1.32,1.277,1.28,322.42,418.45
2019-08-19,WAVESUSD,1.296,1.32,1.277,1.32,468.69,608.88
2019-08-18,WAVESUSD,1.251,1.31,1.241,1.296,1029.47,1318.66
2019-08-17,WAVESUSD,1.269,1.29,1.241,1.251,861.91,1090.37
2019-08-16,WAVESUSD,1.25,1.282,1.22,1.269,1101.97,1382.99
2019-08-15,WAVESUSD,1.265,1.3,1.209,1.25,2315.53,2888.41
2019-08-14,WAVESUSD,1.33,1.35,1.26,1.265,2596.5,3351.69
2019-08-13,WAVESUSD,1.337,1.362,1.31,1.33,1243.98,1663.88
2019-08-12,WAVESUSD,1.335,1.376,1.32,1.337,904.81,1217.1
2019-08-11,WAVESUSD,1.341,1.4,1.333,1.335,556.27,760.47
2019-08-10,WAVESUSD,1.3,1.357,1.29,1.341,734.06,966.87
2019-08-09,WAVESUSD,1.326,1.36,1.3,1.3,2071.2,2734.82
2019-08-08,WAVESUSD,1.351,1.409,1.326,1.326,2126.05,2879.31
2019-08-07,WAVESUSD,1.367,1.41,1.34,1.351,1466.93,1985.98
2019-08-06,WAVESUSD,1.42,1.433,1.36,1.367,2022.13,2820.12
2019-08-05,WAVESUSD,1.376,1.45,1.371,1.42,2388.62,3377.69
2019-08-04,WAVESUSD,1.39,1.41,1.343,1.376,1448.35,1979.56
2019-08-03,WAVESUSD,1.41,1.415,1.344,1.39,4168.87,5715.05
2019-08-02,WAVESUSD,1.389,1.42,1.38,1.41,1604.46,2251.98
2019-08-01,WAVESUSD,1.41,1.428,1.388,1.389,1008.64,1417.01
2019-07-31,WAVESUSD,1.42,1.44,1.405,1.41,2007.51,2847.39
2019-07-30,WAVESUSD,1.444,1.483,1.405,1.42,1063.18,1512.4
2019-07-29,WAVESUSD,1.435,1.493,1.411,1.444,437.03,630.03
2019-07-28,WAVESUSD,1.459,1.459,1.4,1.435,1815.23,2580.73
2019-07-27,WAVESUSD,1.49,1.51,1.429,1.459,987.82,1440.28
2019-07-26,WAVESUSD,1.491,1.505,1.434,1.49,865.74,1269.04
2019-07-25,WAVESUSD,1.414,1.52,1.414,1.491,1526.92,2260.91
2019-07-24,WAVESUSD,1.42,1.484,1.406,1.414,1099.76,1580.26
2019-07-23,WAVESUSD,1.496,1.497,1.41,1.42,2709.75,3926.77
2019-07-22,WAVESUSD,1.54,1.545,1.475,1.496,3124.79,4740.67
2019-07-21,WAVESUSD,1.543,1.566,1.505,1.54,2395.74,3658.59
2019-07-20,WAVESUSD,1.531,1.59,1.505,1.543,2384.74,3706.99
2019-07-19,WAVESUSD,1.531,1.565,1.478,1.531,3535.81,5320.19
2019-07-18,WAVESUSD,1.463,1.594,1.454,1.531,3371.21,5132.6
2019-07-17,WAVESUSD,1.555,1.555,1.431,1.463,3025.74,4509.95
2019-07-16,WAVESUSD,1.594,1.71,1.55,1.555,5576.76,9063.7
2019-07-15,WAVESUSD,1.6,1.65,1.48,1.594,7668.05,11896.44
2019-07-14,WAVESUSD,1.606,1.799,1.6,1.6,3917.23,6581.88
2019-07-13,WAVESUSD,1.7,1.72,1.6,1.606,2012.99,3387.61
2019-07-12,WAVESUSD,1.59,1.82,1.58,1.7,2821.95,4830.81
2019-07-11,WAVESUSD,1.761,1.81,1.585,1.59,9508.82,16087.79
2019-07-10,WAVESUSD,1.865,1.9,1.751,1.761,12585.22,22914.6
2019-07-09,WAVESUSD,1.95,1.979,1.86,1.865,16997.54,32257.98
2019-07-08,WAVESUSD,2.135,2.135,1.93,1.95,9497.79,19079.31
2019-07-07,WAVESUSD,1.99,2.327,1.99,2.135,9655.56,21113.72
2019-07-06,WAVESUSD,1.87,2.23,1.86,1.99,14941.08,30854.14
2019-07-05,WAVESUSD,1.881,1.931,1.87,1.87,4168.62,7851.17
2019-07-04,WAVESUSD,1.959,1.999,1.881,1.881,3953.98,7571.26
2019-07-03,WAVESUSD,1.93,1.999,1.866,1.959,2649.57,5142.78
2019-07-02,WAVESUSD,1.949,2,1.81,1.93,7094.65,13349.95
2019-07-01,WAVESUSD,1.93,2.04,1.883,1.949,3020.87,5907.83
2019-06-30,WAVESUSD,2.009,2.041,1.93,1.93,2848.64,5661.55
2019-06-29,WAVESUSD,2.05,2.06,1.971,2.009,1595.35,3206.51
2019-06-28,WAVESUSD,1.88,2.1,1.87,2.05,3802.65,7585.65
2019-06-27,WAVESUSD,2.21,2.251,1.88,1.88,18764.55,38426.74
2019-06-26,WAVESUSD,2.33,2.43,2.17,2.21,28339.62,67013.32
2019-06-25,WAVESUSD,2.43,2.439,2.33,2.33,2390.41,5657.95
2019-06-24,WAVESUSD,2.386,2.44,2.36,2.43,2518.6,6067.08
2019-06-23,WAVESUSD,2.454,2.496,2.385,2.386,3045.07,7355.94
2019-06-22,WAVESUSD,2.375,2.512,2.33,2.454,5518.36,13397.07
2019-06-21,WAVESUSD,2.429,2.46,2.35,2.375,2325.35,5597.1
2019-06-20,WAVESUSD,2.457,2.489,2.39,2.429,2338.31,5677.29
2019-06-19,WAVESUSD,2.437,2.467,2.41,2.457,1549.77,3786.3
2019-06-18,WAVESUSD,2.472,2.5,2.411,2.437,1165.26,2839.54
2019-06-17,WAVESUSD,2.42,2.51,2.42,2.472,1117.44,2780.9
2019-06-16,WAVESUSD,2.471,2.575,2.35,2.42,5995.92,14602.93
2019-06-15,WAVESUSD,2.469,2.48,2.43,2.471,1711.92,4215.9
2019-06-14,WAVESUSD,2.576,2.609,2.4,2.469,3304.31,8151.88
2019-06-13,WAVESUSD,2.523,2.609,2.523,2.576,1952.02,5036.69
2019-06-12,WAVESUSD,2.513,2.585,2.469,2.523,1296.76,3259.42
2019-06-11,WAVESUSD,2.497,2.513,2.425,2.513,612.45,1511.96
2019-06-10,WAVESUSD,2.392,2.514,2.385,2.46,2359.32,5833.97
2019-06-09,WAVESUSD,2.428,2.49,2.38,2.38,1729.74,4225.91
2019-06-08,WAVESUSD,2.429,2.489,2.427,2.428,161.73,399.09
2019-06-07,WAVESUSD,2.419,2.5,2.363,2.429,762.53,1862.59
2019-06-06,WAVESUSD,2.399,2.477,2.33,2.419,2611.91,6316.61
2019-06-05,WAVESUSD,2.373,2.435,2.36,2.399,2154.63,5160.0
2019-06-04,WAVESUSD,2.511,2.538,2.35,2.373,2273.11,5548.18
2019-06-03,WAVESUSD,2.673,2.676,2.53,2.53,2081.6,5418.7
2019-06-02,WAVESUSD,2.679,2.709,2.63,2.673,1175.68,3134.14
2019-06-01,WAVESUSD,2.681,2.75,2.63,2.679,2402.97,6464.07
2019-05-31,WAVESUSD,2.567,2.681,2.567,2.681,1486.74,3905.7
2019-05-30,WAVESUSD,2.738,2.786,2.55,2.567,8009.65,21728.66
2019-05-29,WAVESUSD,2.773,2.79,2.711,2.738,3590.42,9828.14
2019-05-28,WAVESUSD,2.73,2.85,2.69,2.773,4105.91,11355.66
2019-05-27,WAVESUSD,2.7,2.759,2.668,2.73,3082.32,8371.7
2019-05-26,WAVESUSD,2.71,2.74,2.617,2.7,2404.72,6437.05
2019-05-25,WAVESUSD,2.7,2.775,2.636,2.71,6724.17,18239.09
2019-05-24,WAVESUSD,3.149,3.4,2.7,2.7,10005.79,29225.29
2019-05-23,WAVESUSD,2.464,3.162,2.359,3.149,4269.87,11450.26
2019-05-22,WAVESUSD,2.47,2.529,2.39,2.464,2436.69,5975.91
2019-05-21,WAVESUSD,2.446,2.529,2.4,2.47,2667.8,6610.37
2019-05-20,WAVESUSD,2.52,2.52,2.37,2.446,1806.7,4354.94
2019-05-19,WAVESUSD,2.4,2.569,2.392,2.52,2507.71,6230.63
2019-05-18,WAVESUSD,2.417,2.497,2.337,2.4,2932.99,7039.18
2019-05-17,WAVESUSD,2.552,2.552,2.33,2.417,3597.51,8601.45
2019-05-16,WAVESUSD,2.648,2.76,2.46,2.552,3027.83,7859.17
2019-05-15,WAVESUSD,2.42,2.75,2.384,2.648,6638.22,16962.67
2019-05-14,WAVESUSD,2.396,2.463,2.358,2.42,3862.39,9306.2
2019-05-13,WAVESUSD,2.43,2.54,2.328,2.396,4741.49,11457.91
2019-05-12,WAVESUSD,2.44,2.573,2.369,2.43,2414.38,5895.08
2019-05-11,WAVESUSD,2.252,2.498,2.251,2.44,2958.33,7119.07
2019-05-10,WAVESUSD,2.329,2.4,2.22,2.252,1075.32,2455.28
2019-05-09,WAVESUSD,2.233,2.41,2.18,2.329,1572.06,3569.83
2019-05-08,WAVESUSD,2.21,2.324,2.11,2.233,1960.49,4217.25
2019-05-07,WAVESUSD,2.262,2.479,2.184,2.21,1791.19,4193.89
2019-05-06,WAVESUSD,2.147,2.262,2.117,2.262,989.18,2141.77
2019-05-05,WAVESUSD,2.21,2.247,2.11,2.147,1982.29,4259.0
2019-05-04,WAVESUSD,2.26,2.31,2.178,2.21,1596.85,3547.11
2019-05-03,WAVESUSD,2.251,2.28,2.2,2.26,2925.29,6527.9
2019-05-02,WAVESUSD,2.27,2.298,2.21,2.251,1368.86,3066.88
2019-05-01,WAVESUSD,2.4,2.4,2.27,2.27,1355.26,3104.61
2019-04-30,WAVESUSD,2.147,2.45,2.13,2.4,4179.07,9847.05
2019-04-29,WAVESUSD,2.235,2.277,2,2.147,5846.88,12361.99
2019-04-28,WAVESUSD,2.324,2.35,2.2,2.235,1171.63,2631.34
2019-04-27,WAVESUSD,2.338,2.36,2.251,2.278,2095.63,4836.28
2019-04-26,WAVESUSD,2.35,2.382,2.283,2.338,2661.1,6178.5
2019-04-25,WAVESUSD,2.52,2.6,2.35,2.35,3362.14,8381.65
2019-04-24,WAVESUSD,2.755,2.809,2.5,2.52,3361.94,8886.89
2019-04-23,WAVESUSD,2.791,2.822,2.743,2.755,2718.2,7561.87
2019-04-22,WAVESUSD,2.742,2.791,2.7,2.791,939.47,2598.17
2019-04-21,WAVESUSD,2.772,2.801,2.693,2.742,2092.2,5701.94
2019-04-20,WAVESUSD,2.83,2.83,2.77,2.772,1192.83,3343.05
2019-04-19,WAVESUSD,2.81,2.84,2.796,2.83,2003.31,5634.0
2019-04-18,WAVESUSD,2.82,2.85,2.8,2.81,702.82,1980.62
2019-04-17,WAVESUSD,2.813,2.848,2.773,2.82,441.71,1244.5
2019-04-16,WAVESUSD,2.76,2.847,2.742,2.813,2667.48,7464.75
2019-04-15,WAVESUSD,2.894,2.94,2.6,2.76,12266.72,33902.3
2019-04-14,WAVESUSD,2.81,2.9,2.695,2.894,7309.8,20508.85
2019-04-13,WAVESUSD,2.805,2.85,2.65,2.81,6819.0,18718.18
2019-04-12,WAVESUSD,2.749,3,2.67,2.805,7223.26,20393.66
2019-04-11,WAVESUSD,2.87,3.137,2.6,2.749,11551.4,32867.55
2019-04-10,WAVESUSD,2.93,3.08,2.82,2.87,5420.47,15792.79
2019-04-09,WAVESUSD,2.959,3.1,2.761,2.93,6336.04,18510.04
2019-04-08,WAVESUSD,3.043,3.11,2.955,2.959,125.37,380.77
2019-04-07,WAVESUSD,3.1,3.235,3.03,3.043,225.77,720.84
2019-04-06,WAVESUSD,2.966,3.1,2.966,3.1,56.33,171.48
2019-04-05,WAVESUSD,2.899,3.05,2.85,2.966,395.72,1184.4
2019-04-04,WAVESUSD,2.953,3.05,2.803,2.899,207.1,596.4
2019-04-03,WAVESUSD,3.13,3.295,2.953,2.953,645.37,2050.94
2019-04-02,WAVESUSD,2.98,3.13,2.91,3.13,238.97,712.66
2019-04-01,WAVESUSD,2.915,2.98,2.893,2.98,346.39,1016.02
2019-03-31,WAVESUSD,2.889,2.918,2.852,2.915,55.65,159.95
2019-03-30,WAVESUSD,2.903,2.933,2.852,2.889,53.74,155.16
2019-03-29,WAVESUSD,2.863,2.929,2.863,2.903,355.6,1018.87
2019-03-28,WAVESUSD,2.85,2.887,2.833,2.863,268.03,766.97
2019-03-27,WAVESUSD,2.822,2.905,2.822,2.85,311.15,888.21
2019-03-26,WAVESUSD,2.82,2.867,2.793,2.822,24.6,69.94
2019-03-25,WAVESUSD,2.91,2.91,2.82,2.82,218.69,624.56
2019-03-24,WAVESUSD,2.933,2.933,2.863,2.91,148.22,433.6
2019-03-23,WAVESUSD,2.913,2.949,2.903,2.933,49.99,146.58
2019-03-22,WAVESUSD,2.92,2.949,2.85,2.913,59.05,170.43
2019-03-21,WAVESUSD,2.95,2.95,2.88,2.92,52.32,152.5
2019-03-20,WAVESUSD,2.857,2.96,2.844,2.95,69.48,203.27
2019-03-19,WAVESUSD,2.833,2.92,2.833,2.857,222.27,646.32
2019-03-18,WAVESUSD,2.862,2.862,2.833,2.833,1.514,4.308
2019-03-17,WAVESUSD,2.89,2.92,2.862,2.862,1.512,4.334
2019-03-16,WAVESUSD,2.95,2.95,2.886,2.89,1.218,3.523
2019-03-15,WAVESUSD,2.88,2.952,2.88,2.95,12.77,37.39
2019-03-14,WAVESUSD,2.88,2.88,2.833,2.88,110.49,313.83
2019-03-13,WAVESUSD,2.82,2.9,2.82,2.88,0.3061,0.8829
2019-03-12,WAVESUSD,2.764,2.831,2.75,2.82,5.324,15.01
2019-03-11,WAVESUSD,2.82,2.87,2.764,2.764,10.1,28.15
2019-03-10,WAVESUSD,2.85,2.85,2.764,2.82,142.28,393.41
2019-03-09,WAVESUSD,2.845,2.868,2.814,2.85,9.645,27.44
2019-03-08,WAVESUSD,2.71,2.909,2.685,2.845,1.691,4.866
2019-03-07,WAVESUSD,2.69,2.721,2.671,2.71,8.951,24.24
2019-03-06,WAVESUSD,2.82,2.82,2.69,2.69,88.71,238.63
2019-03-05,WAVESUSD,2.755,2.82,2.755,2.82,4.89,13.79
2019-03-04,WAVESUSD,2.825,2.85,2.755,2.755,8.461,23.68
2019-03-03,WAVESUSD,2.831,2.878,2.825,2.825,0.811,2.308
2019-03-02,WAVESUSD,2.907,2.944,2.831,2.831,4.132,11.86
2019-03-01,WAVESUSD,2.91,2.94,2.841,2.907,17.31,50.51
2019-02-28,WAVESUSD,2.86,2.91,2.829,2.91,20.5,59.55
2019-02-27,WAVESUSD,2.9,2.9,2.847,2.86,4.314,12.34
2019-02-26,WAVESUSD,2.86,2.904,2.849,2.9,16.08,46.01
2019-02-25,WAVESUSD,2.901,2.918,2.84,2.86,17.51,49.94
2019-02-24,WAVESUSD,3.03,3.066,2.9,2.901,71.87,220.21
2019-02-23,WAVESUSD,3.016,3.07,3.015,3.03,46.52,142.49
2019-02-22,WAVESUSD,3,3.04,3,3.016,59.2,178.56
2019-02-21,WAVESUSD,3,3.04,3,3,103.66,311.35
2019-02-20,WAVESUSD,3,3,2.968,3,3.369,10.09
2019-02-19,WAVESUSD,2.885,3,2.87,3,922.81,2712.22
2019-02-18,WAVESUSD,2.803,2.976,2.803,2.885,2648.38,7661.95
2019-02-17,WAVESUSD,2.855,2.855,2.79,2.803,850.51,2392.97
2019-02-16,WAVESUSD,2.892,2.91,2.82,2.855,1464.33,4190.71
2019-02-15,WAVESUSD,2.907,2.95,2.867,2.892,311.57,903.54
2019-02-14,WAVESUSD,2.972,2.972,2.865,2.907,608.24,1766.69
2019-02-13,WAVESUSD,3.011,3.043,2.93,2.972,664.3,1984.76
2019-02-12,WAVESUSD,3.033,3.07,2.9,3.011,1252.56,3740.86
2019-02-11,WAVESUSD,2.89,3.033,2.782,3.033,2442.42,7189.95
2019-02-10,WAVESUSD,2.78,2.89,2.731,2.89,1091.22,3050.14
2019-02-09,WAVESUSD,2.744,2.831,2.72,2.78,720.2,1994.97
2019-02-08,WAVESUSD,2.68,2.891,2.6,2.744,3041.36,8329.73
2019-02-07,WAVESUSD,2.67,2.9,2.629,2.68,943.76,2591.71
2019-02-06,WAVESUSD,2.836,2.91,2.637,2.67,2762.29,7543.92
2019-02-05,WAVESUSD,3.02,3.02,2.836,2.836,1343.5,3926.33
2019-02-04,WAVESUSD,3.031,3.083,2.951,3.02,594.25,1779.03
2019-02-03,WAVESUSD,2.901,3.1,2.901,3.031,335.19,1018.77
2019-02-02,WAVESUSD,2.969,3,2.9,2.901,806.98,2381.78
2019-02-01,WAVESUSD,3.049,3.05,2.9,2.969,1248.1,3705.64
2019-01-31,WAVESUSD,3.17,3.17,3.025,3.049,1183.82,3662.27
2019-01-30,WAVESUSD,3.214,3.26,2.991,3.17,1945.42,6091.86
2019-01-29,WAVESUSD,3.172,3.28,2.993,3.214,2961.84,9273.43
2019-01-28,WAVESUSD,2.941,3.199,2.79,3.172,6988.04,20656.48
2019-01-27,WAVESUSD,2.958,3.15,2.85,2.941,2368.22,7174.54
2019-01-26,WAVESUSD,3.078,3.078,2.81,2.958,1623.19,4823.07
2019-01-25,WAVESUSD,3.048,3.19,2.94,3.078,907.95,2788.34
2019-01-24,WAVESUSD,3.24,3.35,2.84,3.048,3477.08,10751.68
2019-01-23,WAVESUSD,3.03,3.46,2.98,3.24,7471.78,24592.2
2019-01-22,WAVESUSD,2.715,3.03,2.692,3.03,6408.19,18584.71
2019-01-21,WAVESUSD,2.746,2.768,2.695,2.715,2993.25,8157.12
2019-01-20,WAVESUSD,2.8,2.867,2.707,2.746,1307.64,3614.81
2019-01-19,WAVESUSD,2.75,2.838,2.728,2.8,782.85,2182.65
2019-01-18,WAVESUSD,2.81,2.82,2.724,2.75,1321.02,3672.49
2019-01-17,WAVESUSD,2.795,2.838,2.775,2.81,1353.39,3796.68
2019-01-16,WAVESUSD,2.8,2.9,2.763,2.795,1192.09,3361.36
2019-01-15,WAVESUSD,2.954,3,2.8,2.8,1167.05,3403.46
2019-01-14,WAVESUSD,2.847,3.1,2.777,2.954,1587.12,4703.47
2019-01-13,WAVESUSD,2.81,2.847,2.651,2.847,1642.3,4525.42
2019-01-12,WAVESUSD,2.897,2.897,2.7,2.81,2537.2,7028.78
2019-01-11,WAVESUSD,2.85,2.9,2.72,2.897,707.95,1996.56
2019-01-10,WAVESUSD,3.04,3.04,2.7,2.85,1743.45,5064.19
2019-01-09,WAVESUSD,3.15,3.28,3.034,3.04,723.84,2247.04
2019-01-08,WAVESUSD,3.155,3.287,3,3.15,1127.48,3532.81
2019-01-07,WAVESUSD,3.36,3.4,3.15,3.155,1644.98,5348.51
2019-01-06,WAVESUSD,3.329,3.42,3.284,3.36,1648.2,5538.75
2019-01-05,WAVESUSD,3.369,3.501,3.3,3.329,2407.52,8128.5
2019-01-04,WAVESUSD,3.35,3.4,3.31,3.369,476.06,1596.2
2019-01-03,WAVESUSD,3.359,3.418,3.3,3.35,1180.65,3969.1
