Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume EUR
2020-01-20,BCHEUR,301,324,295.52,312.08,7.106,2159.72
2020-01-19,BCHEUR,304.43,326.91,290.3,301,35.96,10875.31
2020-01-18,BCHEUR,339.56,392.98,304.43,304.43,109.67,35663.25
2020-01-17,BCHEUR,297.76,350,290.1,339.56,215.71,68159.37
2020-01-16,BCHEUR,308.19,308.19,269.11,297.76,184.69,52345.92
2020-01-15,BCHEUR,316.14,316.14,284.71,308.19,193.1,58692.45
2020-01-14,BCHEUR,235.95,329.72,235.95,316.14,642.29,196204.55
2020-01-13,BCHEUR,237.22,238.34,235.95,235.95,5.09,1201.19
2020-01-12,BCHEUR,240.25,240.25,237.22,237.22,6.542,1553.0
2020-01-11,BCHEUR,245.55,249.1,240.25,240.25,53.39,12962.09
2020-01-10,BCHEUR,209.65,245.55,209.65,245.55,77.1,18087.27
2020-01-09,BCHEUR,209.65,209.65,209.65,209.65,0.0,0.0
2020-01-08,BCHEUR,217.91,227,208.62,209.65,41.01,8810.51
2020-01-07,BCHEUR,214,217.91,214,217.91,5.609,1218.91
2020-01-06,BCHEUR,214.98,214.98,210,214,1.842,393.81
2020-01-05,BCHEUR,214.98,214.98,214.98,214.98,0.0,0.0
2020-01-04,BCHEUR,214.98,214.98,214.98,214.98,0.0,0.0
2020-01-03,BCHEUR,214.98,214.98,214.98,214.98,0.0,0.0
2020-01-02,BCHEUR,214.98,214.98,214.98,214.98,0.0,0.0
2020-01-01,BCHEUR,214.98,214.98,214.98,214.98,0.0,0.0
2019-12-31,BCHEUR,193.21,214.98,193.21,214.98,0.03723,8.005
2019-12-30,BCHEUR,193.21,193.21,193.21,193.21,0.0,0.0
2019-12-29,BCHEUR,193.19,193.21,189.77,193.21,0.2552,49.11
2019-12-28,BCHEUR,169,193.21,169,193.19,0.9547,180.33
2019-12-27,BCHEUR,169,169,169,169,0.0,0.0
2019-12-26,BCHEUR,169,169,169,169,0.0,0.0
2019-12-25,BCHEUR,169,169,169,169,0.0,0.0
2019-12-24,BCHEUR,169,169,169,169,0.0,0.0
2019-12-23,BCHEUR,169,169,169,169,0.0,0.0
2019-12-22,BCHEUR,169,169,169,169,0.0,0.0
2019-12-21,BCHEUR,169,169,169,169,0.0,0.0
2019-12-20,BCHEUR,169,169,169,169,0.0,0.0
2019-12-19,BCHEUR,169,169,169,169,0.0,0.0
2019-12-18,BCHEUR,166,169,166,169,1.331,224.94
2019-12-17,BCHEUR,193.21,193.21,166,166,0.4466,75.66
2019-12-16,BCHEUR,193.21,193.21,193.21,193.21,0.0,0.0
2019-12-15,BCHEUR,193.21,193.21,193.21,193.21,0.0,0.0
2019-12-14,BCHEUR,193.21,193.21,193.21,193.21,0.0,0.0
2019-12-13,BCHEUR,193.21,193.21,193.21,193.21,0.0,0.0
2019-12-12,BCHEUR,193.21,193.21,193.21,193.21,0.0,0.0
2019-12-11,BCHEUR,193.21,193.21,193.21,193.21,0.0,0.0
2019-12-10,BCHEUR,193.21,193.21,193.21,193.21,0.0,0.0
2019-12-09,BCHEUR,193.21,193.21,193.21,193.21,0.0,0.0
2019-12-08,BCHEUR,193.24,193.24,193.21,193.21,0.248,47.92
2019-12-07,BCHEUR,192.96,193.37,192.15,193.24,1.454,280.99
2019-12-06,BCHEUR,189.44,193.54,189.41,192.96,48.81,9431.18
2019-12-05,BCHEUR,190.27,190.74,189.44,189.44,0.315,59.84
2019-12-04,BCHEUR,192.26,196.21,185.77,190.27,53.44,10121.01
2019-12-03,BCHEUR,193.35,193.35,192.26,192.26,0.2422,46.56
2019-12-02,BCHEUR,195.32,195.32,192.3,193.35,3.925,756.19
2019-12-01,BCHEUR,196.66,196.66,195.32,195.32,0.06885,13.45
2019-11-30,BCHEUR,203.96,203.96,196.66,196.66,0.3271,64.58
2019-11-29,BCHEUR,200.19,205.17,200.19,203.96,31.39,6427.66
2019-11-28,BCHEUR,201.35,201.35,200.19,200.19,5.249,1050.95
2019-11-27,BCHEUR,192.07,203.58,189.44,201.35,1.185,235.33
2019-11-26,BCHEUR,192.58,192.58,189.74,192.07,1.121,215.32
2019-11-25,BCHEUR,185.11,231.19,176.22,192.58,16.05,2940.9
2019-11-24,BCHEUR,193.25,193.25,185.11,185.11,8.311,1554.26
2019-11-23,BCHEUR,189.31,197.15,189.25,193.25,6.673,1298.98
2019-11-22,BCHEUR,202,202,182,189.31,8.693,1627.43
2019-11-21,BCHEUR,219.76,219.76,198.19,202,27.53,5572.24
2019-11-20,BCHEUR,217.71,219.76,216.77,219.76,0.4685,102.39
2019-11-19,BCHEUR,223.44,223.44,203.02,217.71,6.485,1392.2
2019-11-18,BCHEUR,236.73,238.59,222.81,223.44,46.1,10669.11
2019-11-17,BCHEUR,237.79,239.68,236.73,236.73,0.1654,39.55
2019-11-16,BCHEUR,237.79,237.79,237.79,237.79,0.0,0.0
2019-11-15,BCHEUR,250.05,250.05,235.46,237.79,6.383,1533.65
2019-11-14,BCHEUR,257.36,257.36,249.07,250.05,12.04,3010.25
2019-11-13,BCHEUR,262.72,262.72,257.36,257.36,23.58,6123.01
2019-11-12,BCHEUR,256.63,262.72,256.63,262.72,0.8164,214.48
2019-11-11,BCHEUR,266.89,266.89,256.63,256.63,10.05,2579.83
2019-11-10,BCHEUR,253.75,271.03,253.75,266.89,6.079,1622.07
2019-11-09,BCHEUR,253.75,253.75,253.75,253.75,0.0,0.0
2019-11-08,BCHEUR,264.95,264.95,248.39,253.75,26.72,6886.62
2019-11-07,BCHEUR,273.52,274.55,260.58,264.95,11.37,3021.92
2019-11-06,BCHEUR,265.14,276.62,264.63,273.52,21.39,5863.21
2019-11-05,BCHEUR,257.43,265.91,257.43,265.14,2.016,529.11
2019-11-04,BCHEUR,271.84,271.84,257.43,257.43,1.108,287.12
2019-11-03,BCHEUR,250.3,271.84,250.3,271.84,22.47,6097.97
2019-11-02,BCHEUR,254.36,254.36,250.3,250.3,5.0,1251.5
2019-11-01,BCHEUR,254.36,254.36,254.36,254.36,0.0,0.0
2019-10-31,BCHEUR,260.04,260.04,254.26,254.36,5.123,1306.25
2019-10-30,BCHEUR,258,274.83,257.41,260.04,31.69,8350.59
2019-10-29,BCHEUR,238.19,268.14,238.19,258,21.27,5503.6
2019-10-28,BCHEUR,236.27,246.21,233.82,238.19,3.355,813.35
2019-10-27,BCHEUR,225.81,237.09,224.65,236.27,10.1,2372.01
2019-10-26,BCHEUR,234.92,253.96,223.38,225.81,9.525,2237.9
2019-10-25,BCHEUR,193.96,237,193.96,234.92,5.137,1156.7
2019-10-24,BCHEUR,179.25,193.96,179.25,193.96,23.49,4436.85
2019-10-23,BCHEUR,205.61,205.61,179.25,179.25,23.35,4483.48
2019-10-22,BCHEUR,208.72,208.72,205.61,205.61,9.425,1952.57
2019-10-21,BCHEUR,191.6,208.72,191.6,208.72,4.636,963.18
2019-10-20,BCHEUR,191.22,191.6,190.2,191.6,1.883,360.2
2019-10-19,BCHEUR,191.49,191.49,189.89,191.22,0.432,82.4
2019-10-18,BCHEUR,198,198,189.24,191.49,97.73,18698.14
2019-10-17,BCHEUR,201.79,201.79,196.28,198,1.797,355.17
2019-10-16,BCHEUR,203.43,204.05,201.79,201.79,0.5287,107.67
2019-10-15,BCHEUR,204.99,206.22,203.43,203.43,7.108,1450.44
2019-10-14,BCHEUR,200.38,205.74,200.38,204.99,0.1152,23.63
2019-10-13,BCHEUR,200.38,200.38,200.38,200.38,0.0,0.0
2019-10-12,BCHEUR,200.38,200.38,200.38,200.38,0.0,0.0
2019-10-11,BCHEUR,211.92,211.92,200,200.38,10.69,2222.7
2019-10-10,BCHEUR,216.36,216.36,210.65,211.92,3.738,791.77
2019-10-09,BCHEUR,209.75,217.37,209.75,216.36,1.344,289.58
2019-10-08,BCHEUR,215,215,209.24,209.75,1.365,286.64
2019-10-07,BCHEUR,201.88,215,201.88,215,4.562,962.72
2019-10-06,BCHEUR,202.21,202.21,197.76,201.88,3.57,713.33
2019-10-05,BCHEUR,203,203,201.53,202.21,5.193,1046.71
2019-10-04,BCHEUR,199.29,203,199.29,203,1.308,262.53
2019-10-03,BCHEUR,204.03,204.03,199.29,199.29,3.284,659.31
2019-10-02,BCHEUR,207.42,207.42,202.64,204.03,13.99,2862.39
2019-10-01,BCHEUR,207.87,214.21,202.48,207.42,61.2,12790.14
2019-09-30,BCHEUR,200.98,210.66,197.14,207.87,49.67,10354.62
2019-09-29,BCHEUR,208,208,196.55,200.98,5.743,1140.8
2019-09-28,BCHEUR,192.59,209.05,192.59,208,8.414,1741.62
2019-09-27,BCHEUR,190.05,199.91,190.05,192.59,5.968,1172.59
2019-09-26,BCHEUR,205.69,207.54,190.05,190.05,20.57,4178.73
2019-09-25,BCHEUR,203.4,209.29,197.62,205.69,41.82,8547.36
2019-09-24,BCHEUR,265.66,266.49,192.76,203.4,75.99,17234.29
2019-09-23,BCHEUR,275.75,279.37,265.66,265.66,28.71,7802.37
2019-09-22,BCHEUR,282.83,282.83,275.75,275.75,19.32,5352.51
2019-09-21,BCHEUR,283.37,283.37,282.37,282.83,20.96,5930.17
2019-09-20,BCHEUR,291.49,291.49,283.37,283.37,12.8,3647.7
2019-09-19,BCHEUR,294.7,294.7,280.04,291.49,11.11,3205.24
2019-09-18,BCHEUR,288.66,297.3,241.5,294.7,2.594,751.35
2019-09-17,BCHEUR,273.99,295,273.99,288.66,27.95,7953.51
2019-09-16,BCHEUR,274.29,276.63,273.5,273.99,7.845,2156.65
2019-09-15,BCHEUR,276.06,276.06,274.29,274.29,4.202,1152.5
2019-09-14,BCHEUR,269.83,276.64,269.68,276.06,2.485,686.24
2019-09-13,BCHEUR,272.48,272.48,268.71,269.83,36.06,9714.9
2019-09-12,BCHEUR,269.02,274.04,269.02,272.48,1.55,423.17
2019-09-11,BCHEUR,272.35,272.35,269.01,269.02,24.66,6636.89
2019-09-10,BCHEUR,277.34,278.73,272.11,272.35,6.257,1723.88
2019-09-09,BCHEUR,265.09,279.92,265.09,277.34,1.407,388.41
2019-09-08,BCHEUR,271.41,279.01,265.09,265.09,10.61,2947.82
2019-09-07,BCHEUR,258.64,272.03,258.64,271.41,2.342,631.65
2019-09-06,BCHEUR,260.85,271.9,258.64,258.64,8.053,2132.33
2019-09-05,BCHEUR,266.9,267.27,260.85,260.85,13.16,3442.41
2019-09-04,BCHEUR,276.17,276.17,266.9,266.9,2.348,631.73
2019-09-03,BCHEUR,264.14,276.17,264.14,276.17,0.5122,141.28
2019-09-02,BCHEUR,253.79,264.14,253.79,264.14,9.0,2307.86
2019-09-01,BCHEUR,247,253.79,247,253.79,0.05252,13.33
2019-08-31,BCHEUR,255.63,255.63,247,247,0.2475,61.67
2019-08-30,BCHEUR,250.21,256.89,249.45,255.63,7.355,1849.42
2019-08-29,BCHEUR,264.85,264.85,250.21,250.21,5.694,1428.92
2019-08-28,BCHEUR,280.07,280.07,257.53,264.85,53.89,14100.79
2019-08-27,BCHEUR,277.63,280.18,275.97,280.07,3.498,968.82
2019-08-26,BCHEUR,277.14,279.07,276.39,277.63,20.8,5768.79
2019-08-25,BCHEUR,277.14,277.14,277.14,277.14,0.0,0.0
2019-08-24,BCHEUR,285,285,269.59,277.14,3.678,997.05
2019-08-23,BCHEUR,275.43,285,275.43,285,8.901,2502.53
2019-08-22,BCHEUR,261.67,275.43,261.67,275.43,2.036,543.75
2019-08-21,BCHEUR,282.97,282.97,261.67,261.67,1.588,430.95
2019-08-20,BCHEUR,284.66,284.66,282.97,282.97,0.03722,10.53
2019-08-19,BCHEUR,277.96,284.66,277.96,284.66,0.5,142.33
2019-08-18,BCHEUR,273.07,277.96,273.07,277.96,0.07976,22.17
2019-08-17,BCHEUR,279.4,279.4,273.07,273.07,7.801,2149.28
2019-08-16,BCHEUR,283.91,283.91,271.5,279.4,9.924,2778.66
2019-08-15,BCHEUR,276.48,286.75,242,283.91,47.44,12965.44
2019-08-14,BCHEUR,311.72,322,276.48,276.48,12.95,3935.19
2019-08-13,BCHEUR,293.49,311.72,293.49,311.72,16.64,5112.01
2019-08-12,BCHEUR,303.24,303.24,293.49,293.49,12.12,3569.76
2019-08-11,BCHEUR,281.46,303.24,281.46,303.24,12.81,3785.57
2019-08-10,BCHEUR,279.41,285.94,272.31,281.46,12.87,3652.2
2019-08-09,BCHEUR,293.83,295.67,275.34,279.41,38.96,10905.44
2019-08-08,BCHEUR,302.92,302.92,292.87,293.83,5.988,1775.41
2019-08-07,BCHEUR,293.16,307.98,293.16,302.92,5.512,1660.13
2019-08-06,BCHEUR,311.1,313.26,293.16,293.16,5.89,1787.48
2019-08-05,BCHEUR,301.74,316.77,301.74,311.1,10.93,3427.33
2019-08-04,BCHEUR,305.72,305.72,293.3,301.74,6.576,1970.09
2019-08-03,BCHEUR,290,305.72,290,305.72,1.309,398.25
2019-08-02,BCHEUR,296.54,296.54,290,290,5.516,1611.77
2019-08-01,BCHEUR,291.37,296.54,291.37,296.54,3.699,1093.89
2019-07-31,BCHEUR,287.73,299.85,287.73,291.37,29.88,8729.42
2019-07-30,BCHEUR,274.03,288.38,274.03,287.73,0.2082,59.96
2019-07-29,BCHEUR,267.19,276.07,267.19,274.03,1.428,392.19
2019-07-28,BCHEUR,272.24,273.18,267.19,267.19,8.992,2406.11
2019-07-27,BCHEUR,286.12,286.12,269.59,272.24,6.772,1835.51
2019-07-26,BCHEUR,270.32,286.12,270.32,286.12,4.504,1276.92
2019-07-25,BCHEUR,273.93,279.23,270.32,270.32,3.725,1021.11
2019-07-24,BCHEUR,271.94,273.93,255.76,273.93,16.32,4353.16
2019-07-23,BCHEUR,271.09,275.77,268.23,271.94,1.832,495.68
2019-07-22,BCHEUR,278.46,282.05,271.09,271.09,8.725,2406.86
2019-07-21,BCHEUR,290.9,290.9,278.46,278.46,0.233,64.87
2019-07-20,BCHEUR,265.01,298.52,265.01,290.9,2.073,599.34
2019-07-19,BCHEUR,276.24,276.24,265.01,265.01,61.74,16891.41
2019-07-18,BCHEUR,260.14,290,255.65,276.24,56.48,15174.42
2019-07-17,BCHEUR,246.93,271.75,246.93,260.14,23.79,6178.34
2019-07-16,BCHEUR,280.59,289.99,234.05,246.93,23.67,6093.27
2019-07-15,BCHEUR,255,286.7,233.08,280.59,15.32,3816.11
2019-07-14,BCHEUR,301.53,301.53,255,255,3.432,892.94
2019-07-13,BCHEUR,318.08,318.08,301.33,301.53,6.474,1956.41
2019-07-12,BCHEUR,294.32,332,294.32,318.08,16.86,5312.07
2019-07-11,BCHEUR,342.77,342.77,285,294.32,85.33,26537.79
2019-07-10,BCHEUR,367.03,367.92,342.77,342.77,12.12,4310.55
2019-07-09,BCHEUR,372.66,394.54,367.03,367.03,33.06,12380.89
2019-07-08,BCHEUR,368.97,389.96,368.97,372.66,5.884,2200.39
2019-07-07,BCHEUR,363.12,368.97,357.79,368.97,2.666,978.9
2019-07-06,BCHEUR,356.64,394,356.64,363.12,0.293,107.78
2019-07-05,BCHEUR,363.8,363.8,356.64,356.64,0.9429,337.09
2019-07-04,BCHEUR,365.06,394.56,363.8,363.8,14.74,5412.37
2019-07-03,BCHEUR,358.79,365.06,358.79,365.06,0.225,81.94
2019-07-02,BCHEUR,364.28,364.28,345.92,358.79,5.319,1869.91
2019-07-01,BCHEUR,349.71,364.28,348.51,364.28,13.87,4945.9
2019-06-30,BCHEUR,394,394,349.71,349.71,7.232,2551.65
2019-06-29,BCHEUR,381.2,394,381.2,394,0.1483,58.44
2019-06-28,BCHEUR,367,381.2,352.15,381.2,0.8901,332.25
2019-06-27,BCHEUR,423.01,429.36,346.3,367,84.86,31528.38
2019-06-26,BCHEUR,419.02,451.51,400,423.01,46.72,20201.42
2019-06-25,BCHEUR,412.31,537,407.57,419.02,22.34,9300.13
2019-06-24,BCHEUR,416.8,416.8,412.31,412.31,2.61,1081.42
2019-06-23,BCHEUR,400.84,417.99,400.84,416.8,0.3633,151.68
2019-06-22,BCHEUR,384.52,420.99,357.98,400.84,3.982,1514.4
2019-06-21,BCHEUR,367.12,384.52,367.12,384.52,22.87,8634.65
2019-06-20,BCHEUR,365.01,378,361.27,367.12,28.92,10563.9
2019-06-19,BCHEUR,366.26,373.24,365.01,365.01,20.0,7430.63
2019-06-18,BCHEUR,385.86,413.86,361.2,366.26,63.86,23546.56
2019-06-17,BCHEUR,382.91,415,351.01,385.86,92.0,35291.01
2019-06-16,BCHEUR,362.23,382.96,362.23,382.91,21.6,8230.24
2019-06-15,BCHEUR,362.23,362.23,362.23,362.23,0.0,0.0
2019-06-14,BCHEUR,371.04,371.04,362.23,362.23,12.13,4407.79
2019-06-13,BCHEUR,347.31,372.67,347.31,371.04,7.559,2775.91
2019-06-12,BCHEUR,344.33,353.14,342.71,347.31,8.846,3092.15
2019-06-11,BCHEUR,342.31,344.33,341.99,344.33,3.819,1313.51
2019-06-10,BCHEUR,336.6,342.31,336.6,342.31,0.07917,27.1
