Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume EUR
2019-04-28,ETHEUR,140,140.99,140,140.99,0.1775,25.02
2019-04-27,ETHEUR,135,140.11,135,140,1.877,262.82
2019-04-26,ETHEUR,140.57,143.22,135,135,164.83,22488.5
2019-04-25,ETHEUR,148.07,148.55,120,140.57,250.88,33856.96
2019-04-24,ETHEUR,153,157.99,145.53,148.07,35.94,5363.01
2019-04-23,ETHEUR,153.62,399,141.8,153,70.34,12648.06
2019-04-22,ETHEUR,150,153.62,150,153.62,0.1993,30.61
2019-04-21,ETHEUR,150.17,151,145.86,150,5.081,764.44
2019-04-20,ETHEUR,151.97,156.69,150.17,150.17,24.79,3805.52
2019-04-19,ETHEUR,155,155,151.97,151.97,1.044,160.7
2019-04-18,ETHEUR,155,155,154.61,155,1.728,267.85
2019-04-17,ETHEUR,150.37,155,144.89,155,1.863,278.37
2019-04-16,ETHEUR,146,150.37,142.16,150.37,1.995,290.82
2019-04-15,ETHEUR,143.92,150.29,143.92,146,5.165,755.1
2019-04-14,ETHEUR,163.97,163.97,143.92,143.92,3.606,537.21
2019-04-13,ETHEUR,164.6,164.6,151.99,163.97,2.511,398.52
2019-04-12,ETHEUR,143.74,164.6,143.74,164.6,7.01,1097.63
2019-04-11,ETHEUR,158.39,164.99,142.96,143.74,3.548,521.02
2019-04-10,ETHEUR,166.49,170,158,158.39,4.051,649.31
2019-04-09,ETHEUR,165,168.99,156.18,166.49,5.766,929.13
2019-04-08,ETHEUR,152.57,235,152.57,165,24.76,4294.12
2019-04-07,ETHEUR,147.8,152.57,135.02,152.57,4.102,605.95
2019-04-06,ETHEUR,144.96,159.2,144.96,147.8,8.314,1240.9
2019-04-05,ETHEUR,138.68,175.4,138.68,144.96,14.85,2345.37
2019-04-04,ETHEUR,146.9,158.62,138.68,138.68,6.501,917.61
2019-04-03,ETHEUR,145.55,244.99,145.41,146.9,52.05,8047.19
2019-04-02,ETHEUR,135,145.55,125.7,145.55,19.8,2696.91
2019-04-01,ETHEUR,126.21,135,126.21,135,1.884,243.93
2019-03-31,ETHEUR,125.05,129.51,125.05,126.21,2.2,278.15
2019-03-30,ETHEUR,129.55,129.55,125.02,125.05,1.994,253.05
2019-03-29,ETHEUR,124,129.55,124,129.55,11.83,1527.41
2019-03-28,ETHEUR,123.85,138.9,119.44,124,37.21,4645.1
2019-03-27,ETHEUR,122.37,128.5,119.01,123.85,6.193,773.89
2019-03-26,ETHEUR,120,129.8,118.42,122.37,33.51,4174.46
2019-03-25,ETHEUR,124.08,124.08,120,120,18.39,2207.69
2019-03-24,ETHEUR,120,124.34,120,124.08,7.765,939.2
2019-03-23,ETHEUR,125.22,125.27,120,120,2.206,271.14
2019-03-22,ETHEUR,125,144.99,120,125.22,62.54,7894.05
2019-03-21,ETHEUR,120.6,138.99,118.62,125,9.271,1159.24
2019-03-20,ETHEUR,127.49,144.99,120.6,120.6,32.43,4141.32
2019-03-19,ETHEUR,120.55,140.09,120.55,127.49,6.946,897.82
2019-03-18,ETHEUR,126.24,130,120.48,120.55,1.158,147.33
2019-03-17,ETHEUR,125.9,126.24,125.9,126.24,3.81,480.97
2019-03-16,ETHEUR,121.39,125.9,121.39,125.9,0.3492,42.87
2019-03-15,ETHEUR,121.39,121.39,121.39,121.39,0.0,0.0
2019-03-14,ETHEUR,124.01,124.01,121.38,121.39,2.05,248.81
2019-03-13,ETHEUR,117.71,125.65,117.71,124.01,0.9299,114.52
2019-03-12,ETHEUR,123,123,117.2,117.71,2.536,307.51
2019-03-11,ETHEUR,120.55,123,120.55,123,0.4139,50.23
2019-03-10,ETHEUR,125.89,125.89,120.55,120.55,0.07001,8.44
2019-03-09,ETHEUR,120.12,125.89,119.94,125.89,1.868,233.97
2019-03-08,ETHEUR,135,135,120.12,120.12,3.976,496.8
2019-03-07,ETHEUR,124.25,135,121.59,135,4.355,568.41
2019-03-06,ETHEUR,123.33,144,119.82,124.25,35.71,4364.65
2019-03-05,ETHEUR,127.05,127.05,114.3,123.33,6.074,729.21
2019-03-04,ETHEUR,115,127.05,109.23,127.05,12.92,1477.83
2019-03-03,ETHEUR,116.5,120.33,115,115,32.71,3818.95
2019-03-02,ETHEUR,121.99,128.57,116.5,116.5,3.083,365.89
2019-03-01,ETHEUR,120.61,121.99,120.02,121.99,8.214,1000.0
2019-02-28,ETHEUR,114.64,120.69,114.64,120.61,8.366,1000.4
2019-02-27,ETHEUR,119.82,123,114.64,114.64,12.28,1467.25
2019-02-26,ETHEUR,123.48,123.48,119.82,119.82,1.935,233.53
2019-02-25,ETHEUR,121,123.48,117,123.48,3.112,377.94
2019-02-24,ETHEUR,137.97,144.99,121,121,11.49,1619.3
2019-02-23,ETHEUR,129,138.26,129,137.97,7.182,986.74
2019-02-22,ETHEUR,127.26,140.1,127.26,129,8.984,1202.43
2019-02-21,ETHEUR,127.99,129.94,127.26,127.26,4.067,527.76
2019-02-20,ETHEUR,130,130,120,127.99,3.673,458.77
2019-02-19,ETHEUR,126.98,131.14,126.98,130,6.742,871.14
2019-02-18,ETHEUR,111.7,129.67,111.7,126.98,20.48,2524.27
2019-02-17,ETHEUR,110,115,110,111.7,84.46,9306.15
2019-02-16,ETHEUR,108.52,110,108.52,110,9.094,1000.22
2019-02-15,ETHEUR,108.52,108.52,108.52,108.52,0.0,0.0
2019-02-14,ETHEUR,106.73,108.52,106.07,108.52,4.324,466.83
2019-02-13,ETHEUR,106.57,108,106.42,106.73,22.98,2468.97
2019-02-12,ETHEUR,106.78,106.78,105.13,106.57,11.0,1168.68
2019-02-11,ETHEUR,108.11,108.11,105.7,106.78,18.92,2020.58
2019-02-10,ETHEUR,103.2,108.11,103.2,108.11,0.607,64.76
2019-02-09,ETHEUR,103.41,103.41,103.2,103.2,0.95,98.04
2019-02-08,ETHEUR,90.28,105.8,90.28,103.41,6.717,652.12
2019-02-07,ETHEUR,90.28,90.28,90.28,90.28,0.0,0.0
2019-02-06,ETHEUR,92.66,92.66,90.28,90.28,0.8821,80.98
2019-02-05,ETHEUR,92.55,93.94,92.55,92.66,4.54,420.81
2019-02-04,ETHEUR,98.98,98.98,92.04,92.55,2.238,206.95
2019-02-03,ETHEUR,93.16,98.98,93.16,98.98,0.2722,26.94
2019-02-02,ETHEUR,93.16,93.16,93.16,93.16,0.0,0.0
2019-02-01,ETHEUR,99.92,99.92,92.14,93.16,12.65,1179.31
2019-01-31,ETHEUR,99.95,99.95,92.69,99.92,2.269,217.71
2019-01-30,ETHEUR,91.44,99.95,91.44,99.95,6.406,616.61
2019-01-29,ETHEUR,99.71,99.82,91.44,91.44,3.314,306.94
2019-01-28,ETHEUR,110,110,90.3,99.71,20.33,1853.16
2019-01-27,ETHEUR,103.05,110,100,110,7.288,729.89
2019-01-26,ETHEUR,102.68,110.01,102.68,103.05,0.7648,79.71
2019-01-25,ETHEUR,103.54,103.54,102.68,102.68,0.1542,15.83
2019-01-24,ETHEUR,102.06,103.54,101.92,103.54,1.487,152.11
2019-01-23,ETHEUR,110.33,110.33,102.06,102.06,5.498,571.79
2019-01-22,ETHEUR,100.89,118.2,100,110.33,5.69,624.51
2019-01-21,ETHEUR,104,109.99,100.89,100.89,19.07,1954.88
2019-01-20,ETHEUR,108.28,108.28,104,104,4.722,497.2
2019-01-19,ETHEUR,119.99,119.99,108.28,108.28,1.509,165.69
2019-01-18,ETHEUR,119.99,119.99,119.99,119.99,0.0,0.0
2019-01-17,ETHEUR,106.93,119.99,105.59,119.99,0.9083,103.62
2019-01-16,ETHEUR,100.76,107.29,100.76,106.93,3.086,329.03
2019-01-15,ETHEUR,118.32,124.46,100.76,100.76,3.628,405.98
2019-01-14,ETHEUR,101.12,118.32,101.12,118.32,0.2367,28.01
2019-01-13,ETHEUR,113.19,113.19,101.12,101.12,1.618,175.35
2019-01-12,ETHEUR,128.25,128.25,100.36,113.19,2.155,234.57
2019-01-11,ETHEUR,112,128.25,109.94,128.25,12.4,1421.21
2019-01-10,ETHEUR,130,135.5,110,112,103.61,12437.28
2019-01-09,ETHEUR,128.78,131.33,128.78,130,5.408,708.6
2019-01-08,ETHEUR,132,132.77,128.78,128.78,2.861,371.69
2019-01-07,ETHEUR,133.15,141.32,132,132,7.038,937.68
2019-01-06,ETHEUR,134.33,139.99,131.09,133.15,2.027,273.01
2019-01-05,ETHEUR,131,147,131,134.33,11.84,1699.23
2019-01-04,ETHEUR,143.26,143.26,131,131,20.06,2659.47
2019-01-03,ETHEUR,134.08,143.26,130,143.26,3.842,500.76
2019-01-02,ETHEUR,130,134.08,130,134.08,51.29,6667.4
2019-01-01,ETHEUR,115,130,115,130,13.85,1799.47
2018-12-31,ETHEUR,128,128,115,115,10.7,1266.67
2018-12-30,ETHEUR,123.86,128.98,115.01,128,0.1576,19.75
2018-12-29,ETHEUR,115,123.86,115,123.86,0.4281,52.99
2018-12-28,ETHEUR,100.51,149,100.51,115,12.63,1435.87
2018-12-27,ETHEUR,111.67,111.67,100.51,100.51,0.5741,59.96
2018-12-26,ETHEUR,111.67,112.8,111.67,111.67,4.646,523.71
2018-12-25,ETHEUR,128.09,128.09,110.04,111.67,14.04,1571.55
2018-12-24,ETHEUR,117.98,140,117.98,128.09,50.34,6390.78
2018-12-23,ETHEUR,99.79,118.18,99.79,117.98,38.65,4306.76
2018-12-22,ETHEUR,97.43,99.79,97.24,99.79,1.214,120.79
2018-12-21,ETHEUR,99.38,103.65,96.94,97.43,7.942,793.96
2018-12-20,ETHEUR,91,103.02,91,99.38,22.38,2199.94
2018-12-19,ETHEUR,85,93.11,85,91,7.786,708.18
2018-12-18,ETHEUR,83.4,85,81.11,85,16.36,1387.69
2018-12-17,ETHEUR,76,84.44,72.62,83.4,27.59,2267.47
2018-12-16,ETHEUR,75.58,76,75.58,76,6.716,510.39
2018-12-15,ETHEUR,73.5,75.58,72.5,75.58,6.917,510.68
2018-12-14,ETHEUR,75.5,79.98,73.5,73.5,0.6907,51.12
2018-12-13,ETHEUR,78.99,78.99,75.5,75.5,11.38,872.77
2018-12-12,ETHEUR,79.86,80,77.51,78.99,10.27,813.39
2018-12-11,ETHEUR,79.57,80,78,79.86,73.24,5721.41
2018-12-10,ETHEUR,94.8,99,78,79.57,20.29,1669.6
2018-12-09,ETHEUR,76.19,99,76.19,94.8,8.528,755.04
2018-12-08,ETHEUR,84.82,84.99,74.93,76.19,3.853,304.78
2018-12-07,ETHEUR,80.23,88.48,53.1,84.82,49.88,3934.23
2018-12-06,ETHEUR,90,90,79.31,80.23,21.43,1875.14
2018-12-05,ETHEUR,99.45,99.45,90,90,51.73,4719.88
2018-12-04,ETHEUR,96.26,99.45,95.05,99.45,1.944,193.23
2018-12-03,ETHEUR,101.5,101.5,94.43,96.26,3.53,338.5
2018-12-02,ETHEUR,104.29,104.29,101.5,101.5,5.435,563.43
2018-12-01,ETHEUR,100,105,99.8,104.29,2.819,291.78
2018-11-30,ETHEUR,101.84,105,99,100,9.022,908.8
2018-11-29,ETHEUR,107.29,107.83,101.84,101.84,2.678,283.11
2018-11-28,ETHEUR,94.66,109.61,94.66,107.29,37.59,4033.94
2018-11-27,ETHEUR,93.37,94.66,91.65,94.66,0.8699,80.3
2018-11-26,ETHEUR,101.59,104.1,93.37,93.37,10.4,998.5
2018-11-25,ETHEUR,99,103,86,101.59,8.548,805.49
2018-11-24,ETHEUR,110.06,110.06,99,99,9.467,953.44
2018-11-23,ETHEUR,110.53,111.56,106,110.06,65.28,6981.28
2018-11-22,ETHEUR,115.98,174.98,109.91,110.53,4.933,553.27
2018-11-21,ETHEUR,111.95,188,109.97,115.98,33.22,4366.06
2018-11-20,ETHEUR,127.68,127.68,109.81,111.95,36.02,4275.2
2018-11-19,ETHEUR,149.92,149.92,127.68,127.68,14.01,1889.56
2018-11-18,ETHEUR,149.92,149.92,149.92,149.92,0.0,0.0
2018-11-17,ETHEUR,149.92,149.92,149.92,149.92,0.0,0.0
2018-11-16,ETHEUR,151,161.94,149.92,149.92,2.36,376.45
2018-11-15,ETHEUR,163.99,163.99,151,151,0.6743,103.84
2018-11-14,ETHEUR,179.03,190,152,163.99,200.21,33487.0
2018-11-13,ETHEUR,188.66,219.4,179.03,179.03,10.59,1962.24
2018-11-12,ETHEUR,184.94,318,184.01,188.66,31.0,6538.04
2018-11-11,ETHEUR,184.45,185.67,184.45,184.94,5.715,1059.84
2018-11-10,ETHEUR,183,184.45,181.97,184.45,1.242,227.07
2018-11-09,ETHEUR,187,187,179,183,7.356,1339.36
2018-11-08,ETHEUR,188.95,190.23,185.58,187,18.03,3360.94
2018-11-07,ETHEUR,190,192.41,188.95,188.95,26.14,4966.81
2018-11-06,ETHEUR,183.16,190,183.16,190,2.673,505.27
2018-11-05,ETHEUR,178.01,185.61,178.01,183.16,7.172,1314.7
2018-11-04,ETHEUR,176.33,178.01,176,178.01,25.55,4524.1
2018-11-03,ETHEUR,175.31,176.33,173.3,176.33,0.6656,116.6
2018-11-02,ETHEUR,172.41,176.99,172.41,175.31,2117.67,368819.93
2018-11-01,ETHEUR,172.43,177.2,172.41,172.41,4889.39,843817.99
2018-10-31,ETHEUR,172.16,178.22,171.01,172.43,4498.19,777477.08
2018-10-30,ETHEUR,173.41,179.07,171.02,172.16,2365.29,408994.51
2018-10-29,ETHEUR,175.47,178.99,170.59,173.41,26.62,4687.39
2018-10-28,ETHEUR,178.83,181.7,175.2,175.47,2.035,362.73
2018-10-27,ETHEUR,181.27,182.23,174.52,178.83,0.2206,39.69
2018-10-26,ETHEUR,178.2,185.16,178.2,181.27,4.351,788.98
2018-10-25,ETHEUR,178.2,178.2,175.78,178.2,60.14,10642.26
2018-10-24,ETHEUR,174.6,185.99,174.6,178.2,18.79,3374.85
2018-10-23,ETHEUR,173.61,175.21,171.67,174.6,3.847,670.47
2018-10-22,ETHEUR,175.5,175.5,173.61,173.61,1.836,319.81
2018-10-21,ETHEUR,175.31,176.45,175.31,175.5,1.363,239.41
2018-10-20,ETHEUR,171.67,175.31,171.67,175.31,0.2333,40.83
2018-10-19,ETHEUR,174.96,174.96,171.67,171.67,0.59,101.88
2018-10-18,ETHEUR,179.01,179.01,171.68,174.96,28.58,4994.87
2018-10-17,ETHEUR,177.28,179.46,176,179.01,13.7,2436.59
2018-10-16,ETHEUR,177.35,178.95,174.55,177.28,4.616,823.84
2018-10-15,ETHEUR,167.1,190.27,167.1,177.35,26.63,4777.39
2018-10-14,ETHEUR,173.32,173.47,167.1,167.1,35.52,6045.24
2018-10-13,ETHEUR,169.82,173.88,169.82,173.32,2.01,349.23
2018-10-12,ETHEUR,165,171.5,165,169.82,11.74,1997.13
2018-10-11,ETHEUR,196.41,199.78,165,165,25.31,4520.15
2018-10-10,ETHEUR,199.79,199.79,195.14,196.41,2.646,519.45
2018-10-09,ETHEUR,201.31,201.31,199.79,199.79,3.065,612.4
2018-10-08,ETHEUR,195.64,201.31,193,201.31,30.9,6166.02
2018-10-07,ETHEUR,193,197.52,193,195.64,9.555,1874.12
2018-10-06,ETHEUR,194.71,194.71,193,193,0.01539,2.97
2018-10-05,ETHEUR,192.99,195.1,191.05,194.71,1.209,233.49
2018-10-04,ETHEUR,190.32,195.44,180.01,192.99,6.185,1199.8
2018-10-03,ETHEUR,196.27,196.27,180,190.32,12.72,2419.18
2018-10-02,ETHEUR,197.87,199.38,194.47,196.27,7.384,1451.29
2018-10-01,ETHEUR,198.31,199.78,193.98,197.87,11.7,2292.79
2018-09-30,ETHEUR,198.31,198.31,198.31,198.31,0.0,0.0
2018-09-29,ETHEUR,170.03,202.24,170.03,198.31,14.93,3004.23
2018-09-28,ETHEUR,193.86,194,170.02,170.03,7.527,1440.34
2018-09-27,ETHEUR,183.14,199.65,182,193.86,14.68,2786.3
2018-09-26,ETHEUR,180.53,189.01,178.33,183.14,6.797,1239.23
2018-09-25,ETHEUR,194.02,194.02,174.67,180.53,112.4,20605.63
2018-09-24,ETHEUR,208.44,208.44,170,194.02,25.72,4878.15
2018-09-23,ETHEUR,204.78,208.44,204.78,208.44,1.999,412.52
2018-09-22,ETHEUR,214.22,214.22,204.78,204.78,0.549,113.04
2018-09-21,ETHEUR,194.07,214.22,190.93,214.22,14.38,2807.9
2018-09-20,ETHEUR,183.84,194.07,178.88,194.07,3.862,710.25
2018-09-19,ETHEUR,181.59,183.95,171.02,183.84,36.15,6270.89
2018-09-18,ETHEUR,191,191,172,181.59,3.392,589.94
2018-09-17,ETHEUR,193.9,193.9,173.3,191,2.069,368.26
2018-09-16,ETHEUR,189.02,195.24,181.3,193.9,2.724,516.39
2018-09-15,ETHEUR,185.7,196.68,182.75,189.02,9.464,1801.67
2018-09-14,ETHEUR,181.71,190,176.48,185.7,24.81,4519.74
2018-09-13,ETHEUR,162.66,181.72,162.66,181.71,10.09,1793.74
2018-09-12,ETHEUR,158.94,162.66,140,162.66,70.36,10379.68
2018-09-11,ETHEUR,194.93,194.93,153.91,158.94,40.56,6521.99
2018-09-10,ETHEUR,176.77,197.72,161.94,194.93,1.925,329.57
2018-09-09,ETHEUR,168.1,179.84,165.08,176.77,3.22,540.95
2018-09-08,ETHEUR,186.17,186.17,167.51,168.1,49.33,8501.13
2018-09-07,ETHEUR,195.98,198.98,186.17,186.17,3.836,733.08
2018-09-06,ETHEUR,204.06,204.06,187.89,195.98,14.04,2712.09
2018-09-05,ETHEUR,261.07,261.07,204.06,204.06,19.46,4335.78
2018-09-04,ETHEUR,249.58,264,244.98,261.07,10.92,2732.09
2018-09-03,ETHEUR,253,253,220.8,249.58,11.37,2780.77
2018-09-02,ETHEUR,256.88,256.88,253,253,0.8298,209.93
2018-09-01,ETHEUR,243.53,256.88,243.53,256.88,2.767,696.58
2018-08-31,ETHEUR,240.97,244.61,240.97,243.53,0.8682,210.54
2018-08-30,ETHEUR,246.2,246.25,237,240.97,6.759,1640.84
2018-08-29,ETHEUR,248.17,251,246.2,246.2,0.9503,237.94
2018-08-28,ETHEUR,242.54,253.96,237,248.17,7.603,1881.17
2018-08-27,ETHEUR,232.71,274,232.71,242.54,4.848,1263.14
2018-08-26,ETHEUR,240.5,240.5,232.71,232.71,0.5741,134.59
2018-08-25,ETHEUR,271.95,271.95,240.5,240.5,0.02018,4.854
2018-08-24,ETHEUR,240,274,235,271.95,1.083,270.38
2018-08-23,ETHEUR,240,240,240,240,0.0,0.0
2018-08-22,ETHEUR,240,275,240,240,4.353,1097.76
2018-08-21,ETHEUR,239,245,239,240,1.543,375.41
2018-08-20,ETHEUR,270,270,239,239,0.957,232.15
2018-08-19,ETHEUR,270,279.75,270,270,5.008,1352.11
2018-08-18,ETHEUR,271,280,270,270,1.881,513.39
2018-08-17,ETHEUR,250,280,250,271,4.443,1190.83
2018-08-16,ETHEUR,249.97,268.34,249.97,250,2.585,676.07
2018-08-15,ETHEUR,243.71,270,243.71,249.97,2.793,706.89
2018-08-14,ETHEUR,252,253,232.23,243.71,28.38,6961.33
2018-08-13,ETHEUR,282.19,282.19,252,252,10.78,2898.16
2018-08-12,ETHEUR,275.83,282.19,275.83,282.19,0.3411,95.98
2018-08-11,ETHEUR,300,300.98,274.31,275.83,0.5577,161.69
2018-08-10,ETHEUR,318.92,384.5,300,300,2.9,936.4
2018-08-09,ETHEUR,319.98,385,310,318.92,4.066,1310.2
2018-08-08,ETHEUR,330,330,307.07,319.98,9.858,3148.72
2018-08-07,ETHEUR,347.15,352,330,330,10.25,3509.32
2018-08-06,ETHEUR,357.7,357.7,347.15,347.15,0.4417,153.81
2018-08-05,ETHEUR,345.45,357.7,345.45,357.7,5.655,2013.67
2018-08-04,ETHEUR,360,380,345.45,345.45,9.424,3384.17
2018-08-03,ETHEUR,354,360,348.94,360,5.229,1847.46
2018-08-02,ETHEUR,360.02,362.96,350,354,11.44,4085.31
2018-08-01,ETHEUR,374.96,388,360,360.02,84.61,31206.72
2018-07-31,ETHEUR,385,387.9,370,374.96,6.273,2372.26
2018-07-30,ETHEUR,398,398,385,385,5.761,2246.72
2018-07-29,ETHEUR,395.71,398,394.66,398,0.5458,217.13
2018-07-28,ETHEUR,403.48,408.66,395.71,395.71,1.621,656.64
2018-07-27,ETHEUR,400,425,395.14,403.48,4.371,1764.2
2018-07-26,ETHEUR,410.89,416.13,399,400,2.547,1027.98
2018-07-25,ETHEUR,401,410.89,391.5,410.89,4.317,1727.71
2018-07-24,ETHEUR,377,409,377,401,5.42,2114.4
2018-07-23,ETHEUR,382,397.9,376,377,4.353,1690.52
2018-07-22,ETHEUR,394.69,399.94,375.12,382,4.873,1889.69
2018-07-21,ETHEUR,390,439.45,370,394.69,12.32,4960.84
2018-07-20,ETHEUR,400,400,390,390,6.834,2689.51
2018-07-19,ETHEUR,400,418.46,400,400,8.613,3471.81
2018-07-18,ETHEUR,410.01,435.5,400,400,10.29,4359.93
2018-07-17,ETHEUR,411.39,430.01,404,410.01,5.231,2209.32
2018-07-16,ETHEUR,383.69,450,381,411.39,14.07,5705.76
2018-07-15,ETHEUR,373,489,365.02,383.69,8.009,3113.77
2018-07-14,ETHEUR,368.01,375.56,368.01,373,1.04,387.9
2018-07-13,ETHEUR,365.01,381.69,365.01,368.01,6.035,2252.28
2018-07-12,ETHEUR,374,376.56,365.01,365.01,2.87,1057.57
2018-07-11,ETHEUR,374,381.13,365,374,15.68,5847.6
2018-07-10,ETHEUR,405.05,405.96,370,374,19.98,7773.6
2018-07-09,ETHEUR,414.21,414.96,405,405.05,25.89,10621.39
2018-07-08,ETHEUR,404.27,750,404.27,414.21,24.07,12893.11
2018-07-07,ETHEUR,402,404.27,396,404.27,3.271,1302.69
2018-07-06,ETHEUR,398,404.96,385,402,7.902,3127.94
2018-07-05,ETHEUR,405,405,365,398,3.751,1500.42
2018-07-04,ETHEUR,401,409.54,365,405,4.068,1618.37
2018-07-03,ETHEUR,407.1,414.96,365,401,6.594,2671.34
2018-07-02,ETHEUR,385,407.1,385,407.1,2.615,1062.45
2018-07-01,ETHEUR,382,387.54,380.08,385,6.973,2686.22
2018-06-30,ETHEUR,371.41,387,371.41,382,3.678,1407.18
2018-06-29,ETHEUR,375,375,354.17,371.41,3.656,1322.24
2018-06-28,ETHEUR,378.04,385,375,375,12.69,4766.88
2018-06-27,ETHEUR,376,384.67,371.22,378.04,7.627,2889.39
2018-06-26,ETHEUR,400,400,376,376,37.59,14556.59
2018-06-25,ETHEUR,429,429,375,400,4.304,1708.76
2018-06-24,ETHEUR,409.27,429,370,429,14.41,5555.53
2018-06-23,ETHEUR,400,412.3,398.61,409.27,4.787,1920.52
2018-06-22,ETHEUR,456.19,473.8,391.12,400,110.39,47499.25
2018-06-21,ETHEUR,462.5,496.8,451.01,456.19,5.126,2347.4
2018-06-20,ETHEUR,470.57,470.57,442.1,462.5,3.841,1731.08
2018-06-19,ETHEUR,451.78,500,440,470.57,6.899,3163.48
2018-06-18,ETHEUR,427.84,469.5,419.86,451.78,4.691,2059.11
2018-06-17,ETHEUR,427,432.24,426.54,427.84,1.574,675.02
2018-06-16,ETHEUR,422.15,469.8,422.15,427,2.801,1209.65
2018-06-15,ETHEUR,450,453.89,392,422.15,4.407,1868.75
2018-06-14,ETHEUR,404.52,450,403.95,450,25.12,10407.77
2018-06-13,ETHEUR,420,444.99,398.44,404.52,25.84,10468.96
2018-06-12,ETHEUR,448.04,464.99,416,420,6.927,3079.35
2018-06-11,ETHEUR,446.14,486,432.7,448.04,8.152,3662.32
2018-06-10,ETHEUR,508,508,433.51,446.14,6.15,2883.18
2018-06-09,ETHEUR,547,547,500,508,2.762,1401.42
2018-06-08,ETHEUR,506,549.88,503.18,547,0.5362,289.66
2018-06-07,ETHEUR,506.15,506.15,506,506,0.2,101.2
2018-06-06,ETHEUR,519,530,491,506.15,4.555,2346.34
2018-06-05,ETHEUR,500,619,493.96,519,2.057,1119.2
2018-06-04,ETHEUR,522.56,526.05,498.28,500,3.84,1943.59
2018-06-03,ETHEUR,520,530,508,522.56,3.762,1962.27
2018-06-02,ETHEUR,529.98,529.98,508,520,4.046,2103.27
2018-06-01,ETHEUR,480.75,529.98,480.75,529.98,0.03936,20.86
2018-05-31,ETHEUR,469.52,489.1,469.52,480.75,1.104,535.25
2018-05-30,ETHEUR,502.69,502.69,469.11,469.52,2.017,967.11
2018-05-29,ETHEUR,444,519,442.69,502.69,2.681,1314.96
2018-05-28,ETHEUR,486,486,440.1,444,6.324,2970.04
2018-05-27,ETHEUR,497.8,502.78,480,486,0.4175,201.77
2018-05-26,ETHEUR,500.35,500.35,497.79,497.8,0.821,408.69
2018-05-25,ETHEUR,511.43,527.68,491.67,500.35,0.9647,491.27
2018-05-24,ETHEUR,515,589,480,511.43,15.1,7655.42
2018-05-23,ETHEUR,569.4,569.4,498.88,515,10.54,5450.38
2018-05-22,ETHEUR,597.79,597.79,567.3,569.4,1.872,1064.24
2018-05-21,ETHEUR,592.4,597.79,592.4,597.79,0.07974,47.63
2018-05-20,ETHEUR,594.51,594.51,592.4,592.4,0.03034,17.97
2018-05-19,ETHEUR,589.43,615.3,571.94,594.51,0.9197,533.43
2018-05-18,ETHEUR,592,592,571.34,589.43,1.31,761.07
2018-05-17,ETHEUR,594.71,601.77,591.7,592,6.342,3762.33
2018-05-16,ETHEUR,592.43,618.75,592.41,594.71,2.067,1229.48
2018-05-15,ETHEUR,610,619.98,592.43,592.43,12.42,7569.36
2018-05-14,ETHEUR,634.97,634.97,577.06,610,3.399,2017.97
2018-05-13,ETHEUR,556.01,634.97,556.01,634.97,3.826,2280.64
2018-05-12,ETHEUR,571.43,583.75,548.78,556.01,1.172,661.71
2018-05-11,ETHEUR,630.59,636.64,571.43,571.43,3.792,2249.78
2018-05-10,ETHEUR,630.58,640,630.58,630.59,0.2041,129.64
2018-05-09,ETHEUR,641.9,641.9,612,630.58,0.5775,362.31
2018-05-08,ETHEUR,634.85,641.9,634.85,641.9,0.01436,9.219
2018-05-07,ETHEUR,653.11,656.26,596,634.85,9.186,5689.41
2018-05-06,ETHEUR,677,678.37,602,653.11,3.955,2574.22
2018-05-05,ETHEUR,638.2,677.52,602,677,17.74,11839.4
2018-05-04,ETHEUR,640.01,665,638.2,638.2,11.64,7638.72
2018-05-03,ETHEUR,569.19,640.03,569.19,640.01,18.9,11630.66
2018-05-02,ETHEUR,550.86,589,546.26,569.19,6.366,3611.85
2018-05-01,ETHEUR,556.01,556.01,548,550.86,2.803,1542.26
2018-04-30,ETHEUR,558.42,598,555.94,556.01,2.531,1434.18
2018-04-29,ETHEUR,563.19,568.56,553.61,558.42,1.824,1019.78
2018-04-28,ETHEUR,519.49,570,519.49,563.19,7.306,4140.85
2018-04-27,ETHEUR,521.62,580.98,500,519.49,19.7,10749.66
2018-04-26,ETHEUR,505.06,527.75,500.94,521.62,0.8103,417.73
2018-04-25,ETHEUR,565,565,500.03,505.06,11.71,6172.41
2018-04-24,ETHEUR,547,571,501,565,2.481,1339.46
2018-04-23,ETHEUR,516,547,505.45,547,0.9471,493.96
2018-04-22,ETHEUR,488.21,516,450,516,6.987,3479.89
2018-04-21,ETHEUR,498.97,503.77,475.37,488.21,9.544,4702.34
2018-04-20,ETHEUR,457.89,498.97,457.89,498.97,5.197,2456.41
2018-04-19,ETHEUR,430,464.88,430,457.89,5.106,2323.64
2018-04-18,ETHEUR,429.88,430.01,415,430,1.958,832.08
2018-04-17,ETHEUR,411.73,430.99,411.73,429.88,0.5116,217.83
2018-04-16,ETHEUR,440.02,440.02,411.73,411.73,6.231,2656.39
2018-04-15,ETHEUR,411.02,440.02,411.02,440.02,8.381,3651.21
2018-04-14,ETHEUR,418.92,451,404.05,411.02,1.428,595.17
2018-04-13,ETHEUR,398,439.98,398,418.92,5.87,2488.48
2018-04-12,ETHEUR,345.05,398,345.01,398,8.406,3198.76
