Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume USD
2020-02-18,BCHUSD,395,429.7,392,410.54,0.9408,383.93
2020-02-17,BCHUSD,400.67,411.5,391.34,395,6.072,2427.16
2020-02-16,BCHUSD,458.27,458.27,400.67,400.67,0.5866,245.23
2020-02-15,BCHUSD,490,490,432.94,458.27,1.215,550.82
2020-02-14,BCHUSD,469.15,490,467,490,2.148,1038.68
2020-02-13,BCHUSD,476.03,484,463.14,469.15,2.031,972.89
2020-02-12,BCHUSD,451.14,477,451.14,476.03,2.549,1191.92
2020-02-11,BCHUSD,454.84,465,451.14,451.14,1.137,520.53
2020-02-10,BCHUSD,440.97,454.84,433.53,454.84,0.739,328.32
2020-02-09,BCHUSD,444,455.53,439.99,440.97,6.31,2828.61
2020-02-08,BCHUSD,444.1,444.56,430,444,1.681,744.94
2020-02-07,BCHUSD,435,444.56,425.78,444.1,3.701,1611.33
2020-02-06,BCHUSD,429.09,436.57,427.56,435,0.7919,339.47
2020-02-05,BCHUSD,374.9,429.09,374.9,429.09,8.642,3536.33
2020-02-04,BCHUSD,374.9,386.88,374.9,374.9,0.2185,83.21
2020-02-03,BCHUSD,375,386.47,374.9,374.9,0.4682,177.13
2020-02-02,BCHUSD,369.44,386.83,369.44,375,0.4712,178.33
2020-02-01,BCHUSD,368.9,384.86,368.9,369.44,0.281,104.25
2020-01-31,BCHUSD,387,387,368.9,368.9,1.396,518.11
2020-01-30,BCHUSD,370.54,387,368.9,387,8.277,3175.25
2020-01-29,BCHUSD,357.67,384,357.67,370.54,2.361,886.44
2020-01-28,BCHUSD,361.72,378.56,357.45,357.67,0.01693,6.358
2020-01-27,BCHUSD,337.18,372,337.18,361.72,0.5673,206.63
2020-01-26,BCHUSD,317.14,341.2,307.47,337.18,0.3444,113.24
2020-01-25,BCHUSD,312.52,318.16,302.53,317.14,0.3768,118.3
2020-01-24,BCHUSD,318.97,332.58,300,312.52,0.6011,190.32
2020-01-23,BCHUSD,327.2,333,318.97,318.97,1.069,348.69
2020-01-22,BCHUSD,338.98,345.5,327.2,327.2,1.187,404.71
2020-01-21,BCHUSD,347.92,347.92,311.6,338.98,1.808,608.16
2020-01-20,BCHUSD,336.72,347.92,320.1,347.92,0.6996,230.48
2020-01-19,BCHUSD,352.41,358.48,324.01,336.72,1.797,613.48
2020-01-18,BCHUSD,369,385,321.2,352.41,2.945,1045.29
2020-01-17,BCHUSD,310.13,370.09,310.13,369,2.259,777.84
2020-01-16,BCHUSD,330.19,330.19,300,310.13,7.686,2387.81
2020-01-15,BCHUSD,350,350,296,330.19,3.206,1068.13
2020-01-14,BCHUSD,265.87,350,265.87,350,5.978,1927.14
2020-01-13,BCHUSD,270.24,270.6,258.63,265.87,0.4531,121.33
2020-01-12,BCHUSD,267.36,270.24,265.42,270.24,0.1118,29.98
2020-01-11,BCHUSD,256.19,274.61,256.19,267.36,0.9402,254.04
2020-01-10,BCHUSD,241.34,264.91,224.36,256.19,1.621,405.49
2020-01-09,BCHUSD,228.33,241.84,228.33,241.34,0.4872,115.17
2020-01-08,BCHUSD,244.6,252,228.33,228.33,4.559,1119.61
2020-01-07,BCHUSD,242.68,245.82,235.97,244.6,0.5008,121.16
2020-01-06,BCHUSD,218.61,242.68,218.61,242.68,1.517,355.02
2020-01-05,BCHUSD,219.04,224.18,218.18,218.61,0.5852,129.33
2020-01-04,BCHUSD,220.85,220.85,219.04,219.04,0.0096,2.103
2020-01-03,BCHUSD,188.46,220.85,188.46,220.85,1.357,284.63
2020-01-02,BCHUSD,204.08,209.71,188.46,188.46,5.609,1117.38
2020-01-01,BCHUSD,204.92,206.72,204,204.08,0.1551,31.8
2019-12-31,BCHUSD,208.2,208.2,202.58,204.92,0.08147,16.69
2019-12-30,BCHUSD,211.42,211.42,207.37,208.2,0.6728,140.06
2019-12-29,BCHUSD,203.2,211.42,200.54,211.42,0.5249,107.09
2019-12-28,BCHUSD,204.99,206,199.9,203.2,0.4106,82.51
2019-12-27,BCHUSD,195.32,205.01,188.71,204.99,0.668,132.34
2019-12-26,BCHUSD,188.06,195.34,188.06,195.32,0.09507,17.96
2019-12-25,BCHUSD,200.71,200.71,188.06,188.06,0.7346,141.0
2019-12-24,BCHUSD,195.92,203.63,195.92,200.71,0.1543,31.42
2019-12-23,BCHUSD,200.98,206.35,195.53,195.92,0.1374,27.25
2019-12-22,BCHUSD,199.18,200.98,193.58,200.98,0.06722,13.4
2019-12-21,BCHUSD,192.8,199.18,192.8,199.18,0.3161,62.15
2019-12-20,BCHUSD,190.01,206.35,187.87,192.8,0.8531,169.08
2019-12-19,BCHUSD,193.08,197.74,190.01,190.01,0.3832,74.61
2019-12-18,BCHUSD,187.9,193.08,183.09,193.08,3.031,559.65
2019-12-17,BCHUSD,202.98,206.2,187.9,187.9,0.6857,134.72
2019-12-16,BCHUSD,204.78,211.32,202.98,202.98,0.3294,69.2
2019-12-15,BCHUSD,207.42,207.42,204.78,204.78,0.1884,38.57
2019-12-14,BCHUSD,206.25,207.6,206.25,207.42,0.06741,13.94
2019-12-13,BCHUSD,209.99,212.92,202.98,206.25,0.3993,83.28
2019-12-12,BCHUSD,202,209.99,202,209.99,0.7408,153.16
2019-12-11,BCHUSD,210.06,210.4,201,202,0.2728,55.39
2019-12-10,BCHUSD,213.04,213.04,208.82,210.06,0.3811,79.89
2019-12-09,BCHUSD,216.89,218.6,213.04,213.04,0.6339,137.29
2019-12-08,BCHUSD,219.19,219.19,216.35,216.89,0.1301,28.23
2019-12-07,BCHUSD,220.63,220.63,216.35,219.19,0.2585,56.18
2019-12-06,BCHUSD,213.96,220.63,213.67,220.63,0.6775,149.28
2019-12-05,BCHUSD,207.38,217.03,207.38,213.96,0.1714,36.92
2019-12-04,BCHUSD,214.75,221,207.38,207.38,0.6163,134.77
2019-12-03,BCHUSD,216.36,231.69,214.75,214.75,0.1336,29.06
2019-12-02,BCHUSD,226.43,226.43,216.36,216.36,0.08,17.41
2019-12-01,BCHUSD,228,228,226.43,226.43,0.08116,18.38
2019-11-30,BCHUSD,228,230,228,228,0.02,4.566
2019-11-29,BCHUSD,232.46,232.46,228,228,0.2993,68.24
2019-11-28,BCHUSD,232.46,232.46,232.46,232.46,0.0,0.0
2019-11-27,BCHUSD,220.59,232.6,220.59,232.46,0.02128,4.949
2019-11-26,BCHUSD,223.74,236.09,218.6,220.59,0.3711,82.06
2019-11-25,BCHUSD,250.22,250.22,223.74,223.74,0.4903,112.94
2019-11-24,BCHUSD,226.67,250.22,226.67,250.22,0.02,5.004
2019-11-23,BCHUSD,253.6,253.6,226.67,226.67,0.06138,14.56
2019-11-22,BCHUSD,246.12,257.51,240,253.6,0.03609,9.041
2019-11-21,BCHUSD,250.6,251.07,245,246.12,0.1458,36.0
2019-11-20,BCHUSD,268.5,268.5,250.6,250.6,0.05365,13.44
2019-11-19,BCHUSD,268.5,268.5,268.5,268.5,0.05671,15.23
2019-11-18,BCHUSD,274.33,279.24,268.5,268.5,0.172,46.22
2019-11-17,BCHUSD,275.18,275.53,274.33,274.33,0.002612,0.7187
2019-11-16,BCHUSD,275.18,275.18,275.18,275.18,0.0,0.0
2019-11-15,BCHUSD,283,283,272.35,275.18,0.6013,168.39
2019-11-14,BCHUSD,294.57,294.57,283,283,0.3263,93.66
2019-11-13,BCHUSD,298.54,305.28,294.57,294.57,0.3356,99.82
2019-11-12,BCHUSD,305,305.6,295.7,298.54,0.3783,113.25
2019-11-11,BCHUSD,300.39,305,289.99,305,0.3906,116.83
2019-11-10,BCHUSD,292.1,305.28,284.3,300.39,0.7704,229.61
2019-11-09,BCHUSD,289.04,292.1,276.39,292.1,0.09749,28.36
2019-11-08,BCHUSD,294.03,300,275.44,289.04,1.21,348.79
2019-11-07,BCHUSD,303.31,304.15,231,294.03,1.134,326.33
2019-11-06,BCHUSD,298.77,303.31,290.23,303.31,0.1877,55.53
2019-11-05,BCHUSD,295.43,301.78,295.43,298.77,0.5902,176.32
2019-11-04,BCHUSD,287,303.31,285.07,295.43,0.6619,193.67
2019-11-03,BCHUSD,281.85,301.76,281.85,287,0.5989,174.8
2019-11-02,BCHUSD,285.09,302.78,281.85,281.85,0.6833,199.48
2019-11-01,BCHUSD,293.59,293.59,282.11,285.09,0.38,109.39
2019-10-31,BCHUSD,295.84,302.75,287.81,293.59,0.488,143.8
2019-10-30,BCHUSD,284.55,309.72,278.34,295.84,2.1,625.17
2019-10-29,BCHUSD,269.76,291.41,264.34,284.55,0.6209,176.62
2019-10-28,BCHUSD,262.93,271.97,260.02,269.76,0.6636,178.12
2019-10-27,BCHUSD,250.3,267.2,248.97,262.93,0.7564,195.35
2019-10-26,BCHUSD,258.51,274.38,229.36,250.3,2.078,544.8
2019-10-25,BCHUSD,221.61,261.42,219.89,258.51,1.057,259.7
2019-10-24,BCHUSD,229.66,229.66,217.88,221.61,0.3415,75.21
2019-10-23,BCHUSD,238.51,238.51,226.91,229.66,0.04835,11.07
2019-10-22,BCHUSD,240.52,244.15,238.51,238.51,0.8612,205.93
2019-10-21,BCHUSD,231.57,240.52,231.57,240.52,0.4906,116.75
2019-10-20,BCHUSD,223.89,233.98,223.89,231.57,0.4537,103.98
2019-10-19,BCHUSD,221.97,230.71,221.68,223.89,0.4665,106.05
2019-10-18,BCHUSD,216.18,229.76,216.18,221.97,0.3379,75.46
2019-10-17,BCHUSD,226.06,228.95,216.18,216.18,0.5652,127.97
2019-10-16,BCHUSD,234.31,235.25,226.06,226.06,0.4582,105.62
2019-10-15,BCHUSD,234.14,235.41,233.78,234.31,0.06652,15.6
2019-10-14,BCHUSD,288.2,288.2,234.14,234.14,0.002622,0.614
2019-10-13,BCHUSD,288.2,288.2,288.2,288.2,0.0,0.0
2019-10-12,BCHUSD,233.33,288.2,233.33,288.2,0.2048,51.13
2019-10-11,BCHUSD,240.82,240.82,233.33,233.33,0.02185,5.097
2019-10-10,BCHUSD,260.31,260.31,240.82,240.82,0.0332,8.081
2019-10-09,BCHUSD,244.13,260.31,244.13,260.31,2.029,507.59
2019-10-08,BCHUSD,245.67,245.67,244.13,244.13,0.1118,27.29
2019-10-07,BCHUSD,243.8,257.24,233.96,245.67,1.596,388.89
2019-10-06,BCHUSD,236.68,243.8,233.96,243.8,1.887,450.42
2019-10-05,BCHUSD,238,238,234.34,236.68,0.1468,34.58
2019-10-04,BCHUSD,233.02,238.64,233.02,238,0.02509,5.951
2019-10-03,BCHUSD,237.37,237.37,232.12,233.02,0.1253,29.17
2019-10-02,BCHUSD,237.28,238.91,235.95,237.37,0.5375,127.9
2019-10-01,BCHUSD,244,249.7,237.28,237.28,0.9866,241.67
2019-09-30,BCHUSD,231.89,244.12,227.75,244,2.143,515.0
2019-09-29,BCHUSD,248.58,248.58,221,231.89,4.93,1104.95
2019-09-28,BCHUSD,236.88,248.58,233.44,248.58,0.9974,238.82
2019-09-27,BCHUSD,237.16,237.16,226.8,236.88,0.8419,194.93
2019-09-26,BCHUSD,241.06,258.4,225.27,237.16,4.245,1001.51
2019-09-25,BCHUSD,243.54,283.7,234.2,241.06,9.302,2239.81
2019-09-24,BCHUSD,310,310,241.23,243.54,14.58,3994.22
2019-09-23,BCHUSD,316.26,324.06,310,310,0.3473,109.53
2019-09-22,BCHUSD,324.95,324.95,316.26,316.26,0.03302,10.54
2019-09-21,BCHUSD,323.92,324.95,320.23,324.95,0.384,123.41
2019-09-20,BCHUSD,322.41,339.99,322.41,323.92,0.05051,16.89
2019-09-19,BCHUSD,329.03,330.84,321.58,322.41,0.3043,99.89
2019-09-18,BCHUSD,334,344.83,320,329.03,0.2841,95.58
2019-09-17,BCHUSD,312.07,335.17,300,334,1.677,542.94
2019-09-16,BCHUSD,311.21,312.07,311.21,312.07,0.04084,12.72
2019-09-15,BCHUSD,308.7,313,308.7,311.21,0.1991,61.87
2019-09-14,BCHUSD,313,313,306.85,308.7,0.02001,6.164
2019-09-13,BCHUSD,306.85,313,306.85,313,0.0639,19.92
2019-09-12,BCHUSD,306.76,312.03,306.76,306.85,0.04023,12.4
2019-09-11,BCHUSD,320.22,320.22,304,306.76,2.253,694.22
2019-09-10,BCHUSD,319.31,324.34,311.72,320.22,0.09844,31.31
2019-09-09,BCHUSD,305.55,319.31,305.55,319.31,0.1377,43.36
2019-09-08,BCHUSD,305.75,315,296.16,305.55,0.107,33.56
2019-09-07,BCHUSD,295.52,305.75,290.02,305.75,0.3003,90.26
2019-09-06,BCHUSD,300.03,306.9,293.9,295.52,0.1704,50.9
2019-09-05,BCHUSD,300.03,315.61,300.03,300.03,0.5766,181.66
2019-09-04,BCHUSD,302.53,302.95,300.03,300.03,0.04918,14.86
2019-09-03,BCHUSD,306.72,306.72,301.72,302.53,0.002541,0.7681
2019-09-02,BCHUSD,288.05,306.72,287.7,306.72,2.973,892.66
2019-09-01,BCHUSD,289.28,300.21,286.55,288.05,1.777,529.54
2019-08-31,BCHUSD,288.31,300.1,288.31,289.28,0.0154,4.488
2019-08-30,BCHUSD,291.14,302.75,288.31,288.31,1.519,451.69
2019-08-29,BCHUSD,315,315,291.14,291.14,1.33,403.0
2019-08-28,BCHUSD,322.35,331.76,308.1,315,1.464,470.73
2019-08-27,BCHUSD,310.69,322.35,296.49,322.35,1.963,615.66
2019-08-26,BCHUSD,310,325.1,310,310.69,0.2646,83.83
2019-08-25,BCHUSD,311.65,326.19,310,310,1.129,357.1
2019-08-24,BCHUSD,335.03,335.03,310.15,311.65,1.555,504.39
2019-08-23,BCHUSD,328.9,335.17,320,335.03,0.7908,259.26
2019-08-22,BCHUSD,303.09,329,286.01,328.9,0.9349,293.9
2019-08-21,BCHUSD,331.78,331.78,302.34,303.09,0.1547,49.24
2019-08-20,BCHUSD,339.79,343.59,297.6,331.78,2.159,709.39
2019-08-19,BCHUSD,330.07,339.79,326.46,339.79,0.8148,270.43
2019-08-18,BCHUSD,314.95,330.37,303.86,330.07,1.143,366.65
2019-08-17,BCHUSD,322.85,327.73,285,314.95,1.472,443.45
2019-08-16,BCHUSD,332.08,336.83,309.97,322.85,1.773,563.22
2019-08-15,BCHUSD,323.67,335.97,300,332.08,18.7,5891.76
2019-08-14,BCHUSD,352.87,367.78,320,323.67,3.266,1096.7
2019-08-13,BCHUSD,333.8,352.87,300,352.87,6.4,2195.82
2019-08-12,BCHUSD,340.99,342.43,305.11,333.8,2.452,811.81
2019-08-11,BCHUSD,319.37,342.94,317.53,340.99,1.965,651.1
2019-08-10,BCHUSD,315.2,320.76,303,319.37,4.089,1293.83
2019-08-09,BCHUSD,331.39,331.39,312.83,315.2,1.454,463.71
2019-08-08,BCHUSD,332.7,336.15,312.31,331.39,1.333,438.45
2019-08-07,BCHUSD,344.96,344.96,332.7,332.7,0.1988,66.35
2019-08-06,BCHUSD,344.96,355,344.96,344.96,0.917,317.98
2019-08-05,BCHUSD,334.09,353.71,334.09,344.96,2.534,870.38
2019-08-04,BCHUSD,329.11,339.52,329,334.09,1.098,363.91
2019-08-03,BCHUSD,329,346.82,329,329.11,1.445,491.77
2019-08-02,BCHUSD,328.11,336.27,328.11,329,1.203,396.7
2019-08-01,BCHUSD,329.99,329.99,313.87,328.11,0.7231,236.96
2019-07-31,BCHUSD,317.98,343.61,317.98,329.99,3.927,1312.13
2019-07-30,BCHUSD,318,344.56,311.74,317.98,5.021,1601.61
2019-07-29,BCHUSD,314.46,320.23,300.58,318,1.8,562.82
2019-07-28,BCHUSD,329.94,329.94,313.12,314.46,0.231,73.18
2019-07-27,BCHUSD,329.63,349.85,315.24,329.94,2.207,718.55
2019-07-26,BCHUSD,330,333.42,322.32,329.63,1.565,516.39
2019-07-25,BCHUSD,313.96,330,313.96,330,1.677,540.43
2019-07-24,BCHUSD,314.86,319,300.58,313.96,3.489,1061.07
2019-07-23,BCHUSD,317.82,326.29,307.2,314.86,3.033,945.81
2019-07-22,BCHUSD,326,334.46,303,317.82,2.214,697.91
2019-07-21,BCHUSD,350,350,320,326,1.679,550.63
2019-07-20,BCHUSD,311.22,350,311.22,350,2.358,805.74
2019-07-19,BCHUSD,323.11,326,304.21,311.22,0.4495,141.25
2019-07-18,BCHUSD,303.1,330.14,295.18,323.11,9.313,2887.5
2019-07-17,BCHUSD,299.16,336.39,288.53,303.1,6.195,1896.77
2019-07-16,BCHUSD,336.9,336.9,276.53,299.16,7.997,2455.03
2019-07-15,BCHUSD,304.12,336.9,288.62,336.9,6.156,1955.29
2019-07-14,BCHUSD,365,365,304.12,304.12,5.198,1742.15
2019-07-13,BCHUSD,375.32,375.32,350.4,365,1.697,613.44
2019-07-12,BCHUSD,361.96,375.32,331.65,375.32,6.301,2295.6
2019-07-11,BCHUSD,397.58,397.58,330,361.96,14.66,5404.89
2019-07-10,BCHUSD,416.82,428.73,391.87,397.58,5.93,2401.5
2019-07-09,BCHUSD,413.21,430,413.21,416.82,3.975,1686.85
2019-07-08,BCHUSD,413.99,419.08,409.06,413.21,1.905,787.87
2019-07-07,BCHUSD,414.92,419.3,408,413.99,0.1258,51.92
2019-07-06,BCHUSD,415.29,424.14,408,414.92,1.495,621.3
2019-07-05,BCHUSD,421.81,422.56,408,415.29,0.8846,368.2
2019-07-04,BCHUSD,423.24,432.57,416.05,421.81,0.8518,359.45
2019-07-03,BCHUSD,429,429,407.58,423.24,5.348,2238.43
2019-07-02,BCHUSD,423.02,429,394.75,429,11.72,4839.21
2019-07-01,BCHUSD,418.5,429.76,400.1,423.02,4.192,1737.09
2019-06-30,BCHUSD,449.89,449.89,418,418.5,9.737,4270.43
2019-06-29,BCHUSD,440.37,449.89,425,449.89,7.206,3184.61
2019-06-28,BCHUSD,413.79,443.16,401,440.37,6.97,2925.72
2019-06-27,BCHUSD,462.99,462.99,390.53,413.79,20.72,8682.63
2019-06-26,BCHUSD,459.32,500,451,462.99,33.1,15804.03
2019-06-25,BCHUSD,460,473.99,434.4,459.32,13.09,5937.2
2019-06-24,BCHUSD,448.86,478,324.01,460,34.9,15077.71
2019-06-23,BCHUSD,448.61,460,425.92,448.86,18.96,8325.62
2019-06-22,BCHUSD,425.89,464.39,409,448.61,36.38,15945.31
2019-06-21,BCHUSD,414,434,407.9,425.89,17.52,7335.03
2019-06-20,BCHUSD,412,414,396,414,18.86,7601.78
2019-06-19,BCHUSD,412.31,416.26,360.01,412,9.044,3624.23
2019-06-18,BCHUSD,428.63,428.63,409.46,409.46,5.957,2486.29
2019-06-17,BCHUSD,425.77,434.34,410,428.63,10.73,4598.21
2019-06-16,BCHUSD,425.97,436,408.48,425.77,2.465,1052.87
2019-06-15,BCHUSD,419.64,429.5,395.22,425.97,6.053,2542.75
2019-06-14,BCHUSD,424.75,424.75,416.52,419.64,1.095,460.72
2019-06-13,BCHUSD,407.51,429.5,407.51,424.75,9.868,4180.5
2019-06-12,BCHUSD,402.78,412.01,402.61,407.51,0.7302,295.65
2019-06-11,BCHUSD,401.96,410,393.33,402.78,2.438,980.97
2019-06-10,BCHUSD,396.07,409,394.53,401.96,3.008,1203.3
2019-06-09,BCHUSD,406.41,406.41,388.32,396.07,3.615,1437.8
2019-06-08,BCHUSD,408.62,410.44,403.08,406.41,1.224,498.22
2019-06-07,BCHUSD,403.54,417.13,400.43,408.62,3.928,1598.16
2019-06-06,BCHUSD,403.99,414.41,390,403.54,5.034,2006.63
2019-06-05,BCHUSD,394.63,420,394.28,403.99,9.952,3988.26
2019-06-04,BCHUSD,416.02,416.02,385,394.63,7.122,2843.82
2019-06-03,BCHUSD,440.81,446.82,411.07,416.02,5.6,2374.22
2019-06-02,BCHUSD,440.07,443.3,432.4,440.81,1.321,579.45
2019-06-01,BCHUSD,449.9,449.9,411.07,440.07,15.28,6753.97
2019-05-31,BCHUSD,438.03,449.9,390,449.9,7.671,3277.26
2019-05-30,BCHUSD,455,476,420,438.03,60.04,27412.76
2019-05-29,BCHUSD,420.9,459,420.9,455,22.37,9986.84
2019-05-28,BCHUSD,432,437,420.01,420.9,0.7892,337.45
2019-05-27,BCHUSD,430,439.5,413.42,432,13.38,5767.29
2019-05-26,BCHUSD,400,430,390,430,2.651,1102.82
2019-05-25,BCHUSD,410,410,400,400,0.6648,267.59
2019-05-24,BCHUSD,404.75,416,400.95,410,3.441,1408.16
2019-05-23,BCHUSD,390.95,404.75,376.01,404.75,7.12,2769.64
2019-05-22,BCHUSD,420,420,390.95,390.95,1.436,572.23
2019-05-21,BCHUSD,400,420,400,420,1.495,618.77
2019-05-20,BCHUSD,412,419.85,393,400,18.16,7456.32
2019-05-19,BCHUSD,363.38,422.53,363.38,422.53,2.859,1174.98
2019-05-18,BCHUSD,366.33,376,350.8,363.38,37.3,13815.72
2019-05-17,BCHUSD,393,393,350,366.33,33.45,12017.12
2019-05-16,BCHUSD,415,448.72,392,393,34.68,14374.67
2019-05-15,BCHUSD,371.01,415,371.01,415,5.921,2292.26
2019-05-14,BCHUSD,380,418.73,367,371.01,6.137,2411.79
2019-05-13,BCHUSD,362.19,400,353.8,380,21.36,7965.31
2019-05-12,BCHUSD,339.43,372,325,362.19,11.01,3858.68
2019-05-11,BCHUSD,286.04,372.42,286.04,339.43,44.64,14139.16
2019-05-10,BCHUSD,280,290,279.75,286.04,7.631,2211.17
2019-05-09,BCHUSD,288.07,298,280,280,1.637,467.87
2019-05-08,BCHUSD,293.29,293.29,283,288.07,2.051,594.29
2019-05-07,BCHUSD,298,298,290.25,293.29,1.052,311.74
2019-05-06,BCHUSD,303.38,303.38,290.25,298,1.048,309.78
2019-05-05,BCHUSD,299.99,303.38,290,303.38,0.9333,273.99
2019-05-04,BCHUSD,292.15,310,280,299.99,5.629,1705.73
2019-05-03,BCHUSD,275,299,274.31,292.15,3.511,1021.3
2019-05-02,BCHUSD,279.56,288.95,275,275,1.443,407.73
2019-05-01,BCHUSD,290,292.85,278.17,279.56,1.358,379.97
2019-04-30,BCHUSD,258.07,290,253,290,2.773,747.66
2019-04-29,BCHUSD,266.99,274,255.23,258.07,3.782,1003.44
2019-04-28,BCHUSD,287,287,266.99,266.99,2.034,557.1
2019-04-27,BCHUSD,280,287,275.01,287,1.07,299.7
2019-04-26,BCHUSD,284.75,294.88,275,278,5.121,1460.63
2019-04-25,BCHUSD,294,301.82,282,285.1,2.924,853.17
2019-04-24,BCHUSD,301,307.14,285.1,294,6.675,1998.5
2019-04-23,BCHUSD,300.1,324.49,280,301,6.931,2131.64
