Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XVG,Volume BTC
2019-08-09,XVGBTC,4.9e-07,5.0e-07,4.8e-07,4.8e-07,58794.88,0.02864
2019-08-08,XVGBTC,5.0e-07,5.2e-07,4.9e-07,4.9e-07,195040.59,0.09803
2019-08-07,XVGBTC,5.2e-07,5.2e-07,5.0e-07,5.0e-07,58926.2,0.02965
2019-08-06,XVGBTC,5.2e-07,5.2e-07,5.0e-07,5.2e-07,119262.1,0.06015
2019-08-05,XVGBTC,5.6e-07,5.6e-07,5.1e-07,5.2e-07,130219.98,0.0669
2019-08-04,XVGBTC,5.4e-07,5.7e-07,5.4e-07,5.6e-07,58750.37,0.0322
2019-08-03,XVGBTC,5.4e-07,5.6e-07,5.4e-07,5.4e-07,13793.92,0.007522
2019-08-02,XVGBTC,5.7e-07,5.7e-07,5.4e-07,5.4e-07,75554.29,0.04161
2019-08-01,XVGBTC,6.1e-07,6.3e-07,5.5e-07,5.7e-07,216243.65,0.1228
2019-07-31,XVGBTC,6.1e-07,6.5e-07,5.9e-07,6.1e-07,178514.26,0.1126
2019-07-30,XVGBTC,6.2e-07,6.2e-07,5.9e-07,6.1e-07,145789.58,0.08826
2019-07-29,XVGBTC,6.2e-07,6.2e-07,6.0e-07,6.2e-07,80331.86,0.04953
2019-07-28,XVGBTC,6.1e-07,6.3e-07,6.0e-07,6.2e-07,31669.61,0.01941
2019-07-27,XVGBTC,6.3e-07,6.4e-07,6.0e-07,6.1e-07,88270.07,0.05518
2019-07-26,XVGBTC,6.0e-07,6.5e-07,5.9e-07,6.3e-07,136842.83,0.08609
2019-07-25,XVGBTC,6.2e-07,6.2e-07,5.9e-07,6.0e-07,53777.29,0.03243
2019-07-24,XVGBTC,6.0e-07,6.5e-07,5.9e-07,6.2e-07,72591.71,0.04437
2019-07-23,XVGBTC,6.0e-07,6.2e-07,5.9e-07,6.0e-07,105781.6,0.06323
2019-07-22,XVGBTC,5.9e-07,6.0e-07,5.8e-07,6.0e-07,134488.66,0.07982
2019-07-21,XVGBTC,5.8e-07,6.0e-07,5.8e-07,5.9e-07,46722.5,0.02757
2019-07-20,XVGBTC,5.7e-07,6.2e-07,5.7e-07,5.8e-07,104530.44,0.063
2019-07-19,XVGBTC,5.8e-07,6.0e-07,5.6e-07,5.7e-07,17389.83,0.01003
2019-07-18,XVGBTC,6.0e-07,6.2e-07,5.8e-07,5.8e-07,138775.63,0.08281
2019-07-17,XVGBTC,6.2e-07,6.2e-07,5.9e-07,6.0e-07,147968.53,0.08888
2019-07-16,XVGBTC,5.8e-07,6.5e-07,5.8e-07,6.2e-07,148503.27,0.09074
2019-07-15,XVGBTC,6.4e-07,6.4e-07,5.8e-07,5.8e-07,75212.75,0.04481
2019-07-14,XVGBTC,6.1e-07,6.4e-07,6.0e-07,6.4e-07,465627.35,0.289
2019-07-13,XVGBTC,6.1e-07,6.3e-07,6.1e-07,6.1e-07,102265.39,0.06309
2019-07-12,XVGBTC,6.3e-07,6.3e-07,6.0e-07,6.1e-07,23898.37,0.01444
2019-07-11,XVGBTC,6.2e-07,6.5e-07,6.1e-07,6.3e-07,272450.18,0.1716
2019-07-10,XVGBTC,6.1e-07,6.5e-07,6.1e-07,6.2e-07,78162.14,0.04938
2019-07-09,XVGBTC,6.6e-07,7.0e-07,6.1e-07,6.1e-07,79291.06,0.05288
2019-07-08,XVGBTC,7.0e-07,7.0e-07,6.5e-07,6.6e-07,68620.94,0.04548
2019-07-07,XVGBTC,6.9e-07,7.2e-07,6.7e-07,7.0e-07,113158.42,0.07767
2019-07-06,XVGBTC,6.9e-07,7.0e-07,6.5e-07,6.9e-07,44363.54,0.03
2019-07-05,XVGBTC,7.1e-07,7.4e-07,6.7e-07,6.9e-07,183481.98,0.1279
2019-07-04,XVGBTC,7.3e-07,7.6e-07,6.5e-07,7.1e-07,206792.82,0.1429
2019-07-03,XVGBTC,7.4e-07,7.5e-07,7.0e-07,7.3e-07,129514.76,0.09512
2019-07-02,XVGBTC,7.7e-07,8.0e-07,7.1e-07,7.4e-07,115712.22,0.08622
2019-07-01,XVGBTC,7.5e-07,8.0e-07,7.2e-07,7.7e-07,59597.53,0.04526
2019-06-30,XVGBTC,6.9e-07,7.6e-07,6.9e-07,7.5e-07,79698.03,0.05835
2019-06-29,XVGBTC,7.3e-07,7.3e-07,6.9e-07,6.9e-07,13982.15,0.009967
2019-06-28,XVGBTC,7.4e-07,7.7e-07,6.7e-07,7.3e-07,84854.91,0.05956
2019-06-27,XVGBTC,7.4e-07,8.1e-07,7.1e-07,7.4e-07,159097.61,0.1218
2019-06-26,XVGBTC,8.3e-07,8.7e-07,6.4e-07,7.4e-07,645215.5,0.4826
2019-06-25,XVGBTC,8.4e-07,8.6e-07,8.2e-07,8.3e-07,112876.41,0.09469
2019-06-24,XVGBTC,8.9e-07,9.0e-07,8.3e-07,8.4e-07,215073.95,0.1836
2019-06-23,XVGBTC,8.8e-07,9.9e-07,8.7e-07,8.7e-07,555046.34,0.5092
2019-06-22,XVGBTC,9.0e-07,9.1e-07,8.5e-07,8.8e-07,400957.52,0.3539
2019-06-21,XVGBTC,9.6e-07,9.7e-07,9.0e-07,9.0e-07,252444.36,0.2378
2019-06-20,XVGBTC,1.01e-06,1.03e-06,9.6e-07,9.6e-07,203376.6,0.203
2019-06-19,XVGBTC,1.0e-06,1.03e-06,9.8e-07,1.01e-06,66516.09,0.067
2019-06-18,XVGBTC,1.0e-06,1.02e-06,9.7e-07,1.0e-06,69979.45,0.06935
2019-06-17,XVGBTC,1.04e-06,1.04e-06,9.8e-07,1.0e-06,174754.82,0.1776
2019-06-16,XVGBTC,1.05e-06,1.05e-06,9.9e-07,1.04e-06,349891.54,0.355
2019-06-15,XVGBTC,1.03e-06,1.08e-06,1.02e-06,1.05e-06,128712.46,0.1369
2019-06-14,XVGBTC,1.1e-06,1.12e-06,1.02e-06,1.03e-06,211119.13,0.2254
2019-06-13,XVGBTC,1.13e-06,1.15e-06,1.1e-06,1.1e-06,228327.28,0.2572
2019-06-12,XVGBTC,1.15e-06,1.15e-06,1.11e-06,1.13e-06,520824.73,0.59
2019-06-11,XVGBTC,1.15e-06,1.16e-06,1.11e-06,1.15e-06,1155448.19,1.312
2019-06-10,XVGBTC,1.1e-06,1.16e-06,1.08e-06,1.15e-06,10431174.89,11.59
2019-06-09,XVGBTC,1.14e-06,1.15e-06,1.1e-06,1.1e-06,1058977.96,1.182
2019-06-08,XVGBTC,1.14e-06,1.17e-06,1.13e-06,1.14e-06,1196630.75,1.38
2019-06-07,XVGBTC,1.17e-06,1.19e-06,1.13e-06,1.14e-06,3676884.95,4.233
2019-06-06,XVGBTC,1.1e-06,1.18e-06,1.1e-06,1.17e-06,4854246.58,5.649
2019-06-05,XVGBTC,1.11e-06,1.14e-06,1.09e-06,1.1e-06,2614837.14,2.883
2019-06-04,XVGBTC,1.14e-06,1.17e-06,1.1e-06,1.11e-06,662646.01,0.7458
2019-06-03,XVGBTC,1.17e-06,1.19e-06,1.13e-06,1.14e-06,1066009.2,1.234
2019-06-02,XVGBTC,1.19e-06,1.26e-06,1.17e-06,1.17e-06,358414.53,0.4252
2019-06-01,XVGBTC,1.16e-06,1.22e-06,1.14e-06,1.19e-06,1051267.75,1.232
2019-05-31,XVGBTC,1.17e-06,1.28e-06,1.14e-06,1.16e-06,863432.42,1.021
2019-05-30,XVGBTC,1.19e-06,1.25e-06,1.17e-06,1.17e-06,1302964.76,1.572
2019-05-29,XVGBTC,1.22e-06,1.23e-06,1.15e-06,1.19e-06,1326738.42,1.577
2019-05-28,XVGBTC,1.27e-06,1.28e-06,1.19e-06,1.22e-06,887243.86,1.1
2019-05-27,XVGBTC,1.25e-06,1.32e-06,1.23e-06,1.27e-06,818990.38,1.032
2019-05-26,XVGBTC,1.36e-06,1.37e-06,1.22e-06,1.26e-06,647940.13,0.8441
2019-05-25,XVGBTC,1.35e-06,1.45e-06,1.34e-06,1.36e-06,3091285.73,4.25
2019-05-24,XVGBTC,1.44e-06,1.45e-06,1.34e-06,1.35e-06,1155620.73,1.594
2019-05-23,XVGBTC,1.43e-06,1.46e-06,1.36e-06,1.44e-06,1196981.59,1.694
2019-05-22,XVGBTC,1.36e-06,1.48e-06,1.32e-06,1.38e-06,1159338.75,1.633
2019-05-21,XVGBTC,1.32e-06,1.38e-06,1.3e-06,1.36e-06,1125244.14,1.515
2019-05-20,XVGBTC,1.33e-06,1.41e-06,1.3e-06,1.32e-06,2343498.38,3.131
2019-05-19,XVGBTC,1.26e-06,1.44e-06,1.23e-06,1.33e-06,2368019.4,3.192
2019-05-18,XVGBTC,1.3e-06,1.35e-06,1.25e-06,1.26e-06,854184.28,1.096
2019-05-17,XVGBTC,1.36e-06,1.39e-06,1.18e-06,1.3e-06,2564276.18,3.302
2019-05-16,XVGBTC,1.26e-06,1.48e-06,1.23e-06,1.36e-06,3337238.91,4.542
2019-05-15,XVGBTC,9.9e-07,1.26e-06,9.6e-07,1.26e-06,1778987.21,2.037
2019-05-14,XVGBTC,9.3e-07,1.01e-06,8.9e-07,9.9e-07,1506254.63,1.423
2019-05-13,XVGBTC,1.02e-06,1.09e-06,6.9e-07,9.4e-07,2781431.1,2.693
2019-05-12,XVGBTC,1.07e-06,1.07e-06,1.01e-06,1.02e-06,1992244.71,2.043
2019-05-11,XVGBTC,1.13e-06,1.14e-06,1.04e-06,1.07e-06,845246.09,0.9211
2019-05-10,XVGBTC,1.06e-06,1.15e-06,1.05e-06,1.13e-06,331498.75,0.3639
2019-05-09,XVGBTC,1.17e-06,1.17e-06,1.05e-06,1.06e-06,467784.66,0.5059
2019-05-08,XVGBTC,1.17e-06,1.17e-06,1.12e-06,1.17e-06,306470.17,0.3506
2019-05-07,XVGBTC,1.25e-06,1.26e-06,1.17e-06,1.17e-06,894360.24,1.078
2019-05-06,XVGBTC,1.22e-06,1.29e-06,1.22e-06,1.25e-06,657880.49,0.83
2019-05-05,XVGBTC,1.22e-06,1.25e-06,1.2e-06,1.22e-06,526157.26,0.648
2019-05-04,XVGBTC,1.29e-06,1.3e-06,1.21e-06,1.22e-06,681107.88,0.8566
2019-05-03,XVGBTC,1.36e-06,1.39e-06,1.26e-06,1.29e-06,706773.61,0.92
2019-05-02,XVGBTC,1.41e-06,1.42e-06,1.34e-06,1.36e-06,399452.53,0.5429
2019-05-01,XVGBTC,1.4e-06,1.46e-06,1.37e-06,1.41e-06,744436.5,1.045
2019-04-30,XVGBTC,1.37e-06,1.42e-06,1.34e-06,1.4e-06,1051506.42,1.45
2019-04-29,XVGBTC,1.45e-06,1.45e-06,1.36e-06,1.37e-06,897071.6,1.245
2019-04-28,XVGBTC,1.47e-06,1.5e-06,1.43e-06,1.45e-06,396431.92,0.5803
2019-04-27,XVGBTC,1.43e-06,1.52e-06,1.43e-06,1.47e-06,486539.96,0.7156
2019-04-26,XVGBTC,1.48e-06,1.49e-06,1.42e-06,1.43e-06,292281.64,0.4255
2019-04-25,XVGBTC,1.5e-06,1.53e-06,1.47e-06,1.48e-06,438583.57,0.6533
2019-04-24,XVGBTC,1.6e-06,1.6e-06,1.46e-06,1.5e-06,898767.82,1.364
2019-04-23,XVGBTC,1.58e-06,1.67e-06,1.55e-06,1.6e-06,522216.86,0.8389
2019-04-22,XVGBTC,1.55e-06,1.62e-06,1.53e-06,1.58e-06,485839.67,0.7669
2019-04-21,XVGBTC,1.6e-06,1.61e-06,1.54e-06,1.55e-06,319500.31,0.5011
2019-04-20,XVGBTC,1.62e-06,1.63e-06,1.59e-06,1.6e-06,120039.84,0.1928
2019-04-19,XVGBTC,1.64e-06,1.64e-06,1.62e-06,1.62e-06,99432.45,0.1616
2019-04-18,XVGBTC,1.65e-06,1.65e-06,1.62e-06,1.64e-06,455374.68,0.7439
2019-04-17,XVGBTC,1.66e-06,1.68e-06,1.62e-06,1.65e-06,226203.88,0.3708
2019-04-16,XVGBTC,1.65e-06,1.7e-06,1.6e-06,1.66e-06,535214.8,0.8765
2019-04-15,XVGBTC,1.7e-06,1.72e-06,1.62e-06,1.65e-06,211116.47,0.3511
2019-04-14,XVGBTC,1.69e-06,1.71e-06,1.67e-06,1.7e-06,256098.79,0.4329
2019-04-13,XVGBTC,1.75e-06,1.76e-06,1.67e-06,1.69e-06,195821.47,0.3336
2019-04-12,XVGBTC,1.72e-06,1.76e-06,1.67e-06,1.75e-06,224967.04,0.3849
2019-04-11,XVGBTC,1.91e-06,1.91e-06,1.68e-06,1.72e-06,446583.73,0.7818
2019-04-10,XVGBTC,1.89e-06,1.93e-06,1.83e-06,1.91e-06,324968.46,0.6079
2019-04-09,XVGBTC,2.07e-06,2.08e-06,1.82e-06,1.89e-06,533270.05,1.017
2019-04-08,XVGBTC,1.82e-06,2.09e-06,1.82e-06,2.07e-06,60183.62,0.1199
2019-04-07,XVGBTC,1.76e-06,1.86e-06,1.75e-06,1.82e-06,58115.92,0.106
2019-04-06,XVGBTC,1.8e-06,1.82e-06,1.74e-06,1.76e-06,20994.98,0.03762
2019-04-05,XVGBTC,1.75e-06,1.82e-06,1.74e-06,1.8e-06,22982.2,0.04108
2019-04-04,XVGBTC,1.75e-06,1.81e-06,1.69e-06,1.75e-06,39110.48,0.06896
2019-04-03,XVGBTC,1.71e-06,1.79e-06,1.66e-06,1.75e-06,47121.43,0.08198
2019-04-02,XVGBTC,1.78e-06,1.8e-06,1.66e-06,1.71e-06,116974.55,0.1992
2019-04-01,XVGBTC,1.82e-06,1.84e-06,1.78e-06,1.78e-06,54968.52,0.09904
2019-03-31,XVGBTC,1.73e-06,1.83e-06,1.71e-06,1.82e-06,24395.59,0.04355
2019-03-30,XVGBTC,1.76e-06,1.76e-06,1.71e-06,1.73e-06,17766.91,0.03076
2019-03-29,XVGBTC,1.74e-06,1.76e-06,1.71e-06,1.76e-06,31358.14,0.05499
2019-03-28,XVGBTC,1.77e-06,1.77e-06,1.72e-06,1.74e-06,55956.4,0.097
2019-03-27,XVGBTC,1.69e-06,1.77e-06,1.69e-06,1.77e-06,40068.41,0.07019
2019-03-26,XVGBTC,1.68e-06,1.72e-06,1.65e-06,1.69e-06,107123.77,0.1807
2019-03-25,XVGBTC,1.73e-06,1.73e-06,1.66e-06,1.68e-06,48679.51,0.0821
2019-03-24,XVGBTC,1.75e-06,1.76e-06,1.72e-06,1.73e-06,35244.07,0.06095
2019-03-23,XVGBTC,1.73e-06,1.76e-06,1.71e-06,1.75e-06,59593.38,0.1026
2019-03-22,XVGBTC,1.71e-06,1.74e-06,1.67e-06,1.73e-06,53688.05,0.09124
2019-03-21,XVGBTC,1.71e-06,1.74e-06,1.7e-06,1.71e-06,52584.82,0.09029
2019-03-20,XVGBTC,1.73e-06,1.73e-06,1.7e-06,1.71e-06,32936.02,0.05661
2019-03-19,XVGBTC,1.7e-06,1.74e-06,1.69e-06,1.73e-06,19542.12,0.03353
2019-03-18,XVGBTC,1.77e-06,1.79e-06,1.7e-06,1.7e-06,2164.15,0.00377
2019-03-17,XVGBTC,1.77e-06,1.77e-06,1.73e-06,1.77e-06,5959.09,0.01038
2019-03-16,XVGBTC,1.81e-06,1.83e-06,1.74e-06,1.77e-06,2818.86,0.005033
2019-03-15,XVGBTC,1.74e-06,1.87e-06,1.74e-06,1.81e-06,25728.0,0.04741
2019-03-14,XVGBTC,1.68e-06,1.74e-06,1.67e-06,1.74e-06,1989.65,0.003409
2019-03-13,XVGBTC,1.68e-06,1.73e-06,1.66e-06,1.68e-06,9866.75,0.01704
2019-03-12,XVGBTC,1.61e-06,1.69e-06,1.61e-06,1.69e-06,8230.26,0.01382
2019-03-11,XVGBTC,1.64e-06,1.64e-06,1.61e-06,1.61e-06,4960.26,0.008037
2019-03-10,XVGBTC,1.65e-06,1.66e-06,1.64e-06,1.64e-06,150.6,0.0002499
2019-03-09,XVGBTC,1.66e-06,1.67e-06,1.63e-06,1.65e-06,1593.45,0.002631
2019-03-08,XVGBTC,1.63e-06,1.66e-06,1.62e-06,1.66e-06,1878.49,0.00309
2019-03-07,XVGBTC,1.61e-06,1.63e-06,1.61e-06,1.63e-06,1472.22,0.002385
2019-03-06,XVGBTC,1.64e-06,1.65e-06,1.61e-06,1.61e-06,4243.25,0.006888
2019-03-05,XVGBTC,1.65e-06,1.65e-06,1.63e-06,1.64e-06,7484.73,0.01226
2019-03-04,XVGBTC,1.74e-06,1.74e-06,1.64e-06,1.65e-06,11641.42,0.01964
2019-03-03,XVGBTC,1.58e-06,1.74e-06,1.54e-06,1.74e-06,1235.82,0.001975
2019-03-02,XVGBTC,1.56e-06,1.59e-06,1.55e-06,1.58e-06,1485.0,0.002345
2019-03-01,XVGBTC,1.54e-06,1.57e-06,1.53e-06,1.56e-06,3229.16,0.005035
2019-02-28,XVGBTC,1.57e-06,1.57e-06,1.54e-06,1.54e-06,1380.72,0.002137
2019-02-27,XVGBTC,1.59e-06,1.59e-06,1.56e-06,1.57e-06,1086.7,0.001711
2019-02-26,XVGBTC,1.57e-06,1.59e-06,1.56e-06,1.59e-06,2523.61,0.003965
2019-02-25,XVGBTC,1.58e-06,1.61e-06,1.56e-06,1.57e-06,322126.13,0.509
2019-02-24,XVGBTC,1.66e-06,1.66e-06,1.57e-06,1.58e-06,65596.49,0.1063
2019-02-23,XVGBTC,1.63e-06,1.66e-06,1.62e-06,1.66e-06,15988.77,0.02608
2019-02-22,XVGBTC,1.62e-06,1.63e-06,1.61e-06,1.63e-06,2879.05,0.004642
2019-02-21,XVGBTC,1.63e-06,1.63e-06,1.61e-06,1.62e-06,4955.5,0.008027
2019-02-20,XVGBTC,1.63e-06,1.64e-06,1.61e-06,1.63e-06,721.33,0.001173
2019-02-19,XVGBTC,1.61e-06,1.64e-06,1.61e-06,1.63e-06,153990.33,0.2504
2019-02-18,XVGBTC,1.65e-06,1.66e-06,1.6e-06,1.61e-06,265891.49,0.432
2019-02-17,XVGBTC,1.65e-06,1.67e-06,1.63e-06,1.65e-06,206823.76,0.3406
2019-02-16,XVGBTC,1.67e-06,1.67e-06,1.63e-06,1.65e-06,228491.64,0.3761
2019-02-15,XVGBTC,1.63e-06,1.67e-06,1.62e-06,1.67e-06,212628.93,0.3489
2019-02-14,XVGBTC,1.65e-06,1.67e-06,1.63e-06,1.63e-06,138023.19,0.2273
2019-02-13,XVGBTC,1.65e-06,1.72e-06,1.63e-06,1.65e-06,327781.36,0.5472
2019-02-12,XVGBTC,1.65e-06,1.67e-06,1.62e-06,1.65e-06,298224.96,0.49
2019-02-11,XVGBTC,1.66e-06,1.66e-06,1.63e-06,1.65e-06,103589.48,0.1697
2019-02-10,XVGBTC,1.67e-06,1.7e-06,1.62e-06,1.66e-06,186991.71,0.3081
2019-02-09,XVGBTC,1.68e-06,1.74e-06,1.6e-06,1.67e-06,471741.51,0.781
2019-02-08,XVGBTC,1.65e-06,1.69e-06,1.63e-06,1.68e-06,393295.4,0.6541
2019-02-07,XVGBTC,1.63e-06,1.69e-06,1.63e-06,1.65e-06,418098.38,0.6962
2019-02-06,XVGBTC,1.68e-06,1.69e-06,1.62e-06,1.63e-06,292472.45,0.4815
2019-02-05,XVGBTC,1.68e-06,1.7e-06,1.67e-06,1.68e-06,260803.86,0.4403
2019-02-04,XVGBTC,1.67e-06,1.71e-06,1.67e-06,1.68e-06,358605.69,0.6051
2019-02-03,XVGBTC,1.71e-06,1.71e-06,1.67e-06,1.67e-06,271856.06,0.46
2019-02-02,XVGBTC,1.71e-06,1.74e-06,1.69e-06,1.71e-06,340304.38,0.5828
2019-02-01,XVGBTC,1.71e-06,1.74e-06,1.69e-06,1.71e-06,480428.19,0.8202
2019-01-31,XVGBTC,1.77e-06,1.8e-06,1.71e-06,1.71e-06,427242.57,0.7422
2019-01-30,XVGBTC,1.8e-06,1.8e-06,1.74e-06,1.77e-06,316583.62,0.5587
2019-01-29,XVGBTC,1.75e-06,1.8e-06,1.73e-06,1.8e-06,371396.23,0.6545
2019-01-28,XVGBTC,1.8e-06,1.81e-06,1.71e-06,1.75e-06,838971.2,1.475
2019-01-27,XVGBTC,1.84e-06,1.85e-06,1.78e-06,1.8e-06,161681.13,0.2942
2019-01-26,XVGBTC,1.85e-06,1.89e-06,1.84e-06,1.84e-06,254011.79,0.473
2019-01-25,XVGBTC,1.87e-06,1.88e-06,1.84e-06,1.85e-06,156317.4,0.291
2019-01-24,XVGBTC,1.87e-06,1.92e-06,1.86e-06,1.87e-06,480372.75,0.9112
2019-01-23,XVGBTC,1.87e-06,1.97e-06,1.84e-06,1.87e-06,742635.09,1.392
2019-01-22,XVGBTC,1.83e-06,1.87e-06,1.83e-06,1.87e-06,492623.83,0.9119
2019-01-21,XVGBTC,1.83e-06,1.85e-06,1.81e-06,1.83e-06,282019.38,0.5151
2019-01-20,XVGBTC,1.83e-06,1.88e-06,1.75e-06,1.83e-06,597245.19,1.091
2019-01-19,XVGBTC,1.81e-06,1.88e-06,1.8e-06,1.83e-06,234211.01,0.4313
2019-01-18,XVGBTC,1.83e-06,1.85e-06,1.8e-06,1.81e-06,290176.9,0.5285
2019-01-17,XVGBTC,1.87e-06,1.88e-06,1.83e-06,1.83e-06,327607.59,0.6078
2019-01-16,XVGBTC,1.87e-06,2.0e-06,1.86e-06,1.87e-06,153266.98,0.2903
2019-01-15,XVGBTC,1.87e-06,1.97e-06,1.82e-06,1.87e-06,530472.31,1.003
2019-01-14,XVGBTC,1.8e-06,1.99e-06,1.79e-06,1.87e-06,560763.31,1.048
2019-01-13,XVGBTC,1.89e-06,1.93e-06,1.8e-06,1.8e-06,579495.06,1.083
2019-01-12,XVGBTC,1.96e-06,2.02e-06,1.89e-06,1.89e-06,731037.94,1.421
2019-01-11,XVGBTC,2.04e-06,2.24e-06,1.96e-06,1.96e-06,2066695.14,4.369
2019-01-10,XVGBTC,1.8e-06,2.13e-06,1.7e-06,2.04e-06,3174563.89,6.197
2019-01-09,XVGBTC,1.76e-06,1.81e-06,1.76e-06,1.8e-06,560427.52,1.006
2019-01-08,XVGBTC,1.79e-06,1.85e-06,1.74e-06,1.76e-06,4462844.71,7.86
2019-01-07,XVGBTC,1.83e-06,1.83e-06,1.79e-06,1.79e-06,406271.91,0.7355
2019-01-06,XVGBTC,1.81e-06,1.85e-06,1.78e-06,1.83e-06,496533.09,0.8982
2019-01-05,XVGBTC,1.8e-06,1.86e-06,1.78e-06,1.81e-06,444088.38,0.8127
2019-01-04,XVGBTC,1.82e-06,1.84e-06,1.78e-06,1.8e-06,370469.0,0.672
2019-01-03,XVGBTC,1.84e-06,1.86e-06,1.81e-06,1.82e-06,173851.54,0.3188
2019-01-02,XVGBTC,1.83e-06,1.87e-06,1.82e-06,1.84e-06,368348.54,0.6801
2019-01-01,XVGBTC,1.83e-06,1.85e-06,1.73e-06,1.83e-06,786849.87,1.413
2018-12-31,XVGBTC,1.88e-06,1.89e-06,1.76e-06,1.83e-06,1279223.35,2.347
2018-12-30,XVGBTC,1.89e-06,1.91e-06,1.8e-06,1.88e-06,824417.89,1.551
2018-12-29,XVGBTC,1.9e-06,1.94e-06,1.77e-06,1.89e-06,916171.97,1.72
2018-12-28,XVGBTC,1.85e-06,1.94e-06,1.76e-06,1.9e-06,470673.97,0.8891
2018-12-27,XVGBTC,1.94e-06,1.97e-06,1.83e-06,1.85e-06,1537969.79,2.903
2018-12-26,XVGBTC,1.95e-06,2.0e-06,1.93e-06,1.94e-06,747176.56,1.471
2018-12-25,XVGBTC,2.07e-06,2.08e-06,1.9e-06,1.95e-06,840352.34,1.638
2018-12-24,XVGBTC,2.06e-06,2.15e-06,2.0e-06,2.07e-06,983417.53,2.046
2018-12-23,XVGBTC,1.99e-06,2.08e-06,1.98e-06,2.06e-06,522254.82,1.066
2018-12-22,XVGBTC,1.98e-06,2.06e-06,1.92e-06,1.99e-06,828309.3,1.652
2018-12-21,XVGBTC,2.01e-06,2.08e-06,1.9e-06,1.98e-06,2650384.32,5.341
2018-12-20,XVGBTC,1.86e-06,2.07e-06,1.8e-06,2.01e-06,1926350.23,3.781
2018-12-19,XVGBTC,1.78e-06,2.01e-06,1.75e-06,1.86e-06,1510744.68,2.851
2018-12-18,XVGBTC,1.77e-06,1.8e-06,1.74e-06,1.78e-06,844704.44,1.49
2018-12-17,XVGBTC,1.73e-06,1.8e-06,1.72e-06,1.77e-06,571573.29,1.006
2018-12-16,XVGBTC,1.76e-06,1.8e-06,1.73e-06,1.73e-06,627752.53,1.106
2018-12-15,XVGBTC,1.76e-06,1.8e-06,1.71e-06,1.76e-06,446118.97,0.7763
2018-12-14,XVGBTC,1.67e-06,1.81e-06,1.67e-06,1.76e-06,1135620.11,1.988
2018-12-13,XVGBTC,1.68e-06,1.7e-06,1.66e-06,1.67e-06,5719003.62,9.594
2018-12-12,XVGBTC,1.65e-06,1.7e-06,1.61e-06,1.68e-06,1048603.75,1.754
2018-12-11,XVGBTC,1.69e-06,1.7e-06,1.63e-06,1.65e-06,1007672.69,1.675
2018-12-10,XVGBTC,1.72e-06,1.75e-06,1.6e-06,1.69e-06,2689945.39,4.502
2018-12-09,XVGBTC,1.73e-06,1.79e-06,1.71e-06,1.72e-06,1473545.84,2.57
2018-12-08,XVGBTC,1.76e-06,1.81e-06,1.73e-06,1.73e-06,292607.45,0.5155
2018-12-07,XVGBTC,1.62e-06,1.85e-06,1.54e-06,1.76e-06,1515954.71,2.548
2018-12-06,XVGBTC,1.76e-06,1.78e-06,1.62e-06,1.62e-06,716871.05,1.211
2018-12-05,XVGBTC,1.82e-06,1.87e-06,1.74e-06,1.76e-06,484932.33,0.8771
2018-12-04,XVGBTC,1.85e-06,1.88e-06,1.75e-06,1.82e-06,581451.29,1.061
2018-12-03,XVGBTC,1.91e-06,1.92e-06,1.81e-06,1.85e-06,347973.44,0.6462
2018-12-02,XVGBTC,1.88e-06,1.92e-06,1.83e-06,1.91e-06,285533.93,0.536
2018-12-01,XVGBTC,1.85e-06,2.01e-06,1.82e-06,1.88e-06,543743.71,1.034
2018-11-30,XVGBTC,1.89e-06,1.95e-06,1.8e-06,1.85e-06,928224.24,1.726
2018-11-29,XVGBTC,1.92e-06,2.39e-06,1.83e-06,1.89e-06,3306022.17,7.109
2018-11-28,XVGBTC,1.58e-06,2.01e-06,1.52e-06,1.92e-06,3365636.09,6.372
2018-11-27,XVGBTC,1.45e-06,1.59e-06,1.44e-06,1.58e-06,369216.98,0.5561
2018-11-26,XVGBTC,1.47e-06,1.52e-06,1.44e-06,1.45e-06,564281.5,0.8287
2018-11-25,XVGBTC,1.48e-06,1.48e-06,1.41e-06,1.47e-06,917489.87,1.322
2018-11-24,XVGBTC,1.47e-06,1.53e-06,1.42e-06,1.48e-06,870524.25,1.286
2018-11-23,XVGBTC,1.54e-06,1.54e-06,1.46e-06,1.47e-06,461826.86,0.6956
2018-11-22,XVGBTC,1.56e-06,1.6e-06,1.53e-06,1.54e-06,981611.6,1.532
2018-11-21,XVGBTC,1.49e-06,1.6e-06,1.49e-06,1.56e-06,772969.46,1.208
2018-11-20,XVGBTC,1.56e-06,1.64e-06,1.41e-06,1.49e-06,2794826.1,4.264
2018-11-19,XVGBTC,1.73e-06,1.73e-06,1.53e-06,1.56e-06,1625765.26,2.575
2018-11-18,XVGBTC,1.72e-06,1.75e-06,1.7e-06,1.73e-06,281293.5,0.484
2018-11-17,XVGBTC,1.76e-06,1.77e-06,1.71e-06,1.72e-06,578949.61,1.01
2018-11-16,XVGBTC,1.77e-06,1.84e-06,1.75e-06,1.76e-06,432887.93,0.772
2018-11-15,XVGBTC,1.9e-06,1.91e-06,1.69e-06,1.77e-06,1595857.12,2.873
2018-11-14,XVGBTC,1.93e-06,1.97e-06,1.73e-06,1.9e-06,733686.32,1.366
