Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR
2020-02-21,BTCEUR,8907.69,9205.79,8885.84,8957.8,80.47,726997.34
2020-02-20,BTCEUR,8940,9159.06,8841.38,8907.69,86.44,776517.98
2020-02-19,BTCEUR,9437.26,9685,8745.41,8940,106.14,1000205.01
2020-02-18,BTCEUR,8965,9555.73,8920.15,9437.26,102.77,932642.61
2020-02-17,BTCEUR,9192.72,9192.72,8726.28,8965,89.77,802693.42
2020-02-16,BTCEUR,9188,9335.91,8979.01,9192.72,8.145,74378.52
2020-02-15,BTCEUR,9566.42,9596.16,9116.8,9188,7.3,68378.74
2020-02-14,BTCEUR,9455.82,9600,9354.44,9566.42,100.74,960824.36
2020-02-13,BTCEUR,9526.55,9669.98,9313.87,9455.82,43.55,414965.22
2020-02-12,BTCEUR,9425.39,9661,9420.47,9526.55,88.29,844630.63
2020-02-11,BTCEUR,9074.97,9519.84,8931.71,9425.39,103.43,941355.33
2020-02-10,BTCEUR,9299.74,9317.8,8939.82,9074.97,90.06,820931.84
2020-02-09,BTCEUR,9070.93,9303.71,9056.69,9299.74,10.6,97875.67
2020-02-08,BTCEUR,8955.37,9072.43,8861.84,9070.93,5.11,45900.86
2020-02-07,BTCEUR,8880.97,9025,8871.69,8955.37,83.16,746805.71
2020-02-06,BTCEUR,8745.91,9060,8699.25,8880.97,67.84,609947.71
2020-02-05,BTCEUR,8302.78,8881.41,8302.78,8745.91,62.22,537129.71
2020-02-04,BTCEUR,8397.58,8443.55,8244.82,8302.78,96.29,799393.59
2020-02-03,BTCEUR,8423.93,8648.62,8360.18,8397.58,62.99,533535.37
2020-02-02,BTCEUR,8465.84,8553.57,8283.31,8423.93,4.164,35302.36
2020-02-01,BTCEUR,8418.2,8519.62,8391.35,8465.84,4.992,42177.64
2020-01-31,BTCEUR,8602.2,8617,8354.27,8418.2,125.38,1053999.34
2020-01-30,BTCEUR,8438.88,8682.21,8363.75,8602.2,55.7,474728.4
2020-01-29,BTCEUR,8505.42,8598,8403.31,8438.88,79.36,677537.92
2020-01-28,BTCEUR,8105.57,8518.03,8087.48,8505.42,48.93,404417.06
2020-01-27,BTCEUR,7779.99,8159.84,7779.99,8105.57,39.39,314629.07
2020-01-26,BTCEUR,7628.83,7854.16,7534.7,7779.99,2.296,17691.28
2020-01-25,BTCEUR,7631.37,7645.34,7516.05,7628.83,2.368,17997.91
2020-01-24,BTCEUR,7590.29,7748,7475.94,7631.37,44.54,343301.48
2020-01-23,BTCEUR,7804.78,7841.96,7502.46,7590.29,35.46,269158.54
2020-01-22,BTCEUR,7869.91,7937.15,7780.07,7804.78,18.43,144196.24
2020-01-21,BTCEUR,7807.53,7909.98,7688.94,7869.91,67.86,532049.98
2020-01-20,BTCEUR,7839.94,7913.37,7702.94,7807.53,111.65,878993.37
2020-01-19,BTCEUR,8054.66,8328.01,7718.22,7839.94,5.696,45421.68
2020-01-18,BTCEUR,8025.52,8149.63,7963.69,8054.66,2.201,17752.73
2020-01-17,BTCEUR,7856.36,8127.31,7791.94,8025.52,121.26,965815.74
2020-01-16,BTCEUR,7901.17,7930.08,7712.7,7856.36,108.07,844374.32
2020-01-15,BTCEUR,7937.45,7981.84,7711.16,7901.17,104.96,825756.85
2020-01-14,BTCEUR,7314.55,7989.88,7297.31,7937.45,116.37,902518.75
2020-01-13,BTCEUR,7357.65,7388.28,7245.21,7314.55,86.96,637752.41
2020-01-12,BTCEUR,7270.88,7395.12,7220,7357.65,2.696,19810.28
2020-01-11,BTCEUR,7338.51,7463.97,7240,7270.88,5.168,38065.12
2020-01-10,BTCEUR,7069.03,7381.41,6950,7338.51,98.08,704375.49
2020-01-09,BTCEUR,7298.3,7298.3,6998.84,7069.03,57.34,411167.6
2020-01-08,BTCEUR,7352.87,7700,7128.44,7298.3,74.21,559763.79
2020-01-07,BTCEUR,6922.92,7361.67,6922.92,7352.87,150.06,1073303.72
2020-01-06,BTCEUR,6593.46,6955.89,6593.46,6922.92,13.06,88722.74
2020-01-05,BTCEUR,6583.45,6780.59,6583.45,6593.46,4.125,27676.33
2020-01-04,BTCEUR,6669.61,6691.98,6532.31,6583.45,2.711,17985.85
2020-01-03,BTCEUR,6243.21,6694.57,6215.93,6669.61,80.58,533235.8
2020-01-02,BTCEUR,6410,6506.41,6227.15,6243.21,58.31,375278.12
2020-01-01,BTCEUR,6403.79,6545.59,6400,6410,3.63,23697.44
2019-12-31,BTCEUR,6504.99,6803.63,6400,6403.79,152.86,1005848.65
2019-12-30,BTCEUR,6641.96,6710.68,6452.15,6504.99,93.33,621418.49
2019-12-29,BTCEUR,6557.35,6785.46,6527.09,6641.96,3.1,20718.48
2019-12-28,BTCEUR,6510.5,6676.79,6510.5,6557.35,2.47,16361.54
2019-12-27,BTCEUR,6495.17,6708.14,6401.2,6510.5,301.25,1968916.68
2019-12-26,BTCEUR,6499.8,6731.95,6480,6495.17,6.721,44312.87
2019-12-25,BTCEUR,6571.01,6761.98,6486.24,6499.8,12.63,83489.82
2019-12-24,BTCEUR,6683.53,6939.84,6502.49,6571.01,222.0,1505295.9
2019-12-23,BTCEUR,6820,7019.92,6604.29,6683.53,86.13,595182.67
2019-12-22,BTCEUR,6459.31,6820,6449.05,6820,3.627,24251.85
2019-12-21,BTCEUR,6591.57,6739.99,6450.54,6459.31,6.188,40715.6
2019-12-20,BTCEUR,6444.39,6662,6411.67,6591.57,99.26,656350.33
2019-12-19,BTCEUR,6590.85,6749.16,6356.27,6444.39,213.91,1388252.02
2019-12-18,BTCEUR,5950.26,6699,5900.17,6590.85,101.95,634057.46
2019-12-17,BTCEUR,6209.98,6622.77,5924.59,5950.26,92.17,583696.21
2019-12-16,BTCEUR,6418.44,6611.48,6203.31,6209.98,129.82,849476.02
2019-12-15,BTCEUR,6533.54,6564.57,6364.5,6418.44,17.37,111977.81
2019-12-14,BTCEUR,6660.96,6675.95,6348.25,6533.54,2.406,15828.6
2019-12-13,BTCEUR,6541.65,6699,6440.91,6660.96,20.85,137636.78
2019-12-12,BTCEUR,6534.69,6611.21,6420.01,6541.65,63.31,416305.66
2019-12-11,BTCEUR,6533.05,6595.16,6496.45,6534.69,47.22,310464.43
2019-12-10,BTCEUR,6655.67,6758.72,6489.84,6533.05,91.35,602478.74
2019-12-09,BTCEUR,6846.69,6982.37,6617.41,6655.67,77.44,535127.53
2019-12-08,BTCEUR,6819.1,6895.56,6700.03,6846.69,5.257,35885.42
2019-12-07,BTCEUR,6820.66,6902.34,6789.4,6819.1,2.869,19724.59
2019-12-06,BTCEUR,6658.04,6878.16,6607.24,6820.66,85.91,581327.77
2019-12-05,BTCEUR,6513.24,6742,6496.25,6658.04,57.24,384576.33
2019-12-04,BTCEUR,6602.72,7029.56,6440.31,6513.24,55.72,375332.18
2019-12-03,BTCEUR,6609.87,6726,6565.9,6602.72,74.59,498375.42
2019-12-02,BTCEUR,6735.02,6738.28,6533.89,6609.87,134.97,899138.62
2019-12-01,BTCEUR,6866.04,6870.8,6609.07,6735.02,8.213,54877.46
2019-11-30,BTCEUR,7042.3,7090.54,6807.56,6866.04,3.861,26835.06
2019-11-29,BTCEUR,6792.06,7205.08,6754.87,7042.3,92.06,655234.8
2019-11-28,BTCEUR,6831.62,6999.99,6720,6792.06,56.48,387817.16
2019-11-27,BTCEUR,6512.98,6975.13,6262.79,6831.62,85.67,568065.19
2019-11-26,BTCEUR,6497.96,6599.97,6419.43,6512.98,156.15,1018103.61
2019-11-25,BTCEUR,6281.89,6735.27,5955.46,6497.96,14.86,95612.62
2019-11-24,BTCEUR,6643.89,6664.48,6281.89,6281.89,13.86,90588.26
2019-11-23,BTCEUR,6608.16,6733.05,6478.32,6643.89,7.429,49133.21
2019-11-22,BTCEUR,6880.02,7101.36,6290.27,6608.16,124.41,815175.93
2019-11-21,BTCEUR,7293.11,7356.2,6818.67,6880.02,79.8,569174.22
2019-11-20,BTCEUR,7333,7488,7279.43,7293.11,60.78,450375.0
2019-11-19,BTCEUR,7412.2,7445,7262.4,7333,54.76,404621.11
2019-11-18,BTCEUR,7727.1,8000,7279.86,7412.2,90.65,698218.75
2019-11-17,BTCEUR,7681.41,7804.76,7621.77,7727.1,2.398,18548.51
2019-11-16,BTCEUR,7665.84,7717.2,7645.08,7681.41,1.587,12201.35
2019-11-15,BTCEUR,7869.87,7952.33,7611.35,7665.84,110.13,851384.69
2019-11-14,BTCEUR,7976.9,7991.77,7800.27,7869.87,55.31,437024.49
2019-11-13,BTCEUR,7983.15,8080,7921.26,7976.9,77.33,619271.97
2019-11-12,BTCEUR,7907.99,8043.67,7850,7983.15,42.22,335637.05
2019-11-11,BTCEUR,8219.1,8230.87,7826.86,7907.99,13.25,106063.84
2019-11-10,BTCEUR,8011.39,8272.94,7953.52,8219.1,3.824,30985.37
2019-11-09,BTCEUR,7989,8061.07,7949.77,8011.39,2.84,22788.21
2019-11-08,BTCEUR,8330.46,8361.79,7910.65,7989,128.43,1036308.08
2019-11-07,BTCEUR,8464,8464.29,8246.5,8330.46,84.31,704358.96
2019-11-06,BTCEUR,8424.43,8588,8380.2,8464,89.79,762969.64
2019-11-05,BTCEUR,8462,8604.55,8282.42,8424.43,26.7,226235.71
2019-11-04,BTCEUR,8251.55,8558.67,8184.32,8462,47.85,395936.71
2019-11-03,BTCEUR,8330,8394.47,8157.25,8251.55,5.712,47022.45
2019-11-02,BTCEUR,8275.06,8399.23,8258.91,8330,5.664,47191.97
2019-11-01,BTCEUR,8194.68,8331.43,8131.64,8275.06,8.975,74009.47
2019-10-31,BTCEUR,8247.65,8533,8044.84,8194.68,144.2,1209240.48
2019-10-30,BTCEUR,8512.27,8512.27,8119.19,8247.65,88.26,729463.08
2019-10-29,BTCEUR,8304.03,8592,8217.8,8512.27,51.59,437354.59
2019-10-28,BTCEUR,8562.01,8903.25,8292.04,8304.03,99.9,850939.75
2019-10-27,BTCEUR,8312.63,8800,8208.36,8562.01,16.8,142779.08
2019-10-26,BTCEUR,7793.48,9309.2,7793.48,8312.63,39.23,326028.9
2019-10-25,BTCEUR,6716,7888,6701.13,7793.48,139.13,979582.65
2019-10-24,BTCEUR,6689.91,6840,6630.92,6716,92.78,628550.02
2019-10-23,BTCEUR,7210.12,7259.54,6611.81,6689.91,62.33,423729.39
2019-10-22,BTCEUR,7357.94,7550,7210.12,7210.12,104.44,779722.05
2019-10-21,BTCEUR,7372.63,7488.14,7338.72,7357.94,83.06,617469.28
2019-10-20,BTCEUR,7118.67,7429.85,7078.07,7372.63,1.76,12705.59
2019-10-19,BTCEUR,7155.51,7236.49,7062.92,7118.67,6.012,42935.46
2019-10-18,BTCEUR,7262.51,7297.77,7068.94,7155.51,94.16,675809.75
2019-10-17,BTCEUR,7238.75,7390,7185.56,7262.51,68.72,504086.36
2019-10-16,BTCEUR,7397.02,7423.15,7177.02,7238.75,68.3,499038.42
2019-10-15,BTCEUR,7585.96,7715,7377.6,7397.02,59.94,456645.26
2019-10-14,BTCEUR,7523.67,7670,7493.3,7585.96,42.55,323354.7
2019-10-13,BTCEUR,7549.71,7683.32,7485.85,7523.67,3.18,24122.64
2019-10-12,BTCEUR,7524.98,7634.54,7500.36,7549.71,4.02,30419.53
2019-10-11,BTCEUR,7801.09,7973.39,7524.98,7524.98,90.92,694181.74
2019-10-10,BTCEUR,7830.96,7862.72,7696.88,7801.09,21.24,165256.23
2019-10-09,BTCEUR,7485.44,7911.38,7429.38,7830.96,74.91,577121.33
2019-10-08,BTCEUR,7491.01,7600.56,7430.03,7485.44,66.88,503033.78
2019-10-07,BTCEUR,7167.88,7595,7110,7491.01,78.42,588153.63
2019-10-06,BTCEUR,7425.99,7455.73,7141.13,7167.88,9.665,69901.94
2019-10-05,BTCEUR,7445.15,7463.5,7338,7425.99,5.45,40374.62
2019-10-04,BTCEUR,7542.92,7542.92,7358.6,7445.15,39.14,292968.34
2019-10-03,BTCEUR,7636.12,7694,7394.09,7542.92,44.0,334614.27
2019-10-02,BTCEUR,7622.53,7735,7514.31,7636.12,74.83,572976.84
2019-10-01,BTCEUR,7644.73,7850,7552.08,7622.53,141.22,1095215.95
2019-09-30,BTCEUR,7389.01,7799.96,7102.21,7644.73,82.12,621168.94
2019-09-29,BTCEUR,7482.97,7520.66,7261.02,7389.01,3.029,22340.5
2019-09-28,BTCEUR,7520.23,7642.95,7377.86,7482.97,2.143,16101.11
2019-09-27,BTCEUR,7425.91,7567.03,7227.21,7520.23,69.11,514350.46
2019-09-26,BTCEUR,7683.95,7866,7107.33,7425.91,55.8,429067.73
2019-09-25,BTCEUR,7952.57,7957.55,7491.98,7683.95,50.39,389705.07
2019-09-24,BTCEUR,8828.2,9030,7450,7952.57,63.95,538775.84
2019-09-23,BTCEUR,9135.18,9218,8808.49,8828.2,57.97,529524.53
2019-09-22,BTCEUR,9064.05,9233.93,9000,9135.18,2.549,23233.49
2019-09-21,BTCEUR,9283.52,9283.52,9048.8,9064.05,4.591,41880.29
2019-09-20,BTCEUR,9290.14,9440,9170.49,9283.52,42.97,401845.65
2019-09-19,BTCEUR,9250.79,9424.54,8808.41,9290.14,59.45,538651.34
2019-09-18,BTCEUR,9234.55,9425,9183.55,9250.79,52.29,487940.06
2019-09-17,BTCEUR,9343.31,9458,9223.03,9234.55,54.59,511593.19
2019-09-16,BTCEUR,9340.17,9410,9193.56,9343.31,81.0,755568.17
2019-09-15,BTCEUR,9398.22,9398.22,9281.92,9340.17,1.271,11893.87
2019-09-14,BTCEUR,9352.58,9433.76,9280.1,9398.22,1.491,13986.8
2019-09-13,BTCEUR,9433.83,9495,9205.29,9352.58,80.08,756823.66
2019-09-12,BTCEUR,9241.87,9506,9142.92,9433.83,66.95,630223.42
2019-09-11,BTCEUR,9134.17,9317,9022,9241.87,49.73,459472.73
2019-09-10,BTCEUR,9326.84,9475,9063.4,9134.17,48.46,454083.93
2019-09-09,BTCEUR,9437.71,9623,9183.48,9326.84,53.68,509567.49
2019-09-08,BTCEUR,9502.25,9618.13,9390,9437.71,2.376,22447.76
2019-09-07,BTCEUR,9351.9,9583.07,9324.84,9502.25,1.17,11096.69
2019-09-06,BTCEUR,9581.91,10060,9300,9351.9,48.75,483244.11
2019-09-05,BTCEUR,9553.91,9770,9501.55,9581.91,34.48,333868.52
2019-09-04,BTCEUR,9626.38,9800,9431.06,9553.91,55.66,537537.93
2019-09-03,BTCEUR,9500.43,9841,9439.45,9626.38,50.29,485849.74
2019-09-02,BTCEUR,8938.55,9541.41,8879.07,9500.43,64.27,583191.71
2019-09-01,BTCEUR,8763.03,8938.55,8735,8938.55,0.8318,7320.8
2019-08-31,BTCEUR,8750.41,8840.22,8722.79,8763.03,1.515,13287.17
2019-08-30,BTCEUR,8604.69,8849,8506.84,8750.41,75.9,666492.95
2019-08-29,BTCEUR,8804.91,8804.91,8484.08,8604.69,86.62,748330.76
2019-08-28,BTCEUR,9161.86,9345,8700.11,8804.91,68.57,628891.5
2019-08-27,BTCEUR,9329.78,9336.97,9068.61,9161.86,58.98,546742.94
2019-08-26,BTCEUR,9121.95,9524,9121.95,9329.78,58.27,549681.78
2019-08-25,BTCEUR,9089.9,9300,8981.09,9121.95,1.827,16629.44
2019-08-24,BTCEUR,9421.28,9421.28,8903.77,9089.9,4.007,36437.68
2019-08-23,BTCEUR,9152.68,9428.98,9101.75,9421.28,30.18,280766.75
2019-08-22,BTCEUR,9069.65,9235,8880.83,9152.68,47.47,432415.93
2019-08-21,BTCEUR,9717.53,9717.53,8954,9069.65,54.74,499854.23
2019-08-20,BTCEUR,9711.04,9850,9582.68,9717.53,32.1,313892.44
2019-08-19,BTCEUR,9290.75,9770,9290.75,9711.04,52.71,512718.69
2019-08-18,BTCEUR,9169.8,9463.51,9113.77,9290.75,2.31,21582.88
2019-08-17,BTCEUR,9386,9565.99,9105.89,9169.8,4.173,38401.35
2019-08-16,BTCEUR,9330,9614.88,8571.01,9386,54.35,501769.95
2019-08-15,BTCEUR,8940.28,9548.48,8599.33,9330,19.4,172255.3
2019-08-14,BTCEUR,9717.3,9717.3,8940.28,8940.28,68.44,652194.05
2019-08-13,BTCEUR,10178.88,10214.09,9652.49,9717.3,48.41,479292.59
2019-08-12,BTCEUR,10267.47,10342,10113.73,10178.88,39.79,408828.25
2019-08-11,BTCEUR,10100.01,10268.01,10000.02,10267.47,3.819,38660.24
2019-08-10,BTCEUR,10578.99,10625.86,10027.57,10100.01,10.97,113122.96
2019-08-09,BTCEUR,10700,10759,10409.21,10578.99,38.01,405652.57
2019-08-08,BTCEUR,10732.46,10732.46,10297.22,10700,43.24,456916.63
2019-08-07,BTCEUR,10268.01,10960,10193.15,10732.46,52.38,557635.04
2019-08-06,BTCEUR,10530,10980,10000,10268.01,72.12,758619.21
2019-08-05,BTCEUR,9892,10690,9892,10530,57.94,606527.77
2019-08-04,BTCEUR,9740.36,9967.25,9457.79,9892,7.959,78019.33
2019-08-03,BTCEUR,9464.24,9859.91,9464.24,9740.36,3.332,32310.87
2019-08-02,BTCEUR,9370.27,9672,9343.26,9464.24,49.96,478237.25
2019-08-01,BTCEUR,9100,9435,8981.78,9370.27,67.4,613920.51
2019-07-31,BTCEUR,8617.26,9100,8617.26,9100,58.55,519699.67
2019-07-30,BTCEUR,8571.78,8807.45,8455.79,8617.26,49.05,427663.69
2019-07-29,BTCEUR,8417.22,8729,8417.22,8571.78,61.58,533312.25
2019-07-28,BTCEUR,8499.35,8738.52,8333.33,8417.22,1.685,14285.08
2019-07-27,BTCEUR,8852.42,9160.93,8452.57,8499.35,4.149,35993.49
2019-07-26,BTCEUR,8934.38,8970,8702.66,8852.42,52.86,471201.57
2019-07-25,BTCEUR,8870.3,9175.51,8842.89,8934.38,35.11,319896.25
2019-07-24,BTCEUR,8980,8980,8600,8870.3,71.64,631202.05
2019-07-23,BTCEUR,9205.83,9221.65,8875.36,8980,87.53,791904.61
2019-07-22,BTCEUR,9477.77,9580,9100,9205.83,47.97,455923.37
2019-07-21,BTCEUR,9609.85,9660.71,9272.3,9477.77,12.51,117698.03
2019-07-20,BTCEUR,9404.44,9850.44,9365,9609.85,4.274,40993.08
2019-07-19,BTCEUR,9500,9562.98,9058.83,9404.44,73.29,690203.27
2019-07-18,BTCEUR,8613.24,9500,8385.81,9500,48.34,419068.47
2019-07-17,BTCEUR,8659.38,8997.24,8150.57,8613.24,61.96,525138.66
2019-07-16,BTCEUR,9669.62,9766,8500,8659.38,77.43,741583.67
2019-07-15,BTCEUR,9132.01,9783.23,8900.03,9669.62,78.76,725456.23
2019-07-14,BTCEUR,10100.83,10100.83,9100.91,9132.01,9.959,95319.78
2019-07-13,BTCEUR,10632.05,10632.05,9703.86,10100.83,8.812,89074.49
2019-07-12,BTCEUR,10060.13,10703.07,9992.8,10632.05,59.87,632092.52
2019-07-11,BTCEUR,10799.15,10799.15,9782.7,10060.13,49.9,523841.09
2019-07-10,BTCEUR,11206.73,11868,10381.99,10799.15,89.02,1032495.52
2019-07-09,BTCEUR,11091.32,11444.75,10809.25,11206.73,63.56,709092.14
2019-07-08,BTCEUR,10207.97,11097.61,10100.01,11091.32,126.8,1336689.58
2019-07-07,BTCEUR,9935.01,10400,9935.01,10207.97,9.931,101122.42
2019-07-06,BTCEUR,9815.35,10479.99,9815.35,9935.01,14.17,145703.05
2019-07-05,BTCEUR,9920,10431.79,8000,9815.35,71.03,711195.31
2019-07-04,BTCEUR,10683.67,10685,9920,9920,58.98,618564.58
2019-07-03,BTCEUR,9656.65,10683.67,9656.65,10683.67,98.12,994394.18
2019-07-02,BTCEUR,9407.65,9691.8,8579.34,9656.65,82.6,752134.63
2019-07-01,BTCEUR,9500,9860.01,8875.44,9407.65,101.36,965414.67
2019-06-30,BTCEUR,10480.37,10726.82,9500,9500,11.8,117873.09
2019-06-29,BTCEUR,10848.88,10950,10200,10480.37,6.651,69391.47
2019-06-28,BTCEUR,9826.95,15900,9585.44,10848.88,76.71,810297.9
2019-06-27,BTCEUR,11373.65,11700,9055.19,9826.95,117.75,1226260.89
2019-06-26,BTCEUR,10327.26,12226.27,8700,11373.65,97.3,1103043.6
2019-06-25,BTCEUR,9654.23,10500,9557.26,10327.26,82.74,821826.57
2019-06-24,BTCEUR,9512.49,9746.42,9290.27,9654.23,76.44,734597.6
2019-06-23,BTCEUR,9346.15,9856,9224.36,9512.49,6.079,57317.56
2019-06-22,BTCEUR,8938.56,9826.31,3328.67,9346.15,33.03,287994.36
2019-06-21,BTCEUR,8402.51,8938.56,8402.51,8938.56,58.12,505179.34
2019-06-20,BTCEUR,8290.82,8500,7467,8402.51,29.16,238006.57
2019-06-19,BTCEUR,8038.77,8318.05,8038.77,8290.82,61.68,508078.38
2019-06-18,BTCEUR,8328.6,8400,7985.71,8038.77,85.93,712067.22
2019-06-17,BTCEUR,8044.19,8437.36,7900.03,8328.6,126.78,1044438.83
2019-06-16,BTCEUR,7899.99,8309.69,7806.28,8044.19,35.46,285713.94
2019-06-15,BTCEUR,7750.36,7899.99,7712.04,7899.99,5.185,40436.31
2019-06-14,BTCEUR,7315.18,7773.09,7277.33,7750.36,114.43,863856.52
2019-06-13,BTCEUR,7214.09,7386.32,7176.02,7315.18,59.53,432418.84
2019-06-12,BTCEUR,7004.4,7275.88,6949.09,7214.09,86.74,616681.2
2019-06-11,BTCEUR,7082.65,7082.65,6856.45,7004.4,54.44,379536.33
2019-06-10,BTCEUR,6771.79,7213.01,6700,7082.65,55.38,392931.53
2019-06-09,BTCEUR,7027.38,7073.77,6711.07,6771.79,2.034,14014.19
2019-06-08,BTCEUR,7087.77,7097.81,6950,7027.38,0.726,5101.86
2019-06-07,BTCEUR,6915.01,7204,6890.1,7087.77,105.46,755332.68
2019-06-06,BTCEUR,6923.07,7073.27,6645.62,6915.01,45.3,314104.3
2019-06-05,BTCEUR,6956.94,7169.29,6818.47,6923.07,50.88,356906.68
2019-06-04,BTCEUR,7381.72,7586.59,6680.47,6956.94,59.68,422349.93
2019-06-03,BTCEUR,7840.59,7840.59,7291.4,7381.72,82.84,636326.24
2019-06-02,BTCEUR,7700,7977.99,7665.72,7840.59,2.313,18192.14
2019-06-01,BTCEUR,7799.22,7799.99,7470,7700,5.731,43362.1
2019-05-31,BTCEUR,7456.25,7800,7420,7799.22,56.97,429639.95
2019-05-30,BTCEUR,7767.29,8102.75,7259.54,7456.25,51.96,409677.05
2019-05-29,BTCEUR,7833.05,7955.1,7629.51,7767.29,54.19,425979.56
2019-05-28,BTCEUR,7900.81,7905.42,7721.66,7833.05,41.27,324505.22
2019-05-27,BTCEUR,7803.33,7981.87,7773.38,7900.81,59.59,470057.8
2019-05-26,BTCEUR,7150,7822.22,7061.55,7803.33,50.47,382908.84
2019-05-25,BTCEUR,7194.53,7329.35,7110.01,7150,9.593,69025.18
2019-05-24,BTCEUR,7089.36,7300,7000,7194.53,116.76,840368.99
2019-05-23,BTCEUR,6925.82,7116.78,6755.22,7089.36,139.63,964454.62
2019-05-22,BTCEUR,7179.03,7210,6900,6925.82,89.22,635543.15
2019-05-21,BTCEUR,7137.07,7319,7057.65,7179.03,59.8,429198.37
2019-05-20,BTCEUR,7344.01,7344.01,6900,7137.07,45.29,323448.22
2019-05-19,BTCEUR,6577.2,7344.01,6542.75,7344.01,15.67,112047.58
2019-05-18,BTCEUR,6600,6731.64,6500.01,6577.2,6.211,40844.45
2019-05-17,BTCEUR,7027.58,7159.99,6231.05,6600,65.2,417871.41
2019-05-16,BTCEUR,7400,7429.44,6900,7027.58,57.16,406376.96
2019-05-15,BTCEUR,7115.49,7400,7005.63,7400,111.98,806772.65
2019-05-14,BTCEUR,6920.42,7413,6802.71,7115.49,61.62,447457.44
2019-05-13,BTCEUR,6183.57,7235.81,6140.09,6920.42,143.44,964227.25
2019-05-12,BTCEUR,6530.79,7000,6000.86,6183.57,39.58,253597.56
2019-05-11,BTCEUR,5672,6600.97,5672,6530.79,12.14,74754.62
2019-05-10,BTCEUR,5431.06,5715.73,5431.06,5672,116.97,658547.71
2019-05-09,BTCEUR,5261.84,5458.05,5261.84,5431.06,84.44,455397.02
2019-05-08,BTCEUR,5182.9,5317.67,5100.03,5261.84,72.36,380681.27
2019-05-07,BTCEUR,5070.6,5435.19,5070.6,5182.9,118.29,627727.98
2019-05-06,BTCEUR,5114.21,5198.99,4998.14,5070.6,111.44,567038.67
2019-05-05,BTCEUR,5136.92,5150,5037.74,5114.21,4.97,25418.63
2019-05-04,BTCEUR,5136.42,5158.02,4936.07,5136.92,6.972,35507.03
2019-05-03,BTCEUR,4830,5199.99,4816.91,5136.42,18.19,91664.96
2019-05-02,BTCEUR,4744.59,4922.34,4739.39,4830,183.32,887805.92
2019-05-01,BTCEUR,4709.3,4849.99,4694,4744.59,14.08,67175.05
2019-04-30,BTCEUR,4623.03,4790,4590.9,4709.3,76.81,359180.28
2019-04-29,BTCEUR,4606.27,4770.29,4576.43,4623.03,86.49,402827.08
2019-04-28,BTCEUR,4673.05,4707.62,4300.03,4606.27,9.765,44025.66
2019-04-27,BTCEUR,4626.36,4729.62,4592.85,4673.05,0.8591,3968.84
2019-04-26,BTCEUR,4661.98,4965,4548.64,4626.36,101.67,479120.71
2019-04-25,BTCEUR,4878.25,4997,4603.92,4661.98,153.69,759492.32
2019-04-24,BTCEUR,4945,5007.36,4834.11,4878.25,46.65,230693.62
2019-04-23,BTCEUR,4787.7,5200,4784.5,4945,103.81,516749.82
2019-04-22,BTCEUR,4701.8,4810,4688.39,4787.7,2.372,11313.03
2019-04-21,BTCEUR,4737.59,4789.53,4663.42,4701.8,0.9823,4628.46
2019-04-20,BTCEUR,4700.03,4795,4688.25,4737.59,2.357,11183.72
2019-04-19,BTCEUR,4692.94,4742,4657.05,4700.03,56.43,265762.27
2019-04-18,BTCEUR,4618.59,4746.37,4615.62,4692.94,92.25,435027.37
2019-04-17,BTCEUR,4607.47,4710,4595.3,4618.59,42.75,199888.56
2019-04-16,BTCEUR,4460.54,4670.83,4450.19,4607.47,16.54,75710.16
2019-04-15,BTCEUR,4556.48,4633.52,4428.29,4460.54,37.57,172718.57
2019-04-14,BTCEUR,4506.05,4570.84,4465.68,4556.48,1.294,5844.09
2019-04-13,BTCEUR,4503.37,4555,4482.64,4506.05,0.6406,2893.98
2019-04-12,BTCEUR,4492.18,4730.99,4421,4503.37,29.95,135963.58
2019-04-11,BTCEUR,4704.7,4765.59,4455.91,4492.18,42.7,193834.86
2019-04-10,BTCEUR,4628.1,4888.96,4619.61,4704.7,40.39,190647.95
2019-04-09,BTCEUR,4683.21,5120,4585.62,4628.1,46.43,217932.48
2019-04-08,BTCEUR,4637.56,4740.02,4583.83,4683.21,55.4,258654.27
2019-04-07,BTCEUR,4490.09,4651.51,4473.64,4637.56,2.643,12091.52
2019-04-06,BTCEUR,4470.04,4668.97,4384.12,4490.09,7.913,35923.17
2019-04-05,BTCEUR,4343.11,4613.96,4340.51,4470.04,74.45,335545.83
2019-04-04,BTCEUR,4337.02,4557.36,4286.3,4343.11,53.04,238488.17
2019-04-03,BTCEUR,4350.62,4777.71,4317.2,4337.02,46.9,211609.6
2019-04-02,BTCEUR,3702,4398,3691.43,4350.62,48.66,203395.93
2019-04-01,BTCEUR,3642.4,3740,3634.6,3702,36.14,133511.04
2019-03-31,BTCEUR,3641.72,3690,3640,3642.4,4.284,15702.04
2019-03-30,BTCEUR,3670,3670,3625,3641.72,4.204,15305.22
2019-03-29,BTCEUR,3575.56,3775,3505,3670,36.73,134939.94
2019-03-28,BTCEUR,3580.82,3695,3560.01,3575.56,4.674,16872.87
