Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DGB,Volume BTC
2019-08-09,DGBBTC,8.3e-07,8.4e-07,7.4e-07,7.9e-07,473711.36,0.3833
2019-08-08,DGBBTC,8.3e-07,8.4e-07,8.0e-07,8.3e-07,21179.3,0.01745
2019-08-07,DGBBTC,8.8e-07,9.0e-07,7.4e-07,8.3e-07,47815.33,0.03821
2019-08-06,DGBBTC,9.3e-07,9.7e-07,8.5e-07,8.8e-07,168528.02,0.1539
2019-08-05,DGBBTC,9.2e-07,9.3e-07,6.3e-07,9.3e-07,238740.39,0.1976
2019-08-04,DGBBTC,9.3e-07,9.5e-07,8.7e-07,9.2e-07,55988.5,0.05116
2019-08-03,DGBBTC,9.4e-07,1.02e-06,9.1e-07,9.3e-07,26032.91,0.02517
2019-08-02,DGBBTC,1.0e-06,1.0e-06,9.0e-07,9.4e-07,215369.27,0.2044
2019-08-01,DGBBTC,1.03e-06,1.04e-06,9.8e-07,1.0e-06,119587.52,0.1208
2019-07-31,DGBBTC,1.06e-06,1.07e-06,1.02e-06,1.03e-06,24704.75,0.02564
2019-07-30,DGBBTC,1.08e-06,1.08e-06,1.06e-06,1.06e-06,46970.69,0.05026
2019-07-29,DGBBTC,1.09e-06,1.09e-06,1.07e-06,1.08e-06,24114.24,0.02603
2019-07-28,DGBBTC,1.08e-06,1.1e-06,1.07e-06,1.09e-06,456208.69,0.4971
2019-07-27,DGBBTC,1.07e-06,1.09e-06,1.05e-06,1.08e-06,755497.62,0.8053
2019-07-26,DGBBTC,1.05e-06,1.09e-06,1.04e-06,1.07e-06,75390.78,0.08117
2019-07-25,DGBBTC,1.09e-06,1.1e-06,1.02e-06,1.05e-06,459182.45,0.4926
2019-07-24,DGBBTC,1.07e-06,1.1e-06,1.01e-06,1.09e-06,197600.91,0.2073
2019-07-23,DGBBTC,1.07e-06,1.09e-06,9.9e-07,1.07e-06,1327240.49,1.406
2019-07-22,DGBBTC,1.11e-06,1.13e-06,1.06e-06,1.07e-06,1451916.31,1.571
2019-07-21,DGBBTC,1.11e-06,1.14e-06,1.1e-06,1.11e-06,31634.78,0.03508
2019-07-20,DGBBTC,1.1e-06,1.13e-06,1.07e-06,1.11e-06,331653.17,0.3719
2019-07-19,DGBBTC,1.12e-06,1.13e-06,1.07e-06,1.1e-06,92380.75,0.1014
2019-07-18,DGBBTC,1.13e-06,1.17e-06,1.08e-06,1.12e-06,124333.9,0.1399
2019-07-17,DGBBTC,1.1e-06,1.13e-06,1.07e-06,1.13e-06,191526.94,0.2138
2019-07-16,DGBBTC,1.09e-06,1.11e-06,1.03e-06,1.1e-06,307791.42,0.3316
2019-07-15,DGBBTC,1.13e-06,1.13e-06,1.05e-06,1.09e-06,259175.09,0.2835
2019-07-14,DGBBTC,1.12e-06,1.15e-06,1.1e-06,1.13e-06,244458.05,0.2759
2019-07-13,DGBBTC,1.11e-06,1.16e-06,1.07e-06,1.12e-06,155898.0,0.1737
2019-07-12,DGBBTC,1.03e-06,1.14e-06,1.03e-06,1.11e-06,269718.15,0.2907
2019-07-11,DGBBTC,1.03e-06,1.08e-06,1.02e-06,1.03e-06,296944.38,0.3097
2019-07-10,DGBBTC,1.05e-06,1.08e-06,1.02e-06,1.03e-06,212342.92,0.2203
2019-07-09,DGBBTC,1.05e-06,1.13e-06,1.0e-06,1.05e-06,167639.98,0.1751
2019-07-08,DGBBTC,1.18e-06,1.24e-06,1.02e-06,1.05e-06,396100.87,0.4585
2019-07-07,DGBBTC,1.1e-06,1.19e-06,1.09e-06,1.18e-06,314775.5,0.3677
2019-07-06,DGBBTC,1.03e-06,1.1e-06,1.0e-06,1.1e-06,139379.43,0.1441
2019-07-05,DGBBTC,1.06e-06,1.07e-06,1.01e-06,1.04e-06,68944.09,0.07225
2019-07-04,DGBBTC,1.02e-06,1.06e-06,1.0e-06,1.06e-06,67911.95,0.06922
2019-07-03,DGBBTC,1.12e-06,1.12e-06,1.02e-06,1.02e-06,181520.47,0.1926
2019-07-02,DGBBTC,1.2e-06,1.24e-06,1.08e-06,1.12e-06,120294.18,0.1396
2019-07-01,DGBBTC,1.09e-06,1.22e-06,1.09e-06,1.2e-06,138841.43,0.1613
2019-06-30,DGBBTC,1.05e-06,1.14e-06,1.02e-06,1.09e-06,45406.9,0.0496
2019-06-29,DGBBTC,1.02e-06,1.06e-06,1.0e-06,1.05e-06,47140.11,0.04835
2019-06-28,DGBBTC,1.11e-06,1.11e-06,9.8e-07,1.02e-06,110723.12,0.1125
2019-06-27,DGBBTC,1.0e-06,1.23e-06,9.9e-07,1.11e-06,111875.81,0.1251
2019-06-26,DGBBTC,1.26e-06,1.26e-06,9.8e-07,1.0e-06,323671.36,0.3566
2019-06-25,DGBBTC,1.28e-06,1.31e-06,1.19e-06,1.26e-06,154539.93,0.1945
2019-06-24,DGBBTC,1.31e-06,1.31e-06,1.23e-06,1.28e-06,103217.81,0.1314
2019-06-23,DGBBTC,1.38e-06,1.39e-06,1.26e-06,1.31e-06,199517.07,0.2659
2019-06-22,DGBBTC,1.34e-06,1.4e-06,1.22e-06,1.38e-06,337008.75,0.4415
2019-06-21,DGBBTC,1.51e-06,1.51e-06,1.34e-06,1.34e-06,388838.73,0.5396
2019-06-20,DGBBTC,1.71e-06,1.71e-06,1.49e-06,1.51e-06,226100.62,0.3556
2019-06-19,DGBBTC,1.42e-06,1.74e-06,1.42e-06,1.71e-06,398131.28,0.6354
2019-06-18,DGBBTC,1.34e-06,1.44e-06,1.33e-06,1.42e-06,195701.95,0.2714
2019-06-17,DGBBTC,1.4e-06,1.43e-06,1.34e-06,1.34e-06,132362.84,0.1814
2019-06-16,DGBBTC,1.44e-06,1.44e-06,1.38e-06,1.4e-06,75231.49,0.106
2019-06-15,DGBBTC,1.41e-06,1.49e-06,1.41e-06,1.44e-06,120552.09,0.1753
2019-06-14,DGBBTC,1.49e-06,1.55e-06,1.39e-06,1.41e-06,366554.28,0.5218
2019-06-13,DGBBTC,1.53e-06,1.54e-06,1.47e-06,1.49e-06,204610.06,0.3085
2019-06-12,DGBBTC,1.58e-06,1.59e-06,1.3e-06,1.53e-06,356440.14,0.5308
2019-06-11,DGBBTC,1.6e-06,1.63e-06,1.55e-06,1.58e-06,142168.58,0.2248
2019-06-10,DGBBTC,1.66e-06,1.66e-06,1.6e-06,1.6e-06,125038.96,0.2041
2019-06-09,DGBBTC,1.65e-06,1.68e-06,1.62e-06,1.66e-06,41658.03,0.0688
2019-06-08,DGBBTC,1.67e-06,1.69e-06,1.63e-06,1.65e-06,22453.31,0.03748
2019-06-07,DGBBTC,1.69e-06,1.69e-06,1.62e-06,1.67e-06,10806.28,0.01801
2019-06-06,DGBBTC,1.69e-06,1.69e-06,1.59e-06,1.69e-06,5603.19,0.009192
2019-06-05,DGBBTC,1.7e-06,1.73e-06,1.57e-06,1.69e-06,100982.98,0.1693
2019-06-04,DGBBTC,1.72e-06,1.74e-06,1.7e-06,1.7e-06,90688.57,0.1567
2019-06-03,DGBBTC,1.74e-06,1.75e-06,1.7e-06,1.72e-06,72588.87,0.1257
2019-06-02,DGBBTC,1.72e-06,1.74e-06,1.7e-06,1.74e-06,36630.58,0.06346
2019-06-01,DGBBTC,1.77e-06,1.77e-06,1.66e-06,1.72e-06,187365.08,0.3246
2019-05-31,DGBBTC,1.75e-06,1.79e-06,1.73e-06,1.77e-06,59813.45,0.1054
2019-05-30,DGBBTC,1.74e-06,1.81e-06,1.73e-06,1.75e-06,214870.81,0.3757
2019-05-29,DGBBTC,1.8e-06,1.81e-06,1.73e-06,1.74e-06,858990.71,1.529
2019-05-28,DGBBTC,1.75e-06,1.81e-06,1.71e-06,1.8e-06,622240.13,1.085
2019-05-27,DGBBTC,1.84e-06,1.84e-06,1.7e-06,1.75e-06,982006.09,1.801
2019-05-26,DGBBTC,1.95e-06,2.0e-06,1.84e-06,1.84e-06,1544214.52,2.981
2019-05-25,DGBBTC,1.84e-06,1.98e-06,1.84e-06,1.98e-06,863223.21,1.645
2019-05-24,DGBBTC,1.83e-06,1.9e-06,1.81e-06,1.84e-06,505611.66,0.9379
2019-05-23,DGBBTC,1.9e-06,1.9e-06,1.79e-06,1.83e-06,221656.56,0.4101
2019-05-22,DGBBTC,1.81e-06,1.93e-06,1.77e-06,1.9e-06,897962.68,1.662
2019-05-21,DGBBTC,1.61e-06,1.81e-06,1.59e-06,1.81e-06,1239109.15,2.028
2019-05-20,DGBBTC,1.61e-06,1.62e-06,1.57e-06,1.61e-06,64500.53,0.1026
2019-05-19,DGBBTC,1.72e-06,1.75e-06,1.61e-06,1.61e-06,383049.7,0.6457
2019-05-18,DGBBTC,1.74e-06,1.78e-06,1.66e-06,1.72e-06,59972.36,0.1026
2019-05-17,DGBBTC,1.7e-06,1.74e-06,1.65e-06,1.74e-06,190386.5,0.3171
2019-05-16,DGBBTC,1.84e-06,1.84e-06,1.5e-06,1.7e-06,1812912.32,3.012
2019-05-15,DGBBTC,1.43e-06,1.87e-06,1.38e-06,1.84e-06,1047230.0,1.705
2019-05-14,DGBBTC,1.34e-06,1.48e-06,7.8e-07,1.43e-06,752701.3,0.9921
2019-05-13,DGBBTC,1.48e-06,1.58e-06,1.3e-06,1.34e-06,401187.12,0.5773
2019-05-12,DGBBTC,1.59e-06,1.6e-06,1.47e-06,1.48e-06,227858.3,0.3459
2019-05-11,DGBBTC,1.62e-06,1.64e-06,1.52e-06,1.6e-06,325015.46,0.5147
2019-05-10,DGBBTC,1.69e-06,1.69e-06,1.58e-06,1.62e-06,217787.91,0.3491
2019-05-09,DGBBTC,1.73e-06,1.73e-06,1.57e-06,1.69e-06,454467.11,0.7563
2019-05-08,DGBBTC,1.79e-06,1.81e-06,1.68e-06,1.73e-06,238371.94,0.4107
2019-05-07,DGBBTC,1.81e-06,1.84e-06,1.78e-06,1.79e-06,228977.08,0.4131
2019-05-06,DGBBTC,1.75e-06,1.85e-06,1.74e-06,1.81e-06,247891.31,0.4437
2019-05-05,DGBBTC,1.7e-06,1.78e-06,1.7e-06,1.75e-06,138488.85,0.2418
2019-05-04,DGBBTC,1.82e-06,1.84e-06,1.7e-06,1.7e-06,413160.5,0.7363
2019-05-03,DGBBTC,1.9e-06,1.94e-06,1.79e-06,1.82e-06,367159.4,0.6804
2019-05-02,DGBBTC,1.91e-06,2.03e-06,1.9e-06,1.9e-06,785533.97,1.527
2019-05-01,DGBBTC,1.96e-06,2.04e-06,1.9e-06,1.91e-06,501473.86,0.9685
2019-04-30,DGBBTC,2.03e-06,2.04e-06,1.94e-06,1.96e-06,263920.25,0.5257
2019-04-29,DGBBTC,2.03e-06,2.06e-06,1.93e-06,2.03e-06,294015.64,0.587
2019-04-28,DGBBTC,2.1e-06,2.1e-06,2.02e-06,2.03e-06,339213.98,0.6984
2019-04-27,DGBBTC,2.16e-06,2.16e-06,2.05e-06,2.1e-06,363855.74,0.7585
2019-04-26,DGBBTC,2.13e-06,2.2e-06,2.04e-06,2.16e-06,447903.43,0.9598
2019-04-25,DGBBTC,2.15e-06,2.28e-06,2.09e-06,2.13e-06,343733.4,0.748
2019-04-24,DGBBTC,2.31e-06,2.37e-06,2.1e-06,2.15e-06,386636.45,0.8435
2019-04-23,DGBBTC,2.43e-06,2.44e-06,2.23e-06,2.31e-06,290799.42,0.6865
2019-04-22,DGBBTC,2.39e-06,2.49e-06,2.38e-06,2.43e-06,241862.57,0.5883
2019-04-21,DGBBTC,2.49e-06,2.5e-06,2.38e-06,2.39e-06,235527.79,0.5678
2019-04-20,DGBBTC,2.53e-06,2.56e-06,2.45e-06,2.49e-06,101439.7,0.2534
2019-04-19,DGBBTC,2.63e-06,2.64e-06,2.53e-06,2.53e-06,276384.51,0.7185
2019-04-18,DGBBTC,2.5e-06,2.63e-06,2.49e-06,2.63e-06,222610.08,0.5723
2019-04-17,DGBBTC,2.5e-06,2.53e-06,2.46e-06,2.5e-06,175857.17,0.4392
2019-04-16,DGBBTC,2.53e-06,2.55e-06,2.45e-06,2.5e-06,245265.81,0.6146
2019-04-15,DGBBTC,2.55e-06,2.58e-06,2.47e-06,2.53e-06,119694.94,0.3023
2019-04-14,DGBBTC,2.63e-06,2.64e-06,2.5e-06,2.55e-06,132172.11,0.3339
2019-04-13,DGBBTC,2.57e-06,2.63e-06,2.5e-06,2.63e-06,150710.87,0.3857
2019-04-12,DGBBTC,2.49e-06,2.69e-06,2.49e-06,2.57e-06,171245.24,0.45
2019-04-11,DGBBTC,2.61e-06,2.61e-06,2.45e-06,2.49e-06,450222.94,1.129
2019-04-10,DGBBTC,2.67e-06,2.74e-06,2.57e-06,2.61e-06,157689.87,0.4166
2019-04-09,DGBBTC,2.76e-06,2.85e-06,2.65e-06,2.67e-06,133677.92,0.3643
2019-04-08,DGBBTC,2.91e-06,2.91e-06,2.75e-06,2.76e-06,47110.68,0.1333
2019-04-07,DGBBTC,2.94e-06,2.95e-06,2.83e-06,2.91e-06,19060.07,0.05501
2019-04-06,DGBBTC,2.94e-06,3.01e-06,2.88e-06,2.94e-06,28923.66,0.08448
2019-04-05,DGBBTC,2.97e-06,3.02e-06,2.9e-06,2.94e-06,15854.25,0.04721
2019-04-04,DGBBTC,3.02e-06,3.02e-06,2.88e-06,2.97e-06,24879.49,0.07369
2019-04-03,DGBBTC,2.98e-06,3.12e-06,2.88e-06,3.02e-06,27801.64,0.08323
2019-04-02,DGBBTC,3.14e-06,3.18e-06,2.89e-06,2.98e-06,30986.1,0.09183
2019-04-01,DGBBTC,3.07e-06,3.18e-06,3.06e-06,3.14e-06,69091.57,0.2151
2019-03-31,DGBBTC,2.98e-06,3.07e-06,2.94e-06,3.07e-06,24117.26,0.07212
2019-03-30,DGBBTC,2.94e-06,3.02e-06,2.91e-06,2.98e-06,35577.98,0.1048
2019-03-29,DGBBTC,3.04e-06,3.08e-06,2.89e-06,2.94e-06,22598.15,0.06754
2019-03-28,DGBBTC,3.1e-06,3.13e-06,3.01e-06,3.04e-06,26866.34,0.0817
2019-03-27,DGBBTC,3.07e-06,3.14e-06,3.01e-06,3.1e-06,62460.18,0.1912
2019-03-26,DGBBTC,3.04e-06,3.14e-06,2.98e-06,3.07e-06,39487.21,0.1215
2019-03-25,DGBBTC,3.15e-06,3.18e-06,3.03e-06,3.04e-06,39177.11,0.1206
2019-03-24,DGBBTC,3.15e-06,3.19e-06,3.13e-06,3.15e-06,33448.05,0.1049
2019-03-23,DGBBTC,3.16e-06,3.24e-06,3.13e-06,3.15e-06,68781.28,0.2155
2019-03-22,DGBBTC,3.13e-06,3.23e-06,3.12e-06,3.16e-06,42663.51,0.1365
2019-03-21,DGBBTC,3.29e-06,3.34e-06,3.12e-06,3.13e-06,21596.82,0.06948
2019-03-20,DGBBTC,3.33e-06,3.51e-06,3.16e-06,3.29e-06,31272.35,0.1021
2019-03-19,DGBBTC,3.42e-06,3.42e-06,3.32e-06,3.33e-06,49880.84,0.1665
2019-03-18,DGBBTC,3.57e-06,3.63e-06,3.42e-06,3.42e-06,523.62,0.001823
2019-03-17,DGBBTC,3.61e-06,3.61e-06,3.55e-06,3.57e-06,7369.53,0.02622
2019-03-16,DGBBTC,3.6e-06,3.61e-06,3.55e-06,3.61e-06,6559.37,0.0236
2019-03-15,DGBBTC,3.59e-06,3.67e-06,3.53e-06,3.6e-06,3050.06,0.01081
2019-03-14,DGBBTC,3.53e-06,3.59e-06,3.53e-06,3.59e-06,3477.23,0.01247
2019-03-13,DGBBTC,3.72e-06,3.75e-06,3.53e-06,3.53e-06,12974.55,0.04714
2019-03-12,DGBBTC,3.27e-06,3.75e-06,3.27e-06,3.72e-06,445.69,0.001649
2019-03-11,DGBBTC,3.17e-06,3.27e-06,3.17e-06,3.27e-06,3687.74,0.01187
2019-03-10,DGBBTC,3.25e-06,3.25e-06,3.14e-06,3.17e-06,1832.29,0.005816
2019-03-09,DGBBTC,3.11e-06,3.25e-06,3.0e-06,3.25e-06,851.66,0.002656
2019-03-08,DGBBTC,2.91e-06,3.13e-06,2.91e-06,3.11e-06,1565.68,0.004773
2019-03-07,DGBBTC,2.88e-06,3.0e-06,2.88e-06,2.91e-06,1732.55,0.005173
2019-03-06,DGBBTC,2.98e-06,2.98e-06,2.88e-06,2.88e-06,2711.39,0.007817
2019-03-05,DGBBTC,2.8e-06,2.98e-06,2.8e-06,2.98e-06,20223.36,0.05962
2019-03-04,DGBBTC,2.93e-06,2.93e-06,2.76e-06,2.8e-06,20109.52,0.05697
2019-03-03,DGBBTC,3.02e-06,3.02e-06,2.93e-06,2.93e-06,2850.37,0.008463
2019-03-02,DGBBTC,3.0e-06,3.02e-06,2.91e-06,3.02e-06,6684.61,0.01966
2019-03-01,DGBBTC,2.79e-06,3.02e-06,2.79e-06,3.0e-06,7830.55,0.02245
2019-02-28,DGBBTC,2.79e-06,2.8e-06,2.78e-06,2.79e-06,1409.47,0.003932
2019-02-27,DGBBTC,2.77e-06,2.81e-06,2.76e-06,2.79e-06,1710.74,0.004763
2019-02-26,DGBBTC,2.69e-06,2.77e-06,2.69e-06,2.77e-06,1621.21,0.004442
2019-02-25,DGBBTC,2.69e-06,2.74e-06,2.65e-06,2.69e-06,9422.17,0.02541
2019-02-24,DGBBTC,2.74e-06,2.87e-06,2.64e-06,2.69e-06,9223.15,0.02587
2019-02-23,DGBBTC,2.61e-06,2.74e-06,2.59e-06,2.74e-06,4738.97,0.01262
2019-02-22,DGBBTC,2.61e-06,2.61e-06,2.54e-06,2.61e-06,3882.67,0.009894
2019-02-21,DGBBTC,2.43e-06,2.61e-06,2.43e-06,2.61e-06,4511.97,0.01156
2019-02-20,DGBBTC,2.51e-06,2.51e-06,2.43e-06,2.43e-06,4924.36,0.01198
2019-02-19,DGBBTC,2.53e-06,2.54e-06,2.48e-06,2.51e-06,19466.22,0.04871
2019-02-18,DGBBTC,2.51e-06,2.6e-06,2.46e-06,2.53e-06,303667.51,0.7687
2019-02-17,DGBBTC,2.46e-06,2.51e-06,2.44e-06,2.51e-06,142911.29,0.3536
2019-02-16,DGBBTC,2.49e-06,2.49e-06,2.39e-06,2.46e-06,170378.27,0.4116
2019-02-15,DGBBTC,2.5e-06,2.5e-06,2.45e-06,2.49e-06,68616.16,0.1704
2019-02-14,DGBBTC,2.45e-06,2.55e-06,2.43e-06,2.5e-06,96130.55,0.238
2019-02-13,DGBBTC,2.43e-06,2.52e-06,2.38e-06,2.45e-06,245827.13,0.5971
2019-02-12,DGBBTC,2.46e-06,2.47e-06,2.31e-06,2.43e-06,279881.96,0.6725
2019-02-11,DGBBTC,2.5e-06,2.55e-06,2.39e-06,2.46e-06,371623.07,0.8991
2019-02-10,DGBBTC,2.6e-06,2.66e-06,2.44e-06,2.5e-06,223354.76,0.5674
2019-02-09,DGBBTC,2.56e-06,2.65e-06,2.52e-06,2.6e-06,154410.67,0.4019
2019-02-08,DGBBTC,2.45e-06,2.66e-06,2.4e-06,2.56e-06,355264.65,0.9008
2019-02-07,DGBBTC,2.43e-06,2.52e-06,2.4e-06,2.45e-06,369020.38,0.9133
2019-02-06,DGBBTC,2.48e-06,2.5e-06,2.4e-06,2.43e-06,266068.52,0.6504
2019-02-05,DGBBTC,2.49e-06,2.52e-06,2.48e-06,2.48e-06,125208.32,0.3123
2019-02-04,DGBBTC,2.54e-06,2.55e-06,2.48e-06,2.49e-06,177822.23,0.4456
2019-02-03,DGBBTC,2.55e-06,2.58e-06,2.52e-06,2.54e-06,142428.53,0.3613
2019-02-02,DGBBTC,2.54e-06,2.6e-06,2.52e-06,2.55e-06,111967.33,0.285
2019-02-01,DGBBTC,2.51e-06,2.6e-06,2.5e-06,2.54e-06,208525.49,0.5278
2019-01-31,DGBBTC,2.57e-06,2.6e-06,2.5e-06,2.51e-06,221745.2,0.565
2019-01-30,DGBBTC,2.49e-06,2.63e-06,2.48e-06,2.57e-06,407227.18,1.049
2019-01-29,DGBBTC,2.53e-06,2.57e-06,2.47e-06,2.49e-06,199300.93,0.5006
2019-01-28,DGBBTC,2.56e-06,2.59e-06,2.5e-06,2.53e-06,218850.65,0.5552
2019-01-27,DGBBTC,2.62e-06,2.64e-06,2.56e-06,2.56e-06,586343.32,1.533
2019-01-26,DGBBTC,2.62e-06,2.65e-06,2.62e-06,2.62e-06,169497.2,0.4444
2019-01-25,DGBBTC,2.65e-06,2.66e-06,2.62e-06,2.62e-06,73347.48,0.1932
2019-01-24,DGBBTC,2.63e-06,2.67e-06,2.62e-06,2.65e-06,98937.5,0.2613
2019-01-23,DGBBTC,2.67e-06,2.71e-06,2.63e-06,2.63e-06,167610.18,0.4473
2019-01-22,DGBBTC,2.65e-06,2.71e-06,2.63e-06,2.67e-06,130279.43,0.3478
2019-01-21,DGBBTC,2.67e-06,2.71e-06,2.63e-06,2.65e-06,224343.05,0.598
2019-01-20,DGBBTC,2.72e-06,2.72e-06,2.64e-06,2.67e-06,104106.93,0.2783
2019-01-19,DGBBTC,2.7e-06,2.74e-06,2.65e-06,2.72e-06,200008.61,0.5402
2019-01-18,DGBBTC,2.7e-06,2.76e-06,2.69e-06,2.7e-06,57993.83,0.1577
2019-01-17,DGBBTC,2.69e-06,2.77e-06,2.66e-06,2.7e-06,190106.48,0.5142
2019-01-16,DGBBTC,2.69e-06,2.71e-06,2.62e-06,2.69e-06,197660.73,0.5219
2019-01-15,DGBBTC,2.74e-06,2.78e-06,2.65e-06,2.69e-06,170582.9,0.4644
2019-01-14,DGBBTC,2.65e-06,2.76e-06,2.61e-06,2.74e-06,148850.6,0.3969
2019-01-13,DGBBTC,2.7e-06,2.75e-06,2.61e-06,2.65e-06,633792.58,1.705
2019-01-12,DGBBTC,2.72e-06,2.79e-06,2.7e-06,2.7e-06,120129.69,0.3274
2019-01-11,DGBBTC,2.74e-06,2.8e-06,2.67e-06,2.72e-06,299698.83,0.8149
2019-01-10,DGBBTC,2.82e-06,2.89e-06,2.61e-06,2.74e-06,400616.82,1.077
2019-01-09,DGBBTC,2.83e-06,2.93e-06,2.8e-06,2.82e-06,110909.07,0.3156
2019-01-08,DGBBTC,2.97e-06,3.02e-06,2.83e-06,2.83e-06,210406.85,0.6086
2019-01-07,DGBBTC,2.87e-06,3.03e-06,2.79e-06,2.97e-06,407458.41,1.189
2019-01-06,DGBBTC,2.75e-06,2.98e-06,2.69e-06,2.87e-06,559014.65,1.568
2019-01-05,DGBBTC,2.77e-06,2.86e-06,2.75e-06,2.75e-06,136460.85,0.3817
2019-01-04,DGBBTC,2.83e-06,2.85e-06,2.73e-06,2.77e-06,29716.09,0.08216
2019-01-03,DGBBTC,2.72e-06,3.02e-06,2.72e-06,2.83e-06,315905.96,0.887
2019-01-02,DGBBTC,2.78e-06,2.82e-06,2.7e-06,2.72e-06,302648.74,0.8414
2019-01-01,DGBBTC,2.76e-06,2.82e-06,2.69e-06,2.78e-06,242466.26,0.6733
2018-12-31,DGBBTC,2.78e-06,2.79e-06,2.72e-06,2.76e-06,271054.19,0.7481
2018-12-30,DGBBTC,2.75e-06,2.8e-06,2.71e-06,2.78e-06,93823.5,0.2579
2018-12-29,DGBBTC,2.73e-06,2.8e-06,2.69e-06,2.75e-06,152329.39,0.419
2018-12-28,DGBBTC,2.64e-06,2.8e-06,2.57e-06,2.73e-06,172878.34,0.4602
2018-12-27,DGBBTC,2.71e-06,2.74e-06,2.58e-06,2.64e-06,189865.19,0.503
2018-12-26,DGBBTC,2.76e-06,2.87e-06,2.7e-06,2.71e-06,334631.95,0.9255
2018-12-25,DGBBTC,2.91e-06,2.94e-06,2.63e-06,2.76e-06,370022.74,1.013
2018-12-24,DGBBTC,2.83e-06,3.02e-06,2.82e-06,2.91e-06,809818.78,2.354
2018-12-23,DGBBTC,2.72e-06,2.88e-06,2.72e-06,2.83e-06,184924.4,0.5223
2018-12-22,DGBBTC,2.69e-06,2.79e-06,2.59e-06,2.72e-06,212966.4,0.5729
2018-12-21,DGBBTC,2.87e-06,2.95e-06,2.68e-06,2.69e-06,155931.69,0.4379
2018-12-20,DGBBTC,2.94e-06,3.1e-06,2.76e-06,2.87e-06,266431.27,0.7796
2018-12-19,DGBBTC,3.04e-06,3.15e-06,2.68e-06,2.94e-06,548010.26,1.668
2018-12-18,DGBBTC,2.68e-06,3.04e-06,2.68e-06,3.04e-06,533048.03,1.54
2018-12-17,DGBBTC,2.59e-06,2.89e-06,2.52e-06,2.68e-06,418226.04,1.14
2018-12-16,DGBBTC,2.59e-06,2.8e-06,2.52e-06,2.59e-06,342233.19,0.9044
2018-12-15,DGBBTC,2.43e-06,2.61e-06,2.42e-06,2.59e-06,351952.03,0.8883
2018-12-14,DGBBTC,2.41e-06,2.47e-06,2.35e-06,2.43e-06,195883.12,0.4678
2018-12-13,DGBBTC,2.49e-06,2.52e-06,2.36e-06,2.41e-06,231742.12,0.5607
2018-12-12,DGBBTC,2.55e-06,2.65e-06,2.49e-06,2.49e-06,279066.32,0.715
2018-12-11,DGBBTC,2.64e-06,2.84e-06,2.47e-06,2.55e-06,144769.03,0.3801
2018-12-10,DGBBTC,2.72e-06,2.8e-06,2.6e-06,2.64e-06,131597.43,0.3502
2018-12-09,DGBBTC,2.73e-06,2.8e-06,2.64e-06,2.72e-06,395950.21,1.08
2018-12-08,DGBBTC,2.74e-06,2.96e-06,2.7e-06,2.73e-06,439138.91,1.226
2018-12-07,DGBBTC,2.87e-06,3.0e-06,2.7e-06,2.74e-06,500408.52,1.425
2018-12-06,DGBBTC,2.84e-06,3.03e-06,2.84e-06,2.87e-06,193054.64,0.5683
2018-12-05,DGBBTC,3.03e-06,3.11e-06,2.82e-06,2.84e-06,260114.94,0.7844
2018-12-04,DGBBTC,3.01e-06,3.09e-06,2.99e-06,3.03e-06,72586.72,0.2213
2018-12-03,DGBBTC,3.16e-06,3.22e-06,3.01e-06,3.01e-06,334058.56,1.031
2018-12-02,DGBBTC,3.25e-06,3.26e-06,3.1e-06,3.16e-06,88332.63,0.2803
2018-12-01,DGBBTC,3.15e-06,3.25e-06,3.03e-06,3.25e-06,101902.33,0.3196
2018-11-30,DGBBTC,3.26e-06,3.38e-06,3.03e-06,3.15e-06,299697.82,0.9458
2018-11-29,DGBBTC,3.29e-06,3.4e-06,3.24e-06,3.26e-06,392182.08,1.302
2018-11-28,DGBBTC,3.18e-06,3.37e-06,3.1e-06,3.29e-06,459949.18,1.5
2018-11-27,DGBBTC,2.83e-06,3.28e-06,2.79e-06,3.18e-06,250729.86,0.7685
2018-11-26,DGBBTC,2.68e-06,2.86e-06,2.67e-06,2.83e-06,201198.27,0.5591
2018-11-25,DGBBTC,2.7e-06,2.78e-06,2.61e-06,2.68e-06,368113.26,0.9883
2018-11-24,DGBBTC,2.68e-06,2.76e-06,2.61e-06,2.7e-06,235801.81,0.6269
2018-11-23,DGBBTC,2.66e-06,2.78e-06,2.58e-06,2.68e-06,491683.08,1.308
2018-11-22,DGBBTC,2.76e-06,2.86e-06,2.66e-06,2.66e-06,291658.69,0.8155
2018-11-21,DGBBTC,2.73e-06,2.84e-06,2.68e-06,2.76e-06,156743.15,0.4356
2018-11-20,DGBBTC,2.68e-06,2.88e-06,2.61e-06,2.73e-06,613455.82,1.671
2018-11-19,DGBBTC,2.94e-06,3.02e-06,2.62e-06,2.68e-06,334410.94,0.9377
2018-11-18,DGBBTC,2.95e-06,3.13e-06,2.9e-06,2.94e-06,107400.45,0.3204
2018-11-17,DGBBTC,3.06e-06,3.15e-06,2.87e-06,2.95e-06,237621.52,0.7143
2018-11-16,DGBBTC,2.87e-06,3.15e-06,2.87e-06,3.06e-06,235607.04,0.7218
2018-11-15,DGBBTC,2.96e-06,2.99e-06,2.82e-06,2.87e-06,573888.31,1.667
